Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,6,667099,4,4,0,10,666332,1
0,119,244449,291,291,0,16,243556,0
0,22,223254,292,292,0,16,222562,0
0,98,260483,178,178,0,17,259935,0
0,160,1078119,195,195,0,28,1077559,0
0,6,198335,42,42,0,10,197730,1
0,160,1243238,189,189,0,28,1242540,1
0,138,1109266,398,398,0,23,1108595,0
0,154,6197,387,387,0,89,5628,0
0,55,38888,79,79,0,14,38181,1
0,17,374682,41,41,0,28,374062,0
0,160,1420673,91,91,0,28,1420101,0
0,72,388432,197,197,0,29,388043,1
0,126,70633,59,59,0,58,70109,0
0,125,11230,374,374,0,49,10535,0
0,68,694973,308,308,0,27,694383,0
0,136,1677970,118,118,0,28,1677395,0
0,21,5761,375,375,0,50,5141,0
0,100,1886263,220,220,0,27,1885670,0
0,135,311313,422,422,0,4,310645,1
0,97,274287,174,174,0,14,273715,1
0,5,433446,208,208,0,23,432955,0
0,149,36542,385,385,0,88,35961,1
0,63,541203,103,103,0,6,540331,0
0,24,375081,122,122,0,12,374536,1
0,47,1142859,409,409,0,27,1142287,1
0,74,1481322,93,93,0,28,1480762,1
1,129,1261581,325,325,1,26,1260970,0
0,33,1739,6,6,0,33,1236,1
0,30,405277,142,142,0,14,404699,0
0,83,1581481,217,217,0,26,1580900,1
0,28,2442,288,288,0,48,1612,1
0,96,327963,424,424,0,4,327337,1
0,17,1411596,21,21,0,28,1410949,0
0,20,253089,179,179,0,17,252442,0
0,100,917604,276,276,0,27,916954,0
0,55,358436,280,280,0,14,358038,1
0,126,11470,47,47,0,55,11081,1
0,97,371048,279,279,0,14,370350,1
0,56,1943209,9,9,0,28,1942577,0
0,126,7470,271,271,0,77,6853,1
0,46,76266,282,282,0,14,75574,1
0,16,21243,14,14,0,38,20602,1
0,6,605996,241,241,0,10,605367,1
0,97,332148,411,411,0,14,331510,0
1,112,844685,368,368,1,22,844098,0
0,47,1875155,221,221,0,27,1874526,0
0,15,617680,236,236,0,10,617066,1
0,75,59685,49,49,0,56,58891,0
0,122,1611491,331,331,0,27,1610868,0
0,21,31626,357,357,0,83,31012,0
0,30,67780,415,415,0,14,67067,0
0,22,425359,251,251,0,16,424565,0
0,98,281837,180,180,0,17,281250,0
0,73,1169771,348,348,0,22,1169145,0
0,56,1200244,313,313,0,28,1199621,0
0,151,18926,390,390,0,92,18276,0
0,95,2115566,25,25,0,28,2114982,1
0,95,1109679,317,317,0,28,1109041,1
0,41,1559,51,51,0,57,987,1
0,17,413954,418,418,0,28,413337,0
0,7,128464,416,416,0,14,128075,0
0,56,1139142,316,316,0,28,1138561,1
1,54,385637,20,20,1,22,384969,0
0,41,1348,169,169,0,67,512,1
0,87,567879,381,381,0,20,567310,0
0,97,190891,66,66,0,14,190256,1
0,41,3660,198,198,0,68,3085,1
0,165,1001979,95,95,0,28,1001410,0
1,120,1671935,119,119,1,28,1671336,0
0,143,3008,165,165,0,46,2760,1
0,155,17644,349,349,0,80,17072,0
0,10,393310,284,284,0,30,392783,0
0,74,1025055,194,194,0,28,1024453,0
0,150,1654543,30,30,0,27,1654004,1
0,139,11006,13,13,0,37,10434,1
0,56,1840810,110,110,0,28,1840178,0
0,56,1182146,314,314,0,28,1181541,1
0,24,377041,363,363,0,12,376496,1
0,109,389569,252,252,0,16,388676,0
0,95,1235855,190,190,0,28,1235211,1
0,146,1806636,338,338,0,28,1806064,0
0,41,7249,53,53,0,57,6641,0
0,95,452612,285,285,0,28,451995,0
0,30,410649,144,144,0,14,410251,0
0,162,1121,2,2,0,32,531,0
1,54,690105,150,150,1,22,689434,0
0,148,7534,344,344,0,79,7151,0
0,100,14571,377,377,0,50,14272,0
0,22,237931,289,289,0,16,237338,0
0,95,622513,26,26,0,28,621803,0
0,30,253619,172,172,0,14,252897,0
0,20,244194,182,182,0,17,243160,0
0,5,1176204,399,399,0,23,1175530,0
0,76,668902,151,151,0,22,668282,1
0,55,22995,306,306,0,14,22609,1
0,30,47042,80,80,0,14,46335,1
0,41,6670,230,230,0,69,6140,1
0,115,462219,364,364,0,22,461563,1
0,75,1079,128,128,0,62,750,0
0,146,1784731,334,334,0,28,1784156,1
0,165,1392058,309,309,0,28,1391459,0
0,30,170789,68,68,0,14,170208,1
1,64,44727,395,395,1,93,44119,1
1,117,978860,278,278,1,27,978390,0
0,41,7294,264,264,0,75,6638,0
0,75,9111,132,132,0,63,8734,0
0,58,633393,82,82,0,11,632488,1
0,35,2852,16,16,0,40,2211,0
0,74,1610144,115,115,0,28,1609563,0
0,52,219644,71,71,0,14,218985,1
0,31,873,5,5,0,35,262,1
0,96,462632,141,141,0,4,462006,0
0,86,1707,378,378,0,85,1054,0
0,77,555039,78,78,0,7,554104,0
0,59,897457,275,275,0,27,896894,0
0,6,522983,295,295,0,10,522417,1
0,163,897652,243,243,0,22,897068,0
0,109,445439,135,135,0,16,444747,0
0,4,8892,376,376,0,50,8245,0
0,84,407298,185,185,0,15,406639,0
0,111,95645,64,64,0,2,95094,1
0,96,296809,421,421,0,4,296102,1
0,143,438791,32,32,0,3,438168,1
0,133,296422,247,247,0,16,295724,0
0,97,311595,412,412,0,14,311224,1
0,130,22912,58,58,0,58,22523,0
0,65,20624,74,74,0,43,19953,1
0,168,262228,37,37,0,22,261515,0
0,15,603114,240,240,0,10,602248,1
0,135,610905,158,158,0,4,610333,0
1,1,862102,244,244,1,22,861431,0
0,127,9993,33,33,0,41,9376,1
0,17,1448091,89,89,0,28,1447573,1
0,93,12594,200,200,0,47,11959,1
0,25,367683,156,156,0,16,367096,0
0,126,28027,44,44,0,53,27344,0
0,96,406686,140,140,0,4,406078,0
0,126,32545,265,265,0,76,31979,0
1,107,11424,40,40,1,52,10828,0
0,2,465000,354,354,0,17,464038,0
1,40,891600,274,274,1,27,891058,1
0,95,1570983,121,121,0,28,1570405,1
0,118,456160,322,322,0,23,455483,0
1,164,28680,130,130,1,63,27985,0
0,3,478938,102,102,0,0,478315,0
0,14,494817,205,205,0,23,494134,1
0,39,21792,346,346,0,79,21193,0
0,6,649380,239,239,0,10,648745,1
1,54,499409,366,366,1,22,498789,0
0,130,21840,233,233,0,71,21079,0
0,161,551183,229,229,0,19,550740,0
0,36,53116,397,397,0,93,52718,0
0,45,302673,248,248,0,16,302005,0
0,94,633183,237,237,0,10,632827,1
0,68,1591262,332,332,0,27,1590720,0
0,70,548259,145,145,0,20,547909,0
0,82,627298,100,100,0,6,626603,1
0,96,555039,429,429,0,4,554545,1
0,135,269583,420,420,0,4,268954,0
0,90,1587490,215,215,0,26,1586741,0
0,56,1060193,192,192,0,28,1059636,1
0,20,266589,177,177,0,17,265723,0
0,51,21892,340,340,0,78,21179,0
0,157,400683,56,56,0,3,400036,1
0,126,11825,45,45,0,53,11139,0
0,115,564291,149,149,0,22,563632,1
0,20,1722444,339,339,0,25,1721857,1
0,17,1871216,109,109,0,28,1870641,0
0,100,1100102,407,407,0,27,1099440,1
0,22,217404,22,22,0,16,216745,0
0,95,2130876,105,105,0,28,2130250,1
0,75,5418,234,234,0,71,4696,1
0,97,266951,175,175,0,14,266226,0
0,63,643220,202,202,0,6,642618,0
0,30,238595,173,173,0,14,237978,1
0,46,174019,65,65,0,14,173294,1
0,147,33533,391,391,0,92,32910,1
0,120,66227,303,303,0,1,65685,0
0,95,1038285,193,193,0,28,1037734,1
0,95,1299223,188,188,0,28,1298663,0
0,159,549268,75,75,0,7,548651,0
0,33,1790185,222,222,0,27,1789544,1
0,161,110877,157,157,0,2,110344,1
1,121,44362,302,302,1,15,43754,1
0,128,375323,426,426,0,4,374682,1
0,27,1894275,111,111,0,28,1893637,1
0,103,48963,358,358,0,83,48349,0
0,126,63431,63,63,0,59,62859,0
0,79,559332,146,146,0,20,558976,0
1,140,1947,15,15,1,39,1330,1
0,122,849658,23,23,0,27,849029,1
0,41,17246,269,269,0,76,16593,0
0,41,11667,262,262,0,74,10975,1
0,160,1192370,315,315,0,28,1191744,1
0,116,777907,152,152,0,22,777242,0
0,113,474095,355,355,0,17,473496,0
0,40,548591,228,228,0,19,548190,0
0,150,1665163,29,29,0,27,1664528,0
0,49,15815,361,361,0,83,15231,0
0,14,417430,207,207,0,23,416753,1
0,100,50225,396,396,0,93,49587,0
0,141,23909,362,362,0,83,23259,0
0,122,1935320,218,218,0,27,1934724,0
0,56,1439745,90,90,0,28,1439215,1
0,105,1628056,216,216,0,26,1627475,0
0,134,5356,351,351,0,82,4736,1
0,20,272757,181,181,0,17,271798,0
0,61,422988,184,184,0,15,422386,0
0,144,431207,427,427,0,4,430704,0
0,18,563485,94,94,0,20,563114,0
0,1,4939,7,7,0,33,4241,1
0,131,488252,254,254,0,16,487683,0
0,68,2159962,327,327,0,27,2159390,0
0,9,305429,372,372,0,24,304515,0
1,42,210445,137,137,1,11,209840,1
0,128,636879,161,161,0,4,636250,1
0,56,2103139,223,223,0,28,2102468,1
0,8,211634,419,419,0,0,211245,0
0,126,34921,270,270,0,77,34262,1
0,17,1578872,120,120,0,28,1578312,0
0,135,596495,162,162,0,4,595866,0
0,93,9539,199,199,0,47,8904,1
0,6,491431,298,298,0,10,490859,1
0,98,458814,353,353,0,17,458125,0
0,135,283286,425,425,0,4,282588,0
0,130,1863,43,43,0,53,1279,0
0,90,1306828,212,212,0,26,1306226,1
0,92,10499,38,38,0,51,10110,1
0,130,6256,131,131,0,63,5888,0
0,130,77237,60,60,0,58,76545,0
0,160,1685667,117,117,0,28,1685527,0
0,132,566496,299,299,0,10,565864,1
0,17,1212108,312,312,0,28,1211533,0
0,85,8071,393,393,0,92,7124,1
0,96,631273,160,160,0,4,630704,1
0,146,1357417,311,311,0,28,1356881,1
1,29,1337715,214,214,1,26,1337152,0
1,11,893116,242,242,1,22,892445,1
0,102,102031,0,0,0,2,101630,1
0,56,460277,286,286,0,28,459570,0
0,6,542828,293,293,0,10,542232,1
0,56,2082607,35,35,0,28,2081918,1
0,12,673589,187,187,0,27,672981,1
0,131,253563,290,290,0,16,252895,0
0,56,1069989,196,196,0,28,1069351,0
0,50,54130,400,400,0,94,53294,1
1,32,225709,69,69,1,14,225092,1
0,169,2039757,329,329,0,27,2039173,1
0,130,55031,268,268,0,76,54300,0
0,85,42738,392,392,0,92,42403,1
0,95,698962,97,97,0,28,698387,1
0,168,930600,245,245,0,22,929947,1
0,43,510533,431,431,0,5,509916,0
0,56,1653046,113,113,0,28,1652444,1
0,144,602022,163,163,0,4,601444,0
0,141,9693,360,360,0,83,9067,0
0,133,325661,371,371,0,16,325122,0
0,130,57983,62,62,0,59,57381,1
0,109,482096,257,257,0,16,481446,0
0,90,152203,402,402,0,94,151562,0
0,126,7816,170,170,0,67,6941,1
0,25,459742,253,253,0,16,459083,0
0,75,8984,259,259,0,72,8412,1
0,133,285006,249,249,0,16,284026,0
0,34,786,373,373,0,84,88,0
0,112,521226,211,211,0,6,520573,0
0,75,1896,258,258,0,72,1198,1
0,5,423275,206,206,0,23,422700,0
0,157,297265,226,226,0,3,296609,0
0,160,421453,417,417,0,28,420860,0
0,130,10738,166,166,0,66,10142,1
0,61,410431,183,183,0,15,409799,0
0,68,739582,273,273,0,27,738989,0
0,22,497547,255,255,0,16,496699,0
0,17,2021354,36,36,0,28,2020752,1
1,157,22510,54,54,1,42,21845,0
0,51,12963,342,342,0,78,12349,0
0,17,1279824,191,191,0,28,1279111,1
0,47,2141017,328,328,0,27,2140400,0
0,55,203566,70,70,0,14,203195,1
0,132,641268,238,238,0,10,640657,1
1,120,1773473,335,335,1,28,1772775,1
0,6,537100,294,294,0,10,536468,1
0,126,3185,164,164,0,65,2544,1
0,56,1094415,319,319,0,28,1093786,1
0,60,567898,124,124,0,19,567485,0
0,126,4704,231,231,0,70,4066,0
0,30,55203,81,81,0,14,54550,0
0,110,288418,225,225,0,3,287768,0
0,1,165971,18,18,0,9,165327,0
0,170,627125,85,85,0,11,626559,1
0,47,606832,86,86,0,27,606242,0
0,75,11303,50,50,0,56,10641,1
0,6,661517,1,1,0,10,660867,1
