Gene_Type,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,119,1991,180,132,321,1
1,26,7580,90,105,6150,1
1,1,317768,194,55,315381,0
0,73,587282,70,19,586959,0
1,9,10942,202,31,10619,1
1,41,929,17,75,492,0
1,144,6341,63,100,3546,0
1,79,50252,212,17,48096,1
1,126,751195,190,29,748829,0
0,60,2270,60,97,1968,1
1,111,629366,210,47,627348,0
1,74,609376,209,11,606950,0
1,14,2735,218,137,1362,1
1,32,4117,226,48,1346,1
1,36,6226,11,69,4295,0
1,83,481120,111,0,478592,0
1,39,215,5,118,3,0
1,69,2208,145,122,1,1
1,89,857583,112,33,854629,0
1,2,4959,103,110,2632,0
1,38,38673,93,106,38134,1
1,1,2184398,89,55,2181870,1
1,6,821170,102,31,818471,0
1,117,640889,124,14,638082,0
1,143,699100,74,23,696140,0
0,84,2029693,141,52,2028950,0
1,0,4564,46,93,2810,1
1,13,1582,12,71,692,1
1,66,3052,58,96,605,0
1,3,498493,236,5,497942,0
1,77,6017,222,139,3066,0
1,133,4965,128,117,2173,1
1,93,585603,189,12,583600,0
1,85,2706,91,83,1,1
1,15,89160,184,3,86623,1
1,124,475584,99,43,473026,0
1,86,101201,25,13,100433,1
1,121,6087,15,72,4936,1
1,78,1639600,200,54,1637255,0
1,132,1686,2,76,1,1
1,22,10351,179,132,7736,1
1,21,1399795,23,47,1397420,0
1,76,651190,196,24,650348,0
0,22,17833,32,47,17345,1
1,125,612,73,44,103,1
1,43,32383,204,134,29822,0
1,87,69602,86,4,68706,1
1,7,182518,44,26,180932,1
1,12,18217,120,115,15659,0
1,65,88109,221,25,87465,0
1,139,540826,37,17,537914,0
1,129,5666,171,128,3972,0
1,4,267665,227,54,267153,0
1,139,28634,143,17,28311,1
1,8,1121147,216,43,1120731,0
1,109,583,161,125,2,0
1,100,2783,39,81,909,1
1,6,67398,223,53,66466,1
1,16,453362,134,11,452610,0
1,28,11981,107,112,9216,0
1,62,935665,193,37,933350,0
1,123,9109,154,28,6119,1
1,49,228,18,75,1,0
0,34,2248,20,78,1520,1
1,29,578251,165,16,576644,0
1,130,3080,56,94,735,1
1,99,45115,205,135,42281,0
1,57,2190,101,109,1,1
1,19,922,9,68,412,0
1,129,521339,136,6,518895,0
1,139,663276,135,17,662509,0
1,58,783875,69,30,783721,0
1,82,24991,117,114,22313,0
0,77,1238,215,88,288,1
1,13,4197,150,123,3526,1
0,104,1066,0,70,947,1
1,78,1161359,96,54,1159086,0
1,79,73875,213,17,71692,1
1,15,8168,50,82,5343,0
1,71,1842055,211,50,1840004,0
1,110,40883,52,64,38052,1
1,25,9729,92,83,7402,1
1,2,17064,80,102,15238,0
1,59,521580,40,2,519241,0
1,81,207218,122,36,204852,1
1,97,640440,118,20,637990,0
1,21,957,170,47,103,1
1,29,504842,75,1,502038,0
1,73,45868,115,46,44981,1
1,107,18211,55,35,15392,1
1,115,963,78,19,103,1
1,134,772241,49,27,769332,0
0,120,1411,1,73,1097,0
1,86,630925,173,13,630173,0
1,1,35958,41,30,35374,1
1,68,34273,7,20,33176,1
1,5,617,57,95,1,0
1,129,478396,137,6,477242,0
1,126,392192,108,29,389835,0
1,116,28437,220,55,25624,1
1,125,4194,219,138,3232,0
1,21,16367,33,47,13620,1
1,90,13228,197,133,10472,1
1,48,1874,59,97,3,1
1,75,51751,110,21,49106,0
0,55,581031,238,19,580762,0
1,48,184333,77,57,183608,0
1,51,382722,104,63,380155,0
1,31,9773,228,140,7086,0
1,51,10829,83,63,8487,1
1,1,281858,155,55,279111,0
1,118,326018,105,22,323649,0
1,147,112160,88,18,109194,0
1,146,563,45,92,3,1
1,139,8610,81,103,7165,0
1,80,250640,175,9,247890,0
1,4,1020701,164,54,1018377,0
1,114,23344,167,126,21104,0
1,44,57748,53,64,55331,1
1,127,7904,100,108,5580,1
0,96,2011553,3,52,2010699,0
1,109,26773,114,46,26201,1
1,54,2033316,142,52,2030554,0
1,95,15743,208,32,15195,1
1,123,822273,214,28,821002,0
1,72,16756,28,80,15296,0
1,8,88412,98,43,86619,1
1,77,7310,234,141,4494,0
0,70,586872,181,8,586129,0
1,51,360854,47,63,358083,1
1,7,215357,64,26,214062,1
1,81,254233,182,36,251879,1
1,78,26957,139,120,26184,0
1,17,856711,132,34,855554,0
