Strand_Orientation,Ortholog_Id,Genomic_End_Position,Gene_Id,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,28,2065088,102,102,1,31,2062416
1,51,8030,144,144,0,74,5538
1,56,54570,27,27,0,44,51787
1,103,12466,229,229,0,87,9926
0,74,1745786,12,12,0,31,1743231
0,110,1189938,225,225,0,24,1187140
1,85,580806,94,94,0,8,578836
1,113,565358,83,83,0,32,563163
1,86,935144,132,132,0,31,932427
1,61,7331,92,92,0,48,4482
1,27,167573,36,36,0,19,164778
1,4,249052,71,71,0,9,246272
1,100,344245,13,13,0,0,341906
1,86,194602,249,249,0,9,191840
0,88,536061,256,256,0,15,533287
0,81,1851640,107,107,0,31,1848668
1,118,450835,66,66,0,6,448496
0,46,14547,20,20,0,52,12235
0,53,417885,137,137,0,16,415123
1,20,237391,70,70,0,9,234584
0,99,7271,22,22,0,53,4884
0,70,3982,1,1,0,36,1541
1,43,21057,155,155,0,3,18763
0,117,388287,240,240,0,16,385492
0,51,11601,39,39,0,59,9187
1,104,175571,93,93,0,28,172800
0,101,110238,228,228,0,87,107374
0,34,783613,76,76,0,23,780839
1,65,8573,215,215,0,84,6039
1,127,7513,3,3,0,38,4757
1,59,191757,115,115,0,10,188965
1,19,205713,247,247,0,9,202903
1,45,1484951,182,182,0,30,1482129
1,40,880730,134,134,0,31,877992
1,110,12861,241,241,0,89,10087
0,74,763632,130,130,0,31,761305
1,111,1152001,180,180,1,30,1149578
0,12,171302,231,231,0,12,169443
1,15,187696,248,248,0,9,185057
1,57,2180588,52,52,0,32,2178147
1,106,17047,37,37,0,45,14579
0,67,222070,178,178,0,5,219359
0,78,1181628,224,224,0,24,1179322
1,11,2776,48,48,1,61,113
1,40,950785,133,133,0,31,948302
0,51,8596,126,126,0,72,5819
0,18,24923,60,60,0,47,22032
0,50,42017,200,200,1,81,39222
0,34,1200167,194,194,0,23,1197396
0,22,696919,72,72,0,23,694046
0,95,316755,120,120,1,24,314314
0,76,428401,68,68,0,18,425663
0,17,381075,238,238,0,16,378301
0,28,2113696,51,51,1,31,2111357
0,72,272153,63,63,0,23,269451
1,9,22052,242,242,0,90,19278
0,79,198843,128,128,0,5,196225
1,81,775880,131,131,0,31,773208
0,130,421319,160,160,0,15,418704
1,42,180486,34,34,0,19,177754
1,51,11536,32,32,0,58,9554
0,132,15093,157,157,0,19,12226
