Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,31,9773,226,1,138,7086,5,0
1,51,10829,81,1,61,8487,5,1
1,1,281858,154,1,53,279111,5,0
1,18,23155,186,1,22,22973,5,1
1,134,663276,133,1,17,662509,5,0
1,141,563,43,1,90,3,5,1
1,134,8610,79,1,101,7165,5,0
1,77,250640,174,1,9,247890,5,0
1,4,1020701,163,1,52,1018377,5,0
1,111,23344,166,1,124,21104,5,0
1,44,57748,51,1,62,55331,5,1
1,124,7904,97,1,106,5580,5,1
0,93,2011553,3,0,50,2010699,3,0
0,57,45867,21,0,44,45670,2,1
1,54,2033316,141,1,50,2030554,5,0
1,6,821170,99,1,30,818471,5,0
1,119,805101,143,1,27,802591,5,0
1,70,16756,28,1,78,15296,5,0
1,121,66037,94,1,42,63011,5,1
1,74,7310,233,1,139,4494,5,0
0,69,586872,180,0,8,586129,2,0
1,51,360854,45,1,61,358083,5,1
1,7,182518,42,1,25,180932,5,1
1,78,207218,120,1,35,204852,5,1
1,75,26957,137,1,118,26184,5,0
0,30,870832,52,0,32,869711,2,0
