Gene_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,0,504309,428,428,4,3,145,503911,1
0,0,668902,150,150,22,4,77,668282,1
0,0,1995197,218,218,27,4,149,1994529,0
0,0,216763,322,322,3,4,143,216122,0
1,0,588625,158,158,4,3,108,587969,1
0,0,416038,383,383,31,4,64,415541,0
1,0,463493,101,101,0,3,79,462885,1
0,0,14001,394,394,92,4,153,13402,1
1,0,385637,20,20,22,3,56,384969,0
0,0,602338,320,320,6,4,92,601643,1
0,0,1845,389,389,91,2,87,1489,1
0,0,314714,123,123,12,4,25,314181,0
0,0,1473130,87,87,28,4,27,1472456,0
0,0,1134002,408,408,27,4,48,1133424,1
0,0,444695,31,31,3,4,110,444042,0
0,0,42175,386,386,88,4,149,41594,0
0,0,9261,128,128,62,4,42,8539,0
0,0,382637,57,57,3,4,157,382086,0
0,0,35038,303,303,1,4,120,34388,1
0,0,410050,249,249,16,4,23,409331,0
1,0,13194,349,349,81,3,105,12661,1
0,0,641578,83,83,11,4,55,640880,1
0,0,320021,423,423,4,4,97,319437,1
0,0,70385,300,300,15,4,158,69732,0
0,0,2893,384,384,87,4,147,2228,0
0,0,36160,19,19,14,4,54,35462,1
1,0,628319,185,185,13,3,65,627354,1
0,0,1066542,405,405,27,4,69,1065931,1
0,0,438865,351,351,17,4,21,438233,0
0,0,331967,154,154,16,4,133,331098,0
1,0,499409,366,366,22,3,56,498789,0
0,0,262228,37,37,22,4,168,261515,0
0,1,340144,413,413,14,4,98,339536,0
0,0,224418,168,168,17,4,21,223792,0
0,0,17055,48,48,56,4,42,16375,0
0,0,1049,286,286,48,4,68,204,1
0,0,807166,153,153,22,4,116,806492,1
1,0,874302,276,276,27,3,117,873739,1
0,0,281,10,10,36,5,73,3,1
0,0,16035,342,342,78,4,53,15472,0
0,0,301818,280,280,14,4,31,301183,1
0,0,6125,11,11,36,4,73,5631,1
0,0,578960,77,77,7,4,114,578253,0
0,0,1670681,28,28,27,4,122,1670067,0
1,0,544317,148,148,22,1,112,543658,0
0,0,278450,245,245,16,4,46,277617,0
0,0,482096,255,255,16,4,109,481446,0
0,0,16573,166,166,66,4,126,15977,0
0,0,1236,125,125,44,4,0,691,0
0,0,2152710,106,106,28,4,160,2152117,1
0,0,218124,167,167,17,4,21,217234,0
0,0,497850,296,296,10,4,42,497083,1
0,0,653543,84,84,11,4,55,652923,1
0,0,729959,96,96,28,4,17,729363,0
0,0,350824,414,414,14,2,98,350453,1
0,0,584282,133,133,10,4,6,583626,1
0,0,425782,142,142,14,2,47,425384,0
1,0,1261581,324,324,26,3,129,1260970,0
0,0,160801,403,403,94,4,49,160181,0
1,0,10872,104,104,60,3,102,10210,0
0,0,412598,282,282,30,4,45,411981,1
0,0,514088,295,295,10,4,42,513441,1
0,0,667099,4,4,10,4,6,666332,1
0,0,244449,290,290,16,4,119,243556,0
0,0,223254,291,291,16,4,23,222562,0
0,0,266589,177,177,17,4,21,265723,0
0,0,1078119,194,194,28,4,160,1077559,0
0,0,198335,42,42,10,4,6,197730,1
0,0,1243238,188,188,28,4,160,1242540,1
0,0,1176204,399,399,23,4,5,1175530,0
0,0,6197,387,387,89,4,154,5628,0
0,0,38888,79,79,14,4,57,38181,1
0,0,374682,41,41,28,4,17,374062,0
0,0,1420673,91,91,28,4,160,1420101,0
0,0,388432,196,196,29,2,74,388043,1
0,0,70633,59,59,58,4,126,70109,0
0,0,11230,374,374,49,4,125,10535,0
0,0,694973,307,307,27,4,70,694383,0
0,0,1677970,118,118,28,4,136,1677395,0
0,0,5761,375,375,50,4,22,5141,0
0,0,1886263,219,219,27,4,101,1885670,0
0,0,311313,422,422,4,4,135,310645,1
0,0,274287,174,174,14,4,98,273715,1
0,0,456160,321,321,23,4,118,455483,0
0,0,36542,385,385,88,4,149,35961,1
0,0,541203,103,103,6,4,65,540331,0
0,0,375081,122,122,12,4,25,374536,1
0,0,1142859,409,409,27,4,48,1142287,1
0,0,1481322,93,93,28,4,75,1480762,1
0,0,1306828,210,210,26,4,91,1306226,1
0,0,1739,6,6,33,4,34,1236,1
0,0,405277,141,141,14,4,31,404699,0
0,0,1587490,213,213,26,4,91,1586741,0
0,0,2442,287,287,48,4,29,1612,1
0,1,327963,424,424,4,4,97,327337,1
0,0,1411596,21,21,28,4,17,1410949,0
0,0,260483,178,178,17,4,99,259935,0
0,0,917604,275,275,27,4,101,916954,0
0,0,358436,279,279,14,2,57,358038,1
0,0,11470,47,47,55,2,126,11081,1
0,0,371048,278,278,14,4,98,370350,1
0,0,1943209,9,9,28,4,58,1942577,0
0,0,7470,270,270,77,4,126,6853,1
0,0,76266,281,281,14,4,47,75574,1
0,0,21243,14,14,38,4,16,20602,1
0,0,605996,240,240,10,4,6,605367,1
0,0,332148,411,411,14,4,98,331510,0
1,0,862102,243,243,22,3,1,861431,0
0,0,1875155,220,220,27,4,48,1874526,0
0,0,617680,235,235,10,4,15,617066,1
0,0,59685,49,49,56,4,76,58891,0
0,0,1611491,330,330,27,4,122,1610868,0
0,0,31626,357,357,83,4,22,31012,0
0,0,67780,415,415,14,4,31,67067,0
0,0,425359,250,250,16,4,23,424565,0
0,0,288480,176,176,17,4,99,287506,0
0,0,1187163,346,346,22,4,168,1186465,0
0,0,1200244,312,312,28,4,58,1199621,0
0,0,18926,390,390,92,4,151,18276,0
0,0,2115566,25,25,28,4,96,2114982,1
0,0,1109679,316,316,28,4,96,1109041,1
0,0,1559,51,51,57,4,42,987,1
0,0,413954,418,418,28,4,17,413337,0
0,0,128464,416,416,14,2,7,128075,0
0,0,1139142,315,315,28,4,58,1138561,1
0,0,462219,364,364,22,4,115,461563,1
0,0,1348,169,169,67,4,42,512,1
0,0,1344856,200,200,21,4,123,1344239,0
0,0,190891,66,66,14,4,98,190256,1
0,0,3660,197,197,68,4,42,3085,1
0,0,1001979,95,95,28,4,165,1001410,0
1,0,1671935,119,119,28,3,120,1671336,0
0,0,3008,164,164,46,4,143,2760,1
0,0,17644,348,348,80,4,155,17072,0
0,0,393310,283,283,30,4,10,392783,0
0,0,1025055,193,193,28,4,75,1024453,0
0,0,1654543,30,30,27,4,150,1654004,1
0,0,11006,13,13,37,4,139,10434,1
0,0,1840810,110,110,28,4,58,1840178,0
0,0,1182146,313,313,28,4,58,1181541,1
0,0,377041,363,363,12,4,25,376496,1
0,0,389569,251,251,16,4,109,388676,0
0,0,1235855,189,189,28,2,96,1235211,1
0,0,1806636,337,337,28,4,146,1806064,0
0,0,7249,53,53,57,4,42,6641,0
0,0,452612,284,284,28,4,96,451995,0
0,0,410649,143,143,14,2,31,410251,0
0,0,1121,2,2,32,4,162,531,0
0,0,725245,152,152,22,4,116,724664,1
0,0,7534,343,343,79,2,148,7151,0
0,0,14571,377,377,50,4,101,14272,0
0,0,237931,288,288,16,4,23,237338,0
0,0,622513,26,26,28,4,96,621803,0
0,0,253619,172,172,14,4,31,252897,0
0,0,253089,179,179,17,4,21,252442,0
0,0,305429,372,372,24,4,9,304515,0
1,0,690105,149,149,22,3,56,689434,0
0,0,22995,305,305,14,2,57,22609,1
0,0,47042,80,80,14,4,31,46335,1
0,0,6670,229,229,69,4,42,6140,1
0,0,467996,365,365,22,4,163,467418,0
0,0,1079,127,127,62,2,76,750,0
0,1,1784731,333,333,28,4,146,1784156,1
0,0,1392058,308,308,28,4,165,1391459,0
0,0,170789,68,68,14,4,31,170208,1
1,0,44727,395,395,93,3,66,44119,1
1,0,978860,277,277,27,1,117,978390,0
0,0,7294,263,263,75,4,42,6638,0
0,0,9111,131,131,63,2,76,8734,0
0,0,633393,82,82,11,4,60,632488,1
0,0,2852,16,16,40,4,36,2211,0
0,0,1610144,115,115,28,4,75,1609563,0
0,0,219644,71,71,14,4,54,218985,1
0,0,873,5,5,35,4,32,262,1
0,0,462632,140,140,4,4,97,462006,0
0,0,1707,378,378,85,4,87,1054,0
0,0,555039,78,78,7,4,78,554104,0
0,0,897457,274,274,27,4,61,896894,0
0,0,522983,294,294,10,4,6,522417,1
0,0,930600,244,244,22,4,168,929947,1
0,0,445439,134,134,16,4,109,444747,0
0,0,8892,376,376,50,4,4,8245,0
0,0,407298,184,184,15,4,85,406639,0
0,0,95645,64,64,2,4,111,95094,1
0,0,296809,421,421,4,4,97,296102,1
0,0,438791,32,32,3,4,143,438168,1
0,0,296422,246,246,16,4,133,295724,0
0,0,311595,412,412,14,2,98,311224,1
0,0,22912,58,58,58,2,130,22523,0
0,0,20624,74,74,43,4,67,19953,1
0,0,276224,137,137,22,4,81,275592,0
0,0,603114,239,239,10,4,15,602248,1
0,0,610905,157,157,4,4,135,610333,0
1,0,893116,241,241,22,3,11,892445,1
0,0,9993,33,33,41,4,127,9376,1
0,0,1448091,89,89,28,4,17,1447573,1
0,0,12594,199,199,47,4,94,11959,1
0,0,367683,155,155,16,4,26,367096,0
0,0,28027,44,44,53,4,126,27344,0
0,0,406686,139,139,4,4,97,406078,0
0,0,32545,264,264,76,4,126,31979,0
1,0,11424,40,40,52,3,107,10828,0
0,0,474095,354,354,17,4,113,473496,0
1,0,891600,273,273,27,1,41,891058,1
0,0,1570983,121,121,28,4,96,1570405,1
0,0,487260,203,203,23,4,124,486679,1
1,0,28680,129,129,63,3,164,27985,0
0,0,478938,102,102,0,4,3,478315,0
0,0,1109266,398,398,23,4,138,1108595,0
0,0,21792,345,345,79,4,40,21193,0
0,0,649380,238,238,10,4,6,648745,1
0,0,538452,147,147,22,4,117,537880,1
0,0,21840,232,232,71,4,130,21079,0
0,0,567898,124,124,19,2,62,567485,0
0,0,53116,397,397,93,5,37,52718,0
0,0,302673,247,247,16,4,46,302005,0
0,0,633183,236,236,10,2,95,632827,1
0,0,1591262,331,331,27,4,70,1590720,0
0,0,559332,145,145,20,2,80,558976,0
0,0,627298,100,100,6,4,83,626603,1
0,0,555039,429,429,4,4,97,554545,1
0,0,269583,420,420,4,4,135,268954,0
1,0,1591401,214,214,26,3,129,1590901,0
0,0,1060193,191,191,28,4,58,1059636,1
0,0,272757,181,181,17,4,21,271798,0
0,0,21892,339,339,78,4,53,21179,0
0,0,400683,56,56,3,4,157,400036,1
0,0,11825,45,45,53,4,126,11139,0
0,0,610947,367,367,22,4,168,610288,1
0,0,1183104,325,325,26,4,39,1182499,0
0,0,1871216,109,109,28,4,17,1870641,0
0,0,1100102,407,407,27,4,101,1099440,1
0,0,217404,22,22,16,4,23,216745,0
0,0,2130876,105,105,28,4,96,2130250,1
0,0,5418,233,233,71,4,76,4696,1
0,0,266951,175,175,14,4,98,266226,0
0,0,643220,201,201,6,4,65,642618,0
0,0,238595,173,173,14,4,31,237978,1
0,0,174019,65,65,14,4,47,173294,1
0,0,33533,391,391,92,4,147,32910,1
0,0,66227,302,302,1,4,120,65685,0
0,0,1038285,192,192,28,4,96,1037734,1
0,0,1299223,187,187,28,4,96,1298663,0
0,0,549268,75,75,7,4,159,548651,0
0,0,1790185,221,221,27,4,34,1789544,1
0,0,110877,156,156,2,5,161,110344,1
1,0,44362,301,301,15,3,121,43754,1
0,0,375323,426,426,4,4,128,374682,1
0,1,1894275,111,111,28,4,28,1893637,1
0,0,48963,358,358,83,4,104,48349,0
0,0,63431,63,63,59,4,126,62859,0
0,0,563485,94,94,20,2,18,563114,0
1,0,1947,15,15,39,3,140,1330,1
0,1,849658,23,23,27,4,122,849029,1
0,0,17246,268,268,76,4,42,16593,0
0,0,11667,261,261,74,4,42,10975,1
0,0,1192370,314,314,28,4,160,1191744,1
0,0,789660,151,151,22,4,59,789061,1
0,0,484940,355,355,17,4,51,484143,0
0,0,551183,228,228,19,2,161,550740,0
0,0,1665163,29,29,27,4,150,1664528,0
0,0,15815,361,361,83,4,50,15231,0
0,0,423275,205,205,23,4,5,422700,0
0,0,50225,396,396,93,4,101,49587,0
0,0,23909,362,362,83,4,141,23259,0
0,0,1935320,217,217,27,4,122,1934724,0
0,0,1439745,90,90,28,4,58,1439215,1
0,0,1646736,215,215,26,4,19,1646206,0
0,0,5356,350,350,82,4,134,4736,1
0,0,281837,180,180,17,4,99,281250,0
0,0,422988,183,183,15,4,63,422386,0
0,0,431207,427,427,4,4,144,430704,0
0,0,565167,382,382,20,2,80,564760,0
0,0,4939,7,7,33,4,1,4241,1
0,0,497547,253,253,16,4,23,496699,0
0,0,2159962,326,326,27,4,70,2159390,0
0,0,1722444,338,338,25,4,21,1721857,1
1,0,210445,136,136,11,3,43,209840,1
0,0,636879,160,160,4,4,128,636250,1
0,0,2103139,222,222,28,4,58,2102468,1
0,0,211634,419,419,0,5,8,211245,0
0,0,34921,269,269,77,4,126,34262,1
0,0,1578872,120,120,28,4,17,1578312,0
0,0,596495,161,161,4,4,135,595866,0
0,0,9539,198,198,47,4,94,8904,1
0,0,491431,297,297,10,4,6,490859,1
0,0,465000,353,353,17,4,2,464038,0
0,0,283286,425,425,4,4,135,282588,0
0,0,1863,43,43,53,4,130,1279,0
1,0,1337715,212,212,26,3,30,1337152,0
0,0,10499,38,38,51,2,93,10110,1
0,0,6256,130,130,63,2,130,5888,0
0,0,77237,60,60,58,4,130,76545,0
0,0,1685667,117,117,28,0,160,1685527,0
0,0,566496,298,298,10,4,132,565864,1
0,0,1212108,311,311,28,4,17,1211533,0
0,0,8071,393,393,92,4,86,7124,1
0,0,631273,159,159,4,4,97,630704,1
0,0,1357417,310,310,28,4,146,1356881,1
0,0,1413348,211,211,26,4,13,1412725,1
0,0,897652,242,242,22,4,163,897068,0
0,0,102031,0,0,2,4,103,101630,1
0,0,460277,285,285,28,4,58,459570,0
0,0,542828,292,292,10,4,6,542232,1
0,0,2082607,35,35,28,4,58,2081918,1
0,0,673589,186,186,27,4,12,672981,1
0,0,253563,289,289,16,4,131,252895,0
0,0,1069989,195,195,28,4,58,1069351,0
0,0,54130,400,400,94,4,52,53294,1
1,0,225709,69,69,14,3,33,225092,1
0,0,2039757,328,328,27,4,169,2039173,1
0,0,55031,267,267,76,4,130,54300,0
0,0,42738,392,392,92,4,86,42403,1
0,0,698962,97,97,28,4,96,698387,1
0,0,1037760,369,369,22,4,168,1037092,1
0,0,510533,431,431,5,4,44,509916,0
0,0,1653046,113,113,28,4,58,1652444,1
0,0,602022,162,162,4,4,144,601444,0
0,0,9693,360,360,83,4,141,9067,0
0,0,325661,371,371,16,4,133,325122,0
0,0,57983,62,62,59,4,130,57381,1
0,0,488252,252,252,16,4,131,487683,0
0,0,152203,402,402,94,4,91,151562,0
0,0,7816,170,170,67,4,126,6941,1
0,0,473006,254,254,16,4,133,472107,0
0,0,8984,257,257,72,4,76,8412,1
0,0,285006,248,248,16,4,133,284026,0
0,0,786,373,373,84,4,35,88,0
0,0,521226,209,209,6,4,112,520573,0
0,0,1896,256,256,72,4,76,1198,1
0,0,433446,206,206,23,4,5,432955,0
0,0,297265,225,225,3,4,157,296609,0
0,0,421453,417,417,28,4,160,420860,0
0,0,10738,165,165,66,4,130,10142,1
0,0,410431,182,182,15,4,63,409799,0
0,0,739582,272,272,27,4,70,738989,0
0,0,741926,202,202,16,4,46,741234,0
0,0,2021354,36,36,28,4,17,2020752,1
1,0,22510,54,54,42,3,157,21845,0
0,0,12963,341,341,78,4,53,12349,0
0,0,1279824,190,190,28,4,17,1279111,1
0,0,2141017,327,327,27,4,48,2140400,0
0,0,203566,70,70,14,2,57,203195,1
0,0,641268,237,237,10,4,132,640657,1
1,0,1773473,334,334,28,3,120,1772775,1
0,0,537100,293,293,10,4,6,536468,1
0,0,3185,163,163,65,4,126,2544,1
0,0,1094415,318,318,28,4,58,1093786,1
0,0,548259,144,144,20,2,72,547909,0
0,0,4704,230,230,70,4,126,4066,0
0,0,55203,81,81,14,4,31,54550,0
0,0,288418,224,224,3,4,110,287768,0
0,0,165971,18,18,9,4,1,165327,0
0,0,627125,85,85,11,4,170,626559,1
0,0,606832,86,86,27,4,48,606242,0
0,0,11303,50,50,56,4,76,10641,1
0,0,661517,1,1,10,4,6,660867,1
