Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position
1,0,610947,367,22,610288
0,0,1995197,220,27,1994529
0,0,216763,324,3,216122
1,0,588625,159,4,587969
0,0,416038,383,31,415541
1,0,463493,101,0,462885
1,0,14001,394,92,13402
0,0,276224,138,22,275592
1,0,602338,322,6,601643
1,0,1845,389,91,1489
0,0,314714,123,12,314181
0,0,1473130,87,28,1472456
1,0,1134002,408,27,1133424
0,0,444695,31,3,444042
0,0,42175,386,88,41594
0,0,9261,129,62,8539
0,0,382637,57,3,382086
1,0,35038,305,1,34388
0,0,410050,251,16,409331
1,0,13194,350,81,12661
1,0,641578,83,11,640880
1,0,320021,423,4,319437
0,0,70385,302,15,69732
0,0,2893,384,87,2228
1,0,36160,19,14,35462
1,0,628319,186,13,627354
1,0,1066542,405,27,1065931
0,0,288480,176,17,287506
0,0,331967,155,16,331098
0,0,467996,365,22,467418
0,0,1344856,201,21,1344239
0,1,340144,413,14,339536
0,0,218124,168,17,217234
0,0,17055,48,56,16375
1,0,1049,288,48,204
1,0,789660,153,22,789061
1,0,874302,278,27,873739
1,0,281,10,36,3
0,0,16035,343,78,15472
1,0,301818,282,14,301183
1,0,6125,11,36,5631
0,0,578960,77,7,578253
0,0,1670681,28,27,1670067
1,0,538452,147,22,537880
0,0,278450,247,16,277617
0,0,473006,257,16,472107
0,0,16573,167,66,15977
0,0,1236,125,44,691
1,0,2152710,106,28,2152117
0,0,750998,203,16,750414
1,0,497850,298,10,497083
1,0,653543,84,11,652923
0,0,729959,96,28,729363
1,0,350824,414,14,350453
1,0,584282,134,10,583626
0,0,425782,143,14,425384
0,0,1261581,326,26,1260970
0,0,160801,403,94,160181
0,0,10872,104,60,10210
1,0,412598,284,30,411981
1,0,514088,297,10,513441
1,0,667099,4,10,666332
0,0,244449,292,16,243556
0,0,223254,293,16,222562
0,0,260483,178,17,259935
0,0,1078119,195,28,1077559
1,0,198335,42,10,197730
1,0,1243238,189,28,1242540
0,0,1109266,398,23,1108595
0,0,6197,387,89,5628
1,0,38888,79,14,38181
0,0,374682,41,28,374062
0,0,1420673,91,28,1420101
1,0,388432,197,29,388043
0,0,70633,59,58,70109
0,0,11230,374,49,10535
0,0,694973,309,27,694383
0,0,1677970,118,28,1677395
0,0,5761,375,50,5141
0,0,1886263,221,27,1885670
1,0,311313,422,4,310645
1,0,274287,174,14,273715
0,0,433446,208,23,432955
1,0,36542,385,88,35961
0,0,541203,103,6,540331
1,0,375081,122,12,374536
1,0,1142859,409,27,1142287
1,0,1481322,93,28,1480762
1,0,1306828,212,26,1306226
1,0,1739,6,33,1236
0,0,405277,142,14,404699
0,0,1587490,215,26,1586741
1,0,2442,289,48,1612
1,1,327963,424,4,327337
0,0,1411596,21,28,1410949
0,0,253089,179,17,252442
0,0,917604,277,27,916954
1,0,358436,281,14,358038
1,0,11470,47,55,11081
1,0,371048,280,14,370350
0,0,1943209,9,28,1942577
1,0,7470,272,77,6853
1,0,76266,283,14,75574
1,0,21243,14,38,20602
1,0,605996,242,10,605367
0,0,332148,411,14,331510
0,0,844685,368,22,844098
0,0,1875155,222,27,1874526
1,0,617680,237,10,617066
0,0,59685,49,56,58891
0,0,1611491,331,27,1610868
0,0,31626,357,83,31012
0,0,67780,415,14,67067
0,0,425359,252,16,424565
0,0,281837,180,17,281250
0,0,1169771,348,22,1169145
0,0,1200244,314,28,1199621
0,0,18926,390,92,18276
1,0,2115566,25,28,2114982
1,0,1109679,318,28,1109041
1,0,1559,51,57,987
0,0,413954,418,28,413337
0,0,128464,416,14,128075
1,0,1139142,317,28,1138561
0,0,385637,20,22,384969
1,0,1348,169,67,512
0,0,567879,381,20,567310
1,0,190891,66,14,190256
1,0,3660,198,68,3085
0,0,1001979,95,28,1001410
0,0,1671935,119,28,1671336
1,0,3008,165,46,2760
0,0,17644,349,80,17072
0,0,393310,285,30,392783
0,0,1025055,194,28,1024453
1,0,1654543,30,27,1654004
1,0,11006,13,37,10434
0,0,1840810,110,28,1840178
1,0,1182146,315,28,1181541
1,0,377041,363,12,376496
0,0,389569,253,16,388676
1,0,1235855,190,28,1235211
0,0,1806636,338,28,1806064
0,0,7249,53,57,6641
0,0,452612,286,28,451995
0,0,410649,144,14,410251
0,0,1121,2,32,531
0,0,690105,150,22,689434
0,0,7534,344,79,7151
0,0,14571,377,50,14272
0,0,237931,290,16,237338
0,0,622513,26,28,621803
0,0,253619,172,14,252897
0,0,244194,182,17,243160
0,0,1176204,399,23,1175530
1,0,668902,151,22,668282
1,0,22995,307,14,22609
1,0,47042,80,14,46335
1,0,6670,231,69,6140
1,0,462219,364,22,461563
0,0,1079,128,62,750
1,1,1784731,334,28,1784156
0,0,1392058,310,28,1391459
1,0,170789,68,14,170208
1,0,44727,395,93,44119
0,0,978860,279,27,978390
0,0,7294,265,75,6638
0,0,9111,132,63,8734
1,0,633393,82,11,632488
0,0,2852,16,40,2211
0,0,1610144,115,28,1609563
1,0,219644,71,14,218985
1,0,873,5,35,262
0,0,462632,141,4,462006
0,0,1707,378,85,1054
0,0,555039,78,7,554104
0,0,897457,276,27,896894
1,0,522983,296,10,522417
0,0,897652,244,22,897068
0,0,445439,135,16,444747
0,0,8892,376,50,8245
0,0,407298,185,15,406639
1,0,95645,64,2,95094
1,0,296809,421,4,296102
1,0,438791,32,3,438168
0,0,296422,248,16,295724
1,0,311595,412,14,311224
0,0,22912,58,58,22523
1,0,20624,74,43,19953
0,0,262228,37,22,261515
1,0,603114,241,10,602248
0,0,610905,158,4,610333
0,0,862102,245,22,861431
1,0,9993,33,41,9376
1,0,1448091,89,28,1447573
1,0,12594,200,47,11959
0,0,367683,156,16,367096
0,0,28027,44,53,27344
0,0,406686,140,4,406078
0,0,32545,266,76,31979
0,0,11424,40,52,10828
0,0,465000,354,17,464038
1,0,891600,275,27,891058
1,0,1570983,121,28,1570405
0,0,456160,323,23,455483
0,0,28680,130,63,27985
0,0,478938,102,0,478315
1,0,494817,205,23,494134
0,0,21792,346,79,21193
1,0,649380,240,10,648745
0,0,499409,366,22,498789
0,0,21840,234,71,21079
0,0,551183,230,19,550740
0,0,53116,397,93,52718
0,0,302673,249,16,302005
1,0,633183,238,10,632827
0,0,1591262,332,27,1590720
0,0,548259,145,20,547909
1,0,627298,100,6,626603
1,0,555039,429,4,554545
0,0,269583,420,4,268954
0,0,1591401,216,26,1590901
1,0,1060193,192,28,1059636
0,0,266589,177,17,265723
0,0,21892,340,78,21179
1,0,400683,56,3,400036
0,0,11825,45,53,11139
1,0,564291,149,22,563632
1,0,1722444,339,25,1721857
0,0,1871216,109,28,1870641
1,0,1100102,407,27,1099440
0,0,217404,22,16,216745
1,0,2130876,105,28,2130250
1,0,5418,235,71,4696
0,0,266951,175,14,266226
0,0,643220,202,6,642618
1,0,238595,173,14,237978
1,0,174019,65,14,173294
1,0,33533,391,92,32910
0,0,66227,304,1,65685
1,0,1038285,193,28,1037734
0,0,1299223,188,28,1298663
0,0,549268,75,7,548651
1,0,1790185,223,27,1789544
1,0,110877,157,2,110344
1,0,44362,303,15,43754
1,0,375323,426,4,374682
1,1,1894275,111,28,1893637
0,0,48963,358,83,48349
0,0,63431,63,59,62859
0,0,559332,146,20,558976
1,0,1947,15,39,1330
1,1,849658,23,27,849029
0,0,17246,270,76,16593
1,0,11667,263,74,10975
1,0,1192370,316,28,1191744
0,0,777907,152,22,777242
0,0,474095,355,17,473496
0,0,548591,229,19,548190
0,0,1665163,29,27,1664528
0,0,15815,361,83,15231
1,0,417430,207,23,416753
0,0,50225,396,93,49587
0,0,23909,362,83,23259
0,0,1935320,219,27,1934724
1,0,1439745,90,28,1439215
0,0,1646736,217,26,1646206
1,0,5356,351,82,4736
0,0,272757,181,17,271798
0,0,422988,184,15,422386
0,0,431207,427,4,430704
0,0,563485,94,20,563114
1,0,4939,7,33,4241
0,0,488252,255,16,487683
0,0,2159962,327,27,2159390
0,0,305429,372,24,304515
1,0,210445,137,11,209840
1,0,636879,161,4,636250
1,0,2103139,224,28,2102468
0,0,211634,419,0,211245
1,0,34921,271,77,34262
0,0,1578872,120,28,1578312
0,0,596495,162,4,595866
1,0,9539,199,47,8904
1,0,491431,299,10,490859
0,0,458814,353,17,458125
0,0,283286,425,4,282588
0,0,1863,43,53,1279
0,0,1337715,214,26,1337152
1,0,10499,38,51,10110
0,0,6256,131,63,5888
0,0,77237,60,58,76545
0,0,1685667,117,28,1685527
1,0,566496,300,10,565864
0,0,1212108,313,28,1211533
1,0,8071,393,92,7124
1,0,631273,160,4,630704
1,0,1357417,312,28,1356881
1,0,1413348,213,26,1412725
1,0,893116,243,22,892445
1,0,102031,0,2,101630
0,0,460277,287,28,459570
1,0,542828,294,10,542232
1,0,2082607,35,28,2081918
1,0,673589,187,27,672981
0,0,253563,291,16,252895
0,0,1069989,196,28,1069351
1,0,54130,400,94,53294
1,0,225709,69,14,225092
1,0,2039757,329,27,2039173
0,0,55031,269,76,54300
1,0,42738,392,92,42403
1,0,698962,97,28,698387
1,0,930600,246,22,929947
0,0,510533,431,5,509916
1,0,1653046,113,28,1652444
0,0,602022,163,4,601444
0,0,9693,360,83,9067
0,0,325661,371,16,325122
1,0,57983,62,59,57381
0,0,482096,258,16,481446
0,0,152203,402,94,151562
1,0,7816,170,67,6941
0,0,459742,254,16,459083
1,0,8984,260,72,8412
0,0,285006,250,16,284026
0,0,786,373,84,88
0,0,521226,211,6,520573
1,0,1896,259,72,1198
0,0,423275,206,23,422700
0,0,297265,227,3,296609
0,0,421453,417,28,420860
1,0,10738,166,66,10142
0,0,410431,183,15,409799
0,0,739582,274,27,738989
0,0,497547,256,16,496699
1,0,2021354,36,28,2020752
0,0,22510,54,42,21845
0,0,12963,342,78,12349
1,0,1279824,191,28,1279111
0,0,2141017,328,27,2140400
1,0,203566,70,14,203195
1,0,641268,239,10,640657
1,0,1773473,335,28,1772775
1,0,537100,295,10,536468
1,0,3185,164,65,2544
1,0,1094415,320,28,1093786
0,0,567898,124,19,567485
0,0,4704,232,70,4066
0,0,55203,81,14,54550
0,0,288418,226,3,287768
0,0,165971,18,9,165327
1,0,627125,85,11,626559
0,0,606832,86,27,606242
1,0,11303,50,56,10641
1,0,661517,1,10,660867
