Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,5678,129,129,1,122,4257,1
1,458839,17,17,1,11,457553,0
0,811998,312,312,0,40,810235,0
1,26744,325,325,1,43,24147,1
0,968,8,8,0,153,3,0
1,905988,98,98,1,42,903148,0
1,9121,287,287,1,39,6152,1
1,582104,237,237,1,12,579438,0
1,79885,228,228,1,11,77750,1
1,2982,71,71,1,109,445,1
1,22938,87,87,1,56,21226,1
1,1573917,166,166,1,58,1571158,0
0,531490,33,33,0,3,528650,0
0,4734,124,124,0,86,2191,0
1,710712,198,198,1,37,708220,0
0,367390,215,215,0,62,364778,0
1,56555,324,324,1,43,54387,1
0,18183,232,232,0,139,15433,0
1,4073,5,5,1,69,1218,0
1,15577,70,70,1,108,12521,1
1,2071578,164,164,1,58,2068987,0
1,27589,109,109,1,83,25172,0
0,4119,43,43,0,34,967,1
1,27235,148,148,1,30,24623,1
1,783456,80,80,1,34,780772,0
0,11142,112,112,0,120,8839,1
1,242630,119,119,1,23,239769,1
1,10610,171,171,1,129,8169,1
1,106204,279,279,1,18,104012,1
1,16963,48,48,1,100,14936,0
0,1171911,147,147,0,49,1168945,0
1,577397,7,7,1,28,576201,0
1,1820,9,9,1,155,189,0
1,485801,34,34,1,3,483723,0
1,11541,326,326,1,43,8509,1
1,619021,152,152,1,14,617285,0
0,13820,29,29,0,25,12766,1
1,2325261,42,42,1,59,2323705,0
1,10910,90,90,1,113,8910,0
1,639965,256,256,1,24,637563,0
