Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position
0,7294,267,4,75,6638
0,9111,133,2,63,8734
1,633393,82,4,11,632488
1,1947,16,3,39,1330
0,1604078,116,4,28,1603452
1,219644,72,4,14,218985
1,1579,4,4,34,1004
0,462632,142,4,4,462006
0,1707,379,4,85,1054
0,555039,78,4,7,554104
1,891600,277,1,27,891058
1,522983,297,4,10,522417
0,897652,246,4,22,897068
0,445439,136,4,16,444747
0,5761,376,4,50,5141
0,407298,186,4,15,406639
1,95645,65,4,2,95094
1,296809,421,4,4,296102
1,438791,34,4,3,438168
0,296422,250,4,16,295724
1,311595,412,2,14,311224
1,39701,54,4,57,39237
0,22510,56,3,42,21845
0,262228,39,4,22,261515
1,603114,243,4,10,602248
0,610905,159,4,4,610333
0,862102,247,3,22,861431
0,8700,17,4,40,8095
1,1439745,91,4,28,1439215
1,9539,200,4,47,8904
0,367683,157,4,16,367096
0,11825,47,4,53,11139
0,406686,141,4,4,406078
0,32545,268,4,76,31979
0,2027,41,4,52,1341
0,465000,355,4,17,464038
1,874302,280,3,27,873739
0,1522297,87,4,28,1521722
0,456160,324,4,23,455483
0,28680,131,3,63,27985
0,478938,102,4,0,478315
1,494817,206,4,23,494134
0,21792,347,4,79,21193
1,649380,242,4,10,648745
0,499409,367,3,22,498789
0,21840,236,4,71,21079
0,551183,232,2,19,550740
0,53116,397,5,93,52718
0,302673,251,4,16,302005
1,633183,240,2,10,632827
0,1148872,410,4,27,1148204
0,548259,146,2,20,547909
1,627298,100,4,6,626603
1,555039,429,4,4,554545
0,269583,420,4,4,268954
0,1587490,216,4,26,1586741
1,1038285,194,4,28,1037734
0,266589,178,4,17,265723
0,21892,341,4,78,21179
1,400683,58,4,3,400036
0,1863,45,4,53,1279
1,564291,150,4,22,563632
1,1722444,340,4,25,1721857
1,1850809,110,4,28,1850192
1,1081012,406,4,27,1080440
0,217404,24,4,16,216745
1,2115566,27,4,28,2114982
1,5418,237,4,71,4696
0,266951,176,4,14,266226
0,643220,203,4,6,642618
1,238595,174,4,14,237978
1,174019,66,4,14,173294
1,33533,391,4,92,32910
0,66227,305,4,1,65685
1,1032696,195,4,28,1032121
1,1279824,191,4,28,1279111
0,549268,75,4,7,548651
0,1738968,29,3,27,1738420
1,110877,158,5,2,110344
1,44362,304,3,15,43754
1,375323,426,4,4,374682
0,1871216,109,4,28,1870641
0,48963,359,4,83,48349
0,63431,64,4,59,62859
0,559332,147,2,20,558976
1,21243,15,4,38,20602
1,807869,26,3,27,807330
0,17246,272,4,76,16593
1,11667,265,4,74,10975
1,1182146,316,4,28,1181541
0,777907,153,4,22,777242
0,474095,356,4,17,473496
0,548591,231,2,19,548190
1,1654543,32,4,27,1654004
0,15815,362,4,83,15231
1,417430,208,4,23,416753
0,50225,396,4,93,49587
0,23909,363,4,83,23259
0,1886263,223,4,27,1885670
0,1420673,92,4,28,1420101
0,1628056,217,4,26,1627475
1,5356,352,4,82,4736
0,272757,182,4,17,271798
0,422988,185,4,15,422386
0,431207,427,4,4,430704
0,563485,94,2,20,563114
1,1739,7,4,33,1236
0,488252,257,4,16,487683
0,2141017,330,4,27,2140400
0,305429,373,4,24,304515
1,210445,138,3,11,209840
1,636879,162,4,4,636250
1,2091750,38,4,28,2091055
0,211634,419,5,0,211245
1,34921,273,4,77,34262
1,1570983,121,4,28,1570405
0,596495,163,4,4,595866
1,3008,166,4,46,2760
1,491431,300,4,10,490859
0,458814,354,4,17,458125
0,283286,425,4,4,282588
0,11424,42,3,52,10828
1,1306828,213,4,26,1306226
0,14571,378,4,50,14272
0,6256,132,2,63,5888
0,70633,61,4,58,70109
0,1677970,118,4,28,1677395
1,566496,301,4,10,565864
0,1200244,315,4,28,1199621
1,8071,393,4,92,7124
1,631273,161,4,4,630704
0,1299223,189,4,28,1298663
0,1337715,215,3,26,1337152
1,893116,245,3,22,892445
1,102031,0,4,2,101630
0,452612,288,4,28,451995
1,542828,295,4,10,542232
0,2067976,37,4,28,2067425
1,632235,86,4,27,631654
0,253563,292,4,16,252895
1,1060193,193,4,28,1059636
1,54130,400,4,94,53294
1,225709,70,3,14,225092
0,2016292,331,4,27,2015537
0,55031,271,4,76,54300
1,42738,392,4,92,42403
0,683253,98,4,28,682675
1,930600,248,4,22,929947
0,510533,431,4,5,509916
1,1637787,114,4,28,1637185
0,602022,164,4,4,601444
0,9693,361,4,83,9067
0,325661,372,4,16,325122
1,57983,63,4,59,57381
0,482096,260,4,16,481446
0,152203,402,4,94,151562
1,7816,171,4,67,6941
0,459742,256,4,16,459083
1,8984,262,4,72,8412
0,285006,252,4,16,284026
0,786,374,4,84,88
0,521226,212,4,6,520573
1,1896,261,4,72,1198
0,423275,207,4,23,422700
0,297265,229,4,3,296609
0,413954,418,4,28,413337
1,10738,167,4,66,10142
0,410431,184,4,15,409799
1,717564,275,4,27,716974
0,497547,258,4,16,496699
0,1973331,334,4,28,1972666
1,9993,35,4,41,9376
0,12963,343,4,78,12349
1,1274037,192,4,28,1273459
1,2090413,220,3,27,2089832
1,203566,71,2,14,203195
1,641268,241,4,10,640657
0,1749740,337,4,28,1749048
1,537100,296,4,10,536468
1,3185,165,4,65,2544
0,1078119,196,4,28,1077559
0,567898,125,2,19,567485
0,4704,234,4,70,4066
0,55203,81,4,14,54550
0,288418,228,4,3,287768
0,165971,20,4,9,165327
1,627125,85,4,11,626559
0,1646736,218,4,26,1646206
1,11470,49,2,55,11081
1,661517,2,4,10,660867
