Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Id,Genomic_Start_Position
1,20107,68,69,49,17801
0,2123600,86,87,51,2121408
0,5726,0,1,123,3723
1,654471,75,76,51,652312
1,828777,107,108,46,827212
1,27070,139,139,16,24536
1,311650,214,214,12,309482
1,16283,184,184,78,15441
0,5683,56,57,92,3845
0,477984,149,149,5,475453
0,1178466,115,115,42,1176085
0,22657,144,144,112,20729
1,60946,145,145,52,58898
1,34512,89,90,97,32440
0,1028709,166,166,39,1026565
1,224206,200,200,34,222371
1,92121,138,138,40,90979
0,731499,33,34,23,729406
1,7491,126,126,22,5182
1,1036,15,16,62,2
1,14203,57,58,32,11819
0,1475,2,3,124,3
0,471716,220,220,5,470270
1,1909430,128,128,51,1907460
0,669243,186,186,18,667156
1,18709,35,36,27,16532
1,18062,132,132,107,16122
0,668634,154,154,24,666520
