Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
0,84,27070,143,0,16,24536,1,1
1,36,224206,202,1,35,222371,0,1
1,11,689616,82,1,54,687517,0,0
1,13,372955,230,1,29,370655,0,1
1,14,1204656,198,1,46,1202680,0,0
1,65,11060,144,1,32,8994,0,1
1,118,2096,148,1,114,747,0,1
0,124,1138,5,0,108,2,3,0
1,29,8253,104,1,42,6340,0,1
1,73,1189025,189,1,52,1186812,0,0
1,125,496899,103,1,1,495853,0,0
0,99,1474,16,0,31,101,3,1
0,131,1039862,77,0,38,1037046,1,0
0,48,20107,69,0,51,17801,1,1
0,44,14203,58,0,33,11819,1,1
0,3,391932,7,0,59,389746,1,1
0,77,3932,163,0,119,1401,1,0
0,68,915393,63,0,34,914149,2,0
0,90,682195,70,0,19,679628,1,0
0,131,394758,20,0,9,393970,2,0
0,32,580782,170,0,21,579763,3,0
1,12,4883,41,1,83,2628,0,1
1,43,519612,205,1,28,517492,0,1
0,74,2976,165,0,78,781,1,0
0,132,1159648,146,0,42,1157084,1,0
0,124,7454,53,0,90,5259,1,1
1,27,654471,76,1,53,652312,0,1
0,96,2907,35,0,73,667,1,0
0,89,27924,6,0,17,26149,3,1
0,111,1705791,89,0,54,1703299,1,1
0,53,3230,130,0,22,921,1,1
0,51,2152,9,0,61,38,1,0
0,29,507624,192,0,3,505363,1,0
1,68,459000,174,1,10,456733,0,0
1,57,123424,232,1,8,121439,0,0
1,41,805063,180,1,39,803291,0,0
0,76,3147,42,0,84,535,1,1
0,124,7548,55,0,92,5362,1,0
0,124,11573,111,0,104,9210,1,0
1,26,369509,62,1,13,367296,0,1
0,119,707127,48,0,23,704929,1,0
0,5,351915,201,0,58,350539,2,1
0,9,6111,23,0,69,4843,2,1
1,78,299939,227,1,11,297915,0,1
1,58,464804,167,1,22,462621,0,1
0,52,1036,14,0,64,2,3,1
1,112,763015,83,1,38,760970,0,0
1,18,547726,137,1,7,545198,0,0
0,117,19404,200,0,123,17227,1,0
0,121,53099,223,0,39,50910,1,1
0,128,2191081,88,0,54,2188577,1,1
1,25,52834,184,1,0,50840,0,0
1,8,13918,124,1,106,11750,0,1
1,30,18062,136,1,109,16122,0,1
1,114,436942,177,1,24,434816,0,0
1,116,34512,91,1,98,32440,0,1
0,124,5683,57,0,93,3845,3,0
1,21,1835456,208,1,49,1833030,0,0
1,18,731499,31,1,23,729406,0,0
0,28,482055,114,0,10,479794,1,0
0,84,560608,181,0,16,558551,1,0
0,25,92121,142,0,41,90979,1,1
0,98,7735,186,0,80,5258,1,1
0,25,2352753,133,0,54,2351474,2,0
1,101,5117,217,1,82,2943,0,0
0,80,120751,187,0,3,119534,3,1
0,15,9642,214,0,125,7252,1,0
0,124,28514,112,0,105,26043,1,0
0,58,1699,86,0,8,101,3,1
1,15,3774,18,1,66,1570,0,0
1,131,468090,39,1,2,465892,0,0
0,60,3637,164,0,34,1680,2,1
1,38,619207,206,1,9,617003,0,0
0,31,369971,61,0,56,367785,1,0
1,64,10067,27,1,46,8418,0,1
1,104,1108,162,1,77,1,0,0
0,124,3468,71,0,96,1171,1,0
0,131,1009265,78,0,38,1006986,1,0
1,94,609450,135,1,16,607396,0,0
0,131,28523,81,0,38,26538,1,1
0,39,2650,25,0,35,386,1,1
0,113,6868,185,0,121,4559,1,1
0,133,50074,190,0,3,47909,1,1
1,63,669243,188,1,18,667156,0,0
1,127,17178,109,1,103,14941,0,1
0,42,4593,1,0,17,2230,1,1
0,106,161779,95,0,12,159506,1,1
0,93,798,168,0,79,1,3,1
1,111,1167843,147,1,42,1165567,0,0
0,66,140815,228,0,11,140096,2,1
1,45,18493,46,1,34,16673,0,1
0,124,5471,140,0,112,3207,1,1
0,48,5333,21,0,67,3093,1,1
0,55,59387,94,0,42,57738,3,1
0,39,477141,199,0,7,476586,2,0
0,124,5583,100,0,100,3223,1,0
1,10,40877,204,1,29,40377,0,1
1,4,175988,212,1,21,173664,0,0
0,79,180595,121,0,60,178343,1,0
0,117,827,13,0,63,3,2,0
1,94,122003,229,1,11,119982,0,1
0,104,16433,194,0,81,14709,2,1
1,22,35613,196,1,122,33460,0,1
1,132,16106,74,1,97,14127,0,0
0,37,194620,127,0,55,192110,1,0
0,40,85349,66,0,4,84366,2,1
0,106,311650,215,0,12,309482,1,1
0,19,703891,73,0,23,701787,2,0
0,124,7225,107,0,102,4853,1,0
0,35,3201,60,0,75,2560,2,1
0,124,17152,139,0,111,14774,1,1
0,95,43304,159,0,57,40902,1,1
0,33,52112,105,0,45,49749,1,1
0,62,316113,226,0,11,313945,1,1
0,134,3704,22,0,68,1446,1,1
1,34,12933,115,1,40,10912,0,1
1,104,60946,149,1,54,58898,0,1
1,6,1287,19,1,70,1,0,0
0,124,3133,52,0,90,824,1,1
0,82,23314,236,0,2,21104,1,0
0,131,18709,34,0,27,16532,1,1
1,0,399311,92,1,14,397290,0,0
0,123,66424,233,0,36,64094,1,1
1,125,469090,33,1,1,466913,0,0
0,123,4184,235,0,36,1923,1,1
0,0,754574,175,0,26,752403,1,0
0,43,646569,183,0,12,644707,2,0
1,64,480279,207,1,46,478171,0,0
1,47,636865,80,1,20,634829,0,0
0,120,377705,99,0,59,375522,1,0
0,108,400277,26,0,10,398004,1,0
0,103,703107,151,0,22,702547,2,0
1,81,411395,36,1,13,410220,0,0
0,102,5540,43,0,85,3963,2,1
0,39,526037,38,0,3,525222,3,0
0,115,115059,161,0,22,112891,1,1
1,12,28472,221,1,47,26358,0,1
1,18,3258,211,1,124,754,0,1
1,16,961848,157,1,37,959689,0,0
1,65,16197,179,1,120,13717,0,1
0,124,1669,47,0,87,2,3,1
1,49,113111,169,1,15,111105,0,1
0,59,81116,4,0,13,80040,2,1
1,64,27218,68,1,51,24993,0,1
0,14,2152465,191,0,53,2150273,1,0
1,34,5726,0,1,126,3723,0,0
1,27,1909430,132,1,53,1907460,0,1
0,107,1835184,67,0,48,1832923,1,0
1,94,67187,210,1,16,64983,0,1
0,106,315631,216,0,12,313523,1,1
0,110,6765,193,0,81,4204,1,1
0,124,1518,59,0,94,1,3,1
1,23,477984,154,1,5,475453,0,0
1,71,19107,106,1,45,16912,0,1
1,135,2336,152,1,115,3,0,1
1,17,468765,84,1,54,466540,0,0
0,124,4334,97,0,99,1968,1,1
0,42,71096,141,0,41,68619,1,1
0,126,909502,75,0,35,907241,1,0
1,36,1116077,156,1,41,1113876,0,0
1,105,62927,153,1,24,60651,0,1
0,24,57522,128,0,22,55348,1,1
0,117,1333,15,0,65,3,2,0
1,75,811009,213,1,33,808763,0,0
0,78,1475,2,0,127,3,3,0
0,72,471716,220,0,5,470270,2,0
0,69,2123600,87,0,53,2121408,1,0
0,48,4215,72,0,19,1969,1,1
1,122,252998,134,1,28,250869,0,0
0,124,6479,138,0,110,5838,2,1
0,83,68193,150,0,25,66007,1,1
