Gene_Subclass,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,1473130,87,87,0,28,1472456,0
0,0,1134002,408,408,0,27,1133424,1
0,0,444695,31,31,0,3,444042,0
0,0,42175,386,386,0,88,41594,0
0,0,9261,128,128,0,62,8539,0
0,0,382637,57,57,0,3,382086,0
0,0,35038,302,302,0,1,34388,1
0,0,416102,246,246,0,16,415509,0
1,0,13194,349,349,1,81,12661,1
0,0,653543,84,84,0,11,652923,1
0,0,320021,423,423,0,4,319437,1
0,0,78452,299,299,0,15,77844,0
0,0,2893,384,384,0,87,2228,0
0,0,38888,79,79,0,14,38181,1
0,0,22995,304,304,0,14,22609,1
0,0,1066542,405,405,0,27,1065931,1
0,0,438865,351,351,0,17,438233,0
0,0,345916,153,153,0,16,345353,0
1,0,499409,366,366,1,22,498789,0
0,0,262228,37,37,0,22,261515,0
0,0,350824,414,414,0,14,350453,1
0,0,224418,166,166,0,17,223792,0
0,0,17055,48,48,0,56,16375,0
0,0,1049,283,283,0,48,204,1
0,0,807166,151,151,0,22,806492,1
1,0,874302,274,274,1,27,873739,1
0,0,281,9,9,0,36,3,1
0,0,16035,342,342,0,78,15472,0
0,0,311595,412,412,0,14,311224,1
0,0,6125,10,10,0,36,5631,1
0,0,578960,77,77,0,7,578253,0
0,0,1670681,28,28,0,27,1670067,0
1,0,544317,146,146,1,22,543658,0
0,0,285006,245,245,0,16,284026,0
0,0,482096,253,253,0,16,481446,0
0,0,16573,164,164,0,66,15977,0
0,0,1236,125,125,0,44,691,0
0,0,2152710,106,106,0,28,2152117,1
0,0,218124,165,165,0,17,217234,0
0,0,497850,294,294,0,10,497083,1
0,0,314714,123,123,0,12,314181,0
0,0,729959,96,96,0,28,729363,0
0,0,358436,277,277,0,14,358038,1
0,0,584282,133,133,0,10,583626,1
0,1,22696,73,73,0,15,22061,1
1,0,1261581,324,324,1,26,1260970,0
0,0,160801,403,403,0,94,160181,0
1,0,10872,104,104,1,60,10210,0
0,0,412598,279,279,0,30,411981,1
0,0,514088,293,293,0,10,513441,1
0,0,53893,306,306,0,11,53279,1
0,0,253563,287,287,0,16,252895,0
0,0,237931,285,285,0,16,237338,0
0,0,266589,176,176,0,17,265723,0
0,0,1078119,192,192,0,28,1077559,0
0,0,198335,42,42,0,10,197730,1
0,0,1243238,186,186,0,28,1242540,1
0,0,1176204,399,399,0,23,1175530,0
0,0,6197,387,387,0,89,5628,0
0,0,47042,80,80,0,14,46335,1
0,0,374682,41,41,0,28,374062,0
0,0,1420673,91,91,0,28,1420101,0
0,0,388432,194,194,0,29,388043,1
0,0,70633,59,59,0,58,70109,0
0,0,11230,374,374,0,49,10535,0
0,0,694973,307,307,0,27,694383,0
0,0,1677970,118,118,0,28,1677395,0
0,0,5761,375,375,0,50,5141,0
0,0,1886263,217,217,0,27,1885670,0
0,0,311313,422,422,0,4,310645,1
0,0,282372,173,173,0,14,281740,1
0,0,456160,321,321,0,23,455483,0
0,0,36542,385,385,0,88,35961,1
0,0,541203,103,103,0,6,540331,0
0,0,377041,363,363,0,12,376496,1
0,0,1142859,409,409,0,27,1142287,1
0,0,1481322,93,93,0,28,1480762,1
0,0,1306828,208,208,0,26,1306226,1
0,0,1739,5,5,0,33,1236,1
0,0,410649,140,140,0,14,410251,0
0,0,1587490,211,211,0,26,1586741,0
0,0,2442,284,284,0,48,1612,1
0,1,327963,424,424,0,4,327337,1
0,0,1411596,21,21,0,28,1410949,0
0,0,260483,177,177,0,17,259935,0
0,0,917604,273,273,0,27,916954,0
0,0,371048,276,276,0,14,370350,1
0,0,11470,47,47,0,55,11081,1
0,0,377176,141,141,0,14,376607,0
0,0,1943209,8,8,0,28,1942577,0
0,0,7470,268,268,0,77,6853,1
0,0,120884,34,34,0,14,120498,0
0,0,21243,14,14,0,38,20602,1
0,0,605996,238,238,0,10,605367,1
0,1,340144,413,413,0,14,339536,0
1,0,862102,241,241,1,22,861431,0
0,0,1875155,218,218,0,27,1874526,0
0,0,633183,233,233,0,10,632827,1
0,0,59685,49,49,0,56,58891,0
0,0,1611491,330,330,0,27,1610868,0
0,0,31626,357,357,0,83,31012,0
0,0,76266,278,278,0,14,75574,1
0,0,430625,12,12,0,16,430509,0
0,0,288480,175,175,0,17,287506,0
0,0,1187163,346,346,0,22,1186465,0
0,0,1200244,312,312,0,28,1199621,0
0,0,18926,390,390,0,92,18276,0
0,0,2115566,25,25,0,28,2114982,1
0,0,1109679,316,316,0,28,1109041,1
0,0,1559,51,51,0,57,987,1
0,0,413954,418,418,0,28,413337,0
0,0,159847,67,67,0,14,159101,1
0,0,1139142,315,315,0,28,1138561,1
0,0,462219,364,364,0,22,461563,1
0,0,1348,167,167,0,67,512,1
0,0,1344856,198,198,0,21,1344239,0
0,0,203566,70,70,0,14,203195,1
0,0,3660,195,195,0,68,3085,1
0,0,1001979,95,95,0,28,1001410,0
1,0,1671935,119,119,1,28,1671336,0
0,0,3008,162,162,0,46,2760,1
0,0,17644,348,348,0,80,17072,0
0,0,393310,280,280,0,30,392783,0
0,0,1025055,191,191,0,28,1024453,0
0,0,1654543,30,30,0,27,1654004,1
0,0,11006,13,13,0,37,10434,1
0,0,1840810,110,110,0,28,1840178,0
0,0,1182146,313,313,0,28,1181541,1
1,0,356421,430,430,1,13,355831,1
0,0,398667,248,248,0,16,398035,0
0,0,1235855,187,187,0,28,1235211,1
0,0,1806636,337,337,0,28,1806064,0
0,0,7249,53,53,0,57,6641,0
0,0,452612,281,281,0,28,451995,0
0,0,425782,139,139,0,14,425384,0
0,0,1121,1,1,0,32,531,0
0,0,725245,150,150,0,22,724664,1
0,0,7534,343,343,0,79,7151,0
0,0,14571,377,377,0,50,14272,0
0,0,244449,288,288,0,16,243556,0
0,0,622513,26,26,0,28,621803,0
0,0,261062,174,174,0,14,260553,0
0,0,253089,178,178,0,17,252442,0
0,0,305429,372,372,0,24,304515,0
1,0,690105,147,147,1,22,689434,0
0,0,26110,305,305,0,14,25487,1
0,0,55203,81,81,0,14,54550,0
0,0,6670,227,227,0,69,6140,1
0,0,467996,365,365,0,22,467418,0
0,0,1079,127,127,0,62,750,0
0,1,1784731,333,333,0,28,1784156,1
0,0,1392058,308,308,0,28,1391459,0
0,0,174019,65,65,0,14,173294,1
1,0,44727,395,395,1,93,44119,1
1,0,978860,275,275,1,27,978390,0
0,0,7294,261,261,0,75,6638,0
0,0,9111,131,131,0,63,8734,0
0,0,641578,83,83,0,11,640880,1
0,0,2852,16,16,0,40,2211,0
0,0,1610144,115,115,0,28,1609563,0
1,0,225709,69,69,1,14,225092,1
0,0,873,4,4,0,35,262,1
0,0,462632,138,138,0,4,462006,0
0,0,1707,378,378,0,85,1054,0
0,0,555039,78,78,0,7,554104,0
0,0,897457,272,272,0,27,896894,0
0,0,522983,292,292,0,10,522417,1
0,0,930600,242,242,0,22,929947,1
0,0,459742,249,249,0,16,459083,0
0,0,8892,376,376,0,50,8245,0
0,0,410431,181,181,0,15,409799,0
0,0,95645,64,64,0,2,95094,1
0,0,296809,421,421,0,4,296102,1
0,0,438791,32,32,0,3,438168,1
0,0,302673,244,244,0,16,302005,0
0,0,332148,411,411,0,14,331510,0
0,0,22912,58,58,0,58,22523,0
0,0,20624,74,74,0,43,19953,1
0,0,276224,135,135,0,22,275592,0
0,0,603114,237,237,0,10,602248,1
0,0,610905,155,155,0,4,610333,0
1,0,893116,239,239,1,22,892445,1
0,0,9993,33,33,0,41,9376,1
0,0,1448091,89,89,0,28,1447573,1
0,0,12594,197,197,0,47,11959,1
0,0,389569,247,247,0,16,388676,0
0,0,28027,44,44,0,53,27344,0
0,0,406686,137,137,0,4,406078,0
0,0,32545,262,262,0,76,31979,0
1,0,11424,40,40,1,52,10828,0
0,0,474095,354,354,0,17,473496,0
1,0,891600,271,271,1,27,891058,1
0,0,1570983,121,121,0,28,1570405,1
0,0,487260,201,201,0,23,486679,1
1,0,28680,129,129,1,63,27985,0
0,0,478938,102,102,0,0,478315,0
0,0,1109266,398,398,0,23,1108595,0
0,0,21792,345,345,0,79,21193,0
0,0,652493,236,236,0,10,651543,1
0,0,538452,145,145,0,22,537880,1
0,0,21840,230,230,0,71,21079,0
0,0,567898,124,124,0,19,567485,0
0,0,53116,397,397,0,93,52718,0
0,0,308712,370,370,0,16,308044,0
0,0,641268,234,234,0,10,640657,1
0,0,1591262,331,331,0,27,1590720,0
0,0,559332,143,143,0,20,558976,0
0,0,627298,100,100,0,6,626603,1
0,0,555039,429,429,0,4,554545,1
0,0,269583,420,420,0,4,268954,0
1,0,1591401,212,212,1,26,1590901,0
0,0,1060193,189,189,0,28,1059636,1
0,0,272757,180,180,0,17,271798,0
0,0,21892,339,339,0,78,21179,0
0,0,400683,56,56,0,3,400036,1
0,0,11825,45,45,0,53,11139,0
0,0,610947,367,367,0,22,610288,1
0,0,1183104,325,325,0,26,1182499,0
0,0,1871216,109,109,0,28,1870641,0
0,0,1100102,407,407,0,27,1099440,1
0,0,223254,289,289,0,16,222562,0
0,0,2130876,105,105,0,28,2130250,1
0,0,5418,231,231,0,71,4696,1
0,0,274287,172,172,0,14,273715,1
0,0,643220,199,199,0,6,642618,0
0,0,253619,170,170,0,14,252897,0
0,0,190891,66,66,0,14,190256,1
0,0,33533,391,391,0,92,32910,1
0,0,66227,301,301,0,1,65685,0
0,0,1038285,190,190,0,28,1037734,1
0,0,1299223,185,185,0,28,1298663,0
0,0,549268,75,75,0,7,548651,0
0,0,1790185,219,219,0,27,1789544,1
0,0,110877,154,154,0,2,110344,1
0,0,70385,298,298,0,15,69732,0
0,0,375323,426,426,0,4,374682,1
0,1,1894275,111,111,0,28,1893637,1
0,0,48963,358,358,0,83,48349,0
0,0,63431,63,63,0,59,62859,0
0,0,563485,94,94,0,20,563114,0
1,0,1947,15,15,1,39,1330,1
0,1,849658,23,23,0,27,849029,1
0,0,17246,266,266,0,76,16593,0
0,0,11667,259,259,0,74,10975,1
0,0,1192370,314,314,0,28,1191744,1
0,0,789660,149,149,0,22,789061,1
0,0,484940,355,355,0,17,484143,0
0,0,551183,226,226,0,19,550740,0
0,0,1665163,29,29,0,27,1664528,0
0,0,15815,361,361,0,83,15231,0
0,0,423275,203,203,0,23,422700,0
0,0,50225,396,396,0,93,49587,0
0,0,23909,362,362,0,83,23259,0
0,0,1935320,215,215,0,27,1934724,0
0,0,1439745,90,90,0,28,1439215,1
0,0,1646736,213,213,0,26,1646206,0
0,0,5356,350,350,0,82,4736,1
0,0,281837,179,179,0,17,281250,0
0,0,217404,22,22,0,16,216745,0
0,0,431207,427,427,0,4,430704,0
0,0,565167,382,382,0,20,564760,0
0,0,4939,6,6,0,33,4241,1
0,0,497547,251,251,0,16,496699,0
0,0,2159962,326,326,0,27,2159390,0
0,0,1722444,338,338,0,25,1721857,1
0,0,627125,85,85,0,11,626559,1
0,0,636879,158,158,0,4,636250,1
0,0,2103139,220,220,0,28,2102468,1
0,0,211634,419,419,0,0,211245,0
0,0,34921,267,267,0,77,34262,1
0,0,1578872,120,120,0,28,1578312,0
0,0,596495,159,159,0,4,595866,0
0,0,9539,196,196,0,47,8904,1
0,0,491431,295,295,0,10,490859,1
0,0,465000,353,353,0,17,464038,0
0,0,283286,425,425,0,4,282588,0
0,0,1863,43,43,0,53,1279,0
1,0,1337715,210,210,1,26,1337152,0
0,0,10499,38,38,0,51,10110,1
0,0,6256,130,130,0,63,5888,0
0,0,77237,60,60,0,58,76545,0
0,0,1685667,117,117,0,28,1685527,0
0,0,566496,296,296,0,10,565864,1
0,0,1212108,311,311,0,28,1211533,0
0,0,8071,393,393,0,92,7124,1
0,0,631273,157,157,0,4,630704,1
0,0,1357417,310,310,0,28,1356881,1
0,0,1413348,209,209,0,26,1412725,1
0,0,897652,240,240,0,22,897068,0
0,0,102031,0,0,0,2,101630,1
0,0,460277,282,282,0,28,459570,0
0,0,542828,290,290,0,10,542232,1
0,0,2082607,35,35,0,28,2081918,1
0,0,673589,184,184,0,27,672981,1
0,0,262590,286,286,0,16,261997,0
0,0,1069989,193,193,0,28,1069351,0
0,0,54130,400,400,0,94,53294,1
0,0,238595,171,171,0,14,237978,1
0,0,2039757,328,328,0,27,2039173,1
0,0,55031,265,265,0,76,54300,0
0,0,42738,392,392,0,92,42403,1
0,0,698962,97,97,0,28,698387,1
0,0,1037760,369,369,0,22,1037092,1
0,0,510533,431,431,0,5,509916,0
0,0,1653046,113,113,0,28,1652444,1
0,0,602022,160,160,0,4,601444,0
0,0,9693,360,360,0,83,9067,0
0,0,331967,152,152,0,16,331098,0
0,0,57983,62,62,0,59,57381,1
0,0,488252,250,250,0,16,487683,0
0,0,152203,402,402,0,94,151562,0
0,0,7816,168,168,0,67,6941,1
0,0,473006,252,252,0,16,472107,0
0,0,8984,255,255,0,72,8412,1
0,0,296422,243,243,0,16,295724,0
0,0,786,373,373,0,84,88,0
0,0,521226,207,207,0,6,520573,0
0,0,1896,254,254,0,72,1198,1
0,0,433446,204,204,0,23,432955,0
0,0,297265,223,223,0,3,296609,0
0,0,421453,417,417,0,28,420860,0
0,0,10738,163,163,0,66,10142,1
0,0,422988,182,182,0,15,422386,0
0,0,739582,270,270,0,27,738989,0
0,0,741926,200,200,0,16,741234,0
0,0,2021354,36,36,0,28,2020752,1
1,0,22510,54,54,1,42,21845,0
0,0,12963,341,341,0,78,12349,0
0,0,1279824,188,188,0,28,1279111,1
0,0,2141017,327,327,0,27,2140400,0
0,0,213605,71,71,0,14,212727,1
0,0,649380,235,235,0,10,648745,1
1,0,1773473,334,334,1,28,1772775,1
0,0,537100,291,291,0,10,536468,1
0,0,3185,161,161,0,65,2544,1
0,0,1094415,318,318,0,28,1093786,1
0,0,548259,142,142,0,20,547909,0
0,0,4704,228,228,0,70,4066,0
0,0,67780,415,415,0,14,67067,0
0,0,288418,222,222,0,3,287768,0
0,0,165971,18,18,0,9,165327,0
0,0,633393,82,82,0,11,632488,1
0,0,606832,86,86,0,27,606242,0
0,0,11303,50,50,0,56,10641,1
0,0,667099,3,3,0,10,666332,1
