Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,36235,216,216,13,1,0,50,25871,1
0,11147,32,32,79,2,0,117,4143,0
1,1351353,153,153,46,3,1,136,1340908,0
0,30892,73,73,22,1,0,124,20468,0
0,745319,39,39,32,1,0,134,734937,0
0,353296,96,96,51,2,0,7,348857,1
0,7476,0,1,59,2,0,103,127,0
0,21015,75,75,18,1,0,62,14486,1
0,5481,154,154,109,2,0,37,1,0
0,5231,26,26,66,1,0,133,1,1
0,78745,63,63,43,1,0,1,68291,1
1,574518,141,141,12,3,1,98,565420,0
1,27113,193,193,118,3,1,138,16665,1
1,647211,115,115,46,3,1,136,636820,0
0,802151,14,14,50,1,0,115,791817,1
0,65194,21,21,0,1,0,41,54806,0
0,6388,122,122,100,1,0,128,323,1
1,296067,109,109,33,3,1,73,288610,0
0,62219,38,38,82,1,0,133,51870,0
0,19188,33,33,80,1,0,15,11071,1
0,34912,168,168,33,1,0,132,27714,1
0,239506,160,160,15,2,0,68,231410,0
1,217558,3,3,25,3,1,72,208664,0
1,52443,43,43,48,3,1,19,42064,1
0,5929,149,149,69,1,0,12,3,0
1,35770,42,42,83,3,1,61,25298,1
0,5956,20,20,73,1,0,134,733,0
0,586972,45,45,8,1,0,11,576509,0
0,88568,198,198,120,1,0,55,78117,1
1,13525,107,107,97,3,1,97,3143,0
0,623676,89,89,12,1,0,21,613279,0
0,11537,174,174,112,1,0,84,1098,1
0,505288,12,12,4,1,0,130,494840,0
0,39653,24,24,37,1,0,60,33702,1
0,158064,214,214,13,1,0,99,147781,1
0,54831,125,125,51,1,0,97,44338,1
0,1392969,104,104,49,1,0,0,1382515,1
0,2345195,165,165,51,1,0,140,2334792,0
0,5893,35,35,81,1,0,13,1,0
0,1174010,188,188,43,2,0,100,1168695,0
1,595061,48,48,25,3,1,88,584655,0
0,89016,117,117,42,1,0,13,78604,1
0,487135,84,84,38,1,0,109,478468,1
0,3341,189,189,115,2,0,90,3,0
0,5467,72,72,91,2,0,75,2,0
0,225073,34,34,27,1,0,39,217409,1
0,6046,78,78,93,2,0,41,2,1
0,610602,139,139,26,1,0,126,600223,0
0,548110,152,152,18,1,0,78,541838,0
0,8611,116,116,68,1,0,47,3,0
0,940675,88,88,49,1,0,34,930293,1
1,566844,202,202,17,3,1,78,556376,0
0,94486,145,145,37,1,0,54,84056,1
0,19647,54,54,85,1,0,108,9304,1
0,1142692,87,87,48,2,0,28,1136952,1
0,17336,67,67,12,1,0,77,6891,1
1,6309,69,69,89,3,1,21,1,1
0,6144,62,62,86,1,0,42,3,0
0,796416,187,187,29,1,0,5,789632,0
0,252780,210,210,16,1,0,112,242332,0
1,6275,17,17,72,3,1,47,3,0
1,9243,23,23,65,3,1,10,3028,1
0,230403,209,209,10,1,0,64,222871,0
0,638425,171,171,18,1,0,45,628055,0
0,54812,6,6,32,1,0,106,50482,1
1,5690,77,77,92,3,1,127,3,0
0,6239,134,134,104,2,0,60,3,1
1,47046,57,57,67,3,1,67,36631,0
0,1352921,106,106,49,1,0,46,1342479,0
0,536745,47,47,18,1,0,104,531839,0
1,1415129,8,8,46,3,1,136,1406220,0
0,53597,30,30,57,1,0,0,43140,1
0,6877,29,29,77,1,0,81,2,0
0,82139,162,162,3,1,0,20,71676,1
1,571446,180,180,33,3,1,63,561022,1
0,97751,79,79,23,2,0,81,91272,1
1,40882,91,91,41,3,1,95,30431,1
0,64329,97,97,1,1,0,131,53935,0
0,19778,82,82,94,1,0,94,9420,0
0,409474,179,179,33,1,0,23,399029,1
0,501262,102,102,20,1,0,23,494255,0
0,1441553,105,105,49,1,0,34,1431102,0
1,736142,224,224,29,3,1,124,726108,0
0,18102,16,16,71,1,0,119,7759,0
0,635740,95,95,14,1,0,32,625292,0
0,29124,135,135,104,1,0,13,18715,1
0,510863,220,220,6,1,0,9,500484,0
0,347622,83,83,50,1,0,110,337195,0
1,8750,11,11,64,3,1,107,352,0
1,12299,144,144,106,3,1,47,2049,1
0,816094,66,66,33,1,0,91,805796,0
0,424985,124,124,31,1,0,44,418893,0
1,11317,85,85,30,3,1,40,5433,1
0,902706,94,94,38,1,0,31,892584,0
0,656937,155,155,22,1,0,1,646543,0
0,400877,70,70,31,2,0,7,396354,0
0,490459,110,110,7,1,0,47,480062,0
0,188433,128,128,10,1,0,124,178087,1
0,34480,143,143,24,1,0,12,24017,1
0,76316,28,28,31,2,0,76,71757,1
0,571102,15,15,39,1,0,105,563645,0
0,508446,158,158,10,1,0,64,497998,0
0,22907,1,2,50,2,0,21,17262,1
0,72152,147,147,28,1,0,58,61794,1
0,7036,194,194,119,1,0,126,1,1
0,1048694,136,136,41,1,0,36,1038261,0
1,14711,133,133,103,3,1,137,4479,1
0,5905,53,53,84,1,0,53,1,1
1,8139,177,177,113,3,1,57,1,1
1,15047,121,121,99,3,1,41,4680,1
0,563694,142,142,26,1,0,87,556752,1
0,46671,98,98,96,1,0,42,36289,1
0,138943,49,49,23,2,0,65,131411,0
0,682115,113,113,33,1,0,23,675892,0
0,656716,86,86,21,1,0,5,646334,0
0,56068,175,175,112,1,0,23,45617,0
0,2370774,163,163,50,1,0,94,2360422,0
0,107347,18,18,56,1,0,120,100946,1
1,364951,59,59,55,3,1,39,356759,1
1,79790,207,207,50,3,1,4,69342,1
0,698669,81,81,23,1,0,65,688299,0
0,545365,221,221,19,1,0,80,535076,0
0,7213,71,71,90,1,0,30,1,1
1,12287,131,131,101,3,1,6,1776,1
0,572820,182,182,11,1,0,128,566630,0
0,1301475,103,103,49,1,0,55,1291027,1
0,53674,203,203,58,1,0,140,43286,1
0,7785,138,138,105,2,0,44,1726,0
0,1049310,58,58,47,1,0,43,1038856,0
0,22220,223,223,39,1,0,105,11901,1
1,934030,201,201,48,3,1,27,926063,1
0,243214,167,167,33,1,0,52,232769,0
0,685626,118,118,30,1,0,81,675331,0
0,5029,27,27,76,2,0,70,2,1
0,780586,126,126,36,1,0,8,770171,0
0,12152,204,204,122,1,0,118,4158,1
0,102066,44,44,11,1,0,128,91621,1
0,19621,51,51,56,1,0,120,13649,1
0,6015,146,146,28,2,0,29,103,1
0,600090,181,181,33,1,0,103,589645,1
1,9497,185,185,114,3,1,33,3,0
0,364064,56,56,33,1,0,23,353619,1
