Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,456596,16,16,37,2,0,5,453903,1
0,0,3590,211,211,29,2,0,81,942,1
0,0,1816759,189,189,112,2,0,31,1814429,0
0,0,2010450,109,109,113,2,0,31,2008033,1
0,0,529696,175,175,65,2,0,1,526820,1
0,0,272153,64,64,71,2,0,23,269451,0
0,0,423886,65,65,117,2,0,6,421607,1
1,0,408724,138,138,31,1,1,34,406415,1
0,0,1189938,225,225,109,2,0,24,1187140,0
0,0,25731,9,9,57,3,0,40,22858,0
0,0,35248,51,51,98,2,0,60,32438,0
0,0,2099,3,3,125,5,0,36,3,1
0,0,867065,115,115,71,2,0,23,864531,0
0,0,460231,147,147,24,2,0,13,457457,1
0,0,2171498,182,182,101,2,0,30,2169063,1
0,0,783613,76,76,34,2,0,23,780839,0
0,0,35322,191,191,62,2,0,76,32611,1
0,0,506933,19,19,71,3,0,23,504105,0
0,0,41459,219,219,108,3,0,85,38613,1
0,0,584285,174,174,21,0,0,1,581721,0
0,0,404953,160,160,87,2,0,15,402317,0
0,0,16042,111,111,50,3,0,66,13142,0
1,0,574686,146,146,92,1,1,13,571897,1
0,0,596823,94,94,119,2,0,8,594229,1
1,0,71558,153,153,76,1,1,3,69066,0
0,0,1102343,226,226,77,2,0,24,1099539,0
0,0,556640,252,252,97,2,0,7,553878,0
0,0,22835,145,145,98,2,0,73,20457,0
0,0,65602,25,25,46,2,0,53,62846,0
0,0,321121,170,170,96,2,0,31,318503,0
0,0,3099,84,84,50,2,0,64,313,1
0,0,2201057,54,54,112,2,0,31,2198634,1
1,0,1882048,104,104,118,1,1,30,1879670,0
1,0,2065088,101,101,28,1,1,30,2062416,0
0,0,8030,143,143,50,2,0,73,5538,1
0,0,54570,28,28,55,3,0,43,51787,1
0,0,12466,229,229,102,2,0,86,9926,1
0,0,1745786,13,13,73,2,0,30,1743231,0
0,0,1181628,224,224,77,2,0,24,1179322,0
0,0,580806,93,93,84,5,0,8,578836,1
0,0,565358,82,82,112,2,0,31,563163,1
0,0,935144,131,131,85,2,0,30,932427,1
0,0,7331,91,91,60,3,0,47,4482,1
0,0,156435,34,34,85,3,0,19,153649,1
0,0,249052,71,71,3,2,0,9,246272,1
0,0,344245,14,14,99,2,0,0,341906,1
0,0,194602,248,248,85,3,0,9,191840,1
0,0,536061,256,256,87,2,0,15,533287,0
0,0,1851640,106,106,80,2,0,30,1848668,0
0,0,450835,66,66,117,2,0,6,448496,1
0,0,14547,21,21,46,2,0,51,12235,0
0,0,417885,136,136,52,2,0,16,415123,0
0,0,237391,70,70,20,2,0,9,234584,1
0,0,7271,23,23,98,2,0,52,4884,0
0,0,3982,2,2,69,2,0,35,1541,0
0,0,21057,154,154,43,2,0,3,18763,1
0,0,388287,239,239,116,2,0,16,385492,0
0,0,11601,40,40,50,2,0,58,9187,0
0,0,175571,92,92,103,2,0,27,172800,1
0,0,110238,228,228,100,3,0,86,107374,0
0,0,768058,75,75,71,2,0,23,765323,0
0,0,8573,215,215,64,2,0,83,6039,1
0,0,7513,4,4,124,2,0,37,4757,1
0,0,191757,114,114,58,2,0,10,188965,1
0,0,205713,246,246,19,2,0,9,202903,1
0,0,1484951,181,181,45,3,0,29,1482129,1
0,0,880730,133,133,40,2,0,30,877992,1
0,0,12861,240,240,109,2,0,88,10087,1
0,0,763632,129,129,73,2,0,30,761305,0
1,0,1152001,179,179,110,1,1,29,1149578,1
0,0,171302,231,231,11,4,0,12,169443,0
0,0,187696,247,247,14,2,0,9,185057,1
0,0,2180588,53,53,56,2,0,31,2178147,1
0,0,17047,38,38,105,2,0,44,14579,1
0,0,222070,177,177,66,2,0,5,219359,0
0,0,1169591,223,223,108,3,0,24,1166769,0
1,0,2776,49,49,10,1,1,60,113,1
0,0,950785,132,132,40,2,0,30,948302,1
0,0,8596,125,125,50,2,0,71,5819,0
0,0,24923,61,61,18,2,0,46,22032,0
1,0,42017,199,199,49,1,1,80,39222,0
1,0,1150558,192,192,88,1,1,23,1147775,1
0,0,665447,73,73,22,3,0,23,662586,1
1,0,276688,210,210,96,1,1,24,274223,0
1,0,396615,250,250,9,1,1,18,394090,1
0,0,381075,237,237,16,2,0,16,378301,0
1,0,2113696,52,52,28,1,1,30,2111357,0
1,0,255561,18,18,39,1,1,23,253126,0
0,0,22052,241,241,7,2,0,89,19278,1
0,0,198843,127,127,78,2,0,5,196225,0
0,0,775880,130,130,80,2,0,30,773208,1
0,0,421319,159,159,127,2,0,15,418704,0
0,0,167573,37,37,27,3,0,19,164778,1
0,0,11536,33,33,50,2,0,57,9554,1
1,0,597333,1,1,9,1,1,18,595705,1
