Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,4270,38,38,86,5,0,42,1799,1
1,0,673601,75,75,82,2,1,27,670680,0
0,0,429068,84,84,87,6,0,25,425925,0
0,0,484,140,140,61,8,0,91,2,1
1,0,7065,71,71,76,2,1,72,6076,1
1,0,532553,154,154,7,2,1,14,531252,0
1,0,28960,2,2,88,2,1,31,27503,1
1,0,1651,94,94,15,2,1,62,830,1
0,0,307836,152,152,43,8,0,14,304756,0
0,0,1330,12,12,66,8,0,50,2,0
1,0,492209,24,24,84,2,1,1,489726,0
0,0,704396,17,17,46,8,0,36,703461,0
0,0,225838,92,92,33,6,0,17,222980,0
0,0,24175,40,40,19,6,0,47,21059,1
1,0,1482,107,107,44,2,1,80,1,0
1,0,3560,33,33,6,2,1,65,861,0
0,0,40333,120,120,23,6,0,84,37199,1
0,0,296392,26,26,51,6,0,15,293633,0
1,0,694715,135,135,34,2,1,26,691713,0
0,0,212280,148,148,31,8,0,10,211864,0
1,0,232598,155,155,31,2,1,3,230508,0
0,0,52289,85,85,10,6,0,38,48939,1
1,0,796646,63,63,11,2,1,29,794730,0
1,0,762911,104,104,34,2,1,26,760413,0
1,0,1815,93,93,52,2,1,78,1,0
0,0,11460,144,144,73,7,0,95,9091,1
1,0,767496,95,95,11,2,1,29,766105,0
1,0,341160,156,156,88,2,1,3,338881,1
0,0,135805,157,157,29,6,0,5,132644,0
1,0,458580,59,59,68,2,1,18,455587,0
1,0,2735,79,79,61,2,1,74,246,1
1,0,4884,53,53,74,2,1,46,1753,1
0,0,562767,61,61,57,6,0,6,559651,0
0,0,720169,30,30,50,6,0,23,717008,0
0,0,11360,91,91,44,6,0,77,8184,1
0,0,1011,8,8,39,8,0,48,1,0
0,0,7732,68,68,38,6,0,71,4595,0
0,0,696,116,116,82,7,0,83,1,0
0,0,153763,103,103,53,5,0,21,151067,1
0,0,329442,67,67,4,7,0,17,326975,0
0,0,5115,58,58,38,5,0,38,2545,1
0,0,315827,126,126,81,6,0,15,312663,0
1,0,36371,142,142,58,2,1,93,34218,1
0,0,326955,34,34,11,6,0,18,323962,0
0,0,6322,47,47,19,6,0,15,3197,1
0,0,772874,150,150,83,6,0,28,769737,0
1,0,74545,151,151,70,2,1,8,72053,1
0,0,220362,117,117,11,5,0,18,217744,0
1,0,40751,44,44,67,2,1,68,38379,1
0,0,5438,139,139,73,7,0,90,3198,1
0,0,8449,123,123,77,6,0,45,5315,1
1,0,99546,110,110,28,2,1,12,97369,0
1,0,11809,41,41,79,2,1,66,9641,0
1,0,8362,134,134,91,2,1,87,5834,0
0,0,96112,114,114,14,6,0,1,92984,1
1,0,7840,70,70,9,2,1,16,6842,1
1,0,16287,37,37,13,2,1,60,13156,1
1,0,371763,4,4,40,9,1,45,371065,1
0,0,3141,90,90,32,7,0,61,982,1
1,0,5564,42,42,35,2,1,36,2433,1
0,0,567659,27,27,19,1,0,33,567123,0
0,0,634208,32,32,2,8,0,39,633441,0
0,0,34862,88,88,8,1,0,28,34431,1
1,0,742903,102,102,78,2,1,23,741965,0
1,0,11203,46,46,57,2,1,41,8075,1
1,0,12199,145,145,36,2,1,96,10430,0
1,0,638513,74,74,42,2,1,7,636579,0
0,0,2165,137,137,22,7,0,88,1,1
1,0,676357,31,31,96,2,1,23,675068,0
0,0,46094,76,76,62,5,0,37,43491,1
1,0,301337,23,23,5,2,1,5,298548,1
0,0,48145,3,3,21,4,0,30,47690,1
0,0,11508,109,109,47,5,0,81,8902,1
0,0,1015710,36,36,48,6,0,35,1014604,0
