Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,1800605,109,2,0,31,1797939,1
0,0,125132,81,2,0,4,122370,1
1,0,17633,21,1,1,53,14982,0
0,0,4209,122,2,0,69,1423,0
0,0,187941,232,2,0,5,185287,0
0,0,1065877,199,2,0,26,1063010,0
0,0,425184,136,2,0,16,422410,0
0,0,513629,257,3,0,15,510834,0
0,0,568671,173,2,0,32,566338,1
1,0,1123469,221,1,1,24,1120611,0
1,0,432436,159,1,1,15,429818,0
0,0,218715,54,2,0,17,215884,1
1,0,86749,153,1,1,3,84020,1
0,0,50888,152,2,0,20,48174,1
1,0,107074,254,1,1,2,104540,0
0,0,622377,40,2,0,31,620053,0
1,0,389747,164,1,1,15,387120,0
0,0,422008,201,2,0,17,419294,0
0,0,185153,23,2,0,27,182502,0
0,0,378614,163,2,0,15,375975,0
0,0,309384,111,2,0,5,306937,0
0,0,585607,82,2,0,6,583331,1
0,0,7162,19,2,0,51,4697,0
0,0,650434,38,3,0,14,647633,1
0,0,23290,218,2,0,50,20606,1
0,0,9867,59,2,0,63,7462,0
0,0,473501,202,3,0,23,470631,0
0,0,1713823,7,2,0,30,1711409,0
0,0,700388,14,2,0,15,697620,0
0,0,14845,46,3,0,60,11996,0
0,0,8092,214,2,0,83,5759,0
1,0,13979,198,1,1,80,11352,1
0,0,1053239,113,2,0,23,1050549,0
0,0,15062,86,2,0,66,12438,0
1,0,1100880,195,1,1,23,1098211,1
0,0,8115,172,3,0,49,5269,1
0,0,379418,170,2,0,34,376740,1
0,0,2047179,185,2,0,31,2044399,1
0,0,665447,73,3,0,23,662586,1
0,0,475012,142,2,0,7,472298,0
0,0,1324430,89,2,0,32,1322082,0
0,0,1156973,236,2,0,31,1154469,0
1,0,9580,197,1,1,79,6749,1
0,0,428427,88,3,0,20,425755,0
0,0,1096585,235,2,0,31,1093946,1
0,0,810651,169,2,0,22,808318,0
0,0,12594,151,2,0,76,9967,0
0,0,9089,217,2,0,85,6579,1
1,0,45075,125,1,1,72,42286,0
1,0,1611964,101,1,1,30,1609262,1
0,0,1828534,108,2,0,31,1825916,0
0,0,483376,97,2,0,24,480707,1
0,0,1865809,106,2,0,31,1862957,0
0,0,139709,253,2,0,1,138117,0
0,0,404584,119,2,0,22,402206,0
0,0,1731005,191,3,0,29,1728183,0
0,0,2060220,184,2,0,31,2057611,1
1,0,255561,17,1,1,23,253126,0
0,0,12158,10,2,0,43,9363,1
0,0,21771,84,2,0,64,19363,0
0,0,506933,18,3,0,23,504105,0
0,0,454333,158,2,0,15,451748,0
0,0,262330,244,2,0,6,259847,0
0,0,568854,259,2,0,15,566233,0
0,0,16377,145,2,0,74,13513,1
1,0,199898,35,1,1,19,197364,1
1,0,1633076,187,1,1,31,1630521,0
0,0,602587,41,2,0,31,600077,0
0,0,768058,75,2,0,23,765323,0
0,0,1129346,168,2,0,32,1126764,1
0,0,20976,56,2,0,46,18310,0
0,0,5331,150,2,0,75,2932,0
0,0,629809,114,3,0,13,627020,1
0,0,1825289,188,2,0,32,1822929,0
1,0,590672,258,1,1,15,588504,0
0,0,6553,121,2,0,68,4166,1
0,0,1169591,223,3,0,24,1166769,0
0,0,13678,156,2,0,3,10931,1
0,0,468388,67,3,0,6,465485,0
1,0,476059,149,1,1,5,473501,0
0,0,1251196,181,2,0,30,1248512,0
0,0,1015945,208,2,0,23,1013150,1
0,0,1147282,167,2,0,32,1144757,1
0,0,721934,74,2,0,23,719244,1
1,0,1582479,186,1,1,31,1579936,0
0,0,221070,141,2,0,9,218443,1
0,0,463778,79,2,0,16,460986,0
0,0,11062,4,2,0,39,8450,0
0,0,1570228,100,5,0,30,1568267,1
1,0,308185,64,1,1,23,306188,0
0,0,546370,45,2,0,8,543824,0
0,0,399549,239,2,0,16,396772,0
0,0,57145,55,3,0,46,54284,0
0,0,849988,205,2,0,23,847319,0
1,0,408107,16,1,1,5,405750,0
0,0,60414,227,2,0,87,57859,1
0,0,1007699,206,2,0,23,1005114,1
0,0,7898,9,2,0,42,5274,1
0,0,245264,47,2,0,0,242583,0
0,0,4732,124,2,0,71,2051,0
0,0,21506,57,2,0,62,18858,0
0,0,23129,127,3,0,73,20358,1
0,0,472189,69,2,0,18,469499,0
1,0,1014233,135,1,1,31,1011738,0
0,0,34218,58,2,0,62,31414,0
0,0,2102129,103,2,0,31,2099463,1
0,0,82609,138,3,0,19,79808,1
0,0,1317329,99,2,0,30,1314768,0
0,0,352788,250,2,0,18,350182,1
0,0,565683,140,2,0,6,563344,1
0,0,10603,6,3,0,40,7772,1
0,0,212927,0,5,0,13,211077,1
1,0,276688,210,1,1,24,274223,0
0,0,652210,96,2,0,8,649424,0
0,0,10893,91,2,0,33,8359,1
0,0,4709,30,2,0,57,2067,1
0,0,119436,255,2,0,2,116878,0
0,0,14331,230,2,0,88,11776,1
0,0,1650945,11,2,0,31,1648582,1
0,0,7054,123,2,0,70,4541,0
0,0,456596,15,2,0,5,453903,1
0,0,3590,211,2,0,82,942,1
0,0,1816759,190,2,0,32,1814429,0
0,0,2010450,110,2,0,32,2008033,1
0,0,529696,176,2,0,1,526820,1
0,0,280853,62,2,0,23,278046,0
0,0,423886,65,2,0,6,421607,1
1,0,408724,139,1,1,35,406415,1
0,0,1036042,118,2,0,25,1033382,0
0,0,25731,8,3,0,41,22858,0
0,0,35248,50,2,0,61,32438,0
0,0,2099,2,5,0,37,3,1
1,0,903444,116,1,1,23,900637,0
0,0,460231,148,2,0,13,457457,1
0,0,2171498,183,2,0,31,2169063,1
0,0,817323,77,2,0,23,814468,0
0,0,35322,192,2,0,77,32611,1
0,0,585177,204,3,0,23,582301,0
0,0,41459,219,3,0,86,38613,1
0,0,584285,175,0,0,1,581721,0
0,0,404953,161,2,0,15,402317,0
0,0,16042,112,3,0,67,13142,0
1,0,574686,147,1,1,13,571897,1
0,0,596823,95,2,0,8,594229,1
1,0,71558,154,1,1,3,69066,0
0,0,1115182,220,2,0,24,1112378,0
0,0,556640,252,2,0,7,553878,0
0,0,22835,146,2,0,74,20457,0
0,0,65602,24,2,0,54,62846,0
0,0,321121,171,2,0,32,318503,0
0,0,3099,85,2,0,65,313,1
0,0,2201057,53,2,0,32,2198634,1
1,0,1882048,105,1,1,31,1879670,0
1,0,2065088,102,1,1,31,2062416,0
0,0,8030,144,2,0,74,5538,1
0,0,54570,27,3,0,44,51787,1
0,0,12466,229,2,0,87,9926,1
0,0,1745786,12,2,0,31,1743231,0
0,0,1189938,225,2,0,24,1187140,0
0,0,580806,94,5,0,8,578836,1
0,0,565358,83,2,0,32,563163,1
0,0,935144,132,2,0,31,932427,1
0,0,7331,92,3,0,48,4482,1
0,0,167573,36,3,0,19,164778,1
0,0,249052,71,2,0,9,246272,1
0,0,344245,13,2,0,0,341906,1
0,0,194602,249,3,0,9,191840,1
0,0,536061,256,2,0,15,533287,0
0,0,1851640,107,2,0,31,1848668,0
0,0,450835,66,2,0,6,448496,1
0,0,14547,20,2,0,52,12235,0
0,0,417885,137,2,0,16,415123,0
0,0,237391,70,2,0,9,234584,1
0,0,7271,22,2,0,53,4884,0
0,0,3982,1,2,0,36,1541,0
0,0,21057,155,2,0,3,18763,1
0,0,388287,240,2,0,16,385492,0
0,0,11601,39,2,0,59,9187,0
0,0,175571,93,2,0,28,172800,1
0,0,110238,228,3,0,87,107374,0
0,0,783613,76,2,0,23,780839,0
0,0,8573,215,2,0,84,6039,1
0,0,7513,3,2,0,38,4757,1
0,0,191757,115,2,0,10,188965,1
0,0,205713,247,2,0,9,202903,1
0,0,1484951,182,3,0,30,1482129,1
0,0,880730,134,2,0,31,877992,1
0,0,12861,241,2,0,89,10087,1
0,0,763632,130,2,0,31,761305,0
1,0,1152001,180,1,1,30,1149578,1
0,0,171302,231,4,0,12,169443,0
0,0,187696,248,2,0,9,185057,1
0,0,2180588,52,2,0,32,2178147,1
0,0,17047,37,2,0,45,14579,1
0,0,222070,178,2,0,5,219359,0
0,0,1181628,224,2,0,24,1179322,0
1,0,2776,48,1,1,61,113,1
0,0,950785,133,2,0,31,948302,1
0,0,8596,126,2,0,72,5819,0
0,0,24923,60,2,0,47,22032,0
1,0,42017,200,1,1,81,39222,0
0,0,1200167,194,2,0,23,1197396,0
0,0,696919,72,2,0,23,694046,0
1,0,316755,120,1,1,24,314314,0
0,0,428401,68,2,0,18,425663,0
0,0,381075,238,2,0,16,378301,0
1,0,2113696,51,1,1,31,2111357,0
0,0,272153,63,2,0,23,269451,0
0,0,22052,242,2,0,90,19278,1
0,0,198843,128,2,0,5,196225,0
0,0,775880,131,2,0,31,773208,1
0,0,421319,160,2,0,15,418704,0
0,0,180486,34,2,0,19,177754,1
0,0,11536,32,2,0,58,9554,1
0,0,15093,157,3,0,19,12226,0
