Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,4790,123,6,0,63,1644,1
0,0,304,127,7,0,64,2,0
0,0,30678,113,7,0,9,29548,1
0,0,642289,106,6,0,8,639173,0
0,0,40231,109,7,0,82,38468,1
0,0,704,14,3,0,57,18,1
1,0,694715,133,2,1,26,691713,0
0,0,5115,54,5,0,38,2545,1
1,0,5807,129,2,1,26,3882,1
1,0,762911,102,2,1,26,760413,0
0,0,100844,32,7,0,12,99663,0
1,0,506465,69,2,1,19,504186,1
0,0,559272,79,6,0,40,556483,0
0,0,4270,35,5,0,42,1799,1
1,0,824374,61,2,1,26,822413,0
1,0,672501,85,2,1,24,670264,0
0,0,484,139,8,0,91,2,1
1,0,7065,66,2,1,72,6076,1
0,0,506906,98,0,0,14,503742,0
1,0,96937,119,2,1,30,96035,1
1,0,1651,92,2,1,62,830,1
0,0,302755,58,8,0,14,301802,0
0,0,1330,11,8,0,50,2,0
1,0,492209,22,2,1,1,489726,0
0,0,703218,18,8,0,36,701626,0
1,0,7840,65,2,1,16,6842,1
0,0,24175,37,6,0,47,21059,1
1,0,1482,105,2,1,80,1,0
1,0,3560,30,2,1,65,861,0
0,0,40333,118,6,0,84,37199,1
0,0,6322,44,6,0,15,3197,1
1,0,673825,80,2,1,26,670661,0
1,0,201983,146,2,1,10,197949,0
1,0,232598,154,2,1,3,230508,0
1,0,46653,84,2,1,38,44743,1
1,0,789292,94,2,1,29,788021,0
1,0,714709,99,2,1,26,711560,0
1,0,1815,91,2,1,78,1,0
0,0,11460,143,7,0,95,9091,1
0,0,772874,149,6,0,28,769737,0
1,0,341160,155,2,1,3,338881,1
0,0,135805,156,6,0,5,132644,0
0,0,326955,31,6,0,18,323962,0
1,0,2735,76,2,1,74,246,1
1,0,4884,49,2,1,46,1753,1
0,0,562767,57,6,0,6,559651,0
1,0,676357,28,2,1,23,675068,0
0,0,11360,89,6,0,77,8184,1
0,0,1011,7,8,0,48,1,0
0,0,7732,63,6,0,71,4595,0
0,0,696,114,7,0,83,1,0
1,0,552643,116,2,1,20,550361,1
0,0,225838,90,6,0,17,222980,0
0,0,46094,73,5,0,37,43491,1
0,0,296392,24,6,0,15,293633,0
1,0,36371,141,2,1,93,34218,1
0,0,220362,115,5,0,18,217744,0
1,0,532553,153,2,1,14,531252,0
0,0,34862,86,1,0,28,34431,1
1,0,638513,70,2,1,7,636579,0
1,0,685611,67,2,1,17,683131,0
1,0,40751,41,2,1,68,38379,1
0,0,5438,138,7,0,90,3198,1
0,0,8449,121,6,0,45,5315,1
0,0,37772,134,6,0,11,34755,1
1,0,11809,38,2,1,66,9641,0
1,0,8362,132,2,1,87,5834,0
0,0,96112,112,6,0,1,92984,1
1,0,6579,64,2,1,16,5257,1
1,0,16287,34,2,1,60,13156,1
1,0,371763,3,9,1,45,371065,1
0,0,3141,88,7,0,61,982,1
0,0,1015710,33,6,0,35,1014604,0
1,0,93861,97,2,1,32,92599,1
0,0,634208,29,8,0,39,633441,0
1,0,673601,72,2,1,27,670680,0
1,0,741862,157,2,1,23,740972,0
1,0,11203,43,2,1,41,8075,1
1,0,12199,144,2,1,96,10430,0
1,0,631461,71,2,1,7,630235,0
0,0,2165,135,7,0,88,1,1
0,0,68231,96,6,0,23,65097,1
0,0,704396,16,8,0,36,703461,0
1,0,301337,21,2,1,5,298548,1
1,0,796646,59,2,1,29,794730,0
0,0,11508,107,5,0,81,8902,1
1,0,1017672,47,2,1,34,1015075,0
