Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,1995197,217,27,1994529,0
0,216763,322,3,216122,0
1,588625,157,4,587969,1
0,416038,383,31,415541,0
1,463493,101,0,462885,1
0,14001,394,92,13402,1
1,385637,21,22,384969,0
0,602338,320,6,601643,1
0,1845,389,91,1489,1
0,314714,123,12,314181,0
0,1473130,87,28,1472456,0
0,1134002,408,27,1133424,1
0,444695,32,3,444042,0
0,42175,386,88,41594,0
0,9261,128,62,8539,0
0,382637,57,3,382086,0
0,35038,303,1,34388,1
0,416102,247,16,415509,0
1,13194,349,81,12661,1
0,641578,83,11,640880,1
0,320021,423,4,319437,1
0,78452,300,15,77844,0
0,2893,384,87,2228,0
0,36160,20,14,35462,1
1,628319,184,13,627354,1
0,1066542,405,27,1065931,1
0,438865,351,17,438233,0
0,345916,154,16,345353,0
1,499409,366,22,498789,0
0,262228,37,22,261515,0
0,350824,414,14,350453,1
0,224418,167,17,223792,0
0,17055,48,56,16375,0
0,1049,284,48,204,1
0,807166,152,22,806492,1
1,874302,275,27,873739,1
0,281,10,36,3,1
0,16035,342,78,15472,0
0,311595,412,14,311224,1
0,6125,11,36,5631,1
0,578960,77,7,578253,0
0,1670681,29,27,1670067,0
1,544317,147,22,543658,0
0,285006,246,16,284026,0
0,482096,254,16,481446,0
0,16573,165,66,15977,0
0,1236,125,44,691,0
0,2152710,106,28,2152117,1
0,218124,166,17,217234,0
0,497850,295,10,497083,1
0,653543,84,11,652923,1
0,729959,96,28,729363,0
0,358436,278,14,358038,1
0,584282,133,10,583626,1
0,22696,73,15,22061,1
1,1261581,324,26,1260970,0
0,160801,403,94,160181,0
1,10872,104,60,10210,0
0,412598,280,30,411981,1
0,514088,294,10,513441,1
0,667099,4,10,666332,1
0,253563,288,16,252895,0
0,237931,286,16,237338,0
0,266589,177,17,265723,0
0,1078119,193,28,1077559,0
0,198335,42,10,197730,1
0,1243238,187,28,1242540,1
0,1176204,399,23,1175530,0
0,6197,387,89,5628,0
0,38888,79,14,38181,1
0,374682,41,28,374062,0
0,1420673,91,28,1420101,0
0,388432,195,29,388043,1
0,70633,59,58,70109,0
0,11230,374,49,10535,0
0,694973,307,27,694383,0
0,1677970,118,28,1677395,0
0,5761,375,50,5141,0
0,1886263,218,27,1885670,0
0,311313,422,4,310645,1
0,282372,174,14,281740,1
0,456160,321,23,455483,0
0,36542,385,88,35961,1
0,541203,103,6,540331,0
0,375081,122,12,374536,1
0,1142859,409,27,1142287,1
0,1481322,93,28,1480762,1
0,1306828,209,26,1306226,1
0,1739,6,33,1236,1
0,410649,141,14,410251,0
0,1587490,212,26,1586741,0
0,2442,285,48,1612,1
0,327963,424,4,327337,1
0,1411596,22,28,1410949,0
0,260483,178,17,259935,0
0,917604,274,27,916954,0
0,371048,277,14,370350,1
0,11470,47,55,11081,1
0,377176,142,14,376607,0
0,1943209,9,28,1942577,0
0,7470,269,77,6853,1
0,76266,279,14,75574,1
0,21243,15,38,20602,1
0,605996,239,10,605367,1
0,340144,413,14,339536,0
1,862102,242,22,861431,0
0,1875155,219,27,1874526,0
0,617680,234,10,617066,1
0,59685,49,56,58891,0
0,1611491,330,27,1610868,0
0,31626,357,83,31012,0
0,67780,415,14,67067,0
0,430625,13,16,430509,0
0,288480,176,17,287506,0
0,1187163,346,22,1186465,0
0,1200244,312,28,1199621,0
0,18926,390,92,18276,0
0,2115566,26,28,2114982,1
0,1109679,316,28,1109041,1
0,1559,51,57,987,1
0,413954,418,28,413337,0
0,159847,67,14,159101,1
0,1139142,315,28,1138561,1
0,462219,364,22,461563,1
0,1348,168,67,512,1
0,1344856,199,21,1344239,0
0,203566,70,14,203195,1
0,3660,196,68,3085,1
0,1001979,95,28,1001410,0
1,1671935,119,28,1671336,0
0,3008,163,46,2760,1
0,17644,348,80,17072,0
0,393310,281,30,392783,0
0,1025055,192,28,1024453,0
0,1654543,31,27,1654004,1
0,11006,14,37,10434,1
0,1840810,110,28,1840178,0
0,1182146,313,28,1181541,1
0,377041,363,12,376496,1
0,398667,249,16,398035,0
0,1235855,188,28,1235211,1
0,1806636,337,28,1806064,0
0,7249,53,57,6641,0
0,452612,282,28,451995,0
0,425782,140,14,425384,0
0,1121,2,32,531,0
0,725245,151,22,724664,1
0,7534,343,79,7151,0
0,14571,377,50,14272,0
0,244449,289,16,243556,0
0,622513,27,28,621803,0
0,261062,175,14,260553,0
0,253089,179,17,252442,0
0,305429,372,24,304515,0
1,690105,148,22,689434,0
0,22995,305,14,22609,1
0,47042,80,14,46335,1
0,6670,228,69,6140,1
0,467996,365,22,467418,0
0,1079,127,62,750,0
0,1784731,333,28,1784156,1
0,1392058,308,28,1391459,0
0,174019,65,14,173294,1
1,44727,395,93,44119,1
1,978860,276,27,978390,0
0,7294,262,75,6638,0
0,9111,131,63,8734,0
0,633393,82,11,632488,1
0,2852,17,40,2211,0
0,1610144,115,28,1609563,0
1,225709,69,14,225092,1
0,873,5,35,262,1
0,462632,139,4,462006,0
0,1707,378,85,1054,0
0,555039,78,7,554104,0
0,897457,273,27,896894,0
0,522983,293,10,522417,1
0,930600,243,22,929947,1
0,459742,250,16,459083,0
0,8892,376,50,8245,0
0,410431,182,15,409799,0
0,95645,64,2,95094,1
0,296809,421,4,296102,1
0,438791,33,3,438168,1
0,302673,245,16,302005,0
0,332148,411,14,331510,0
0,22912,58,58,22523,0
0,20624,74,43,19953,1
0,276224,136,22,275592,0
0,603114,238,10,602248,1
0,610905,156,4,610333,0
1,893116,240,22,892445,1
0,9993,34,41,9376,1
0,1448091,89,28,1447573,1
0,12594,198,47,11959,1
0,389569,248,16,388676,0
0,28027,44,53,27344,0
0,406686,138,4,406078,0
0,32545,263,76,31979,0
1,11424,40,52,10828,0
0,474095,354,17,473496,0
1,891600,272,27,891058,1
0,1570983,121,28,1570405,1
0,487260,202,23,486679,1
1,28680,129,63,27985,0
0,478938,102,0,478315,0
0,1109266,398,23,1108595,0
0,21792,345,79,21193,0
0,649380,237,10,648745,1
0,538452,146,22,537880,1
0,21840,231,71,21079,0
0,567898,124,19,567485,0
0,53116,397,93,52718,0
0,308712,370,16,308044,0
0,633183,235,10,632827,1
0,1591262,331,27,1590720,0
0,559332,144,20,558976,0
0,627298,100,6,626603,1
0,555039,429,4,554545,1
0,269583,420,4,268954,0
1,1591401,213,26,1590901,0
0,1060193,190,28,1059636,1
0,272757,181,17,271798,0
0,21892,339,78,21179,0
0,400683,56,3,400036,1
0,11825,45,53,11139,0
0,610947,367,22,610288,1
0,1183104,325,26,1182499,0
0,1871216,109,28,1870641,0
0,1100102,407,27,1099440,1
0,223254,290,16,222562,0
0,2130876,105,28,2130250,1
0,5418,232,71,4696,1
0,274287,173,14,273715,1
0,643220,200,6,642618,0
0,253619,171,14,252897,0
0,190891,66,14,190256,1
0,33533,391,92,32910,1
0,66227,302,1,65685,0
0,1038285,191,28,1037734,1
0,1299223,186,28,1298663,0
0,549268,75,7,548651,0
0,1790185,220,27,1789544,1
0,110877,155,2,110344,1
0,70385,299,15,69732,0
0,375323,426,4,374682,1
0,1894275,111,28,1893637,1
0,48963,358,83,48349,0
0,63431,63,59,62859,0
0,563485,94,20,563114,0
1,1947,16,39,1330,1
0,849658,24,27,849029,1
0,17246,267,76,16593,0
0,11667,260,74,10975,1
0,1192370,314,28,1191744,1
0,789660,150,22,789061,1
0,484940,355,17,484143,0
0,551183,227,19,550740,0
0,1665163,30,27,1664528,0
0,15815,361,83,15231,0
0,423275,204,23,422700,0
0,50225,396,93,49587,0
0,23909,362,83,23259,0
0,1935320,216,27,1934724,0
0,1439745,90,28,1439215,1
0,1646736,214,26,1646206,0
0,5356,350,82,4736,1
0,281837,180,17,281250,0
0,217404,23,16,216745,0
0,431207,427,4,430704,0
0,565167,382,20,564760,0
0,4939,7,33,4241,1
0,497547,252,16,496699,0
0,2159962,326,27,2159390,0
0,1722444,338,25,1721857,1
1,210445,135,11,209840,1
0,636879,159,4,636250,1
0,2103139,221,28,2102468,1
0,211634,419,0,211245,0
0,34921,268,77,34262,1
0,1578872,120,28,1578312,0
0,596495,160,4,595866,0
0,9539,197,47,8904,1
0,491431,296,10,490859,1
0,465000,353,17,464038,0
0,283286,425,4,282588,0
0,1863,43,53,1279,0
1,1337715,211,26,1337152,0
0,10499,38,51,10110,1
0,6256,130,63,5888,0
0,77237,60,58,76545,0
0,1685667,117,28,1685527,0
0,566496,297,10,565864,1
0,1212108,311,28,1211533,0
0,8071,393,92,7124,1
0,631273,158,4,630704,1
0,1357417,310,28,1356881,1
0,1413348,210,26,1412725,1
0,897652,241,22,897068,0
0,102031,0,2,101630,1
0,460277,283,28,459570,0
0,542828,291,10,542232,1
0,2082607,35,28,2081918,1
0,673589,185,27,672981,1
0,262590,287,16,261997,0
0,1069989,194,28,1069351,0
0,54130,400,94,53294,1
0,238595,172,14,237978,1
0,2039757,328,27,2039173,1
0,55031,266,76,54300,0
0,42738,392,92,42403,1
0,698962,97,28,698387,1
0,1037760,369,22,1037092,1
0,510533,431,5,509916,0
0,1653046,113,28,1652444,1
0,602022,161,4,601444,0
0,9693,360,83,9067,0
0,331967,153,16,331098,0
0,57983,62,59,57381,1
0,488252,251,16,487683,0
0,152203,402,94,151562,0
0,7816,169,67,6941,1
0,473006,253,16,472107,0
0,8984,256,72,8412,1
0,296422,244,16,295724,0
0,786,373,84,88,0
0,521226,208,6,520573,0
0,1896,255,72,1198,1
0,433446,205,23,432955,0
0,297265,224,3,296609,0
0,421453,417,28,420860,0
0,10738,164,66,10142,1
0,422988,183,15,422386,0
0,739582,271,27,738989,0
0,741926,201,16,741234,0
0,2021354,36,28,2020752,1
1,22510,54,42,21845,0
0,12963,341,78,12349,0
0,1279824,189,28,1279111,1
0,2141017,327,27,2140400,0
0,213605,71,14,212727,1
0,641268,236,10,640657,1
1,1773473,334,28,1772775,1
0,537100,292,10,536468,1
0,3185,162,65,2544,1
0,1094415,318,28,1093786,1
0,548259,143,20,547909,0
0,4704,229,70,4066,0
0,55203,81,14,54550,0
0,288418,223,3,287768,0
0,165971,19,9,165327,0
0,627125,85,11,626559,1
0,606832,86,27,606242,0
0,11303,50,56,10641,1
0,661517,1,10,660867,1
