Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
0,0,1317329,98,98,2,85,30,1314768
1,0,396615,252,252,1,11,18,394090
1,0,565683,140,140,2,116,6,563344
1,0,10603,6,6,3,1,40,7772
1,0,212927,0,0,5,25,13,211077
0,0,276688,211,211,1,95,24,274223
0,0,652210,95,95,2,13,8,649424
1,0,10893,90,90,2,59,33,8359
1,0,4709,30,30,2,51,57,2067
0,0,119436,257,257,2,15,2,116878
1,0,14331,231,231,2,25,88,11776
1,0,1650945,11,11,2,127,31,1648582
0,0,7054,122,122,2,51,70,4541
1,0,456596,15,15,2,37,5,453903
1,0,3590,212,212,2,30,82,942
0,0,1816759,191,191,2,111,32,1814429
1,0,2010450,109,109,2,112,32,2008033
1,0,529696,177,177,2,65,1,526820
0,0,280853,62,62,2,129,23,278046
1,0,423886,65,65,2,116,6,421607
1,0,408724,139,139,1,32,35,406415
0,0,1036042,117,117,2,123,25,1033382
0,0,25731,8,8,3,57,41,22858
0,0,35248,50,50,2,97,61,32438
1,0,2099,2,2,5,126,37,3
0,0,903444,115,115,1,48,23,900637
1,0,460231,149,149,2,25,13,457457
1,0,2171498,184,184,2,100,31,2169063
0,0,817323,77,77,2,71,23,814468
1,0,35322,193,193,2,62,77,32611
0,0,585177,205,205,3,23,23,582301
1,0,41459,220,220,3,107,86,38613
0,0,584285,176,176,0,22,1,581721
0,0,404953,162,162,2,86,15,402317
0,0,16042,111,111,3,51,67,13142
1,0,574686,148,148,1,91,13,571897
1,0,596823,94,94,2,118,8,594229
0,0,71558,155,155,1,76,3,69066
0,0,1115182,221,221,2,77,24,1112378
0,0,556640,254,254,2,96,7,553878
0,0,22835,147,147,2,97,74,20457
0,0,65602,24,24,2,46,54,62846
0,0,321121,172,172,2,95,32,318503
1,0,3099,84,84,2,51,65,313
1,0,2201057,53,53,2,111,32,2198634
0,0,1882048,104,104,1,117,31,1879670
0,0,2065088,101,101,1,29,31,2062416
1,0,8030,145,145,2,51,74,5538
1,0,54570,27,27,3,55,44,51787
1,0,12466,230,230,2,101,87,9926
0,0,1745786,12,12,2,73,31,1743231
0,0,1189938,226,226,2,108,24,1187140
1,0,580806,93,93,5,83,8,578836
1,0,565358,82,82,2,111,32,563163
1,0,935144,131,131,2,84,31,932427
1,0,7331,91,91,3,60,48,4482
1,0,167573,36,36,3,28,19,164778
1,0,249052,71,71,2,4,9,246272
1,0,344245,13,13,2,98,0,341906
1,0,194602,250,250,3,84,9,191840
0,0,546874,143,143,2,105,15,544250
0,0,1851640,106,106,2,80,31,1848668
1,0,450835,66,66,2,116,6,448496
0,0,14547,20,20,2,46,52,12235
0,0,425184,137,137,2,53,16,422410
1,0,237391,70,70,2,21,9,234584
0,0,7271,22,22,2,97,53,4884
0,0,3982,1,1,2,69,36,1541
1,0,21057,156,156,2,43,3,18763
0,0,399549,240,240,2,53,16,396772
0,0,11601,39,39,2,51,59,9187
1,0,175571,92,92,2,102,28,172800
0,0,110238,229,229,3,99,87,107374
0,0,783613,76,76,2,35,23,780839
1,0,8573,216,216,2,64,84,6039
1,0,7513,3,3,2,125,38,4757
1,0,191757,114,114,2,58,10,188965
1,0,205713,248,248,2,20,9,202903
1,0,1484951,183,183,3,45,30,1482129
1,0,880730,133,133,2,40,31,877992
1,0,12861,242,242,2,108,89,10087
0,0,763632,129,129,2,73,31,761305
1,0,1152001,181,181,1,109,30,1149578
0,0,171302,232,232,4,13,12,169443
1,0,187696,249,249,2,16,9,185057
1,0,2180588,52,52,2,56,32,2178147
1,0,17047,37,37,2,104,45,14579
0,0,222070,179,179,2,66,5,219359
0,0,1181628,225,225,2,77,24,1179322
1,0,2776,48,48,1,12,61,113
1,0,950785,132,132,2,40,31,948302
0,0,8596,125,125,2,51,72,5819
0,0,24923,60,60,2,19,47,22032
0,0,42017,201,201,1,50,81,39222
0,0,1200167,195,195,2,35,23,1197396
0,0,696919,72,72,2,23,23,694046
0,0,316755,119,119,1,93,24,314314
0,0,428401,68,68,2,75,18,425663
0,0,388287,241,241,2,115,16,385492
0,0,2113696,51,51,1,29,31,2111357
0,0,272153,63,63,2,71,23,269451
1,0,22052,243,243,2,9,90,19278
0,0,198843,127,127,2,78,5,196225
1,0,775880,130,130,2,80,31,773208
0,0,421319,161,161,2,128,15,418704
1,0,180486,34,34,2,42,19,177754
1,0,11536,32,32,2,51,58,9554
0,0,15093,158,158,3,130,19,12226
