Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
0,0,296392,22,22,6,50,15,293633
1,0,36371,141,141,2,57,93,34218
0,0,220362,115,115,5,9,18,217744
0,0,532553,153,153,2,5,14,531252
1,0,34862,85,85,1,6,28,34431
0,0,638513,68,68,2,40,7,636579
0,0,685611,65,65,2,28,17,683131
1,0,40751,37,37,2,65,68,38379
1,0,5438,138,138,7,69,90,3198
1,0,13944,58,58,5,0,45,11467
1,0,37772,134,134,6,60,11,34755
0,0,11809,34,34,2,76,66,9641
0,0,8362,131,131,2,87,87,5834
1,0,96112,112,112,6,12,1,92984
1,0,6579,62,62,2,7,16,5257
1,0,16287,31,31,2,11,60,13156
1,0,8449,121,121,6,74,46,5315
1,0,3141,87,87,7,30,61,982
0,0,1015710,30,30,6,46,35,1014604
1,0,93861,97,97,2,49,32,92599
0,0,905463,46,46,6,62,39,902746
0,0,673601,70,70,2,79,27,670680
0,0,741862,157,157,2,72,23,740972
0,0,559272,78,78,6,53,41,556483
0,0,12199,144,144,2,34,96,10430
0,0,631461,69,69,2,40,7,630235
1,0,2165,135,135,7,21,88,1
1,0,68231,96,96,6,72,23,65097
0,0,704396,14,14,8,44,36,703461
1,0,301337,19,19,2,3,5,298548
0,0,796646,57,57,2,9,29,794730
1,0,11508,107,107,5,45,81,8902
0,0,1017672,44,44,2,10,34,1015075
