Gene_Type,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,75,1161359,89,53,1159086,0
1,40,929,16,73,492,0
1,22,10351,173,130,7736,1
1,108,1338938,189,46,1337487,0
1,138,699100,68,23,696140,0
1,21,16367,31,46,13620,1
1,123,1153652,143,42,1152030,0
1,42,32383,198,132,29822,0
1,85,69602,79,4,68706,1
1,8,71222,125,25,69540,1
1,79,24991,111,113,22313,0
1,62,57820,33,24,56951,0
1,76,73875,207,17,71692,1
1,128,5666,165,126,3972,0
1,75,33980,160,53,31590,1
1,28,578251,159,16,576644,0
1,123,475584,92,42,473026,0
1,106,583,155,123,2,0
1,67,3829,29,78,839,1
1,73,56560,220,52,55610,1
1,16,453362,128,11,452610,0
1,39,1381,99,110,2,0
1,100,915785,187,36,913926,0
1,132,772241,46,26,769332,0
0,101,1231,12,72,899,1
1,6,1575,18,75,712,1
1,29,74451,228,15,72187,1
1,83,17714,48,92,16719,1
1,97,45115,199,133,42281,0
1,126,7904,93,107,5580,1
1,11,147,10,66,1,0
1,128,521339,131,6,518895,0
1,135,612431,129,17,611934,0
1,1,750468,63,29,747616,0
1,137,10805,102,112,10074,0
1,104,10537,197,86,8039,1
1,13,4197,144,121,3526,1
1,35,6226,11,67,4295,0
1,4,1020701,158,53,1018377,0
1,135,63967,206,17,63425,1
1,98,2783,38,79,909,1
1,127,1852084,64,48,1850486,0
1,49,382722,97,61,380155,0
1,82,2706,84,81,1,1
1,0,8632,69,100,7892,0
1,57,521580,39,2,519241,0
1,103,814312,217,34,811961,0
1,65,34273,7,20,33176,1
1,106,58454,109,45,55821,1
1,28,504842,70,1,502038,0
1,106,26773,107,45,26201,1
1,17,856711,127,33,855554,0
1,142,112160,81,18,109194,0
1,132,752571,45,26,750136,0
1,118,6087,15,70,4936,1
1,84,630925,167,13,630173,0
0,121,795045,186,28,794215,0
0,70,587282,66,19,586959,0
1,129,3080,51,93,735,1
1,128,478396,132,6,477242,0
1,121,822273,208,27,821002,0
1,75,2334536,193,53,2334039,0
1,124,4194,214,136,3232,0
1,21,957,164,46,103,1
1,88,13228,190,131,10472,1
1,63,3052,53,95,605,0
1,95,640440,112,20,637990,0
1,112,963,72,19,103,1
1,140,216862,122,55,214952,0
1,49,360854,44,61,358083,1
1,30,9773,226,138,7086,0
0,86,346850,200,60,346512,1
1,1,56420,153,54,55923,1
1,18,23155,181,22,22973,1
1,135,663276,130,17,662509,0
1,18,1902,41,90,1699,1
1,2,17064,74,101,15238,0
1,77,250640,169,9,247890,0
1,75,944659,157,53,941918,1
1,111,23344,161,124,21104,0
1,107,40883,49,62,38052,1
1,61,557,86,106,3,1
1,52,1132750,113,51,1130948,0
0,55,45867,21,44,45670,1
0,81,2029693,136,51,2028950,0
1,7,821170,95,30,818471,0
1,119,805101,138,27,802591,0
1,26,15156,24,77,14362,1
1,123,66037,90,42,63011,1
1,74,7310,233,139,4494,0
0,68,586872,175,8,586129,0
1,49,10829,77,61,8487,1
1,8,182518,42,25,180932,1
1,78,207218,117,35,204852,1
1,7,2035,126,118,1445,0
0,29,870832,50,32,869711,0
