Gene_Type,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,109,444695,31,3,444042,0
0,148,42175,386,88,41594,0
0,43,9261,128,62,8539,0
0,156,382637,57,3,382086,0
0,119,35038,302,1,34388,1
0,23,416102,246,16,415509,0
1,104,13194,349,81,12661,1
0,54,653543,84,11,652923,1
0,96,320021,423,4,319437,1
0,85,78452,299,15,77844,0
0,146,2893,384,87,2228,0
0,56,38888,79,14,38181,1
0,56,22995,304,14,22609,1
0,69,1066542,405,27,1065931,1
0,21,438865,351,17,438233,0
0,132,345916,153,16,345353,0
1,55,499409,366,22,498789,0
0,167,262228,37,22,261515,0
0,97,350824,414,14,350453,1
0,21,224418,166,17,223792,0
0,43,17055,48,56,16375,0
0,68,1049,283,48,204,1
0,115,807166,151,22,806492,1
1,116,874302,274,27,873739,1
0,73,281,9,36,3,1
0,53,16035,342,78,15472,0
0,97,311595,412,14,311224,1
0,73,6125,10,36,5631,1
0,113,578960,77,7,578253,0
0,121,1670681,28,27,1670067,0
1,111,544317,146,22,543658,0
0,132,285006,245,16,284026,0
0,108,482096,253,16,481446,0
0,125,16573,164,66,15977,0
0,0,1236,125,44,691,0
0,159,2152710,106,28,2152117,1
0,21,218124,165,17,217234,0
0,43,497850,294,10,497083,1
0,25,314714,123,12,314181,0
0,17,729959,96,28,729363,0
0,56,358436,277,14,358038,1
0,6,584282,133,10,583626,1
0,61,22696,73,15,22061,1
1,128,1261581,324,26,1260970,0
0,49,160801,403,94,160181,0
1,101,10872,104,60,10210,0
0,45,412598,279,30,411981,1
0,43,514088,293,10,513441,1
0,42,53893,306,11,53279,1
0,130,253563,287,16,252895,0
0,23,237931,285,16,237338,0
0,21,266589,176,17,265723,0
0,159,1078119,192,28,1077559,0
0,6,198335,42,10,197730,1
0,159,1243238,186,28,1242540,1
0,5,1176204,399,23,1175530,0
0,153,6197,387,89,5628,0
0,31,47042,80,14,46335,1
0,17,374682,41,28,374062,0
0,159,1420673,91,28,1420101,0
0,74,388432,194,29,388043,1
0,125,70633,59,58,70109,0
0,124,11230,374,49,10535,0
0,70,694973,307,27,694383,0
0,135,1677970,118,28,1677395,0
0,22,5761,375,50,5141,0
0,100,1886263,217,27,1885670,0
0,134,311313,422,4,310645,1
0,47,282372,173,14,281740,1
0,117,456160,321,23,455483,0
0,148,36542,385,88,35961,1
0,65,541203,103,6,540331,0
0,25,377041,363,12,376496,1
0,48,1142859,409,27,1142287,1
0,75,1481322,93,28,1480762,1
0,91,1306828,208,26,1306226,1
0,34,1739,5,33,1236,1
0,31,410649,140,14,410251,0
0,91,1587490,211,26,1586741,0
0,29,2442,284,48,1612,1
0,96,327963,424,4,327337,1
0,17,1411596,21,28,1410949,0
0,98,260483,177,17,259935,0
0,100,917604,273,27,916954,0
0,97,371048,276,14,370350,1
0,125,11470,47,55,11081,1
0,97,377176,141,14,376607,0
0,57,1943209,8,28,1942577,0
0,125,7470,268,77,6853,1
0,105,120884,34,14,120498,0
0,16,21243,14,38,20602,1
0,6,605996,238,10,605367,1
0,97,340144,413,14,339536,0
1,1,862102,241,22,861431,0
0,48,1875155,218,27,1874526,0
0,15,617680,233,10,617066,1
0,76,59685,49,56,58891,0
0,121,1611491,330,27,1610868,0
0,22,31626,357,83,31012,0
0,47,76266,278,14,75574,1
0,132,430625,12,16,430509,0
0,98,288480,175,17,287506,0
0,167,1187163,346,22,1186465,0
0,57,1200244,312,28,1199621,0
0,150,18926,390,92,18276,0
0,95,2115566,25,28,2114982,1
0,95,1109679,316,28,1109041,1
0,43,1559,51,57,987,1
0,17,413954,418,28,413337,0
0,97,159847,67,14,159101,1
0,57,1139142,315,28,1138561,1
0,114,462219,364,22,461563,1
0,43,1348,167,67,512,1
0,122,1344856,198,21,1344239,0
0,56,203566,70,14,203195,1
0,43,3660,195,68,3085,1
0,164,1001979,95,28,1001410,0
1,119,1671935,119,28,1671336,0
0,142,3008,162,46,2760,1
0,154,17644,348,80,17072,0
0,10,393310,280,30,392783,0
0,75,1025055,191,28,1024453,0
0,149,1654543,30,27,1654004,1
0,138,11006,13,37,10434,1
0,57,1840810,110,28,1840178,0
0,57,1182146,313,28,1181541,1
1,136,356421,430,13,355831,1
0,23,398667,248,16,398035,0
0,95,1235855,187,28,1235211,1
0,145,1806636,337,28,1806064,0
0,43,7249,53,57,6641,0
0,95,452612,281,28,451995,0
0,47,425782,139,14,425384,0
0,161,1121,1,32,531,0
0,115,725245,150,22,724664,1
0,147,7534,343,79,7151,0
0,100,14571,377,50,14272,0
0,118,244449,288,16,243556,0
0,95,622513,26,28,621803,0
0,31,261062,174,14,260553,0
0,21,253089,178,17,252442,0
0,9,305429,372,24,304515,0
1,55,690105,147,22,689434,0
0,31,26110,305,14,25487,1
0,31,55203,81,14,54550,0
0,43,6670,227,69,6140,1
0,162,467996,365,22,467418,0
0,76,1079,127,62,750,0
0,145,1784731,333,28,1784156,1
0,164,1392058,308,28,1391459,0
0,47,174019,65,14,173294,1
1,66,44727,395,93,44119,1
1,116,978860,275,27,978390,0
0,43,7294,261,75,6638,0
0,76,9111,131,63,8734,0
0,54,641578,83,11,640880,1
0,36,2852,16,40,2211,0
0,75,1610144,115,28,1609563,0
1,33,225709,69,14,225092,1
0,32,873,4,35,262,1
0,96,462632,138,4,462006,0
0,87,1707,378,85,1054,0
0,78,555039,78,7,554104,0
0,60,897457,272,27,896894,0
0,6,522983,292,10,522417,1
0,167,930600,242,22,929947,1
0,26,459742,249,16,459083,0
0,4,8892,376,50,8245,0
0,63,410431,181,15,409799,0
0,110,95645,64,2,95094,1
0,96,296809,421,4,296102,1
0,142,438791,32,3,438168,1
0,46,302673,244,16,302005,0
0,97,332148,411,14,331510,0
0,129,22912,58,58,22523,0
0,67,20624,74,43,19953,1
0,81,276224,135,22,275592,0
0,15,603114,237,10,602248,1
0,134,610905,155,4,610333,0
1,11,893116,239,22,892445,1
0,126,9993,33,41,9376,1
0,17,1448091,89,28,1447573,1
0,94,12594,197,47,11959,1
0,108,389569,247,16,388676,0
0,125,28027,44,53,27344,0
0,96,406686,137,4,406078,0
0,125,32545,262,76,31979,0
1,106,11424,40,52,10828,0
0,112,474095,354,17,473496,0
1,41,891600,271,27,891058,1
0,95,1570983,121,28,1570405,1
0,123,487260,201,23,486679,1
1,163,28680,129,63,27985,0
0,3,478938,102,0,478315,0
0,137,1109266,398,23,1108595,0
0,40,21792,345,79,21193,0
0,6,652493,236,10,651543,1
0,116,538452,145,22,537880,1
0,129,21840,230,71,21079,0
0,62,567898,124,19,567485,0
0,37,53116,397,93,52718,0
0,26,308712,370,16,308044,0
0,131,641268,234,10,640657,1
0,70,1591262,331,27,1590720,0
0,80,559332,143,20,558976,0
0,83,627298,100,6,626603,1
0,96,555039,429,4,554545,1
0,134,269583,420,4,268954,0
1,128,1591401,212,26,1590901,0
0,57,1060193,189,28,1059636,1
0,21,272757,180,17,271798,0
0,53,21892,339,78,21179,0
0,156,400683,56,3,400036,1
0,125,11825,45,53,11139,0
0,167,610947,367,22,610288,1
0,39,1183104,325,26,1182499,0
0,17,1871216,109,28,1870641,0
0,100,1100102,407,27,1099440,1
0,23,223254,289,16,222562,0
0,95,2130876,105,28,2130250,1
0,76,5418,231,71,4696,1
0,97,274287,172,14,273715,1
0,65,643220,199,6,642618,0
0,31,253619,170,14,252897,0
0,97,190891,66,14,190256,1
0,146,33533,391,92,32910,1
0,119,66227,301,1,65685,0
0,95,1038285,190,28,1037734,1
0,95,1299223,185,28,1298663,0
0,158,549268,75,7,548651,0
0,34,1790185,219,27,1789544,1
0,160,110877,154,2,110344,1
0,157,70385,298,15,69732,0
0,127,375323,426,4,374682,1
0,28,1894275,111,28,1893637,1
0,103,48963,358,83,48349,0
0,125,63431,63,59,62859,0
0,18,563485,94,20,563114,0
1,139,1947,15,39,1330,1
0,121,849658,23,27,849029,1
0,43,17246,266,76,16593,0
0,43,11667,259,74,10975,1
0,159,1192370,314,28,1191744,1
0,58,789660,149,22,789061,1
0,51,484940,355,17,484143,0
0,160,551183,226,19,550740,0
0,149,1665163,29,27,1664528,0
0,50,15815,361,83,15231,0
0,5,423275,203,23,422700,0
0,100,50225,396,93,49587,0
0,140,23909,362,83,23259,0
0,121,1935320,215,27,1934724,0
0,57,1439745,90,28,1439215,1
0,19,1646736,213,26,1646206,0
0,133,5356,350,82,4736,1
0,98,281837,179,17,281250,0
0,23,217404,22,16,216745,0
0,143,431207,427,4,430704,0
0,80,565167,382,20,564760,0
0,1,4939,6,33,4241,1
0,23,497547,251,16,496699,0
0,70,2159962,326,27,2159390,0
0,21,1722444,338,25,1721857,1
0,169,627125,85,11,626559,1
0,127,636879,158,4,636250,1
0,57,2103139,220,28,2102468,1
0,8,211634,419,0,211245,0
0,125,34921,267,77,34262,1
0,17,1578872,120,28,1578312,0
0,134,596495,159,4,595866,0
0,94,9539,196,47,8904,1
0,6,491431,295,10,490859,1
0,2,465000,353,17,464038,0
0,134,283286,425,4,282588,0
0,129,1863,43,53,1279,0
1,30,1337715,210,26,1337152,0
0,93,10499,38,51,10110,1
0,129,6256,130,63,5888,0
0,129,77237,60,58,76545,0
0,159,1685667,117,28,1685527,0
0,131,566496,296,10,565864,1
0,17,1212108,311,28,1211533,0
0,86,8071,393,92,7124,1
0,96,631273,157,4,630704,1
0,145,1357417,310,28,1356881,1
0,13,1413348,209,26,1412725,1
0,162,897652,240,22,897068,0
0,102,102031,0,2,101630,1
0,57,460277,282,28,459570,0
0,6,542828,290,10,542232,1
0,57,2082607,35,28,2081918,1
0,12,673589,184,27,672981,1
0,130,262590,286,16,261997,0
0,57,1069989,193,28,1069351,0
0,52,54130,400,94,53294,1
0,31,238595,171,14,237978,1
0,168,2039757,328,27,2039173,1
0,129,55031,265,76,54300,0
0,86,42738,392,92,42403,1
0,95,698962,97,28,698387,1
0,167,1037760,369,22,1037092,1
0,44,510533,431,5,509916,0
0,57,1653046,113,28,1652444,1
0,143,602022,160,4,601444,0
0,140,9693,360,83,9067,0
0,132,331967,152,16,331098,0
0,129,57983,62,59,57381,1
0,130,488252,250,16,487683,0
0,91,152203,402,94,151562,0
0,125,7816,168,67,6941,1
0,132,473006,252,16,472107,0
0,76,8984,255,72,8412,1
0,132,296422,243,16,295724,0
0,35,786,373,84,88,0
0,111,521226,207,6,520573,0
0,76,1896,254,72,1198,1
0,5,433446,204,23,432955,0
0,156,297265,223,3,296609,0
0,159,421453,417,28,420860,0
0,129,10738,163,66,10142,1
0,63,422988,182,15,422386,0
0,70,739582,270,27,738989,0
0,46,741926,200,16,741234,0
0,17,2021354,36,28,2020752,1
1,156,22510,54,42,21845,0
0,53,12963,341,78,12349,0
0,17,1279824,188,28,1279111,1
0,48,2141017,327,27,2140400,0
0,47,213605,71,14,212727,1
0,6,649380,235,10,648745,1
1,119,1773473,334,28,1772775,1
0,6,537100,291,10,536468,1
0,125,3185,161,65,2544,1
0,57,1094415,318,28,1093786,1
0,72,548259,142,20,547909,0
0,125,4704,228,70,4066,0
0,31,67780,415,14,67067,0
0,109,288418,222,3,287768,0
0,1,165971,18,9,165327,0
0,59,633393,82,11,632488,1
0,48,606832,86,27,606242,0
0,76,11303,50,56,10641,1
0,6,667099,3,10,666332,1
