Entity_Type,Genomic_End_Position,Gene_Id,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,6046,79,79,2,92,2,1
0,610602,140,140,1,26,600223,0
0,548110,151,151,1,18,541838,0
1,47046,59,59,3,68,36631,0
0,2017022,5,5,2,49,2011656,0
1,566844,202,202,3,17,556376,0
0,39653,24,24,1,37,33702,1
0,19647,56,56,1,84,9304,1
1,1020605,200,200,3,49,1014285,0
0,17336,68,68,1,12,6891,1
1,6309,70,70,3,88,1,1
0,6144,64,64,1,85,3,0
0,796416,187,187,1,29,789632,0
0,252780,210,210,1,16,242332,0
0,18102,16,16,1,72,7759,0
1,8750,10,10,3,65,352,0
0,230403,209,209,1,10,222871,0
0,638425,172,172,1,18,628055,0
0,34341,15,15,2,32,26002,1
1,5690,78,78,3,91,3,0
0,6239,135,135,2,103,3,1
0,5231,26,26,1,67,1,1
0,1301475,103,103,1,50,1291027,1
0,536745,47,47,1,18,531839,0
1,1351353,152,152,3,46,1340908,0
0,107347,18,18,1,57,100946,1
0,5029,28,28,2,77,2,1
0,82139,162,162,1,3,71676,1
0,534898,112,112,2,33,529028,1
0,97751,80,80,2,23,91272,1
0,1028641,20,20,1,40,1018586,0
0,64329,97,97,1,1,53935,0
0,19778,83,83,1,93,9420,0
0,364064,58,58,1,33,353619,1
0,501262,102,102,1,20,494255,0
0,1392969,104,104,1,50,1382515,1
1,736142,224,224,3,29,726108,0
0,13390,158,158,1,71,2987,0
0,635740,95,95,1,14,625292,0
0,29124,136,136,1,103,18715,1
0,510863,220,220,1,6,500484,0
0,288082,208,208,1,51,277652,0
0,12200,8,8,1,64,1905,1
1,12299,144,144,3,105,2049,1
0,775910,131,131,1,33,765552,0
0,424985,124,124,1,31,418893,0
1,11317,86,86,3,30,5433,1
0,487135,85,85,1,38,478468,1
0,656937,154,154,1,22,646543,0
0,400877,71,71,2,31,396354,0
0,490459,109,109,1,7,480062,0
0,188433,128,128,1,10,178087,1
0,34480,143,143,1,24,24017,1
0,76316,29,29,2,31,71757,1
0,22220,223,223,1,39,11901,1
0,508446,157,157,1,10,497998,0
0,1684949,55,55,1,50,1674489,1
0,72152,146,146,1,28,61794,1
0,7036,194,194,1,118,1,1
1,40882,91,91,3,41,30431,1
1,14711,134,134,3,102,4479,1
0,5905,54,54,1,83,1,1
1,8139,178,178,3,112,1,1
1,15047,120,120,3,98,4680,1
0,563694,142,142,1,26,556752,1
0,46671,98,98,1,95,36289,1
0,138943,50,50,2,23,131411,0
0,600090,181,181,1,33,589645,1
0,656716,87,87,1,21,646334,0
0,56068,176,176,1,111,45617,0
0,2345983,164,164,1,51,2335691,0
0,19621,52,52,1,57,13649,1
1,25728,92,92,3,56,21774,1
0,60872,206,206,1,51,50520,1
0,698669,82,82,1,23,688299,0
0,545365,221,221,1,19,535076,0
0,7213,72,72,1,89,1,1
1,12287,132,132,3,100,1776,1
0,572820,182,182,1,11,566630,0
0,1211309,161,161,1,50,1200861,0
0,53597,30,30,1,58,43140,1
0,7785,139,139,2,104,1726,0
0,1848415,41,41,1,47,1838054,0
0,902706,94,94,1,38,892584,0
1,52443,43,43,3,49,42064,1
0,34912,168,168,1,33,27714,1
0,685626,117,117,1,30,675331,0
1,11957,27,27,3,76,1581,1
0,31572,75,75,1,36,21127,1
0,12152,204,204,1,121,4158,1
0,102066,44,44,1,11,91621,1
1,364951,61,61,3,56,356759,1
0,6015,145,145,2,28,103,1
1,571446,180,180,3,33,561022,1
1,9497,185,185,3,113,3,0
0,332104,166,166,1,33,321641,0
