Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,93,89110,206,206,1,16,86993,0,1
0,45,71096,137,137,0,40,68619,1,1
0,92,798,164,164,0,77,1,3,1
0,110,2326647,17,18,0,52,2325364,3,0
0,124,9859,208,208,0,80,7598,1,1
0,80,120751,185,185,0,3,119534,3,1
0,17,9642,211,211,0,122,7252,1,0
1,88,7125,109,109,1,103,5011,0,0
0,58,1699,85,86,0,8,101,3,1
0,116,1333,16,17,0,63,3,2,0
1,133,468090,40,41,1,2,465892,0,0
1,76,811009,210,210,1,32,808763,0,0
1,41,619207,202,202,1,9,617003,0,0
0,40,194620,124,124,0,53,192110,1,0
0,36,52112,103,104,0,43,49749,1,1
0,61,14957,64,65,0,74,12933,1,0
1,85,1621,65,66,1,94,2,0,1
1,111,813661,180,180,1,37,811541,0,0
0,84,560608,179,179,0,16,558551,1,0
1,18,961848,151,151,1,36,959689,0,0
0,69,915393,62,63,0,33,914149,2,0
0,112,6868,183,183,0,118,4559,1,1
0,135,50074,189,189,0,3,47909,1,1
0,121,487691,31,32,0,18,485538,1,0
0,123,7225,105,106,0,101,4853,1,0
0,13,669010,131,131,0,16,666635,1,0
0,15,2335,169,169,0,12,101,3,1
0,75,2976,162,162,0,76,781,1,0
0,134,1159648,142,142,0,41,1157084,1,0
0,66,140815,228,228,0,11,140096,2,1
0,60,3637,161,161,0,33,1680,2,1
0,123,17152,135,135,0,109,14774,1,1
1,17,3774,18,19,1,64,1570,0,0
1,31,8253,102,103,1,41,6340,0,1
0,42,477141,197,197,0,7,476586,2,0
0,123,4334,94,95,0,98,1968,1,1
1,12,20192,201,201,1,29,18165,0,1
1,48,636865,79,80,1,20,634829,0,0
0,2,391932,8,9,0,57,389746,1,1
0,8,1152,14,15,0,60,1,3,0
1,93,122003,229,229,1,11,119982,0,1
0,109,6765,192,192,0,79,4204,1,1
1,24,35613,194,194,1,119,33460,0,1
0,123,3468,70,71,0,95,1171,1,0
0,27,2352753,129,129,0,52,2351474,2,0
0,43,85349,66,67,0,4,84366,2,1
0,139,303473,216,216,0,12,301437,3,1
0,14,49973,26,27,0,23,48072,2,1
0,123,6110,99,100,0,100,3849,1,0
1,43,9061,55,56,1,72,6806,0,1
0,123,6479,134,134,0,108,5838,2,1
0,34,369971,60,61,0,54,367785,1,0
1,72,19107,104,105,1,43,16912,0,1
0,62,316113,226,226,0,11,313945,1,1
0,49,5333,21,22,0,65,3093,1,1
0,131,4679,113,113,0,39,2307,1,1
0,16,2152465,190,190,0,51,2150273,1,0
0,32,1347,23,24,0,67,4,3,0
0,123,3770,50,51,0,88,732,2,1
0,82,23314,236,236,0,2,21104,1,0
0,6,763294,174,174,0,26,761027,1,0
1,81,411395,37,38,1,13,410220,0,0
1,132,51771,234,234,1,35,49540,0,1
1,126,469090,34,35,1,1,466913,0,0
0,128,909502,74,75,0,34,907241,1,0
0,83,68193,146,146,0,25,66007,1,1
0,104,315631,215,215,0,12,313523,1,1
1,64,10067,28,29,1,44,8418,0,1
1,42,609383,78,79,1,20,607077,0,0
0,3,351915,199,199,0,56,350539,2,1
0,106,400277,27,28,0,10,398004,1,0
0,26,702444,212,212,0,22,701878,3,0
1,28,369509,61,62,1,13,367296,0,1
0,77,3147,43,44,0,83,535,1,1
0,42,526037,39,40,0,3,525222,3,0
0,26,57522,125,125,0,22,55348,1,1
1,16,1375691,119,119,1,44,1373202,0,0
1,20,3258,207,207,1,121,754,0,1
0,122,66424,233,233,0,35,64094,1,1
1,65,16197,176,176,1,117,13717,0,1
0,123,4947,46,47,0,85,2638,1,0
1,0,399311,90,91,1,14,397290,0,0
0,46,646569,181,181,0,12,644707,2,0
0,49,20107,68,69,0,49,17801,1,1
0,70,2123600,86,87,0,51,2121408,1,0
1,37,5726,0,1,1,123,3723,0,0
1,29,654471,75,76,1,51,652312,0,1
1,22,828777,107,108,1,46,827212,0,1
0,84,27070,139,139,0,16,24536,1,1
0,104,311650,214,214,0,12,309482,1,1
0,108,16283,184,184,0,78,15441,2,1
0,123,5683,56,57,0,92,3845,3,0
1,25,477984,149,149,1,5,475453,0,0
0,39,1178466,115,115,0,42,1176085,1,0
1,117,22657,144,144,1,112,20729,0,0
1,102,60946,145,145,1,52,58898,0,1
1,115,34512,89,90,1,97,32440,0,1
1,37,1028709,166,166,1,39,1026565,0,0
1,39,224206,200,200,1,34,222371,0,1
0,27,92121,138,138,0,40,90979,1,1
1,20,731499,33,34,1,23,729406,0,0
0,123,7491,126,126,0,22,5182,1,1
0,54,1036,15,16,0,62,2,3,1
0,47,14203,57,58,0,32,11819,1,1
0,79,1475,2,3,0,124,3,3,0
0,73,471716,220,220,0,5,470270,2,0
1,29,1909430,128,128,1,51,1907460,0,1
1,63,669243,186,186,1,18,667156,0,0
0,133,18709,35,36,0,27,16532,1,1
1,33,18062,132,132,1,107,16122,0,1
0,98,668634,154,154,0,24,666520,1,0
