Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,1842055,208,48,1840004,0
1,40883,50,62,38052,1
1,9729,89,81,7402,1
1,17064,77,100,15238,0
1,521580,39,2,519241,0
1,814312,219,34,811961,0
1,34273,7,20,33176,1
1,957,168,45,103,1
1,504842,72,1,502038,0
1,45868,112,44,44981,1
1,856711,129,33,855554,0
1,112160,85,18,109194,0
1,752571,46,26,750136,0
0,1411,1,71,1097,0
1,630925,171,13,630173,0
0,795045,190,28,794215,0
0,587282,68,19,586959,0
1,617,54,93,1,0
1,478396,135,6,477242,0
1,822273,211,27,821002,0
1,28437,217,53,25624,1
1,4194,216,136,3232,0
1,16367,31,45,13620,1
1,13228,194,131,10472,1
1,1874,56,95,3,1
1,640440,116,20,637990,0
1,963,75,19,103,1
1,184333,74,55,183608,0
1,382722,101,61,380155,0
1,9773,226,138,7086,0
1,10829,80,61,8487,1
1,281858,153,53,279111,0
1,23155,185,22,22973,1
1,663276,133,17,662509,0
1,563,43,90,3,1
1,8610,78,101,7165,0
1,250640,173,9,247890,0
1,1020701,162,52,1018377,0
1,23344,165,124,21104,0
1,57748,51,62,55331,1
1,7904,97,106,5580,1
0,2011553,3,50,2010699,0
1,26773,111,44,26201,1
1,2033316,140,50,2030554,0
1,821170,99,30,818471,0
1,805101,142,27,802591,0
1,16756,28,78,15296,0
1,88412,95,41,86619,1
1,7310,233,139,4494,0
0,586872,179,8,586129,0
1,360854,45,61,358083,1
1,182518,42,25,180932,1
1,207218,120,35,204852,1
1,26957,137,118,26184,0
0,870832,52,32,869711,0
