Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,345916,151,15,345353,0
1,499409,363,21,498789,0
0,262228,36,21,261515,0
0,350824,411,13,350453,1
0,224418,164,16,223792,0
0,17055,46,55,16375,0
0,1049,279,47,204,1
0,807166,149,21,806492,1
1,874302,270,26,873739,1
0,281,8,35,3,1
0,16035,339,77,15472,0
0,311595,409,13,311224,1
0,6125,9,35,5631,1
0,582243,75,7,581596,0
0,1670681,27,26,1670067,0
1,544317,144,21,543658,0
0,285006,241,15,284026,0
0,482096,249,15,481446,0
0,16573,162,65,15977,0
0,1236,123,43,691,0
0,2152710,104,27,2152117,1
0,218124,163,16,217234,0
0,505974,290,9,505327,1
0,314714,121,11,314181,0
0,729959,94,27,729363,0
0,358436,273,13,358038,1
0,594102,227,9,593512,1
0,22696,71,14,22061,1
1,1261581,321,25,1260970,0
0,160801,400,93,160181,0
1,10872,102,59,10210,0
0,412598,275,29,411981,1
0,517192,289,9,516578,1
0,53893,303,10,53279,1
0,253563,283,15,252895,0
0,237931,281,15,237338,0
0,266589,173,16,265723,0
0,1078119,189,27,1077559,0
0,468817,292,9,467864,1
0,1243238,183,27,1242540,1
0,1176204,396,22,1175530,0
0,6197,384,88,5628,0
0,47042,78,13,46335,1
0,374682,40,27,374062,0
0,1420673,89,27,1420101,0
0,388432,191,28,388043,1
0,70633,57,57,70109,0
0,11230,371,48,10535,0
0,694973,304,26,694383,0
0,1677970,116,27,1677395,0
0,5761,372,49,5141,0
0,1886263,213,26,1885670,0
0,320021,421,4,319437,1
0,282372,170,13,281740,1
0,456160,318,22,455483,0
0,36542,382,87,35961,1
0,602338,317,6,601643,1
0,377041,360,11,376496,1
0,1142859,406,26,1142287,1
0,1481322,91,27,1480762,1
0,1306828,204,25,1306226,1
0,1739,5,32,1236,1
0,410649,138,13,410251,0
0,1587490,207,25,1586741,0
0,2442,280,47,1612,1
0,333597,423,4,332944,1
0,1411596,20,27,1410949,0
0,260483,174,16,259935,0
0,917604,269,26,916954,0
0,371048,272,13,370350,1
0,11470,45,54,11081,1
0,377176,139,13,376607,0
0,1943209,7,27,1942577,0
0,7470,264,76,6853,1
0,120884,33,13,120498,0
0,21243,13,37,20602,1
0,617680,228,9,617066,1
0,340144,410,13,339536,0
1,862102,237,21,861431,0
0,1875155,214,26,1874526,0
0,633183,229,9,632827,1
0,59685,47,55,58891,0
0,1611491,327,26,1610868,0
0,31626,354,82,31012,0
0,76266,274,13,75574,1
0,430625,11,15,430509,0
0,288480,172,16,287506,0
0,1187163,343,21,1186465,0
0,1200244,309,27,1199621,0
0,18926,387,91,18276,0
0,2115566,24,27,2114982,1
0,1109679,313,27,1109041,1
0,1559,49,56,987,1
0,413954,415,27,413337,0
0,159847,65,13,159101,1
0,1139142,312,27,1138561,1
0,462219,361,21,461563,1
0,1348,165,66,512,1
0,1344856,195,20,1344239,0
0,203566,68,13,203195,1
0,3660,192,67,3085,1
0,1001979,93,27,1001410,0
1,1671935,117,27,1671336,0
0,3008,160,45,2760,1
0,17644,345,79,17072,0
0,393310,276,29,392783,0
0,1025055,188,27,1024453,0
0,1654543,29,26,1654004,1
0,11006,12,36,10434,1
0,1840810,108,27,1840178,0
0,1182146,310,27,1181541,1
1,356421,429,12,355831,1
0,398667,244,15,398035,0
0,1235855,184,27,1235211,1
0,1806636,334,27,1806064,0
0,7249,51,56,6641,0
0,452612,277,27,451995,0
0,425782,137,13,425384,0
0,1121,1,31,531,0
0,725245,148,21,724664,1
0,7534,340,78,7151,0
0,14571,374,49,14272,0
0,244449,284,15,243556,0
0,622513,25,27,621803,0
0,261062,171,13,260553,0
0,253089,175,16,252442,0
0,305429,369,23,304515,0
1,690105,145,21,689434,0
0,26110,302,13,25487,1
0,55203,79,13,54550,0
0,6670,222,68,6140,1
0,467996,362,21,467418,0
0,1079,125,61,750,0
0,1784731,330,27,1784156,1
0,1392058,305,27,1391459,0
0,174019,63,13,173294,1
1,44727,392,92,44119,1
1,978860,271,26,978390,0
0,7294,257,74,6638,0
0,9111,129,62,8734,0
0,641578,81,10,640880,1
0,2852,15,39,2211,0
0,1610144,113,27,1609563,0
1,225709,67,13,225092,1
0,873,4,34,262,1
1,504309,425,4,503911,1
0,1707,375,84,1054,0
0,570400,73,7,569783,0
0,897457,268,26,896894,0
0,528985,288,9,528356,1
0,930600,238,21,929947,1
0,459742,245,15,459083,0
0,8892,373,49,8245,0
0,410431,178,14,409799,0
0,95645,62,2,95094,1
0,311313,420,4,310645,1
0,444695,30,3,444042,0
0,302673,240,15,302005,0
0,332148,408,13,331510,0
0,22912,56,57,22523,0
0,20624,72,42,19953,1
0,276224,133,21,275592,0
0,605996,234,9,605367,1
0,631273,155,4,630704,1
1,893116,235,21,892445,1
0,9993,32,40,9376,1
0,1448091,87,27,1447573,1
0,12594,194,46,11959,1
0,389569,243,15,388676,0
0,28027,42,52,27344,0
0,426818,134,4,426186,1
0,32545,258,75,31979,0
1,11424,39,51,10828,0
0,474095,351,16,473496,0
1,891600,267,26,891058,1
0,1570983,119,27,1570405,1
0,487260,198,22,486679,1
1,28680,127,62,27985,0
0,478938,100,0,478315,0
0,1109266,395,22,1108595,0
0,21792,342,78,21193,0
0,652493,232,9,651543,1
0,538452,143,21,537880,1
0,21840,225,70,21079,0
0,567898,122,18,567485,0
0,53116,394,92,52718,0
0,308712,367,15,308044,0
0,641268,230,9,640657,1
0,1591262,328,26,1590720,0
0,559332,141,19,558976,0
0,643220,196,6,642618,0
1,588625,154,4,587969,1
0,277659,419,4,277030,0
1,1591401,208,25,1590901,0
0,1060193,186,27,1059636,1
0,272757,177,16,271798,0
0,21892,336,77,21179,0
0,438791,31,3,438168,1
0,11825,43,52,11139,0
0,610947,364,21,610288,1
0,1183104,322,25,1182499,0
0,1871216,107,27,1870641,0
0,1100102,404,26,1099440,1
0,223254,285,15,222562,0
0,2130876,103,27,2130250,1
0,5418,226,70,4696,1
0,274287,169,13,273715,1
0,212591,428,7,211887,1
0,253619,167,13,252897,0
0,190891,64,13,190256,1
0,33533,388,91,32910,1
0,66227,298,1,65685,0
0,1038285,187,27,1037734,1
0,1299223,182,27,1298663,0
0,555039,76,7,554104,0
0,1790185,215,26,1789544,1
0,110877,152,2,110344,1
0,70385,295,14,69732,0
0,406686,135,4,406078,0
0,1894275,109,27,1893637,1
0,48963,355,82,48349,0
0,63431,61,58,62859,0
0,563485,92,19,563114,0
1,1947,14,38,1330,1
0,849658,22,26,849029,1
0,17246,262,75,16593,0
0,11667,255,73,10975,1
0,1192370,311,27,1191744,1
0,789660,147,21,789061,1
0,484940,352,16,484143,0
0,551183,221,18,550740,0
0,1665163,28,26,1664528,0
0,15815,358,82,15231,0
0,423275,200,22,422700,0
0,50225,393,92,49587,0
0,23909,359,82,23259,0
0,1935320,211,26,1934724,0
0,1439745,88,27,1439215,1
0,1646736,209,25,1646206,0
0,5356,347,81,4736,1
0,281837,176,16,281250,0
0,217404,21,15,216745,0
0,462632,136,4,462006,0
0,565167,379,19,564760,0
0,4939,6,32,4241,1
0,497547,247,15,496699,0
0,2159962,323,26,2159390,0
0,1722444,335,24,1721857,1
0,627125,83,10,626559,1
0,510533,430,5,509916,0
0,2103139,216,27,2102468,1
0,211634,416,0,211245,0
0,34921,263,76,34262,1
0,1578872,118,27,1578312,0
0,602022,158,4,601444,0
0,9539,193,46,8904,1
0,497850,291,9,497083,1
0,465000,350,16,464038,0
0,296809,418,4,296102,1
0,1863,41,52,1279,0
1,1337715,206,25,1337152,0
0,10499,37,50,10110,1
0,6256,128,62,5888,0
0,77237,58,57,76545,0
0,1685667,115,27,1685527,0
0,584282,131,9,583626,1
0,1212108,308,27,1211533,0
0,8071,390,91,7124,1
0,636879,156,4,636250,1
0,1357417,307,27,1356881,1
0,1413348,205,25,1412725,1
0,897652,236,21,897068,0
0,102031,0,2,101630,1
0,460277,278,27,459570,0
0,550961,286,9,550314,1
0,2082607,34,27,2081918,1
0,673589,181,26,672981,1
0,262590,282,15,261997,0
0,1069989,190,27,1069351,0
0,54130,397,93,53294,1
0,238595,168,13,237978,1
0,2039757,325,26,2039173,1
0,55031,261,75,54300,0
0,42738,389,91,42403,1
0,698962,95,27,698387,1
0,1037760,366,21,1037092,1
0,522585,431,5,522157,0
0,1653046,111,27,1652444,1
0,610905,153,4,610333,0
0,9693,357,82,9067,0
0,331967,150,15,331098,0
0,57983,60,58,57381,1
0,488252,246,15,487683,0
0,152203,399,93,151562,0
0,7816,166,66,6941,1
0,473006,248,15,472107,0
0,8984,251,71,8412,1
0,296422,239,15,295724,0
0,786,370,83,88,0
0,541203,101,6,540331,0
0,1896,250,71,1198,1
0,433446,201,22,432955,0
0,297265,219,3,296609,0
0,421453,414,27,420860,0
0,10738,161,65,10142,1
0,422988,179,14,422386,0
0,739582,266,26,738989,0
0,741926,197,15,741234,0
0,2021354,35,27,2020752,1
1,22510,52,41,21845,0
0,12963,338,77,12349,0
0,1279824,185,27,1279111,1
0,2141017,324,26,2140400,0
0,213605,69,13,212727,1
0,649380,231,9,648745,1
1,1773473,331,27,1772775,1
0,542828,287,9,542232,1
0,3185,159,64,2544,1
0,1094415,315,27,1093786,1
0,548259,140,19,547909,0
0,4704,223,69,4066,0
0,67780,412,13,67067,0
0,288418,218,3,287768,0
0,498188,427,8,497556,1
0,633393,80,10,632488,1
0,606832,84,26,606242,0
0,11303,48,55,10641,1
0,667099,3,9,666332,1
