Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,30678,113,113,0,9,29548,1
0,642289,106,106,0,8,639173,0
0,40231,109,109,0,82,38468,1
0,1291,11,11,0,57,11,1
1,694715,132,132,1,26,691713,0
0,5115,52,52,0,38,2545,1
1,5807,129,129,1,26,3882,1
1,762911,102,102,1,26,760413,0
0,100844,29,29,0,12,99663,0
1,506465,68,68,1,19,504186,1
1,1242856,77,77,1,40,1242191,1
1,57661,38,38,1,42,55166,1
1,824374,60,60,1,26,822413,0
1,672501,84,84,1,24,670264,0
0,484,139,139,0,91,2,1
0,7732,62,62,0,72,4595,0
0,506906,98,98,0,14,503742,0
1,96937,119,119,1,30,96035,1
0,3141,87,87,0,62,982,1
0,302755,57,57,0,14,301802,0
0,1289,8,8,0,50,3,0
1,492209,21,21,1,1,489726,0
0,703218,16,16,0,36,701626,0
1,7840,64,64,1,16,6842,1
1,383983,3,3,1,47,383429,1
1,1482,105,105,1,80,1,0
0,304,127,127,0,65,2,0
0,40333,118,118,0,84,37199,1
0,6322,40,40,0,15,3197,1
1,673825,79,79,1,26,670661,0
1,201983,146,146,1,10,197949,0
1,232598,154,154,1,3,230508,0
1,46653,83,83,1,38,44743,1
1,789292,94,94,1,29,788021,0
1,714709,99,99,1,26,711560,0
1,1815,91,91,1,78,1,0
0,11460,143,143,0,95,9091,1
0,772874,149,149,0,28,769737,0
1,341160,155,155,1,3,338881,1
0,135805,156,156,0,5,132644,0
0,326955,28,28,0,18,323962,0
1,2735,74,74,1,74,246,1
1,371763,2,2,1,46,371065,1
0,562767,56,56,0,6,559651,0
1,676357,27,27,1,23,675068,0
0,11360,88,88,0,77,8184,1
0,24175,33,33,0,48,21059,1
1,8113,61,61,1,71,5945,0
0,696,114,114,0,83,1,0
1,552643,116,116,1,20,550361,1
0,225838,89,89,0,17,222980,0
0,46094,72,72,0,37,43491,1
0,296392,23,23,0,15,293633,0
1,36371,141,141,1,93,34218,1
0,220362,115,115,0,18,217744,0
1,532553,153,153,1,14,531252,0
0,34862,85,85,0,28,34431,1
1,638513,69,69,1,7,636579,0
1,685611,66,66,1,17,683131,0
0,9728,36,36,0,68,6585,0
0,5438,138,138,0,90,3198,1
0,13944,59,59,0,45,11467,1
0,37772,134,134,0,11,34755,1
0,7310,32,32,0,66,4179,1
1,8362,131,131,1,87,5834,0
0,96112,112,112,0,1,92984,1
1,6579,63,63,1,16,5257,1
1,8781,25,25,1,60,5653,0
0,8449,121,121,0,46,5315,1
0,34018,53,53,0,61,31541,0
0,1015710,30,30,0,35,1014604,0
1,93861,97,97,1,32,92599,1
0,905463,46,46,0,39,902746,0
1,673601,71,71,1,27,670680,0
1,741862,157,157,1,23,740972,0
0,559272,78,78,0,41,556483,0
1,12199,144,144,1,96,10430,0
1,631461,70,70,1,7,630235,0
0,2165,135,135,0,88,1,1
0,68231,96,96,0,23,65097,1
0,704396,13,13,0,36,703461,0
1,301337,20,20,1,5,298548,1
1,796646,58,58,1,29,794730,0
0,11508,107,107,0,81,8902,1
1,1017672,44,44,1,34,1015075,0
