Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
1,212927,0,0,13,211077
0,1200167,193,0,23,1197396
0,652210,99,0,8,649424
1,2201057,58,0,30,2198634
1,4709,34,0,54,2067
0,119436,255,0,2,116878
1,14331,230,0,85,11776
0,1633076,186,1,29,1630521
0,7054,124,0,67,4541
1,456596,18,0,5,453903
1,3590,211,0,79,942
1,1757922,188,0,30,1755496
0,1984371,187,0,30,1981915
1,529696,175,0,1,526820
0,272153,69,0,23,269451
1,423886,70,0,6,421607
1,379418,170,0,32,376740
0,1189938,225,0,24,1187140
0,25731,11,0,38,22858
0,35248,55,0,58,32438
0,3982,4,0,34,1541
0,867065,117,0,23,864531
1,460231,148,0,13,457457
0,2113696,56,1,29,2111357
0,783613,81,0,23,780839
1,35322,191,0,74,32611
0,506933,22,0,23,504105
1,41459,219,0,83,38613
0,584285,174,0,1,581721
0,404953,161,0,15,402317
0,16042,113,0,64,13142
1,574686,147,1,13,571897
1,596823,98,0,8,594229
0,71558,154,1,3,69066
0,1102343,226,0,24,1099539
0,556640,252,0,7,553878
0,22835,146,0,71,20457
0,65602,28,0,51,62846
1,2171498,182,0,29,2169063
1,3099,89,0,62,313
1,2180588,57,0,30,2178147
0,1865809,108,0,29,1862957
1,2060220,183,0,29,2057611
1,8030,144,0,71,5538
1,54570,31,0,41,51787
1,12466,229,0,84,9926
1,1650945,14,0,29,1648582
0,1181628,224,0,24,1179322
1,580806,97,0,8,578836
0,321121,171,0,30,318503
1,880730,135,0,29,877992
1,7331,96,0,45,4482
1,156435,37,0,19,153649
1,249052,76,0,9,246272
1,344245,16,0,0,341906
1,194602,248,0,9,191840
0,536061,256,0,15,533287
0,1828534,110,0,29,1825916
1,450835,71,0,6,448496
0,14547,24,0,49,12235
0,417885,138,0,16,415123
1,237391,75,0,9,234584
0,7271,26,0,50,4884
1,1983,1,0,33,1
1,21057,155,0,3,18763
0,388287,239,0,16,385492
0,11601,44,0,56,9187
0,185153,27,0,26,182502
0,110238,228,0,84,107374
0,768058,80,0,23,765323
1,8573,215,0,81,6039
1,2099,5,0,35,3
1,191757,116,0,10,188965
1,205713,246,0,9,202903
1,1409461,102,0,28,1406588
1,775880,132,0,29,773208
1,12861,240,0,86,10087
0,735391,130,0,29,733043
0,1731005,190,0,27,1728183
0,171302,231,0,12,169443
1,187696,247,0,9,185057
1,2050620,20,0,30,2048281
1,17047,41,0,42,14579
0,222070,177,0,5,219359
0,1169591,223,0,24,1166769
1,2776,53,1,58,113
1,935144,133,0,29,932427
0,8596,127,0,69,5819
0,24923,66,0,44,22032
0,42017,199,1,78,39222
1,1150558,192,1,23,1147775
1,665447,78,0,23,662586
0,276688,210,1,24,274223
1,396615,250,1,18,394090
0,381075,237,0,16,378301
1,2102129,105,0,29,2099463
0,255561,21,1,23,253126
1,22052,241,0,87,19278
0,198843,129,0,5,196225
0,763632,131,0,29,761305
0,421319,160,0,15,418704
1,167573,40,0,19,164778
1,11536,36,0,55,9554
1,597333,3,1,18,595705
