Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position
1,371048,277,277,0,14,370350
1,11470,48,48,0,55,11081
0,377176,142,142,0,14,376607
0,1943209,9,9,0,28,1942577
1,7470,269,269,0,77,6853
0,120884,35,35,0,14,120498
1,21243,15,15,0,38,20602
1,605996,239,239,0,10,605367
0,340144,413,413,0,14,339536
0,862102,242,242,1,22,861431
0,1875155,219,219,0,27,1874526
1,617680,234,234,0,10,617066
0,59685,50,50,0,56,58891
0,1611491,330,330,0,27,1610868
0,31626,357,357,0,83,31012
1,76266,279,279,0,14,75574
0,430625,13,13,0,16,430509
0,288480,176,176,0,17,287506
0,1187163,346,346,0,22,1186465
0,1200244,312,312,0,28,1199621
0,18926,390,390,0,92,18276
1,2115566,26,26,0,28,2114982
1,1109679,316,316,0,28,1109041
1,1559,52,52,0,57,987
0,413954,418,418,0,28,413337
1,159847,68,68,0,14,159101
1,1139142,315,315,0,28,1138561
1,462219,364,364,0,22,461563
1,1348,168,168,0,67,512
0,1344856,199,199,0,21,1344239
1,203566,71,71,0,14,203195
1,3660,196,196,0,68,3085
0,1001979,95,95,0,28,1001410
0,1671935,119,119,1,28,1671336
1,3008,163,163,0,46,2760
0,17644,348,348,0,80,17072
0,393310,281,281,0,30,392783
0,1025055,192,192,0,28,1024453
1,1654543,31,31,0,27,1654004
1,11006,14,14,0,37,10434
0,1840810,110,110,0,28,1840178
1,1182146,313,313,0,28,1181541
1,356421,430,430,1,13,355831
0,398667,249,249,0,16,398035
1,1235855,188,188,0,28,1235211
0,1806636,337,337,0,28,1806064
0,7249,54,54,0,57,6641
0,452612,282,282,0,28,451995
0,425782,140,140,0,14,425384
0,1121,2,2,0,32,531
1,725245,151,151,0,22,724664
0,7534,343,343,0,79,7151
0,14571,377,377,0,50,14272
0,244449,289,289,0,16,243556
0,622513,27,27,0,28,621803
0,261062,175,175,0,14,260553
0,253089,179,179,0,17,252442
0,305429,372,372,0,24,304515
0,690105,148,148,1,22,689434
1,26110,306,306,0,14,25487
0,55203,82,82,0,14,54550
1,6670,228,228,0,69,6140
0,467996,365,365,0,22,467418
0,1079,127,127,0,62,750
1,1784731,333,333,0,28,1784156
0,1392058,308,308,0,28,1391459
1,174019,66,66,0,14,173294
1,44727,395,395,1,93,44119
0,978860,276,276,1,27,978390
0,7294,262,262,0,75,6638
0,9111,131,131,0,63,8734
1,641578,83,83,0,11,640880
0,2852,17,17,0,40,2211
0,1610144,115,115,0,28,1609563
1,225709,70,70,1,14,225092
1,873,5,5,0,35,262
0,462632,139,139,0,4,462006
0,1707,378,378,0,85,1054
0,555039,79,79,0,7,554104
0,897457,273,273,0,27,896894
1,522983,293,293,0,10,522417
1,930600,243,243,0,22,929947
0,459742,250,250,0,16,459083
0,8892,376,376,0,50,8245
0,410431,182,182,0,15,409799
1,95645,65,65,0,2,95094
1,296809,421,421,0,4,296102
1,438791,33,33,0,3,438168
0,302673,245,245,0,16,302005
0,332148,411,411,0,14,331510
0,22912,59,59,0,58,22523
1,20624,75,75,0,43,19953
0,276224,136,136,0,22,275592
1,603114,238,238,0,10,602248
0,610905,156,156,0,4,610333
1,893116,240,240,1,22,892445
1,9993,34,34,0,41,9376
1,1448091,89,89,0,28,1447573
1,12594,198,198,0,47,11959
0,389569,248,248,0,16,388676
0,28027,45,45,0,53,27344
0,406686,138,138,0,4,406078
0,32545,263,263,0,76,31979
0,11424,41,41,1,52,10828
0,474095,354,354,0,17,473496
1,891600,272,272,1,27,891058
1,1570983,121,121,0,28,1570405
1,487260,202,202,0,23,486679
0,28680,129,129,1,63,27985
0,478938,102,102,0,0,478315
0,1109266,398,398,0,23,1108595
0,21792,345,345,0,79,21193
1,649380,237,237,0,10,648745
1,538452,146,146,0,22,537880
0,21840,231,231,0,71,21079
0,567898,124,124,0,19,567485
0,53116,397,397,0,93,52718
0,308712,370,370,0,16,308044
1,633183,235,235,0,10,632827
0,1591262,331,331,0,27,1590720
0,559332,144,144,0,20,558976
1,627298,100,100,0,6,626603
1,555039,429,429,0,4,554545
0,269583,420,420,0,4,268954
0,1591401,213,213,1,26,1590901
1,1060193,190,190,0,28,1059636
0,272757,181,181,0,17,271798
0,21892,339,339,0,78,21179
1,400683,57,57,0,3,400036
0,11825,46,46,0,53,11139
1,610947,367,367,0,22,610288
0,1183104,325,325,0,26,1182499
0,1871216,109,109,0,28,1870641
1,1100102,407,407,0,27,1099440
0,223254,290,290,0,16,222562
1,2130876,105,105,0,28,2130250
1,5418,232,232,0,71,4696
1,274287,173,173,0,14,273715
0,643220,200,200,0,6,642618
0,253619,171,171,0,14,252897
1,190891,67,67,0,14,190256
1,33533,391,391,0,92,32910
0,66227,302,302,0,1,65685
1,1038285,191,191,0,28,1037734
0,1299223,186,186,0,28,1298663
0,549268,76,76,0,7,548651
1,1790185,220,220,0,27,1789544
1,110877,155,155,0,2,110344
0,70385,299,299,0,15,69732
1,375323,426,426,0,4,374682
1,1894275,111,111,0,28,1893637
0,48963,358,358,0,83,48349
0,63431,64,64,0,59,62859
0,563485,94,94,0,20,563114
1,1947,16,16,1,39,1330
1,849658,24,24,0,27,849029
0,17246,267,267,0,76,16593
1,11667,260,260,0,74,10975
1,1192370,314,314,0,28,1191744
1,789660,150,150,0,22,789061
0,484940,355,355,0,17,484143
0,551183,227,227,0,19,550740
0,1665163,30,30,0,27,1664528
0,15815,361,361,0,83,15231
0,423275,204,204,0,23,422700
0,50225,396,396,0,93,49587
0,23909,362,362,0,83,23259
0,1935320,216,216,0,27,1934724
1,1439745,90,90,0,28,1439215
0,1646736,214,214,0,26,1646206
1,5356,350,350,0,82,4736
0,281837,180,180,0,17,281250
0,217404,23,23,0,16,216745
0,431207,427,427,0,4,430704
0,565167,382,382,0,20,564760
1,4939,7,7,0,33,4241
0,497547,252,252,0,16,496699
0,2159962,326,326,0,27,2159390
1,1722444,338,338,0,25,1721857
1,210445,135,135,1,11,209840
1,636879,159,159,0,4,636250
1,2103139,221,221,0,28,2102468
0,211634,419,419,0,0,211245
1,34921,268,268,0,77,34262
0,1578872,120,120,0,28,1578312
0,596495,160,160,0,4,595866
1,9539,197,197,0,47,8904
1,491431,296,296,0,10,490859
0,465000,353,353,0,17,464038
0,283286,425,425,0,4,282588
0,1863,44,44,0,53,1279
0,1337715,211,211,1,26,1337152
1,10499,39,39,0,51,10110
0,6256,130,130,0,63,5888
0,77237,61,61,0,58,76545
0,1685667,117,117,0,28,1685527
1,566496,297,297,0,10,565864
0,1212108,311,311,0,28,1211533
1,8071,393,393,0,92,7124
1,631273,158,158,0,4,630704
1,1357417,310,310,0,28,1356881
1,1413348,210,210,0,26,1412725
0,897652,241,241,0,22,897068
1,102031,0,0,0,2,101630
0,460277,283,283,0,28,459570
1,542828,291,291,0,10,542232
1,2082607,36,36,0,28,2081918
1,673589,185,185,0,27,672981
0,262590,287,287,0,16,261997
0,1069989,194,194,0,28,1069351
1,54130,400,400,0,94,53294
1,238595,172,172,0,14,237978
1,2039757,328,328,0,27,2039173
0,55031,266,266,0,76,54300
1,42738,392,392,0,92,42403
1,698962,97,97,0,28,698387
1,1037760,369,369,0,22,1037092
0,510533,431,431,0,5,509916
1,1653046,113,113,0,28,1652444
0,602022,161,161,0,4,601444
0,9693,360,360,0,83,9067
0,331967,153,153,0,16,331098
1,57983,63,63,0,59,57381
0,488252,251,251,0,16,487683
0,152203,402,402,0,94,151562
1,7816,169,169,0,67,6941
0,473006,253,253,0,16,472107
1,8984,256,256,0,72,8412
0,296422,244,244,0,16,295724
0,786,373,373,0,84,88
0,521226,208,208,0,6,520573
1,1896,255,255,0,72,1198
0,433446,205,205,0,23,432955
0,297265,224,224,0,3,296609
0,421453,417,417,0,28,420860
1,10738,164,164,0,66,10142
0,422988,183,183,0,15,422386
0,739582,271,271,0,27,738989
0,741926,201,201,0,16,741234
1,2021354,37,37,0,28,2020752
0,22510,55,55,1,42,21845
0,12963,341,341,0,78,12349
1,1279824,189,189,0,28,1279111
0,2141017,327,327,0,27,2140400
1,213605,72,72,0,14,212727
1,641268,236,236,0,10,640657
1,1773473,334,334,1,28,1772775
1,537100,292,292,0,10,536468
1,3185,162,162,0,65,2544
1,1094415,318,318,0,28,1093786
0,548259,143,143,0,20,547909
0,4704,229,229,0,70,4066
0,67780,415,415,0,14,67067
0,288418,223,223,0,3,287768
0,165971,19,19,0,9,165327
1,627125,85,85,0,11,626559
0,606832,86,86,0,27,606242
1,11303,51,51,0,56,10641
1,661517,1,1,0,10,660867
