Gene_Subclass,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
0,0,85,1204,127,0,87,2,0,0
0,0,108,8397,16,0,9,5578,0,1
0,0,137,779582,205,0,30,776703,0,0
1,0,146,976,21,1,74,2,3,1
1,0,21,690828,276,1,36,688522,3,0
1,0,6,3258,40,1,77,436,3,0
1,0,180,6116,59,1,103,4224,3,1
0,0,12,606712,238,0,12,603989,0,0
1,0,8,688837,90,1,25,685982,3,0
1,0,116,9121,289,1,38,6152,3,1
1,0,129,33240,56,1,40,30436,3,1
0,0,55,490870,47,0,1,489493,0,0
1,0,170,4777,19,1,70,2027,3,1
0,0,77,26225,207,0,65,24447,0,1
1,0,74,783456,83,1,33,780772,3,0
1,0,161,15107,264,1,2,12237,3,1
0,0,16,169188,308,0,44,166855,0,1
1,0,36,683526,259,1,23,681076,3,0
0,0,24,58458,115,0,16,55432,0,1
0,0,61,1185502,71,0,47,1183688,0,0
1,0,13,644271,100,1,58,641242,3,1
1,0,137,16574,222,1,138,14088,3,1
0,0,156,3713,285,0,97,2106,1,0
1,0,121,59561,140,1,50,57681,3,1
0,0,2,3597,235,0,140,1834,0,0
1,0,102,5794,136,1,123,3014,3,0
0,1,0,655728,168,0,18,653962,0,0
1,0,166,41742,309,1,44,39727,3,1
1,0,21,829858,120,1,36,827087,3,0
0,0,24,794113,243,0,32,793295,1,0
0,0,80,169312,68,0,55,166550,0,0
1,0,75,471708,199,1,20,469507,3,0
1,0,78,122539,191,1,14,120197,3,1
1,0,36,625252,229,1,27,622190,3,0
1,0,75,582823,22,1,20,581135,3,0
0,0,63,702008,180,0,31,700188,0,0
1,0,28,9553,114,1,85,7784,3,0
1,0,144,648458,160,1,21,645735,3,0
0,0,154,1917064,173,0,56,1914173,0,1
1,0,78,25743,231,1,14,24748,3,1
1,0,107,71114,196,1,4,69705,3,1
0,0,119,103187,322,0,9,101616,1,0
1,0,174,411506,60,1,32,408474,3,0
0,0,118,594892,227,0,27,591674,0,0
1,0,86,2350211,167,1,59,2347587,3,0
1,0,135,912033,75,1,40,909235,3,0
1,0,18,12191,232,1,14,9909,3,1
1,0,114,1182,94,1,115,1,3,1
0,0,60,4231,135,0,51,1391,0,1
0,0,154,14595,67,0,67,12280,0,1
1,0,48,9360,256,1,94,6577,3,0
1,0,10,14953,303,1,53,12005,3,1
1,0,45,88710,161,1,28,87850,0,1
1,0,174,760085,244,1,32,757590,3,0
1,0,59,14455,92,1,113,11690,3,0
0,0,161,30562,280,0,18,28739,1,1
0,0,2,4524,241,0,141,2574,0,0
1,0,17,486237,25,1,47,483109,3,0
0,0,87,19758,185,0,135,17038,0,0
0,0,98,47207,84,0,112,45534,0,1
0,0,163,36437,104,0,117,35517,0,1
1,0,38,5595,70,1,107,2761,3,1
1,0,135,931453,225,1,40,928565,3,0
1,0,72,2693,282,1,96,396,3,0
0,0,106,4036,65,0,67,1289,0,1
1,0,60,93761,74,1,65,90201,3,1
1,0,61,11733,76,1,82,9154,3,0
1,0,136,27235,148,1,29,24623,3,1
0,0,148,120500,321,0,9,118605,0,0
1,0,161,26060,261,1,2,23298,3,1
1,0,115,351197,217,1,62,348939,3,0
1,0,49,33122,283,1,41,30594,3,1
1,0,144,1425113,14,1,52,1422420,3,0
1,0,4,225780,81,1,26,223900,3,0
0,0,165,56433,249,0,40,54619,1,1
0,0,25,1739,12,0,72,3,1,1
0,0,129,201879,300,0,61,200095,0,0
1,0,86,1320804,151,1,59,1318300,3,0
0,0,52,650247,103,0,26,648161,0,0
0,0,160,3779,183,0,133,1517,0,0
0,0,15,64637,150,0,65,62859,0,1
1,0,53,4799,273,1,144,2103,3,0
1,0,107,7313,236,1,140,4734,3,0
0,0,150,19476,159,0,128,17815,0,1
1,0,175,7957,142,1,126,5381,3,0
0,0,184,840765,122,0,36,837994,0,0
1,0,132,2120212,106,1,58,2117660,3,0
0,0,179,739713,326,0,30,736933,0,0
0,0,178,2442,156,0,35,1297,0,1
1,0,123,29971,144,1,45,27197,3,1
1,0,177,1032018,51,1,44,1029001,3,0
1,0,176,16396,295,1,149,13598,3,0
1,0,82,492103,130,1,0,489575,3,0
0,0,159,3892,45,0,54,599,0,1
1,0,136,439193,288,1,46,435576,3,0
1,0,4,578138,101,1,26,576360,3,0
1,0,181,3857,105,1,118,1095,3,1
1,0,124,924785,237,1,57,922281,3,1
1,0,107,245943,63,1,4,244298,3,0
1,0,36,577397,7,1,27,576201,3,0
0,0,66,9141,220,0,137,8410,0,0
1,0,120,981807,279,1,52,979324,3,1
1,0,174,14712,221,1,91,11650,3,0
1,0,149,2360044,13,1,59,2358530,3,0
1,0,168,11256,254,1,92,8914,3,1
1,0,131,7825,93,1,114,5795,3,0
0,0,137,9869,55,0,58,8244,0,1
1,0,83,128705,208,1,28,127131,3,1
1,0,111,83774,188,1,15,82602,3,1
0,0,39,1981,298,0,99,2,0,0
1,0,139,483389,320,1,5,481422,3,0
0,0,178,85945,310,0,16,83153,0,1
0,0,68,21702,61,0,104,18811,0,0
1,0,24,38827,226,1,24,35924,3,1
1,0,63,5339,53,1,101,2904,3,1
0,0,90,748745,35,0,29,745776,0,0
1,0,89,3210,23,1,73,616,3,1
0,0,119,258722,218,0,9,256827,0,0
0,0,51,10587,182,0,132,8119,0,1
1,0,26,145152,315,1,13,142906,3,1
1,0,103,572075,301,1,17,569139,3,0
1,0,124,58311,299,1,57,56848,3,1
1,0,49,905988,99,1,41,903148,3,0
1,0,104,710712,201,1,36,708220,3,0
0,0,136,45706,262,0,2,43370,0,1
1,0,12,588116,3,1,8,586977,3,0
0,0,142,4613,118,0,5,1626,0,1
0,0,105,3158,6,0,39,342,0,1
1,0,112,690966,179,1,31,687994,3,0
1,0,171,15683,257,1,95,12888,3,0
1,0,118,378832,38,1,63,376718,3,0
1,0,144,39618,86,1,52,36688,3,1
0,0,54,571445,200,0,20,567813,0,0
0,0,69,467624,171,0,11,464685,0,0
1,0,156,2020967,177,1,56,2018517,3,0
0,0,158,4567,57,0,80,1604,0,0
1,0,28,24449,113,1,85,21516,3,0
0,0,165,54516,96,0,40,53479,0,1
1,0,44,197559,194,1,9,195199,3,1
0,0,33,955,155,0,88,2,1,1
1,0,136,1130391,198,1,46,1127446,3,0
0,0,15,61849,48,0,65,60071,0,1
1,0,132,1824669,165,1,58,1821786,3,0
1,0,114,21022,64,1,105,18272,3,1
1,0,82,517997,132,1,0,514713,3,0
1,0,132,2028531,268,1,58,2025571,3,0
1,0,8,4543,138,1,124,1706,3,1
0,0,5,77950,18,0,23,74987,0,1
0,0,37,1337382,271,0,52,1335682,1,0
0,0,57,1973,1,0,154,3,1,1
1,0,62,9934,89,1,49,6965,3,1
1,0,41,16389,181,1,39,14728,3,1
1,0,15,242630,119,1,22,239769,3,1
0,0,67,31215,302,0,68,30121,1,1
1,0,62,1175229,146,1,49,1172704,3,0
0,0,3,2772,318,0,13,301,0,1
1,0,18,265804,203,1,10,263906,3,0
0,0,5,496864,169,0,6,494066,0,0
1,0,149,1709527,108,1,59,1707056,3,1
1,0,123,905310,39,1,45,902803,3,0
1,0,30,5025,157,1,127,2677,3,1
1,0,107,474181,193,1,4,471830,3,0
0,0,118,20670,139,0,125,18052,0,1
0,0,147,1434052,154,0,52,1432280,0,0
1,0,132,2327020,265,1,58,2324351,3,0
1,0,108,30617,149,1,66,28410,3,1
0,0,56,791878,121,0,36,790079,0,0
1,0,2,10460,79,1,111,8049,3,1
0,0,7,764760,204,0,30,762982,0,0
1,0,97,6217,319,1,13,3602,3,1
1,0,99,411543,245,1,30,408877,3,0
1,0,45,706189,15,1,28,704129,3,0
1,0,186,496021,27,1,1,493463,3,0
1,0,26,56619,316,1,13,53854,3,1
0,0,172,4421,32,0,76,3684,0,1
0,0,102,117865,211,0,2,115973,0,1
1,0,28,19013,46,1,35,16263,3,1
1,0,21,174847,195,1,9,172793,3,1
1,0,4,8963,175,1,131,6399,3,1
0,0,165,6840,286,0,146,3826,0,0
0,0,151,34372,2,0,50,33320,0,1
1,0,140,110366,250,1,64,107442,3,1
1,0,42,7278,98,1,116,4399,3,0
0,0,178,67475,297,0,56,65139,0,1
0,0,40,1140600,197,0,46,1138639,0,0
1,0,34,1174681,78,1,48,1172813,3,0
1,0,50,1443,20,1,71,1,3,1
0,0,98,7112,284,0,145,4374,0,1
1,0,13,1113039,296,1,58,1110685,3,1
1,0,81,7245,291,1,147,4687,3,1
1,0,82,12451,174,1,130,9695,3,1
0,0,69,2274,52,0,78,1,0,0
1,0,86,2194888,107,1,59,2192474,3,1
1,0,136,16715,187,1,46,14439,3,1
0,0,182,750304,209,0,36,747923,0,0
1,0,44,214887,307,1,9,212992,3,0
1,0,13,44770,26,1,50,42977,3,1
1,0,22,56555,323,1,42,54387,3,1
1,0,79,18751,110,1,84,16475,3,1
1,0,132,2149200,267,1,58,2146741,3,0
0,0,65,13820,29,0,24,12766,0,1
1,0,122,596370,278,1,11,593812,3,0
1,0,82,19819,123,1,0,16985,3,1
0,0,8,392186,224,0,11,389424,0,0
0,0,113,36463,117,0,16,33455,0,1
0,0,117,447897,287,0,46,446350,1,0
0,0,106,598524,95,0,7,596251,1,0
1,0,149,342240,153,1,59,339421,3,1
1,0,32,107280,50,1,19,104554,3,0
1,0,126,2892,69,1,106,97,3,0
0,0,20,478312,10,0,11,477440,0,0
1,0,31,46833,77,1,110,44356,3,0
1,0,86,670094,37,1,59,667467,3,0
0,0,145,2028848,178,0,56,2027736,2,0
1,0,27,68416,263,1,2,66416,3,1
1,0,95,4460,128,1,87,2295,3,0
0,0,52,553364,251,0,18,550602,0,0
1,0,109,201254,158,1,60,198909,3,0
1,0,53,4289,170,1,37,3018,3,1
1,0,64,3538,293,1,98,857,3,1
1,0,148,12394,305,1,150,9605,3,0
1,0,6,396132,246,1,30,393928,3,0
1,0,130,14564,62,1,81,12819,3,1
0,0,186,39476,270,0,143,36720,0,1
1,0,101,13956,215,1,90,10954,3,0
1,0,88,68621,192,1,57,67503,3,1
0,0,8,645301,277,0,11,642806,0,0
1,0,5,5678,129,1,122,4257,3,1
1,0,157,458839,17,1,11,457553,3,0
1,0,70,825842,311,1,39,823350,3,0
0,0,111,38223,31,0,42,36197,0,1
0,0,156,968,8,0,153,3,0,0
1,2,102,11541,325,1,42,8509,3,1
0,0,182,12865,290,0,38,9965,0,1
1,0,8,582104,239,1,12,579438,3,0
1,0,122,79885,230,1,11,77750,3,1
1,0,152,2982,73,1,109,445,3,1
1,0,164,22938,88,1,56,21226,3,1
1,0,132,1573917,166,1,58,1571158,3,0
0,0,43,531490,33,0,3,528650,0,0
0,0,25,4734,124,0,86,2191,0,0
0,0,182,729858,202,0,36,727477,0,0
0,0,100,367390,216,0,62,364778,1,0
0,0,58,966472,30,0,43,963723,0,0
0,0,89,18183,234,0,139,15433,0,0
1,0,38,4073,5,1,69,1218,3,0
1,0,51,15577,72,1,108,12521,3,1
1,0,13,2071578,164,1,58,2068987,3,0
1,0,125,27589,109,1,83,25172,3,0
1,0,74,22430,44,1,33,19944,3,1
1,0,9,181574,314,1,29,180063,3,1
1,0,128,801320,82,1,33,798915,3,0
0,0,78,11142,112,0,120,8839,0,1
1,0,93,16034,126,1,23,13233,3,0
1,0,80,10610,172,1,129,8169,3,1
1,0,153,106204,281,1,18,104012,4,1
1,0,73,16963,49,1,100,14936,3,0
0,0,151,1171911,147,0,49,1168945,0,0
1,0,15,585311,228,1,27,582390,3,0
1,0,35,1820,9,1,155,189,3,0
1,0,47,485801,34,1,3,483723,3,0
1,0,22,26744,324,1,42,24147,3,1
1,0,18,619021,152,1,14,617285,3,0
0,0,65,22871,4,0,24,21810,0,1
1,0,149,2325261,42,1,59,2323705,3,0
1,0,71,10910,91,1,113,8910,3,0
0,0,127,663320,260,0,23,660522,0,0
