Gene_Subclass,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,22912,60,60,2,0,58,22523,0
0,0,2442,290,290,4,0,48,1612,1
0,0,673589,188,188,4,0,27,672981,1
1,0,1671935,119,119,3,1,28,1671336,0
0,0,11230,375,375,4,0,49,10535,0
0,0,1875155,224,224,4,0,27,1874526,0
0,0,311313,422,422,4,0,4,310645,1
0,0,274287,175,175,4,0,14,273715,1
0,0,433446,209,209,4,0,23,432955,0
0,0,36542,385,385,4,0,89,35961,1
0,0,541203,104,104,4,0,6,540331,0
0,0,375081,122,122,4,0,12,374536,1
0,0,1134002,408,408,4,0,27,1133424,1
0,0,1473130,88,88,4,0,28,1472456,0
1,0,1261581,327,327,3,1,26,1260970,0
0,0,1121,3,3,4,0,32,531,0
0,0,405277,143,143,4,0,14,404699,0
0,0,1581481,219,219,4,0,26,1580900,1
0,0,1049,289,289,4,0,48,204,1
0,1,327963,424,424,4,0,4,327337,1
0,0,1392058,311,311,4,0,28,1391459,0
0,0,253089,180,180,4,0,17,252442,0
0,0,897457,278,278,4,0,27,896894,0
0,0,358436,283,283,2,0,14,358038,1
0,0,782,48,48,4,0,54,129,1
0,0,371048,282,282,4,0,14,370350,1
0,0,1932015,107,107,4,0,28,1931470,0
0,0,7470,274,274,4,0,78,6853,1
0,0,76266,285,285,4,0,14,75574,1
0,0,16265,14,14,4,0,37,15666,1
0,0,605996,244,244,4,0,10,605367,1
0,0,332148,411,411,4,0,14,331510,0
1,0,844685,369,369,3,1,22,844098,0
0,0,1790185,225,225,4,0,27,1789544,1
0,0,617680,239,239,4,0,10,617066,1
0,0,17055,50,50,4,0,56,16375,0
0,0,1591262,333,333,4,0,27,1590720,0
0,0,31626,358,358,4,0,84,31012,0
0,0,67780,415,415,4,0,14,67067,0
0,0,425359,254,254,4,0,16,424565,0
0,0,281837,181,181,4,0,17,281250,0
0,0,1169771,349,349,4,0,22,1169145,0
0,0,1192370,318,318,4,0,28,1191744,1
0,0,18926,390,390,4,0,93,18276,0
0,0,2103139,226,226,4,0,28,2102468,1
0,0,1094415,321,321,4,0,28,1093786,1
0,0,59685,51,51,4,0,56,58891,0
0,0,395098,43,43,4,0,28,394403,1
0,0,128464,416,416,2,0,14,128075,0
0,0,1132814,320,320,4,0,28,1132212,1
1,0,385637,22,22,3,1,22,384969,0
0,0,1348,170,170,4,0,68,512,1
0,0,567879,382,382,2,0,20,567310,0
0,0,190891,67,67,4,0,14,190256,1
0,0,3660,199,199,4,0,69,3085,1
0,0,756041,100,100,4,0,28,755460,1
0,0,1653046,113,113,4,0,28,1652444,1
0,0,7200,137,137,4,0,45,6637,0
0,0,17644,350,350,4,0,81,17072,0
0,0,388432,198,198,2,0,29,388043,1
0,0,1001979,96,96,4,0,28,1001410,0
0,0,1611491,332,332,4,0,27,1610868,0
0,0,6125,12,12,4,0,36,5631,1
0,0,1806636,339,339,4,0,28,1806064,0
0,0,1150552,317,317,4,0,28,1149983,1
0,0,377041,364,364,4,0,12,376496,1
0,0,389569,255,255,4,0,16,388676,0
0,0,1212108,314,314,4,0,28,1211533,0
0,0,1793869,335,335,4,0,28,1793264,1
0,0,1559,53,53,4,0,57,987,1
0,0,421453,417,417,4,0,28,420860,0
0,0,410649,145,145,2,0,14,410251,0
1,0,2936,1,1,3,1,31,2637,1
1,0,690105,151,151,3,1,22,689434,0
0,0,7534,345,345,2,0,80,7151,0
0,0,8892,377,377,4,0,50,8245,0
0,0,237931,291,291,4,0,16,237338,0
0,0,615493,18,18,4,0,28,614912,0
0,0,253619,173,173,4,0,14,252897,0
0,0,244194,183,183,4,0,17,243160,0
0,0,1176204,399,399,4,0,23,1175530,0
0,0,668902,152,152,4,0,22,668282,1
0,0,22995,308,308,2,0,14,22609,1
0,0,47042,80,80,4,0,14,46335,1
0,0,6670,233,233,4,0,70,6140,1
0,0,462219,365,365,4,0,22,461563,1
0,0,10321,129,129,4,0,62,9749,0
1,0,1773473,336,336,3,1,28,1772775,1
0,0,1368555,312,312,4,0,28,1367977,1
0,0,170789,69,69,4,0,14,170208,1
1,0,44727,395,395,3,1,94,44119,1
0,0,917604,279,279,4,0,27,916954,0
0,0,7294,267,267,4,0,76,6638,0
0,0,9111,133,133,2,0,64,8734,0
0,0,633393,82,82,4,0,11,632488,1
1,0,1947,16,16,3,1,39,1330,1
0,0,1604078,116,116,4,0,28,1603452,0
0,0,219644,72,72,4,0,14,218985,1
0,0,1579,4,4,4,0,34,1004,1
0,0,462632,142,142,4,0,4,462006,0
0,0,1707,379,379,4,0,86,1054,0
0,0,555039,78,78,4,0,7,554104,0
1,0,891600,277,277,1,1,27,891058,1
0,0,522983,297,297,4,0,10,522417,1
0,0,897652,246,246,4,0,22,897068,0
0,0,445439,136,136,4,0,16,444747,0
0,0,5761,376,376,4,0,50,5141,0
0,0,407298,186,186,4,0,15,406639,0
0,0,95645,65,65,4,0,2,95094,1
0,0,296809,421,421,4,0,4,296102,1
0,0,438791,34,34,4,0,3,438168,1
0,0,296422,250,250,4,0,16,295724,0
0,0,311595,412,412,2,0,14,311224,1
0,0,39701,54,54,4,0,57,39237,1
1,0,22510,56,56,3,1,42,21845,0
0,0,262228,39,39,4,0,22,261515,0
0,0,603114,243,243,4,0,10,602248,1
0,0,610905,159,159,4,0,4,610333,0
1,0,862102,247,247,3,1,22,861431,0
0,0,8700,17,17,4,0,40,8095,0
0,0,1439745,91,91,4,0,28,1439215,1
0,0,9539,200,200,4,0,47,8904,1
0,0,367683,157,157,4,0,16,367096,0
0,0,11825,47,47,4,0,53,11139,0
0,0,406686,141,141,4,0,4,406078,0
0,0,32545,268,268,4,0,77,31979,0
0,0,2027,41,41,4,0,52,1341,0
0,0,465000,355,355,4,0,17,464038,0
1,0,874302,280,280,3,1,27,873739,1
0,0,1522297,87,87,4,0,28,1521722,0
0,0,456160,324,324,4,0,23,455483,0
1,0,28680,131,131,3,1,64,27985,0
0,0,478938,103,103,4,0,0,478315,0
0,0,494817,206,206,4,0,23,494134,1
0,0,21792,347,347,4,0,80,21193,0
0,0,649380,242,242,4,0,10,648745,1
1,0,499409,367,367,3,1,22,498789,0
0,0,21840,236,236,4,0,72,21079,0
0,0,551183,232,232,2,0,19,550740,0
0,0,53116,397,397,5,0,94,52718,0
0,0,302673,251,251,4,0,16,302005,0
0,0,633183,240,240,2,0,10,632827,1
0,0,1148872,410,410,4,0,27,1148204,0
0,0,548259,146,146,2,0,20,547909,0
0,0,627298,101,101,4,0,6,626603,1
0,0,555039,429,429,4,0,4,554545,1
0,0,269583,420,420,4,0,4,268954,0
0,0,1587490,216,216,4,0,26,1586741,0
0,0,1038285,194,194,4,0,28,1037734,1
0,0,266589,178,178,4,0,17,265723,0
0,0,21892,341,341,4,0,79,21179,0
0,0,400683,58,58,4,0,3,400036,1
0,0,1863,45,45,4,0,53,1279,0
0,0,564291,150,150,4,0,22,563632,1
0,0,1722444,340,340,4,0,25,1721857,1
0,0,1850809,110,110,4,0,28,1850192,1
0,0,1081012,406,406,4,0,27,1080440,1
0,0,217404,24,24,4,0,16,216745,0
0,0,2115566,27,27,4,0,28,2114982,1
0,0,5418,237,237,4,0,72,4696,1
0,0,266951,176,176,4,0,14,266226,0
0,0,643220,203,203,4,0,6,642618,0
0,0,238595,174,174,4,0,14,237978,1
0,0,174019,66,66,4,0,14,173294,1
0,0,33533,391,391,4,0,93,32910,1
0,0,66227,305,305,4,0,1,65685,0
0,0,1032696,195,195,4,0,28,1032121,1
0,0,1279824,191,191,4,0,28,1279111,1
0,0,549268,75,75,4,0,7,548651,0
1,0,1738968,29,29,3,1,27,1738420,0
0,0,110877,158,158,5,0,2,110344,1
1,0,44362,304,304,3,1,15,43754,1
0,0,375323,426,426,4,0,4,374682,1
0,0,1871216,109,109,4,0,28,1870641,0
0,0,48963,359,359,4,0,84,48349,0
0,0,57983,64,64,4,0,59,57381,1
0,0,559332,147,147,2,0,20,558976,0
0,0,21243,15,15,4,0,38,20602,1
1,0,807869,26,26,3,1,27,807330,1
0,0,17246,272,272,4,0,77,16593,0
0,0,11667,265,265,4,0,75,10975,1
0,0,1182146,316,316,4,0,28,1181541,1
0,0,777907,153,153,4,0,22,777242,0
0,0,474095,356,356,4,0,17,473496,0
0,0,548591,231,231,2,0,19,548190,0
0,0,1654543,32,32,4,0,27,1654004,1
0,0,15815,362,362,4,0,84,15231,0
0,0,417430,208,208,4,0,23,416753,1
0,0,50225,396,396,4,0,94,49587,0
0,0,23909,363,363,4,0,84,23259,0
0,0,1886263,223,223,4,0,27,1885670,0
0,0,1420673,92,92,4,0,28,1420101,0
0,0,1628056,217,217,4,0,26,1627475,0
0,0,5356,352,352,4,0,83,4736,1
0,0,272757,182,182,4,0,17,271798,0
0,0,422988,185,185,4,0,15,422386,0
0,0,431207,427,427,4,0,4,430704,0
0,0,563485,94,94,2,0,20,563114,0
0,0,1739,7,7,4,0,33,1236,1
0,0,488252,257,257,4,0,16,487683,0
0,0,2141017,330,330,4,0,27,2140400,0
0,0,305429,373,373,4,0,24,304515,0
1,0,210445,138,138,3,1,11,209840,1
0,0,636879,162,162,4,0,4,636250,1
0,0,2091750,38,38,4,0,28,2091055,1
0,0,211634,419,419,5,0,0,211245,0
0,0,34921,273,273,4,0,78,34262,1
0,0,1570983,121,121,4,0,28,1570405,1
0,0,596495,163,163,4,0,4,595866,0
0,0,3008,166,166,4,0,46,2760,1
0,0,491431,300,300,4,0,10,490859,1
0,0,458814,354,354,4,0,17,458125,0
0,0,283286,425,425,4,0,4,282588,0
1,0,11424,42,42,3,1,52,10828,0
0,0,1306828,213,213,4,0,26,1306226,1
0,0,14571,378,378,4,0,50,14272,0
0,0,6256,132,132,2,0,64,5888,0
0,0,70633,61,61,4,0,58,70109,0
0,0,1677970,118,118,4,0,28,1677395,0
0,0,566496,301,301,4,0,10,565864,1
0,0,1200244,315,315,4,0,28,1199621,0
0,0,8071,393,393,4,0,93,7124,1
0,0,631273,161,161,4,0,4,630704,1
0,0,1299223,189,189,4,0,28,1298663,0
1,0,1337715,215,215,3,1,26,1337152,0
1,0,893116,245,245,3,1,22,892445,1
0,0,102031,0,0,4,0,2,101630,1
0,0,452612,288,288,4,0,28,451995,0
0,0,542828,295,295,4,0,10,542232,1
0,0,2067976,37,37,4,0,28,2067425,0
0,0,632235,86,86,4,0,27,631654,1
0,0,253563,292,292,4,0,16,252895,0
0,0,1060193,193,193,4,0,28,1059636,1
0,0,54130,400,400,4,0,95,53294,1
1,0,225709,70,70,3,1,14,225092,1
0,0,2016292,331,331,4,0,27,2015537,0
0,0,55031,271,271,4,0,77,54300,0
0,0,42738,392,392,4,0,93,42403,1
0,0,683253,99,99,4,0,28,682675,0
0,0,930600,248,248,4,0,22,929947,1
0,0,510533,431,431,4,0,5,509916,0
0,0,1637787,114,114,4,0,28,1637185,1
0,0,602022,164,164,4,0,4,601444,0
0,0,9693,361,361,4,0,84,9067,0
0,0,325661,372,372,4,0,16,325122,0
0,0,85370,63,63,4,0,58,84681,0
0,0,482096,260,260,4,0,16,481446,0
0,0,152203,402,402,4,0,95,151562,0
0,0,7816,171,171,4,0,68,6941,1
0,0,459742,256,256,4,0,16,459083,0
0,0,8984,262,262,4,0,73,8412,1
0,0,285006,252,252,4,0,16,284026,0
0,0,786,374,374,4,0,85,88,0
0,0,521226,212,212,4,0,6,520573,0
0,0,1896,261,261,4,0,73,1198,1
0,0,423275,207,207,4,0,23,422700,0
0,0,297265,229,229,4,0,3,296609,0
0,0,413954,418,418,4,0,28,413337,0
0,0,10738,167,167,4,0,67,10142,1
0,0,410431,184,184,4,0,15,409799,0
0,0,717564,275,275,4,0,27,716974,1
0,0,497547,258,258,4,0,16,496699,0
0,0,1973331,334,334,4,0,28,1972666,0
0,0,9993,35,35,4,0,41,9376,1
0,0,12963,343,343,4,0,79,12349,0
0,0,1274037,192,192,4,0,28,1273459,1
1,0,2090413,220,220,3,1,27,2089832,1
0,0,203566,71,71,2,0,14,203195,1
0,0,641268,241,241,4,0,10,640657,1
0,0,1749740,337,337,4,0,28,1749048,0
0,0,537100,296,296,4,0,10,536468,1
0,0,3185,165,165,4,0,66,2544,1
0,0,1078119,196,196,4,0,28,1077559,0
0,0,567898,125,125,2,0,19,567485,0
0,0,4704,234,234,4,0,71,4066,0
0,0,55203,81,81,4,0,14,54550,0
0,0,288418,228,228,4,0,3,287768,0
0,0,165971,20,20,4,0,9,165327,0
0,0,627125,85,85,4,0,11,626559,1
0,0,1646736,218,218,4,0,26,1646206,0
0,0,11470,49,49,2,0,55,11081,1
0,0,661517,2,2,4,0,10,660867,1
