Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,2345195,167,167,0,51,2334792,0
0,5893,36,36,0,81,1,0
0,1174010,190,190,0,43,1168695,0
0,563694,144,144,0,26,556752,1
0,89016,119,119,0,42,78604,1
0,487135,85,85,0,38,478468,1
0,3341,191,191,0,115,3,0
0,5467,73,73,0,91,2,0
0,6015,149,149,0,28,103,1
0,6046,79,79,0,93,2,1
0,24830,102,102,0,27,14646,1
0,599807,111,111,0,18,589443,0
0,8611,118,118,0,68,3,0
0,940675,89,89,0,49,930293,1
0,21015,76,76,0,18,14486,1
0,94486,148,148,0,37,84056,1
0,19647,54,54,0,85,9304,1
0,1142692,88,88,0,48,1136952,1
0,17336,67,67,0,12,6891,1
1,6309,70,70,1,89,1,1
0,6144,62,62,0,86,3,0
0,818767,121,121,0,29,810066,0
1,566844,204,204,1,17,556376,0
1,6275,17,17,1,72,3,0
1,9243,23,23,1,65,3028,1
0,230403,211,211,0,10,222871,0
0,545365,222,222,0,19,535076,0
0,54812,5,5,0,32,50482,1
1,5690,78,78,1,92,3,0
0,6239,136,136,0,104,3,1
1,47046,57,57,1,67,36631,0
0,1352921,107,107,0,49,1342479,0
0,548110,155,155,0,18,541838,0
1,1415129,7,7,1,46,1406220,0
0,53597,31,31,0,57,43140,1
0,6877,30,30,0,77,2,0
0,82139,164,164,0,3,71676,1
1,571446,181,181,1,33,561022,1
0,138943,49,49,0,23,131411,0
1,40882,92,92,1,41,30431,1
0,64329,98,98,0,1,53935,0
0,19778,83,83,0,94,9420,0
0,409474,180,180,0,33,399029,1
0,656716,87,87,0,21,646334,0
0,1441553,106,106,0,49,1431102,0
0,796416,189,189,0,29,789632,0
0,18102,16,16,0,71,7759,0
0,635740,96,96,0,14,625292,0
0,29124,137,137,0,104,18715,1
0,510863,221,221,0,6,500484,0
0,347622,84,84,0,50,337195,0
1,8750,10,10,1,64,352,0
1,12299,147,147,1,106,2049,1
0,816094,66,66,0,33,805796,0
0,746001,146,146,0,31,735628,0
0,18044,37,37,0,30,13358,1
0,902706,95,95,0,38,892584,0
0,97751,80,80,0,23,91272,1
0,406298,26,26,0,31,400980,0
0,490459,112,112,0,7,480062,0
0,188433,129,129,0,10,178087,1
0,191125,46,46,0,24,180626,0
0,400877,71,71,0,31,396354,0
0,571102,15,15,0,39,563645,0
0,508446,161,161,0,10,497998,0
0,22907,1,2,0,50,17262,1
1,192236,130,130,1,28,185259,1
0,7036,196,196,0,119,1,1
0,1048694,138,138,0,41,1038261,0
1,14711,135,135,1,103,4479,1
0,5905,53,53,0,84,1,1
1,8139,178,178,1,113,1,1
1,15047,123,123,1,99,4680,1
0,610602,141,141,0,26,600223,0
0,46671,99,99,0,96,36289,1
0,149649,116,116,0,23,143326,0
0,682115,115,115,0,33,675892,0
0,30892,74,74,0,22,20468,0
0,56068,176,176,0,112,45617,0
0,2370774,165,165,0,50,2360422,0
0,107347,18,18,0,56,100946,1
1,364951,59,59,1,55,356759,1
1,79790,209,209,1,50,69342,1
0,34480,145,145,0,24,24017,1
0,501262,103,103,0,20,494255,0
0,7213,72,72,0,90,1,1
1,12287,133,133,1,101,1776,1
0,572820,183,183,0,11,566630,0
0,1301475,104,104,0,49,1291027,1
0,53674,205,205,0,58,43286,1
0,7785,140,140,0,105,1726,0
0,1049310,58,58,0,47,1038856,0
0,22220,224,224,0,39,11901,1
1,934030,203,203,1,48,926063,1
0,243214,169,169,0,33,232769,0
0,76316,29,29,0,31,71757,1
0,5029,28,28,0,76,2,1
0,780586,127,127,0,36,770171,0
0,12152,206,206,0,122,4158,1
0,102066,45,45,0,11,91621,1
0,19621,51,51,0,56,13649,1
0,72152,150,150,0,28,61794,1
0,600090,182,182,0,33,589645,1
1,9497,186,186,1,114,3,0
0,364064,56,56,0,33,353619,1
