Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position
1,1182146,314,28,1181541
1,377041,363,12,376496
0,389569,252,16,388676
1,1235855,189,28,1235211
0,1806636,338,28,1806064
0,7249,52,57,6641
0,452612,285,28,451995
0,410649,143,14,410251
0,1121,2,32,531
0,690105,149,22,689434
0,7534,344,79,7151
0,14571,377,50,14272
0,237931,289,16,237338
0,622513,25,28,621803
0,253619,171,14,252897
0,244194,181,17,243160
0,1176204,399,23,1175530
1,668902,150,22,668282
1,22995,306,14,22609
1,47042,79,14,46335
1,6670,230,69,6140
1,462219,364,22,461563
0,1079,127,62,750
1,1784731,334,28,1784156
0,1392058,309,28,1391459
1,170789,67,14,170208
1,44727,395,93,44119
0,978860,278,27,978390
0,7294,264,75,6638
0,9111,131,63,8734
1,633393,81,11,632488
0,2852,16,40,2211
0,1610144,114,28,1609563
1,219644,70,14,218985
1,873,5,35,262
0,462632,140,4,462006
0,1707,378,85,1054
0,555039,77,7,554104
0,897457,275,27,896894
1,522983,295,10,522417
0,897652,243,22,897068
0,445439,134,16,444747
0,8892,376,50,8245
0,407298,184,15,406639
1,95645,63,2,95094
1,296809,421,4,296102
1,438791,31,3,438168
0,296422,247,16,295724
1,311595,412,14,311224
0,22912,57,58,22523
1,20624,73,43,19953
0,262228,36,22,261515
1,603114,240,10,602248
0,610905,157,4,610333
0,862102,244,22,861431
1,9993,32,41,9376
1,1448091,88,28,1447573
1,12594,199,47,11959
0,367683,155,16,367096
0,28027,43,53,27344
0,406686,139,4,406078
0,32545,265,76,31979
0,11424,39,52,10828
0,465000,354,17,464038
1,891600,274,27,891058
1,1570983,120,28,1570405
0,456160,322,23,455483
0,28680,129,63,27985
0,478938,101,0,478315
1,494817,204,23,494134
0,21792,346,79,21193
1,649380,239,10,648745
0,499409,366,22,498789
0,21840,233,71,21079
0,551183,229,19,550740
0,53116,397,93,52718
0,302673,248,16,302005
1,633183,237,10,632827
0,1591262,332,27,1590720
0,548259,144,20,547909
1,627298,99,6,626603
1,555039,429,4,554545
0,269583,420,4,268954
0,1587490,214,26,1586741
1,1060193,191,28,1059636
0,266589,176,17,265723
0,21892,340,78,21179
1,400683,55,3,400036
0,11825,44,53,11139
1,564291,148,22,563632
1,1722444,339,25,1721857
0,1871216,108,28,1870641
1,1100102,407,27,1099440
0,217404,22,16,216745
1,2130876,104,28,2130250
1,5418,234,71,4696
0,266951,174,14,266226
0,643220,201,6,642618
1,238595,172,14,237978
1,174019,64,14,173294
1,33533,391,92,32910
0,66227,303,1,65685
1,1038285,192,28,1037734
0,1299223,187,28,1298663
0,549268,74,7,548651
1,1790185,222,27,1789544
1,110877,156,2,110344
1,44362,302,15,43754
1,375323,426,4,374682
1,1894275,110,28,1893637
0,48963,358,83,48349
0,63431,62,59,62859
0,559332,145,20,558976
1,1947,15,39,1330
1,807869,23,27,807330
0,17246,269,76,16593
1,11667,262,74,10975
1,1192370,315,28,1191744
0,777907,151,22,777242
0,474095,355,17,473496
0,548591,228,19,548190
0,1665163,28,27,1664528
0,15815,361,83,15231
1,417430,206,23,416753
0,50225,396,93,49587
0,23909,362,83,23259
0,1935320,218,27,1934724
1,1439745,89,28,1439215
0,1628056,215,26,1627475
1,5356,351,82,4736
0,272757,180,17,271798
0,422988,183,15,422386
0,431207,427,4,430704
0,563485,93,20,563114
1,4939,7,33,4241
0,488252,254,16,487683
0,2159962,327,27,2159390
0,305429,372,24,304515
1,210445,136,11,209840
1,636879,160,4,636250
1,2103139,223,28,2102468
0,211634,419,0,211245
1,34921,270,77,34262
0,1578872,119,28,1578312
0,596495,161,4,595866
1,9539,198,47,8904
1,491431,298,10,490859
0,458814,353,17,458125
0,283286,425,4,282588
0,1863,42,53,1279
1,1306828,211,26,1306226
1,10499,37,51,10110
0,6256,130,63,5888
0,77237,59,58,76545
0,1685667,116,28,1685527
1,566496,299,10,565864
0,1212108,312,28,1211533
1,8071,393,92,7124
1,631273,159,4,630704
1,1357417,311,28,1356881
0,1337715,213,26,1337152
1,893116,242,22,892445
1,102031,0,2,101630
0,460277,286,28,459570
1,542828,293,10,542232
1,2082607,34,28,2081918
1,632235,85,27,631654
0,253563,290,16,252895
0,1069989,195,28,1069351
1,54130,400,94,53294
1,225709,68,14,225092
1,2039757,329,27,2039173
0,55031,268,76,54300
1,42738,392,92,42403
1,698962,96,28,698387
1,930600,245,22,929947
0,510533,431,5,509916
1,1653046,112,28,1652444
0,602022,162,4,601444
0,9693,360,83,9067
0,325661,371,16,325122
1,57983,61,59,57381
0,482096,257,16,481446
0,152203,402,94,151562
1,7816,169,67,6941
0,459742,253,16,459083
1,8984,259,72,8412
0,285006,249,16,284026
0,786,373,84,88
0,521226,210,6,520573
1,1896,258,72,1198
0,423275,205,23,422700
0,297265,226,3,296609
0,421453,417,28,420860
1,10738,165,66,10142
0,410431,182,15,409799
1,717564,272,27,716974
0,497547,255,16,496699
1,2021354,35,28,2020752
0,22510,53,42,21845
0,12963,342,78,12349
1,1279824,190,28,1279111
0,2141017,328,27,2140400
1,203566,69,14,203195
1,641268,238,10,640657
1,1773473,335,28,1772775
1,537100,294,10,536468
1,3185,163,65,2544
1,1094415,319,28,1093786
0,567898,123,19,567485
0,4704,231,70,4066
0,55203,80,14,54550
0,288418,225,3,287768
0,165971,18,9,165327
1,627125,84,11,626559
0,1646736,216,26,1646206
1,11303,49,56,10641
1,661517,1,10,660867
