Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
1,0,484,139,139,8,60,91,2
1,0,7065,66,66,2,74,72,6076
0,0,506906,98,98,0,87,14,503742
1,0,96937,119,119,2,62,30,96035
1,0,1651,92,92,2,14,62,830
0,0,302755,58,58,8,43,14,301802
0,0,1330,11,11,8,65,50,2
0,0,492209,22,22,2,82,1,489726
0,0,703218,18,18,8,26,36,701626
1,0,7840,65,65,2,8,16,6842
1,0,24175,37,37,6,18,47,21059
0,0,1482,105,105,2,44,80,1
0,0,3560,30,30,2,5,65,861
1,0,40333,118,118,6,23,84,37199
1,0,6322,44,44,6,18,15,3197
0,0,673825,80,80,2,73,26,670661
0,0,201983,146,146,2,51,10,197949
0,0,232598,154,154,2,31,3,230508
1,0,46653,84,84,2,17,38,44743
0,0,789292,94,94,2,10,29,788021
0,0,714709,99,99,2,73,26,711560
0,0,1815,91,91,2,52,78,1
1,0,11460,143,143,7,71,95,9091
0,0,772874,149,149,6,81,28,769737
1,0,341160,155,155,2,86,3,338881
0,0,135805,156,156,6,28,5,132644
0,0,326955,31,31,6,10,18,323962
1,0,2735,76,76,2,60,74,246
1,0,4884,49,49,2,72,46,1753
0,0,562767,57,57,6,57,6,559651
0,0,676357,28,28,2,93,23,675068
1,0,11360,89,89,6,44,77,8184
0,0,1011,7,7,8,38,48,1
0,0,7732,63,63,6,37,71,4595
0,0,696,114,114,7,80,83,1
1,0,552643,116,116,2,28,20,550361
0,0,225838,90,90,6,33,17,222980
1,0,46094,73,73,5,61,37,43491
0,0,296392,24,24,6,51,15,293633
1,0,36371,141,141,2,58,93,34218
0,0,220362,115,115,5,10,18,217744
0,0,532553,153,153,2,6,14,531252
1,0,34862,86,86,1,7,28,34431
0,0,638513,70,70,2,42,7,636579
0,0,685611,67,67,2,30,17,683131
1,0,40751,41,41,2,66,68,38379
1,0,5438,138,138,7,71,90,3198
1,0,8449,121,121,6,75,45,5315
1,0,37772,134,134,6,61,11,34755
0,0,11809,38,38,2,77,66,9641
0,0,8362,132,132,2,89,87,5834
1,0,96112,112,112,6,13,1,92984
1,0,6579,64,64,2,8,16,5257
1,0,16287,34,34,2,12,60,13156
1,0,371763,3,3,9,39,45,371065
1,0,3141,88,88,7,32,61,982
0,0,1015710,33,33,6,48,35,1014604
1,0,93861,97,97,2,50,32,92599
0,0,634208,29,29,8,2,39,633441
0,0,673601,72,72,2,80,27,670680
0,0,741862,157,157,2,74,23,740972
1,0,11203,43,43,2,57,41,8075
0,0,12199,144,144,2,36,96,10430
0,0,631461,71,71,2,42,7,630235
1,0,2165,135,135,7,22,88,1
1,0,68231,96,96,6,74,23,65097
0,0,704396,16,16,8,46,36,703461
1,0,301337,21,21,2,4,5,298548
0,0,796646,59,59,2,10,29,794730
1,0,11508,107,107,5,47,81,8902
0,0,1017672,47,47,2,11,34,1015075
