Gene_Type,Genomic_End_Position,Gene_Db_Id,Entity_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,320021,423,0,4,319437,1
0,78452,301,0,15,77844,0
0,2893,384,0,87,2228,0
0,36160,20,0,14,35462,1
1,628319,184,1,13,627354,1
0,1066542,405,0,27,1065931,1
0,438865,351,0,17,438233,0
0,345916,155,0,16,345353,0
1,499409,366,1,22,498789,0
0,262228,38,0,22,261515,0
0,340144,413,0,14,339536,0
0,224418,168,0,17,223792,0
0,17055,49,0,56,16375,0
0,1049,285,0,48,204,1
0,807166,153,0,22,806492,1
1,874302,275,1,27,873739,1
0,281,10,0,36,3,1
0,16035,342,0,78,15472,0
0,301818,279,0,14,301183,1
0,6125,11,0,36,5631,1
0,578960,78,0,7,578253,0
0,1670681,29,0,27,1670067,0
1,544317,148,1,22,543658,0
0,285006,246,0,16,284026,0
0,482096,254,0,16,481446,0
0,16573,166,0,66,15977,0
0,1236,126,0,44,691,0
0,2152710,107,0,28,2152117,1
0,218124,167,0,17,217234,0
0,497850,296,0,10,497083,1
0,653543,85,0,11,652923,1
0,729959,97,0,28,729363,0
0,350824,414,0,14,350453,1
0,584282,134,0,10,583626,1
0,425782,142,0,14,425384,0
1,1261581,324,1,26,1260970,0
0,160801,403,0,94,160181,0
1,10872,105,1,60,10210,0
0,412598,281,0,30,411981,1
0,514088,295,0,10,513441,1
0,667099,4,0,10,666332,1
0,253563,289,0,16,252895,0
0,237931,287,0,16,237338,0
0,266589,177,0,17,265723,0
0,1078119,193,0,28,1077559,0
0,198335,43,0,10,197730,1
0,1243238,187,0,28,1242540,1
0,1176204,399,0,23,1175530,0
0,6197,387,0,89,5628,0
0,38888,80,0,14,38181,1
0,374682,42,0,28,374062,0
0,1420673,92,0,28,1420101,0
0,388432,195,0,29,388043,1
0,70633,60,0,58,70109,0
0,11230,374,0,49,10535,0
0,694973,307,0,27,694383,0
0,1677970,119,0,28,1677395,0
0,5761,375,0,50,5141,0
0,1886263,218,0,27,1885670,0
0,311313,422,0,4,310645,1
0,274287,174,0,14,273715,1
0,456160,321,0,23,455483,0
0,36542,385,0,88,35961,1
0,541203,104,0,6,540331,0
0,375081,123,0,12,374536,1
0,1142859,409,0,27,1142287,1
0,1481322,94,0,28,1480762,1
0,1306828,209,0,26,1306226,1
0,1739,6,0,33,1236,1
0,405277,141,0,14,404699,0
0,1587490,212,0,26,1586741,0
0,2442,286,0,48,1612,1
0,327963,424,0,4,327337,1
0,1411596,22,0,28,1410949,0
0,260483,178,0,17,259935,0
0,917604,274,0,27,916954,0
0,358436,278,0,14,358038,1
0,11470,48,0,55,11081,1
0,371048,277,0,14,370350,1
0,1943209,9,0,28,1942577,0
0,7470,269,0,77,6853,1
0,76266,280,0,14,75574,1
0,21243,15,0,38,20602,1
0,605996,239,0,10,605367,1
0,332148,411,0,14,331510,0
1,862102,242,1,22,861431,0
0,1875155,219,0,27,1874526,0
0,617680,234,0,10,617066,1
0,59685,50,0,56,58891,0
0,1611491,330,0,27,1610868,0
0,31626,357,0,83,31012,0
0,67780,415,0,14,67067,0
0,430625,13,0,16,430509,0
0,288480,176,0,17,287506,0
0,1187163,346,0,22,1186465,0
0,1200244,312,0,28,1199621,0
0,18926,390,0,92,18276,0
0,2115566,26,0,28,2114982,1
0,1109679,316,0,28,1109041,1
0,1559,52,0,57,987,1
0,413954,418,0,28,413337,0
0,128464,416,0,14,128075,0
0,1139142,315,0,28,1138561,1
0,462219,364,0,22,461563,1
0,1348,169,0,67,512,1
0,1344856,199,0,21,1344239,0
0,190891,67,0,14,190256,1
0,3660,196,0,68,3085,1
0,1001979,96,0,28,1001410,0
1,1671935,120,1,28,1671336,0
0,3008,164,0,46,2760,1
0,17644,348,0,80,17072,0
0,393310,282,0,30,392783,0
0,1025055,192,0,28,1024453,0
0,1654543,31,0,27,1654004,1
0,11006,14,0,37,10434,1
0,1840810,111,0,28,1840178,0
0,1182146,313,0,28,1181541,1
0,377041,363,0,12,376496,1
0,398667,249,0,16,398035,0
0,1235855,188,0,28,1235211,1
0,1806636,337,0,28,1806064,0
0,7249,54,0,57,6641,0
0,452612,283,0,28,451995,0
0,410649,143,0,14,410251,0
0,1121,2,0,32,531,0
0,725245,152,0,22,724664,1
0,7534,343,0,79,7151,0
0,14571,377,0,50,14272,0
0,244449,290,0,16,243556,0
0,622513,27,0,28,621803,0
0,253619,172,0,14,252897,0
0,253089,179,0,17,252442,0
0,305429,372,0,24,304515,0
1,690105,149,1,22,689434,0
0,22995,305,0,14,22609,1
0,47042,81,0,14,46335,1
0,6670,228,0,69,6140,1
0,467996,365,0,22,467418,0
0,1079,128,0,62,750,0
0,1784731,333,0,28,1784156,1
0,1392058,308,0,28,1391459,0
0,170789,69,0,14,170208,1
1,44727,395,1,93,44119,1
1,978860,276,1,27,978390,0
0,7294,262,0,75,6638,0
0,9111,132,0,63,8734,0
0,633393,83,0,11,632488,1
0,2852,17,0,40,2211,0
0,1610144,116,0,28,1609563,0
0,219644,72,0,14,218985,1
0,873,5,0,35,262,1
0,462632,140,0,4,462006,0
0,1707,378,0,85,1054,0
0,555039,79,0,7,554104,0
0,897457,273,0,27,896894,0
0,522983,294,0,10,522417,1
0,930600,243,0,22,929947,1
0,459742,250,0,16,459083,0
0,8892,376,0,50,8245,0
0,410431,182,0,15,409799,0
0,95645,65,0,2,95094,1
0,296809,421,0,4,296102,1
0,438791,33,0,3,438168,1
0,302673,245,0,16,302005,0
0,311595,412,0,14,311224,1
0,22912,59,0,58,22523,0
0,20624,75,0,43,19953,1
0,276224,137,0,22,275592,0
0,603114,238,0,10,602248,1
0,610905,157,0,4,610333,0
1,893116,240,1,22,892445,1
0,9993,34,0,41,9376,1
0,1448091,90,0,28,1447573,1
0,12594,198,0,47,11959,1
0,389569,248,0,16,388676,0
0,28027,45,0,53,27344,0
0,406686,139,0,4,406078,0
0,32545,263,0,76,31979,0
1,11424,41,1,52,10828,0
0,474095,354,0,17,473496,0
1,891600,272,1,27,891058,1
0,1570983,122,0,28,1570405,1
0,487260,202,0,23,486679,1
1,28680,130,1,63,27985,0
0,478938,103,0,0,478315,0
0,1109266,398,0,23,1108595,0
0,21792,345,0,79,21193,0
0,649380,237,0,10,648745,1
0,538452,147,0,22,537880,1
0,21840,231,0,71,21079,0
0,567898,125,0,19,567485,0
0,53116,397,0,93,52718,0
0,308712,370,0,16,308044,0
0,633183,235,0,10,632827,1
0,1591262,331,0,27,1590720,0
0,559332,145,0,20,558976,0
0,627298,101,0,6,626603,1
0,555039,429,0,4,554545,1
0,269583,420,0,4,268954,0
1,1591401,213,1,26,1590901,0
0,1060193,190,0,28,1059636,1
0,272757,181,0,17,271798,0
0,21892,339,0,78,21179,0
0,400683,57,0,3,400036,1
0,11825,46,0,53,11139,0
0,610947,367,0,22,610288,1
0,1183104,325,0,26,1182499,0
0,1871216,110,0,28,1870641,0
0,1100102,407,0,27,1099440,1
0,223254,291,0,16,222562,0
0,2130876,106,0,28,2130250,1
0,5418,232,0,71,4696,1
0,266951,175,0,14,266226,0
0,643220,200,0,6,642618,0
0,238595,173,0,14,237978,1
0,174019,66,0,14,173294,1
0,33533,391,0,92,32910,1
0,66227,302,0,1,65685,0
0,1038285,191,0,28,1037734,1
0,1299223,186,0,28,1298663,0
0,549268,76,0,7,548651,0
0,1790185,220,0,27,1789544,1
0,110877,156,0,2,110344,1
0,70385,300,0,15,69732,0
0,375323,426,0,4,374682,1
0,1894275,112,0,28,1893637,1
0,48963,358,0,83,48349,0
0,63431,64,0,59,62859,0
0,563485,95,0,20,563114,0
1,1947,16,1,39,1330,1
0,849658,24,0,27,849029,1
0,17246,267,0,76,16593,0
0,11667,260,0,74,10975,1
0,1192370,314,0,28,1191744,1
0,789660,151,0,22,789061,1
0,484940,355,0,17,484143,0
0,551183,227,0,19,550740,0
0,1665163,30,0,27,1664528,0
0,15815,361,0,83,15231,0
0,423275,204,0,23,422700,0
0,50225,396,0,93,49587,0
0,23909,362,0,83,23259,0
0,1935320,216,0,27,1934724,0
0,1439745,91,0,28,1439215,1
0,1646736,214,0,26,1646206,0
0,5356,350,0,82,4736,1
0,281837,180,0,17,281250,0
0,217404,23,0,16,216745,0
0,431207,427,0,4,430704,0
0,565167,382,0,20,564760,0
0,4939,7,0,33,4241,1
0,497547,252,0,16,496699,0
0,2159962,326,0,27,2159390,0
0,1722444,338,0,25,1721857,1
1,210445,136,1,11,209840,1
0,636879,160,0,4,636250,1
0,2103139,221,0,28,2102468,1
0,211634,419,0,0,211245,0
0,34921,268,0,77,34262,1
0,1578872,121,0,28,1578312,0
0,596495,161,0,4,595866,0
0,9539,197,0,47,8904,1
0,491431,297,0,10,490859,1
0,465000,353,0,17,464038,0
0,283286,425,0,4,282588,0
0,1863,44,0,53,1279,0
1,1337715,211,1,26,1337152,0
0,10499,39,0,51,10110,1
0,6256,131,0,63,5888,0
0,77237,61,0,58,76545,0
0,1685667,118,0,28,1685527,0
0,566496,298,0,10,565864,1
0,1212108,311,0,28,1211533,0
0,8071,393,0,92,7124,1
0,631273,159,0,4,630704,1
0,1357417,310,0,28,1356881,1
0,1413348,210,0,26,1412725,1
0,897652,241,0,22,897068,0
0,102031,0,0,2,101630,1
0,460277,284,0,28,459570,0
0,542828,292,0,10,542232,1
0,2082607,36,0,28,2081918,1
0,673589,185,0,27,672981,1
0,262590,288,0,16,261997,0
0,1069989,194,0,28,1069351,0
0,54130,400,0,94,53294,1
1,225709,70,1,14,225092,1
0,2039757,328,0,27,2039173,1
0,55031,266,0,76,54300,0
0,42738,392,0,92,42403,1
0,698962,98,0,28,698387,1
0,1037760,369,0,22,1037092,1
0,510533,431,0,5,509916,0
0,1653046,114,0,28,1652444,1
0,602022,162,0,4,601444,0
0,9693,360,0,83,9067,0
0,331967,154,0,16,331098,0
0,57983,63,0,59,57381,1
0,488252,251,0,16,487683,0
0,152203,402,0,94,151562,0
0,7816,170,0,67,6941,1
0,473006,253,0,16,472107,0
0,8984,256,0,72,8412,1
0,296422,244,0,16,295724,0
0,786,373,0,84,88,0
0,521226,208,0,6,520573,0
0,1896,255,0,72,1198,1
0,433446,205,0,23,432955,0
0,297265,224,0,3,296609,0
0,421453,417,0,28,420860,0
0,10738,165,0,66,10142,1
0,422988,183,0,15,422386,0
0,739582,271,0,27,738989,0
0,741926,201,0,16,741234,0
0,2021354,37,0,28,2020752,1
1,22510,55,1,42,21845,0
0,12963,341,0,78,12349,0
0,1279824,189,0,28,1279111,1
0,2141017,327,0,27,2140400,0
0,203566,71,0,14,203195,1
0,641268,236,0,10,640657,1
1,1773473,334,1,28,1772775,1
0,537100,293,0,10,536468,1
0,3185,163,0,65,2544,1
0,1094415,318,0,28,1093786,1
0,548259,144,0,20,547909,0
0,4704,229,0,70,4066,0
0,55203,82,0,14,54550,0
0,288418,223,0,3,287768,0
0,165971,19,0,9,165327,0
0,627125,86,0,11,626559,1
0,606832,87,0,27,606242,0
0,11303,51,0,56,10641,1
0,661517,1,0,10,660867,1
