Gene_Classification,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Entity_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,1633076,189,189,31,0,1,28,1630521,0
0,602587,41,41,31,1,0,81,600077,0
0,768058,77,77,23,1,0,69,765323,0
0,1129346,170,170,32,1,0,60,1126764,1
0,20976,59,59,46,1,0,10,18310,0
0,5331,150,150,75,1,0,95,2932,0
0,204433,64,64,14,1,0,44,201761,1
0,1825289,190,190,32,1,0,60,1822929,0
0,700388,13,13,15,1,0,103,697620,0
0,6553,119,119,68,1,0,61,4166,1
0,1169591,224,224,24,2,0,104,1166769,0
0,21057,156,156,3,1,0,43,18763,1
0,565683,139,139,6,1,0,114,563344,1
0,262330,244,244,6,1,0,80,259847,0
0,1251196,183,183,30,1,0,118,1248512,0
0,1015945,210,210,23,1,0,69,1013150,1
0,1147282,169,169,32,1,0,60,1144757,1
0,721934,76,76,23,1,0,34,719244,1
1,1582479,188,188,31,0,1,93,1579936,0
0,237391,72,72,9,1,0,20,234584,1
0,218715,57,57,17,1,0,68,215884,1
0,11062,4,4,39,1,0,35,8450,0
0,1570228,98,98,30,4,0,40,1568267,1
1,308185,67,67,23,0,1,84,306188,0
0,561205,47,47,8,1,0,116,558770,0
0,410579,135,135,16,1,0,17,407808,0
0,57145,58,58,46,2,0,88,54284,0
0,849988,207,207,23,1,0,76,847319,0
0,456596,14,14,5,1,0,36,453903,1
0,60414,228,228,87,1,0,13,57859,1
0,1007699,208,208,23,1,0,69,1005114,1
0,7898,9,9,42,1,0,62,5274,1
0,245264,50,50,0,1,0,2,242583,0
0,4732,122,122,71,1,0,95,2051,0
0,21506,60,60,62,1,0,95,18858,0
0,23129,125,125,73,2,0,95,20358,1
0,472189,71,71,18,1,0,48,469499,0
1,1014233,133,133,31,0,1,28,1011738,0
0,34218,61,61,62,1,0,95,31414,0
0,2102129,101,101,31,1,0,97,2099463,1
0,82609,137,137,19,2,0,41,79808,1
0,1317329,97,97,30,1,0,82,1314768,0
1,396615,253,253,18,0,1,11,394090,1
0,585607,83,83,6,1,0,117,583331,1
0,10603,6,6,40,2,0,1,7772,1
0,460231,148,148,13,1,0,24,457457,1
1,276688,212,212,24,0,1,93,274223,0
0,187696,250,250,9,1,0,15,185057,1
0,10893,92,92,33,1,0,58,8359,1
0,4709,29,29,57,1,0,50,2067,1
0,13678,157,157,3,1,0,16,10931,1
0,14331,231,231,88,1,0,24,11776,1
0,1650945,11,11,31,1,0,125,1648582,1
0,7054,121,121,70,1,0,50,4541,0
1,476059,149,149,5,0,1,100,473501,0
0,3590,213,213,82,1,0,29,942,1
0,1816759,192,192,32,1,0,109,1814429,0
0,2010450,108,108,32,1,0,110,2008033,1
0,543681,177,177,1,3,0,87,541508,1
0,280853,65,65,23,1,0,127,278046,0
1,436968,247,247,6,0,1,78,434224,0
1,408724,138,138,35,0,1,31,406415,1
0,1036042,116,116,25,1,0,121,1033382,0
0,25731,8,8,41,2,0,56,22858,0
0,35248,53,53,61,1,0,95,32438,0
0,2099,2,2,37,4,0,124,3,1
1,903444,114,114,23,0,1,47,900637,0
1,559805,147,147,13,0,1,89,557001,1
0,2171498,185,185,31,1,0,97,2169063,1
0,817323,79,79,23,1,0,69,814468,0
0,35322,194,194,77,1,0,61,32611,1
0,585177,206,206,23,2,0,22,582301,0
0,41459,220,220,86,2,0,104,38613,1
0,594398,178,178,1,1,0,7,592146,1
0,421319,162,162,15,1,0,126,418704,0
0,16042,110,110,67,2,0,50,13142,0
0,629809,112,112,13,2,0,7,627020,1
0,620072,44,44,8,1,0,92,617640,1
1,86749,154,154,3,0,1,66,84020,1
0,1115182,221,221,24,1,0,74,1112378,0
0,546370,48,48,8,1,0,92,543824,0
0,22835,146,146,74,1,0,95,20457,0
0,65602,22,22,54,1,0,45,62846,0
0,321121,173,173,32,1,0,93,318503,0
0,3099,86,86,65,1,0,50,313,1
0,2201057,56,56,32,1,0,109,2198634,1
1,1882048,103,103,31,0,1,115,1879670,0
1,2065088,100,100,31,0,1,28,2062416,0
0,8030,144,144,74,1,0,50,5538,1
0,54570,25,25,44,2,0,54,51787,1
0,12466,230,230,87,1,0,98,9926,1
0,1745786,12,12,31,1,0,70,1743231,0
0,1189938,226,226,24,1,0,105,1187140,0
0,596823,95,95,8,1,0,116,594229,1
0,565358,84,84,32,1,0,109,563163,1
0,935144,130,130,31,1,0,81,932427,1
0,7331,93,93,48,2,0,59,4482,1
0,167573,35,35,19,2,0,27,164778,1
0,191757,113,113,10,1,0,57,188965,1
0,139709,256,256,1,1,0,86,138117,0
0,205713,249,249,9,1,0,19,202903,1
0,546874,142,142,15,1,0,102,544250,0
0,1851640,105,105,31,1,0,77,1848668,0
0,468388,69,69,6,2,0,76,465485,0
0,14547,18,18,52,1,0,45,12235,0
0,425184,136,136,16,1,0,52,422410,0
0,249052,73,73,9,1,0,4,246272,1
0,7271,20,20,53,1,0,95,4884,0
0,3982,1,1,36,1,0,67,1541,0
1,71558,155,155,3,0,1,73,69066,0
0,399549,239,239,16,1,0,52,396772,0
0,11601,39,39,59,1,0,50,9187,0
0,175571,94,94,28,1,0,99,172800,1
0,110238,229,229,87,2,0,96,107374,0
0,783613,78,78,23,1,0,34,780839,0
0,8573,216,216,84,1,0,63,6039,1
0,7513,3,3,38,1,0,123,4757,1
0,171781,0,0,11,4,0,42,169685,1
0,221070,140,140,9,1,0,81,218443,1
0,1484951,184,184,30,2,0,44,1482129,1
0,880730,132,132,31,1,0,39,877992,1
0,12861,241,241,89,1,0,105,10087,1
0,763632,128,128,31,1,0,70,761305,0
1,1152001,182,182,30,0,1,106,1149578,1
0,184674,5,5,12,1,0,92,182293,0
0,194602,251,251,9,2,0,81,191840,1
0,2180588,55,55,32,1,0,55,2178147,1
0,17047,36,36,45,1,0,101,14579,1
0,256062,181,181,5,1,0,119,253732,0
0,1181628,225,225,24,1,0,74,1179322,0
1,2776,51,51,61,0,1,12,113,1
0,950785,131,131,31,1,0,39,948302,1
0,8596,124,124,72,1,0,50,5819,0
0,24923,63,63,47,1,0,18,22032,0
1,42017,202,202,81,0,1,49,39222,0
0,1200167,196,196,23,1,0,34,1197396,0
0,696919,74,74,23,1,0,22,694046,0
1,316755,118,118,24,0,1,91,314314,0
0,428401,70,70,18,1,0,72,425663,0
0,388287,240,240,16,1,0,113,385492,0
1,2113696,54,54,31,0,1,28,2111357,0
0,272153,66,66,23,1,0,69,269451,0
0,22052,242,242,90,1,0,9,19278,1
0,222070,180,180,5,1,0,64,219359,0
0,775880,129,129,31,1,0,77,773208,1
1,432436,160,160,15,0,1,60,429818,0
0,180486,33,33,19,1,0,41,177754,1
0,11536,31,31,58,1,0,50,9554,1
0,15093,158,158,19,2,0,128,12226,0
