Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
0,0,634208,32,32,8,2,39,633441
1,0,34862,90,90,1,8,28,34431
0,0,742903,103,103,2,77,23,741965
1,0,11203,46,46,2,57,41,8075
0,0,12199,146,146,2,36,96,10430
0,0,631461,76,76,2,42,7,630235
1,0,2165,138,138,7,22,88,1
0,0,676357,31,31,2,95,23,675068
1,0,46094,78,78,5,61,37,43491
1,0,301337,23,23,2,5,5,298548
1,0,48145,3,3,4,21,30,47690
1,0,11508,110,110,5,47,81,8902
0,0,1015710,36,36,6,48,35,1014604
