Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,161,26060,258,258,1,2,23298,3,1
1,115,351197,216,216,1,62,348939,3,0
0,154,8589,29,29,0,42,6541,0,1
0,65,1385359,153,153,0,52,1383590,0,0
1,8,688837,88,88,1,26,685982,3,0
0,165,54516,94,94,0,41,53479,0,1
0,25,1739,12,12,0,72,3,1,1
0,128,201879,298,298,0,61,200095,0,0
1,84,1320804,150,150,1,59,1318300,3,0
1,90,628364,100,100,1,27,625434,3,0
0,160,3779,181,181,0,133,1517,0,0
0,15,64637,149,149,0,65,62859,0,1
1,51,4799,269,269,1,144,2103,3,0
1,107,7313,234,234,1,140,4734,3,0
0,150,19476,159,159,0,128,17815,0,1
1,175,7957,141,141,1,126,5381,3,0
1,21,829858,119,119,1,37,827087,3,0
1,131,2120212,105,105,1,58,2117660,3,0
1,99,411543,243,243,1,31,408877,3,0
1,1,848494,162,162,1,35,847454,3,0
1,169,8756,144,144,1,45,5919,3,1
0,16,169188,306,306,0,44,166855,0,1
1,176,16396,293,293,1,149,13598,3,0
1,80,492103,129,129,1,0,489575,3,0
0,159,3892,45,45,0,54,599,0,1
0,38,427483,286,286,0,46,425420,0,0
1,90,570499,250,250,1,27,567725,3,0
1,181,3857,103,103,1,118,1095,3,1
1,124,924785,235,235,1,57,922281,3,1
1,107,245943,62,62,1,4,244298,3,0
1,36,556405,238,238,1,28,554000,3,1
0,63,9141,219,219,0,137,8410,0,0
1,154,873816,171,171,1,52,871123,3,0
1,174,14712,220,220,1,91,11650,3,0
1,149,2360044,13,13,1,59,2358530,3,0
1,168,11256,252,252,1,92,8914,3,1
1,130,7825,91,91,1,114,5795,3,0
0,137,9869,54,54,0,58,8244,0,1
1,81,96498,207,207,1,29,94816,3,1
1,111,83774,186,186,1,15,82602,3,1
0,38,1981,296,296,0,99,2,0,0
1,139,483389,320,320,1,5,481422,3,0
0,178,85945,309,309,0,16,83153,0,1
0,66,21702,60,60,0,104,18811,0,0
0,62,22871,4,4,0,25,21810,0,1
1,60,5339,52,52,1,101,2904,3,1
0,106,728090,36,36,0,30,725151,0,0
1,88,3210,22,22,1,73,616,3,1
0,119,258722,217,217,0,9,256827,0,0
0,49,10587,180,180,0,132,8119,0,1
1,26,145152,315,315,1,13,142906,3,1
1,103,572075,299,299,1,17,569139,3,0
1,124,58311,297,297,1,57,56848,3,1
1,47,33122,280,280,1,42,30594,3,1
1,21,690828,273,273,1,37,688522,3,0
0,136,45706,259,259,0,2,43370,0,1
1,12,588116,3,3,1,8,586977,3,0
0,142,4613,117,117,0,5,1626,0,1
0,182,12865,288,288,0,39,9965,0,1
1,112,4342,82,82,1,32,1385,3,1
1,171,15683,255,255,1,95,12888,3,0
1,118,378832,38,38,1,63,376718,3,0
0,134,25602,134,134,0,51,22921,0,1
0,95,563158,321,321,0,21,560651,0,0
0,67,467624,170,170,0,11,464685,0,0
1,156,2020967,176,176,1,56,2018517,3,0
0,158,4567,56,56,0,80,1604,0,0
1,28,24449,112,112,1,85,21516,3,0
1,128,33240,55,55,1,41,30436,3,1
1,42,197559,192,192,1,9,195199,3,1
0,33,955,155,155,0,88,2,1,1
0,117,447897,284,284,0,46,446350,1,0
0,15,61849,47,47,0,65,60071,0,1
1,131,1824669,165,165,1,58,1821786,3,0
1,114,21022,63,63,1,105,18272,3,1
1,80,517997,131,131,1,0,514713,3,0
1,131,2028531,265,265,1,58,2025571,3,0
1,8,4543,137,137,1,124,1706,3,1
1,92,16034,125,125,1,24,13233,3,0
1,144,1133115,268,268,1,52,1130755,3,1
0,55,1973,1,1,0,154,3,1,1
1,34,1174681,76,76,1,48,1172813,3,0
0,105,3158,6,6,0,40,342,0,1
1,144,648458,160,160,1,22,645735,3,0
0,64,31215,300,300,0,68,30121,1,1
0,151,1171911,146,146,0,49,1168945,0,0
0,3,2772,318,318,0,13,301,0,1
1,18,265804,200,200,1,10,263906,3,0
0,5,496864,169,169,0,6,494066,0,0
1,149,1709527,107,107,1,59,1707056,3,1
1,123,29971,143,143,1,45,27197,3,1
1,30,5025,157,157,1,127,2677,3,1
1,107,474181,191,191,1,4,471830,3,0
0,118,20670,138,138,0,125,18052,0,1
0,147,1434052,154,154,0,52,1432280,0,0
1,131,2327020,262,262,1,58,2324351,3,0
1,108,30617,148,148,1,66,28410,3,1
0,182,750304,208,208,0,37,747923,0,0
1,2,10460,77,77,1,111,8049,3,1
1,99,754760,204,204,1,31,752910,3,0
1,97,6217,319,319,1,13,3602,3,1
1,6,396132,244,244,1,31,393928,3,0
1,81,128705,206,206,1,29,127131,3,1
1,185,496021,26,26,1,1,493463,3,0
1,26,56619,316,316,1,13,53854,3,1
0,172,4421,31,31,0,76,3684,0,1
0,102,117865,210,210,0,2,115973,0,1
0,94,6529,156,156,0,36,4547,0,1
1,21,174847,193,193,1,9,172793,3,1
1,4,8963,175,175,1,131,6399,3,1
0,165,6840,283,283,0,146,3826,0,0
1,59,1175229,145,145,1,49,1172704,3,0
1,140,110366,248,248,1,64,107442,3,1
1,40,7278,96,96,1,116,4399,3,0
0,178,67475,295,295,0,56,65139,0,1
1,136,1130391,196,196,1,46,1127446,3,0
1,34,11829,32,32,1,48,8980,3,1
1,48,1443,19,19,1,71,1,3,1
0,98,7112,281,281,0,145,4374,0,1
1,13,1113039,294,294,1,58,1110685,3,1
1,79,7245,289,289,1,147,4687,3,1
1,80,12451,174,174,1,130,9695,3,1
0,67,2274,51,51,0,78,1,0,0
1,84,2194888,106,106,1,59,2192474,3,1
1,123,905310,39,39,1,45,902803,3,0
0,182,729858,199,199,0,37,727477,0,0
1,42,214887,305,305,1,9,212992,3,0
0,151,34372,2,2,0,50,33320,0,1
0,111,38223,30,30,0,43,36197,0,1
1,77,18751,109,109,1,84,16475,3,1
1,131,2149200,264,264,1,58,2146741,3,0
1,24,3783,85,85,1,25,1453,3,1
1,122,596370,275,275,1,11,593812,3,0
1,80,19819,122,122,1,0,16985,3,1
0,8,392186,223,223,0,11,389424,0,0
0,113,36463,116,116,0,16,33455,0,1
1,136,439193,285,285,1,46,435576,3,0
0,106,598524,93,93,0,7,596251,1,0
1,149,342240,152,152,1,59,339421,3,1
1,32,107280,49,49,1,19,104554,3,0
1,126,2892,68,68,1,106,97,3,0
0,20,478312,10,10,0,11,477440,0,0
1,31,46833,75,75,1,110,44356,3,0
1,84,670094,37,37,1,59,667467,3,0
0,145,2028848,177,177,0,56,2027736,2,0
1,27,68416,260,260,1,2,66416,3,1
1,94,4460,127,127,1,87,2295,3,0
0,50,553364,249,249,0,18,550602,0,0
1,109,201254,158,158,1,60,198909,3,0
0,86,851849,120,120,0,37,849015,0,0
1,61,3538,291,291,1,98,857,3,1
1,148,12394,303,303,1,150,9605,3,0
0,89,748745,35,35,0,30,745776,0,0
1,129,14564,61,61,1,81,12819,3,1
0,185,39476,267,267,0,143,36720,0,1
1,101,13956,214,214,1,90,10954,3,0
1,87,68621,190,190,1,57,67503,3,1
0,8,645301,274,274,0,11,642806,0,0
1,5,5678,128,128,1,122,4257,3,1
1,157,458839,16,16,1,11,457553,3,0
0,44,811998,312,312,0,40,810235,0,0
1,22,26744,325,325,1,43,24147,3,1
0,156,968,8,8,0,153,3,0,0
1,47,905988,97,97,1,42,903148,3,0
1,116,9121,287,287,1,39,6152,3,1
1,8,582104,237,237,1,12,579438,3,0
1,122,79885,228,228,1,11,77750,3,1
1,152,2982,71,71,1,109,445,3,1
1,164,22938,86,86,1,56,21226,3,1
1,131,1573917,166,166,1,58,1571158,3,0
0,41,531490,33,33,0,3,528650,0,0
0,25,4734,123,123,0,86,2191,0,0
1,104,710712,198,198,1,37,708220,3,0
0,100,367390,215,215,0,62,364778,1,0
1,22,56555,324,324,1,43,54387,3,1
0,88,18183,232,232,0,139,15433,0,0
1,37,4073,5,5,1,69,1218,3,0
1,49,15577,70,70,1,108,12521,3,1
1,13,2071578,164,164,1,58,2068987,3,0
1,125,27589,108,108,1,83,25172,3,0
0,143,4119,43,43,0,34,967,0,1
1,136,27235,147,147,1,30,24623,3,1
1,73,783456,80,80,1,34,780772,3,0
0,76,11142,111,111,0,120,8839,0,1
1,15,242630,118,118,1,23,239769,3,1
1,78,10610,172,172,1,129,8169,3,1
1,153,106204,278,278,1,18,104012,4,1
1,71,16963,48,48,1,100,14936,3,0
1,59,9934,87,87,1,49,6965,3,1
1,36,577397,7,7,1,28,576201,3,0
1,35,1820,9,9,1,155,189,3,0
1,45,485801,34,34,1,3,483723,3,0
1,102,11541,326,326,1,43,8509,3,1
1,18,619021,151,151,1,14,617285,3,0
0,62,13820,28,28,0,25,12766,0,1
1,149,2325261,42,42,1,59,2323705,3,0
1,69,10910,89,89,1,113,8910,3,0
1,92,639965,256,256,1,24,637563,3,0
