Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,140815,228,11,140096,1
0,3637,165,33,1680,1
0,5471,139,111,3207,1
0,5333,21,66,3093,1
0,59387,95,41,57738,1
0,477141,200,7,476586,0
0,5583,100,99,3223,0
1,20192,204,29,18165,1
1,636865,81,20,634829,0
0,180595,120,59,178343,0
0,827,14,62,3,0
1,122003,229,11,119982,1
0,16433,195,80,14709,1
1,35613,197,121,33460,1
1,16106,75,96,14127,0
0,194620,126,54,192110,0
0,85349,67,4,84366,1
0,303473,216,12,301437,1
0,49973,26,23,48072,1
0,7225,107,101,4853,0
0,3201,60,74,2560,1
0,17152,138,110,14774,1
0,43304,159,56,40902,1
0,52112,105,44,49749,1
0,316113,226,11,313945,1
0,3704,22,67,1446,1
1,12933,115,39,10912,1
1,60946,148,53,58898,1
1,1287,19,69,1,0
0,3133,52,89,824,1
0,23314,236,2,21104,0
0,763294,177,26,761027,0
1,411395,38,13,410220,0
1,51771,234,35,49540,1
1,469090,35,1,466913,0
0,909502,76,34,907241,0
0,68193,149,25,66007,1
0,315631,215,12,313523,1
1,480279,206,45,478171,0
1,609383,80,20,607077,0
0,377705,99,58,375522,0
0,400277,27,10,398004,0
0,702444,213,22,701878,0
1,369509,62,13,367296,1
0,5540,45,84,3963,1
0,526037,40,3,525222,0
0,57522,127,22,55348,1
1,28472,221,46,26358,1
1,3258,210,123,754,1
0,66424,233,35,64094,1
1,16197,179,119,13717,1
0,1669,48,86,2,1
1,399311,93,14,397290,0
0,646569,184,12,644707,0
1,27218,69,50,24993,1
0,2152465,192,52,2150273,0
1,5726,0,125,3723,0
1,1909430,131,52,1907460,1
0,1835184,68,47,1832923,0
0,27070,142,16,24536,1
0,311650,214,12,309482,1
0,6765,194,80,4204,1
0,1518,59,93,1,1
1,477984,152,5,475453,0
1,19107,106,44,16912,1
1,2336,150,114,3,1
1,468765,85,53,466540,0
0,4334,97,98,1968,1
0,71096,140,40,68619,1
1,224206,203,34,222371,1
1,1116077,154,40,1113876,0
1,731499,33,23,729406,0
0,7491,128,22,5182,1
0,1333,16,64,3,0
0,14203,58,32,11819,1
0,1475,2,126,3,0
0,471716,220,5,470270,0
0,2123600,88,52,2121408,0
1,669243,189,18,667156,0
0,18709,36,27,16532,1
0,6479,137,109,5838,1
0,668634,158,24,666520,0
