Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,1092022,122,122,35,0,1,63,1090076,1
1,853635,113,113,30,0,1,17,852247,0
1,6731,39,39,27,0,1,3,4560,1
1,24063,89,89,64,0,1,6,21859,0
0,569,76,76,61,4,0,28,3,1
1,605835,112,112,30,0,1,17,604711,1
1,20468,93,93,5,0,1,25,18309,1
1,47761,115,115,69,0,1,30,45575,0
1,80858,13,13,36,0,1,60,80019,1
1,143770,130,130,8,0,1,43,141896,0
1,40865,17,17,21,0,1,19,38190,1
1,17708,31,31,55,0,1,6,16425,1
1,107570,34,34,10,0,1,35,105642,1
1,238993,71,71,24,0,1,50,236726,1
1,5239,53,53,58,0,1,24,3059,1
1,2117,26,26,52,0,1,52,3,1
1,45873,85,85,63,0,1,2,43711,1
1,305003,100,100,23,0,1,51,302736,0
1,724179,14,14,18,0,1,56,722086,0
1,564263,36,36,35,0,1,32,562332,1
1,487684,132,132,18,0,1,12,485708,0
1,9794,121,121,71,0,1,23,7884,1
1,395811,52,52,20,0,1,29,393328,0
1,399746,91,91,18,0,1,56,397836,0
1,510087,18,18,30,0,1,17,508918,0
1,640806,111,111,10,0,1,35,638620,0
1,630340,44,44,19,0,1,44,629867,0
1,45587,118,118,70,0,1,13,43530,1
1,12118,56,56,46,0,1,8,9896,0
0,591642,60,60,15,4,0,21,591283,1
1,28251,114,114,68,0,1,41,27310,0
1,15656,51,51,1,0,1,58,13635,1
1,551317,82,82,18,0,1,56,549344,0
1,2323,69,69,60,0,1,28,1850,0
1,17469,86,86,47,0,1,16,15220,0
1,2747,83,83,62,0,1,24,2046,0
1,1525088,97,97,34,0,1,49,1523784,1
1,1220025,96,96,34,0,1,40,1218841,0
1,1560715,16,16,36,0,1,60,1558235,1
1,8315,10,10,30,0,1,17,7779,1
1,415880,47,47,24,0,1,7,413892,0
0,352533,108,108,38,4,0,0,352018,1
1,429,127,127,73,0,1,61,1,0
0,461012,73,73,10,3,0,42,460530,0
1,216636,72,72,24,0,1,7,214564,1
1,61722,124,124,35,0,1,63,61057,1
1,111044,131,131,9,0,1,55,109113,0
0,875271,75,75,30,2,0,26,874933,0
1,1428134,65,65,34,0,1,40,1426182,0
