Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position
0,42175,386,89,41594
0,1079,130,63,750
0,382637,59,3,382086
1,35038,306,1,34388
0,410050,253,16,409331
1,13194,351,82,12661
1,641578,83,11,640880
1,320021,423,4,319437
0,70385,303,15,69732
0,2893,384,88,2228
1,36160,21,14,35462
1,628319,187,13,627354
0,978860,281,27,978390
0,288480,177,17,287506
0,331967,157,16,331098
0,467996,366,22,467418
0,1344856,202,21,1344239
0,340144,413,14,339536
0,218124,170,17,217234
1,11303,52,56,10641
1,12594,201,47,11959
1,789660,155,22,789061
1,855201,25,27,854569
1,873,6,35,262
0,16035,344,79,15472
1,301818,284,14,301183
1,281,11,36,3
0,578960,77,7,578253
0,1665163,31,27,1664528
1,538452,149,22,537880
0,278450,249,16,277617
0,473006,259,16,472107
1,10738,169,67,10142
0,15631,124,43,14972
1,2130876,105,28,2130250
0,750998,204,16,750414
1,497850,299,10,497083
1,653543,84,11,652923
1,698962,98,28,698387
1,350824,414,14,350453
1,584282,136,10,583626
0,425782,145,14,425384
0,1183104,328,26,1182499
0,160801,403,95,160181
1,6106,95,60,5495
0,393310,287,30,392783
1,514088,298,10,513441
1,667099,5,10,666332
0,244449,293,16,243556
0,223254,294,16,222562
0,260483,179,17,259935
0,1069989,197,28,1069351
1,198335,44,10,197730
1,1235855,190,28,1235211
0,1109266,398,23,1108595
0,6197,387,90,5628
1,38888,79,14,38181
0,2159962,329,27,2159390
0,1411596,23,28,1410949
1,2152710,106,28,2152117
0,22912,60,58,22523
1,2442,290,48,1612
1,673589,188,27,672981
0,1671935,119,28,1671336
0,11230,375,49,10535
0,1875155,224,27,1874526
1,311313,422,4,310645
1,274287,175,14,273715
0,433446,209,23,432955
1,36542,385,89,35961
0,541203,104,6,540331
1,375081,122,12,374536
1,1134002,408,27,1133424
0,1473130,88,28,1472456
0,1261581,327,26,1260970
0,1121,3,32,531
0,405277,144,14,404699
1,1581481,219,26,1580900
1,1049,289,48,204
1,327963,424,4,327337
0,1392058,311,28,1391459
0,253089,180,17,252442
0,897457,278,27,896894
1,358436,283,14,358038
1,782,48,54,129
1,371048,282,14,370350
0,1932015,107,28,1931470
1,7470,274,78,6853
1,76266,285,14,75574
1,16265,14,37,15666
1,605996,244,10,605367
0,332148,411,14,331510
0,844685,369,22,844098
1,1790185,225,27,1789544
1,617680,239,10,617066
0,17055,50,56,16375
0,1591262,333,27,1590720
0,31626,358,84,31012
0,67780,415,14,67067
0,425359,254,16,424565
0,281837,181,17,281250
0,1169771,349,22,1169145
1,1192370,318,28,1191744
0,18926,390,93,18276
1,2103139,226,28,2102468
1,1094415,321,28,1093786
0,59685,51,56,58891
1,395098,43,28,394403
0,128464,416,14,128075
1,1132814,320,28,1132212
0,385637,22,22,384969
0,26079,168,67,25390
0,567879,382,20,567310
1,190891,67,14,190256
1,3660,199,69,3085
1,756041,100,28,755460
1,1653046,113,28,1652444
0,7200,138,45,6637
0,17644,350,81,17072
1,388432,198,29,388043
0,1001979,96,28,1001410
0,1611491,332,27,1610868
1,6125,12,36,5631
0,1806636,339,28,1806064
1,1150552,317,28,1149983
1,377041,364,12,376496
0,389569,255,16,388676
0,1212108,314,28,1211533
1,1793869,335,28,1793264
1,1559,53,57,987
0,421453,417,28,420860
0,410649,146,14,410251
1,2936,1,31,2637
0,690105,152,22,689434
0,7534,345,80,7151
0,8892,377,50,8245
0,237931,291,16,237338
0,615493,18,28,614912
0,253619,173,14,252897
0,244194,183,17,243160
0,1176204,399,23,1175530
1,668902,153,22,668282
1,22995,308,14,22609
1,47042,80,14,46335
1,6670,233,70,6140
1,462219,365,22,461563
0,10321,129,62,9749
1,1773473,336,28,1772775
1,1368555,312,28,1367977
1,170789,69,14,170208
1,44727,395,94,44119
0,917604,279,27,916954
0,7294,267,76,6638
0,6256,133,64,5888
1,633393,82,11,632488
1,1947,16,39,1330
0,1604078,116,28,1603452
1,219644,72,14,218985
1,1579,4,34,1004
0,462632,143,4,462006
0,1707,379,86,1054
0,555039,78,7,554104
1,891600,277,27,891058
1,522983,297,10,522417
0,897652,246,22,897068
0,445439,137,16,444747
0,5761,376,50,5141
0,407298,186,15,406639
1,95645,65,2,95094
1,296809,421,4,296102
1,438791,34,3,438168
0,296422,250,16,295724
1,311595,412,14,311224
1,39701,54,57,39237
0,22510,56,42,21845
0,262228,39,22,261515
1,603114,243,10,602248
0,610905,160,4,610333
0,862102,247,22,861431
0,8700,17,40,8095
1,1439745,91,28,1439215
1,9539,200,47,8904
0,367683,158,16,367096
0,11825,47,53,11139
0,406686,142,4,406078
0,32545,268,77,31979
0,2027,41,52,1341
0,465000,355,17,464038
1,874302,280,27,873739
0,1522297,87,28,1521722
0,456160,324,23,455483
0,9111,134,64,8734
0,478938,103,0,478315
1,494817,206,23,494134
0,21792,347,80,21193
1,649380,242,10,648745
0,499409,367,22,498789
0,21840,236,72,21079
0,551183,232,19,550740
0,53116,397,94,52718
0,302673,251,16,302005
1,633183,240,10,632827
0,1148872,410,27,1148204
0,548259,147,20,547909
1,627298,101,6,626603
1,555039,429,4,554545
0,269583,420,4,268954
0,1587490,216,26,1586741
1,1038285,194,28,1037734
0,266589,178,17,265723
0,21892,341,79,21179
1,400683,58,3,400036
0,1863,45,53,1279
1,564291,151,22,563632
1,1722444,340,25,1721857
1,1850809,110,28,1850192
1,1081012,406,27,1080440
0,217404,24,16,216745
1,2115566,27,28,2114982
1,5418,237,72,4696
0,266951,176,14,266226
0,643220,203,6,642618
1,238595,174,14,237978
1,174019,66,14,173294
1,33533,391,93,32910
0,66227,305,1,65685
1,1032696,195,28,1032121
1,1279824,191,28,1279111
0,549268,75,7,548651
0,1738968,29,27,1738420
1,110877,159,2,110344
1,44362,304,15,43754
1,375323,426,4,374682
0,1871216,109,28,1870641
0,48963,359,84,48349
1,57983,64,59,57381
0,559332,148,20,558976
1,21243,15,38,20602
1,807869,26,27,807330
0,17246,272,77,16593
1,11667,265,75,10975
1,1182146,316,28,1181541
0,777907,154,22,777242
0,474095,356,17,473496
0,548591,231,19,548190
1,1654543,32,27,1654004
0,15815,362,84,15231
1,417430,208,23,416753
0,50225,396,94,49587
0,23909,363,84,23259
0,1886263,223,27,1885670
0,1420673,92,28,1420101
0,1628056,217,26,1627475
1,5356,352,83,4736
0,272757,182,17,271798
0,422988,185,15,422386
0,431207,427,4,430704
0,563485,94,20,563114
1,1739,7,33,1236
0,488252,257,16,487683
0,2141017,330,27,2140400
0,305429,373,24,304515
1,210445,139,11,209840
1,636879,163,4,636250
1,2091750,38,28,2091055
0,211634,419,0,211245
1,34921,273,78,34262
1,1570983,121,28,1570405
0,596495,164,4,595866
1,3008,167,46,2760
1,491431,300,10,490859
0,458814,354,17,458125
0,283286,425,4,282588
0,11424,42,52,10828
1,1306828,213,26,1306226
0,14571,378,50,14272
0,9261,131,63,8539
0,70633,61,58,70109
0,1677970,118,28,1677395
1,566496,301,10,565864
0,1200244,315,28,1199621
1,8071,393,93,7124
1,631273,162,4,630704
0,1299223,189,28,1298663
0,1337715,215,26,1337152
1,893116,245,22,892445
1,102031,0,2,101630
0,452612,288,28,451995
1,542828,295,10,542232
0,2067976,37,28,2067425
1,632235,86,27,631654
0,253563,292,16,252895
1,1060193,193,28,1059636
1,54130,400,95,53294
1,225709,70,14,225092
0,2016292,331,27,2015537
0,55031,271,77,54300
1,42738,392,93,42403
0,683253,99,28,682675
1,930600,248,22,929947
0,510533,431,5,509916
1,1637787,114,28,1637185
0,602022,165,4,601444
0,9693,361,84,9067
0,325661,372,16,325122
0,85370,63,58,84681
0,482096,260,16,481446
0,152203,402,95,151562
1,7816,171,68,6941
0,459742,256,16,459083
1,8984,262,73,8412
0,285006,252,16,284026
0,786,374,85,88
0,521226,212,6,520573
1,1896,261,73,1198
0,423275,207,23,422700
0,297265,229,3,296609
0,413954,418,28,413337
1,3185,166,66,2544
0,410431,184,15,409799
1,717564,275,27,716974
0,497547,258,16,496699
0,1973331,334,28,1972666
1,9993,35,41,9376
0,12963,343,79,12349
1,1274037,192,28,1273459
1,2090413,220,27,2089832
1,203566,71,14,203195
1,641268,241,10,640657
0,1749740,337,28,1749048
1,537100,296,10,536468
0,4555,135,65,3962
0,1078119,196,28,1077559
0,567898,125,19,567485
0,4704,234,71,4066
0,55203,81,14,54550
0,288418,228,3,287768
0,165971,20,9,165327
1,627125,85,11,626559
0,1646736,218,26,1646206
1,11470,49,55,11081
1,661517,2,10,660867
