Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,5956,20,20,0,73,733
0,586972,47,47,0,8,576509
1,88568,200,200,0,120,78117
0,13525,109,109,1,97,3143
0,623676,91,91,0,12,613279
1,11537,176,176,0,112,1098
0,505288,11,11,0,4,494840
1,39653,24,24,0,37,33702
1,158064,215,215,0,13,147781
1,54831,127,127,0,51,44338
1,1392969,106,106,0,49,1382515
0,2345195,168,168,0,51,2334792
0,5893,36,36,0,81,1
0,1174010,190,190,0,43,1168695
1,563694,145,145,0,26,556752
1,89016,120,120,0,42,78604
1,487135,86,86,0,38,478468
0,3341,191,191,0,115,3
0,5467,74,74,0,91,2
1,6015,150,150,0,28,103
1,6046,80,80,0,93,2
1,24830,103,103,0,27,14646
0,599807,112,112,0,18,589443
0,8611,119,119,0,68,3
1,940675,90,90,0,49,930293
0,566844,204,204,1,17,556376
1,94486,149,149,0,37,84056
1,19647,55,55,0,85,9304
1,1142692,89,89,0,48,1136952
1,17336,68,68,0,12,6891
1,6309,71,71,1,89,1
0,6144,63,63,0,86,3
0,818767,122,122,0,29,810066
0,252780,212,212,0,16,242332
0,6275,17,17,1,72,3
1,9243,23,23,1,65,3028
0,230403,211,211,0,10,222871
0,545365,222,222,0,19,535076
1,54812,5,5,0,32,50482
0,5690,79,79,1,92,3
1,6239,137,137,0,104,3
0,47046,58,58,1,67,36631
0,1352921,108,108,0,49,1342479
0,536745,48,48,0,18,531839
0,1415129,7,7,1,46,1406220
1,53597,31,31,0,57,43140
0,6877,30,30,0,77,2
1,82139,165,165,0,3,71676
1,571446,182,182,1,33,561022
0,138943,50,50,0,23,131411
1,40882,93,93,1,41,30431
0,64329,99,99,0,1,53935
0,19778,84,84,0,94,9420
1,409474,181,181,0,33,399029
0,656716,88,88,0,21,646334
0,1441553,107,107,0,49,1431102
0,796416,189,189,0,29,789632
0,18102,16,16,0,71,7759
0,635740,97,97,0,14,625292
1,29124,138,138,0,104,18715
0,510863,221,221,0,6,500484
0,347622,85,85,0,50,337195
0,8750,10,10,1,64,352
1,12299,148,148,1,106,2049
0,816094,67,67,0,33,805796
0,746001,147,147,0,31,735628
1,18044,37,37,0,30,13358
0,902706,96,96,0,38,892584
1,97751,81,81,0,23,91272
0,406298,26,26,0,31,400980
0,490459,113,113,0,7,480062
1,188433,130,130,0,10,178087
0,191125,46,46,0,24,180626
0,400877,72,72,0,31,396354
0,571102,15,15,0,39,563645
0,508446,161,161,0,10,497998
1,22907,1,2,0,50,17262
1,192236,131,131,1,28,185259
1,7036,196,196,0,119,1
0,1048694,139,139,0,41,1038261
1,14711,136,136,1,103,4479
1,5905,54,54,0,84,1
1,8139,179,179,1,113,1
1,15047,124,124,1,99,4680
0,610602,142,142,0,26,600223
1,46671,100,100,0,96,36289
0,149649,117,117,0,23,143326
0,682115,116,116,0,33,675892
0,30892,75,75,0,22,20468
0,56068,177,177,0,112,45617
0,2370774,166,166,0,50,2360422
1,107347,18,18,0,56,100946
1,364951,60,60,1,55,356759
1,79790,209,209,1,50,69342
1,34480,146,146,0,24,24017
0,501262,104,104,0,20,494255
1,7213,73,73,0,90,1
1,12287,134,134,1,101,1776
0,572820,184,184,0,11,566630
1,1301475,105,105,0,49,1291027
1,53674,205,205,0,58,43286
0,7785,141,141,0,105,1726
0,1049310,59,59,0,47,1038856
1,22220,224,224,0,39,11901
1,934030,203,203,1,48,926063
0,243214,170,170,0,33,232769
1,76316,29,29,0,31,71757
1,5029,28,28,0,76,2
0,780586,128,128,0,36,770171
1,12152,206,206,0,122,4158
1,102066,45,45,0,11,91621
1,19621,52,52,0,56,13649
1,72152,151,151,0,28,61794
1,600090,183,183,0,33,589645
0,9497,187,187,1,114,3
1,364064,57,57,0,33,353619
