Gene_Subclass,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
0,0,58,4231,135,0,51,1391,0,1
0,0,154,14595,65,0,67,12280,0,1
1,0,47,9360,254,1,94,6577,3,0
1,0,10,14953,301,1,53,12005,3,1
1,0,81,29749,161,1,29,26915,3,1
1,0,174,430057,184,1,33,427406,3,0
1,0,57,14455,91,1,113,11690,3,0
0,0,161,30562,278,0,18,28739,1,1
0,0,2,4524,239,0,141,2574,0,0
1,0,17,486237,25,1,47,483109,3,0
0,0,85,19758,183,0,135,17038,0,0
0,0,98,47207,81,0,112,45534,0,1
0,0,163,36437,103,0,117,35517,0,1
1,0,38,5595,68,1,107,2761,3,1
1,0,134,912033,73,1,41,909235,3,0
1,0,70,2693,280,1,96,396,3,0
0,0,106,4036,63,0,67,1289,0,1
1,0,58,93761,72,1,65,90201,3,1
1,0,59,11733,74,1,82,9154,3,0
1,0,44,706189,15,1,29,704129,3,0
0,0,148,120500,322,0,9,118605,0,0
1,0,161,26060,258,1,2,23298,3,1
1,0,115,351197,216,1,62,348939,3,0
0,0,154,8589,30,0,42,6541,0,1
1,0,144,1425113,14,1,52,1422420,3,0
1,0,8,688837,89,1,26,685982,3,0
0,0,165,54516,95,0,41,53479,0,1
0,0,25,1739,12,0,72,3,1,1
0,0,128,201879,298,0,61,200095,0,0
1,0,84,1320804,151,1,59,1318300,3,0
1,0,90,628364,101,1,27,625434,3,0
0,0,160,3779,181,0,133,1517,0,0
0,0,15,64637,150,0,65,62859,0,1
1,0,52,4799,270,1,144,2103,3,0
1,0,107,7313,234,1,140,4734,3,0
0,0,150,19476,159,0,128,17815,0,1
1,0,175,7957,142,1,126,5381,3,0
1,0,21,829858,120,1,37,827087,3,0
1,0,131,2120212,106,1,58,2117660,3,0
1,0,99,411543,243,1,31,408877,3,0
1,0,1,848494,162,1,35,847454,3,0
1,0,123,29971,144,1,45,27197,3,1
0,0,16,169188,306,0,44,166855,0,1
1,0,176,16396,293,1,149,13598,3,0
1,0,80,492103,130,1,0,489575,3,0
0,0,159,3892,45,0,54,599,0,1
1,0,136,439193,286,1,46,435576,3,0
1,0,90,570499,250,1,27,567725,3,0
1,0,181,3857,104,1,118,1095,3,1
1,0,124,924785,235,1,57,922281,3,1
1,0,107,245943,61,1,4,244298,3,0
1,0,36,556405,238,1,28,554000,3,1
0,0,64,9141,219,0,137,8410,0,0
1,0,120,981807,277,1,52,979324,3,1
1,0,174,14712,220,1,91,11650,3,0
1,0,149,2360044,13,1,59,2358530,3,0
1,0,168,11256,252,1,92,8914,3,1
1,0,130,7825,92,1,114,5795,3,0
0,0,137,9869,53,0,58,8244,0,1
1,0,81,96498,207,1,29,94816,3,1
1,0,111,83774,186,1,15,82602,3,1
0,0,39,1981,296,0,99,2,0,0
1,0,139,483389,320,1,5,481422,3,0
0,0,178,85945,309,0,16,83153,0,1
0,0,66,21702,59,0,104,18811,0,0
0,0,63,22871,4,0,25,21810,0,1
1,0,61,5339,51,1,101,2904,3,1
0,0,106,728090,36,0,30,725151,0,0
1,0,88,3210,23,1,73,616,3,1
0,0,119,258722,217,0,9,256827,0,0
0,0,50,10587,180,0,132,8119,0,1
1,0,26,145152,315,1,13,142906,3,1
1,0,103,572075,299,1,17,569139,3,0
1,0,124,58311,297,1,57,56848,3,1
1,0,48,33122,281,1,42,30594,3,1
1,0,21,690828,274,1,37,688522,3,0
0,0,136,45706,259,0,2,43370,0,1
1,0,12,588116,3,1,8,586977,3,0
0,0,142,4613,118,0,5,1626,0,1
0,0,182,12865,288,0,39,9965,0,1
1,0,112,4342,82,1,32,1385,3,1
1,0,171,15683,255,1,95,12888,3,0
1,0,118,378832,38,1,63,376718,3,0
1,0,144,39618,83,1,52,36688,3,1
0,0,95,563158,321,0,21,560651,0,0
0,0,67,467624,170,0,11,464685,0,0
1,0,156,2020967,176,1,56,2018517,3,0
0,0,158,4567,55,0,80,1604,0,0
1,0,28,24449,113,1,85,21516,3,0
1,0,128,33240,54,1,41,30436,3,1
1,0,43,197559,192,1,9,195199,3,1
0,0,33,955,155,0,88,2,1,1
1,0,136,1130391,196,1,46,1127446,3,0
0,0,15,61849,47,0,65,60071,0,1
1,0,131,1824669,165,1,58,1821786,3,0
1,0,114,21022,62,1,105,18272,3,1
1,0,80,517997,132,1,0,514713,3,0
1,0,131,2028531,265,1,58,2025571,3,0
1,0,8,4543,138,1,124,1706,3,1
1,0,92,16034,126,1,24,13233,3,0
0,0,37,1337382,268,0,52,1335682,1,0
0,0,56,1973,1,0,154,3,1,1
1,0,60,9934,88,1,49,6965,3,1
0,0,105,3158,6,0,40,342,0,1
1,0,144,648458,160,1,22,645735,3,0
0,0,65,31215,300,0,68,30121,1,1
1,0,60,1175229,146,1,49,1172704,3,0
0,0,3,2772,318,0,13,301,0,1
1,0,18,265804,200,1,10,263906,3,0
0,0,5,496864,169,0,6,494066,0,0
1,0,149,1709527,108,1,59,1707056,3,1
1,0,123,905310,39,1,45,902803,3,0
1,0,30,5025,157,1,127,2677,3,1
1,0,107,474181,191,1,4,471830,3,0
0,0,118,20670,139,0,125,18052,0,1
0,0,147,1434052,154,0,52,1432280,0,0
1,0,131,2327020,262,1,58,2324351,3,0
1,0,108,30617,149,1,66,28410,3,1
0,0,182,750304,208,0,37,747923,0,0
1,0,2,10460,77,1,111,8049,3,1
1,0,99,754760,204,1,31,752910,3,0
1,0,97,6217,319,1,13,3602,3,1
1,0,6,396132,244,1,31,393928,3,0
1,0,81,128705,206,1,29,127131,3,1
1,0,185,496021,27,1,1,493463,3,0
1,0,26,56619,316,1,13,53854,3,1
0,0,172,4421,32,0,76,3684,0,1
0,0,102,117865,210,0,2,115973,0,1
0,0,94,6529,156,0,36,4547,0,1
1,0,21,174847,193,1,9,172793,3,1
1,0,4,8963,174,1,131,6399,3,1
0,0,165,6840,284,0,146,3826,0,0
0,0,151,34372,2,0,50,33320,0,1
1,0,140,110366,248,1,64,107442,3,1
1,0,41,7278,97,1,116,4399,3,0
0,0,178,67475,295,0,56,65139,0,1
0,0,40,1140600,195,0,46,1138639,0,0
1,0,34,1174681,76,1,48,1172813,3,0
1,0,49,1443,20,1,71,1,3,1
0,0,98,7112,282,0,145,4374,0,1
1,0,13,1113039,294,1,58,1110685,3,1
1,0,79,7245,289,1,147,4687,3,1
1,0,80,12451,173,1,130,9695,3,1
0,0,67,2274,50,0,78,1,0,0
1,0,84,2194888,107,1,59,2192474,3,1
1,0,136,16715,185,1,46,14439,3,1
0,0,182,729858,199,0,37,727477,0,0
1,0,43,214887,305,1,9,212992,3,0
1,0,13,44770,26,1,50,42977,3,1
0,0,111,38223,31,0,43,36197,0,1
1,0,77,18751,110,1,84,16475,3,1
1,0,131,2149200,264,1,58,2146741,3,0
1,0,24,3783,86,1,25,1453,3,1
1,0,122,596370,276,1,11,593812,3,0
1,0,80,19819,123,1,0,16985,3,1
0,0,8,392186,223,0,11,389424,0,0
0,0,113,36463,117,0,16,33455,0,1
0,0,117,447897,285,0,46,446350,1,0
0,0,106,598524,94,0,7,596251,1,0
1,0,149,342240,153,1,59,339421,3,1
1,0,32,107280,49,1,19,104554,3,0
1,0,126,2892,67,1,106,97,3,0
0,0,20,478312,10,0,11,477440,0,0
1,0,31,46833,75,1,110,44356,3,0
1,0,84,670094,37,1,59,667467,3,0
0,0,145,2028848,177,0,56,2027736,2,0
1,0,27,68416,260,1,2,66416,3,1
1,0,94,4460,128,1,87,2295,3,0
0,0,51,553364,249,0,18,550602,0,0
1,0,109,201254,158,1,60,198909,3,0
0,0,86,851849,121,0,37,849015,0,0
1,0,62,3538,291,1,98,857,3,1
1,0,148,12394,303,1,150,9605,3,0
0,0,89,748745,35,0,30,745776,0,0
1,0,129,14564,60,1,81,12819,3,1
0,0,185,39476,267,0,143,36720,0,1
1,0,101,13956,214,1,90,10954,3,0
1,0,87,68621,190,1,57,67503,3,1
0,0,8,645301,275,0,11,642806,0,0
1,0,5,5678,129,1,122,4257,3,1
1,0,157,458839,17,1,11,457553,3,0
0,0,45,811998,312,0,40,810235,0,0
1,0,22,26744,325,1,43,24147,3,1
0,0,156,968,8,0,153,3,0,0
1,0,48,905988,98,1,42,903148,3,0
1,0,116,9121,287,1,39,6152,3,1
1,0,8,582104,237,1,12,579438,3,0
1,0,122,79885,228,1,11,77750,3,1
1,0,152,2982,71,1,109,445,3,1
1,0,164,22938,87,1,56,21226,3,1
1,0,131,1573917,166,1,58,1571158,3,0
0,0,42,531490,33,0,3,528650,0,0
0,0,25,4734,124,0,86,2191,0,0
1,0,104,710712,198,1,37,708220,3,0
0,0,100,367390,215,0,62,364778,1,0
1,0,22,56555,324,1,43,54387,3,1
0,0,88,18183,232,0,139,15433,0,0
1,0,38,4073,5,1,69,1218,3,0
1,0,50,15577,70,1,108,12521,3,1
1,0,13,2071578,164,1,58,2068987,3,0
1,0,125,27589,109,1,83,25172,3,0
0,0,143,4119,43,0,34,967,0,1
1,0,136,27235,148,1,30,24623,3,1
1,0,73,783456,80,1,34,780772,3,0
0,0,76,11142,112,0,120,8839,0,1
1,0,15,242630,119,1,23,239769,3,1
1,0,78,10610,171,1,129,8169,3,1
1,0,153,106204,279,1,18,104012,4,1
1,0,71,16963,48,1,100,14936,3,0
0,0,151,1171911,147,0,49,1168945,0,0
1,0,36,577397,7,1,28,576201,3,0
1,0,35,1820,9,1,155,189,3,0
1,0,46,485801,34,1,3,483723,3,0
1,3,102,11541,326,1,43,8509,3,1
1,0,18,619021,152,1,14,617285,3,0
0,0,63,13820,29,0,25,12766,0,1
1,0,149,2325261,42,1,59,2323705,3,0
1,0,69,10910,90,1,113,8910,3,0
1,0,92,639965,256,1,24,637563,3,0
