Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
1,0,1448091,89,89,4,17,28,1447573
1,0,12594,198,198,4,94,47,11959
0,0,367683,155,155,4,26,16,367096
0,0,28027,44,44,4,126,53,27344
0,0,406686,139,139,4,97,4,406078
0,0,32545,264,264,4,126,76,31979
0,0,11424,40,40,3,107,52,10828
0,0,474095,354,354,4,113,17,473496
1,0,891600,273,273,1,41,27,891058
1,0,1570983,121,121,4,96,28,1570405
1,0,487260,202,202,4,124,23,486679
0,0,28680,129,129,3,164,63,27985
0,0,478938,102,102,4,3,0,478315
0,0,1109266,398,398,4,138,23,1108595
0,0,21792,345,345,4,40,79,21193
1,0,649380,237,237,4,6,10,648745
1,0,538452,147,147,4,117,22,537880
0,0,21840,231,231,4,130,71,21079
0,0,567898,124,124,2,62,19,567485
0,0,53116,397,397,5,37,93,52718
0,0,302673,246,246,4,46,16,302005
1,0,633183,235,235,2,95,10,632827
0,0,1591262,331,331,4,70,27,1590720
0,0,559332,145,145,2,80,20,558976
1,0,627298,100,100,4,83,6,626603
1,0,555039,429,429,4,97,4,554545
0,0,269583,420,420,4,135,4,268954
0,0,1591401,213,213,3,129,26,1590901
1,0,1060193,190,190,4,58,28,1059636
0,0,272757,179,179,4,21,17,271798
0,0,21892,339,339,4,53,78,21179
1,0,400683,56,56,4,157,3,400036
0,0,11825,45,45,4,126,53,11139
1,0,610947,367,367,4,168,22,610288
0,0,1183104,325,325,4,39,26,1182499
0,0,1871216,109,109,4,17,28,1870641
1,0,1100102,407,407,4,101,27,1099440
0,0,217404,22,22,4,23,16,216745
1,0,2130876,105,105,4,96,28,2130250
1,0,5418,232,232,4,76,71,4696
0,0,266951,174,174,4,98,14,266226
0,0,643220,200,200,4,65,6,642618
1,0,238595,172,172,4,31,14,237978
1,0,174019,65,65,4,47,14,173294
1,0,33533,391,391,4,147,92,32910
0,0,66227,302,302,4,120,1,65685
1,0,1038285,191,191,4,96,28,1037734
0,0,1299223,186,186,4,96,28,1298663
0,0,549268,75,75,4,159,7,548651
1,0,1790185,220,220,4,34,27,1789544
1,0,110877,156,156,5,161,2,110344
1,0,44362,301,301,3,121,15,43754
1,0,375323,426,426,4,128,4,374682
1,1,1894275,111,111,4,28,28,1893637
0,0,48963,358,358,4,104,83,48349
0,0,63431,63,63,4,126,59,62859
0,0,563485,94,94,2,18,20,563114
1,0,1947,15,15,3,140,39,1330
1,1,849658,23,23,4,122,27,849029
0,0,17246,268,268,4,42,76,16593
1,0,11667,261,261,4,42,74,10975
1,0,1192370,314,314,4,160,28,1191744
1,0,789660,151,151,4,59,22,789061
0,0,484940,355,355,4,51,17,484143
0,0,551183,227,227,2,161,19,550740
0,0,1665163,29,29,4,150,27,1664528
0,0,15815,361,361,4,50,83,15231
0,0,423275,204,204,4,5,23,422700
0,0,50225,396,396,4,101,93,49587
0,0,23909,362,362,4,141,83,23259
0,0,1935320,216,216,4,122,27,1934724
1,0,1439745,90,90,4,58,28,1439215
0,0,1646736,214,214,4,19,26,1646206
1,0,5356,350,350,4,134,82,4736
0,0,281837,178,178,4,99,17,281250
0,0,422988,182,182,4,63,15,422386
0,0,431207,427,427,4,144,4,430704
0,0,565167,382,382,2,80,20,564760
1,0,4939,7,7,4,1,33,4241
0,0,488252,252,252,4,131,16,487683
0,0,2159962,326,326,4,70,27,2159390
1,0,1722444,338,338,4,21,25,1721857
1,0,210445,136,136,3,43,11,209840
1,0,636879,160,160,4,128,4,636250
1,0,2103139,221,221,4,58,28,2102468
0,0,211634,419,419,5,8,0,211245
1,0,34921,269,269,4,126,77,34262
0,0,1578872,120,120,4,17,28,1578312
0,0,596495,161,161,4,135,4,595866
1,0,9539,197,197,4,94,47,8904
1,0,491431,297,297,4,6,10,490859
0,0,465000,353,353,4,2,17,464038
0,0,283286,425,425,4,135,4,282588
0,0,1863,43,43,4,130,53,1279
0,0,1337715,211,211,3,30,26,1337152
1,0,10499,38,38,2,93,51,10110
0,0,6256,130,130,2,130,63,5888
0,0,77237,60,60,4,130,58,76545
0,0,1685667,117,117,0,160,28,1685527
1,0,566496,298,298,4,132,10,565864
0,0,1212108,311,311,4,17,28,1211533
1,0,8071,393,393,4,86,92,7124
1,0,631273,159,159,4,97,4,630704
1,0,1357417,310,310,4,146,28,1356881
1,0,1413348,210,210,4,13,26,1412725
0,0,897652,241,241,4,163,22,897068
1,0,102031,0,0,4,103,2,101630
0,0,460277,285,285,4,58,28,459570
1,0,542828,292,292,4,6,10,542232
1,0,2082607,35,35,4,58,28,2081918
1,0,673589,185,185,4,12,27,672981
0,0,253563,289,289,4,131,16,252895
0,0,1069989,194,194,4,58,28,1069351
1,0,54130,400,400,4,52,94,53294
1,0,225709,69,69,3,33,14,225092
1,0,2039757,328,328,4,169,27,2039173
0,0,55031,267,267,4,130,76,54300
1,0,42738,392,392,4,86,92,42403
1,0,698962,97,97,4,96,28,698387
1,0,1037760,369,369,4,168,22,1037092
0,0,510533,431,431,4,44,5,509916
1,0,1653046,113,113,4,58,28,1652444
0,0,602022,162,162,4,144,4,601444
0,0,9693,360,360,4,141,83,9067
0,0,325661,371,371,4,133,16,325122
1,0,57983,62,62,4,130,59,57381
0,0,482096,255,255,4,109,16,481446
0,0,152203,402,402,4,91,94,151562
1,0,7816,169,169,4,126,67,6941
0,0,459742,251,251,4,26,16,459083
1,0,8984,257,257,4,76,72,8412
0,0,285006,247,247,4,133,16,284026
0,0,786,373,373,4,35,84,88
0,0,521226,208,208,4,112,6,520573
1,0,1896,256,256,4,76,72,1198
0,0,433446,205,205,4,5,23,432955
0,0,297265,224,224,4,157,3,296609
0,0,421453,417,417,4,160,28,420860
1,0,10738,165,165,4,130,66,10142
0,0,410431,181,181,4,63,15,409799
0,0,739582,272,272,4,70,27,738989
0,0,497547,253,253,4,23,16,496699
1,0,2021354,36,36,4,17,28,2020752
0,0,22510,54,54,3,157,42,21845
0,0,12963,341,341,4,53,78,12349
1,0,1279824,189,189,4,17,28,1279111
0,0,2141017,327,327,4,48,27,2140400
1,0,203566,70,70,2,57,14,203195
1,0,641268,236,236,4,132,10,640657
1,0,1773473,334,334,3,120,28,1772775
1,0,537100,293,293,4,6,10,536468
1,0,3185,163,163,4,126,65,2544
1,0,1094415,318,318,4,58,28,1093786
0,0,548259,144,144,2,72,20,547909
0,0,4704,229,229,4,126,70,4066
0,0,55203,81,81,4,31,14,54550
0,0,288418,223,223,4,110,3,287768
0,0,165971,18,18,4,1,9,165327
1,0,627125,85,85,4,170,11,626559
0,0,606832,86,86,4,48,27,606242
1,0,11303,50,50,4,76,56,10641
1,0,661517,1,1,4,6,10,660867
