Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,85349,67,66,0,4,84366,1
0,0,311650,215,215,0,12,309482,1
0,0,703891,74,73,0,23,701787,0
0,0,7225,108,107,0,102,4853,0
0,0,3201,61,60,0,75,2560,1
0,0,17152,139,139,0,111,14774,1
0,0,43304,159,159,0,57,40902,1
0,0,52112,106,105,0,45,49749,1
0,0,2335,171,171,0,12,101,1
0,0,3704,23,22,0,68,1446,1
1,0,12933,115,115,1,40,10912,1
1,0,60946,149,149,1,54,58898,1
1,0,1287,20,19,1,70,1,0
0,0,3133,53,52,0,90,824,1
0,0,23314,236,236,0,2,21104,0
0,0,18709,35,34,0,27,16532,1
1,0,399311,93,92,1,14,397290,0
0,0,66424,233,233,0,36,64094,1
1,0,469090,34,33,1,1,466913,0
0,0,4184,235,235,0,36,1923,1
0,0,754574,175,175,0,26,752403,0
0,0,646569,183,183,0,12,644707,0
1,0,480279,207,207,1,46,478171,0
1,0,636865,81,80,1,20,634829,0
0,0,377705,100,99,0,59,375522,0
0,0,400277,27,26,0,10,398004,0
0,0,703107,151,151,0,22,702547,0
1,0,411395,37,36,1,13,410220,0
0,0,5540,44,43,0,85,3963,1
0,0,526037,39,38,0,3,525222,0
0,0,115059,161,161,0,22,112891,1
1,0,28472,221,221,1,47,26358,1
1,0,3258,211,211,1,124,754,1
1,0,961848,157,157,1,37,959689,0
1,0,16197,179,179,1,120,13717,1
0,0,1669,48,47,0,87,2,1
1,0,113111,169,169,1,15,111105,1
0,0,81116,5,4,0,13,80040,1
1,0,27218,69,68,1,51,24993,1
0,0,2152465,191,191,0,53,2150273,0
1,0,5726,1,0,1,126,3723,0
1,0,1909430,132,132,1,53,1907460,1
0,0,1835184,68,67,0,48,1832923,0
1,0,67187,210,210,1,16,64983,1
0,0,315631,216,216,0,12,313523,1
0,0,6765,193,193,0,81,4204,1
0,1,1518,60,59,0,94,1,1
1,0,477984,154,154,1,5,475453,0
1,0,19107,107,106,1,45,16912,1
1,0,2336,152,152,1,115,3,1
1,0,468765,85,84,1,54,466540,0
0,0,4334,98,97,0,99,1968,1
0,0,71096,141,141,0,41,68619,1
0,0,909502,76,75,0,35,907241,0
1,0,1116077,156,156,1,41,1113876,0
1,0,62927,153,153,1,24,60651,1
0,0,57522,128,128,0,22,55348,1
0,0,1333,16,15,0,65,3,0
1,0,811009,213,213,1,33,808763,0
0,0,1475,3,2,0,127,3,0
0,0,471716,220,220,0,5,470270,0
0,0,2123600,88,87,0,53,2121408,0
0,0,4215,73,72,0,19,1969,1
1,0,252998,134,134,1,28,250869,0
0,0,6479,138,138,0,110,5838,1
0,0,68193,150,150,0,25,66007,1
