Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,0,1152001,181,181,1,30,1149578,1
0,0,184674,5,5,0,12,182293,0
0,0,194602,250,250,0,9,191840,1
0,0,2180588,54,54,0,32,2178147,1
0,0,17047,37,37,0,45,14579,1
0,0,256062,180,180,0,5,253732,0
0,0,1181628,224,224,0,24,1179322,0
1,0,2776,50,50,1,61,113,1
0,0,950785,130,130,0,31,948302,1
0,0,8596,123,123,0,72,5819,0
0,0,24923,62,62,0,47,22032,0
1,0,42017,201,201,1,81,39222,0
0,0,1200167,195,195,0,23,1197396,0
0,0,696919,73,73,0,23,694046,0
1,0,316755,117,117,1,24,314314,0
0,0,428401,69,69,0,18,425663,0
0,0,388287,239,239,0,16,385492,0
1,0,2113696,53,53,1,31,2111357,0
0,0,272153,65,65,0,23,269451,0
0,0,22052,241,241,0,90,19278,1
0,0,222070,179,179,0,5,219359,0
0,0,775880,128,128,0,31,773208,1
1,0,432436,159,159,1,15,429818,0
0,0,180486,34,34,0,19,177754,1
0,0,11536,32,32,0,58,9554,1
0,0,15093,157,157,0,19,12226,0
