Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,4,13695,25,0,37,12373,0
0,63,494627,40,0,1,493452,0
0,37,1587887,119,0,21,1586445,1
1,9,169772,32,1,13,168840,1
0,15,1404649,106,0,22,1403372,0
1,75,18783,26,1,38,17596,0
0,18,2090497,20,0,22,2089121,1
1,3,9275,47,1,42,7716,1
0,42,439354,102,0,12,437786,0
1,22,1072628,133,1,18,1071504,0
0,49,211328,151,0,8,209856,1
0,76,59441,100,0,3,58461,0
1,20,1789020,72,1,21,1787623,1
0,46,1506761,117,0,20,1505442,1
1,22,1143832,134,1,18,1142492,0
0,4,13267,22,0,36,11954,0
0,4,54854,27,0,38,53844,0
0,83,1420721,69,0,20,1419405,0
0,51,67849,99,0,3,66767,0
0,52,340851,9,0,4,340480,0
0,12,298468,78,0,15,296987,0
0,8,1359,83,0,32,532,1
1,45,1386264,104,1,22,1384861,0
0,29,458510,17,0,4,457881,1
0,57,899374,76,0,17,898190,0
1,36,3182,21,1,35,2247,0
0,55,1413484,12,0,22,1412150,0
1,25,6500,31,1,29,5433,0
1,30,162444,139,1,48,161326,0
0,12,484137,80,0,15,482659,0
1,65,262696,60,1,13,261617,0
0,37,1672453,15,0,21,1671053,0
0,23,497535,155,0,12,496600,0
1,31,114367,137,1,48,112967,0
0,40,799780,140,0,14,799199,0
1,56,417432,103,1,12,415855,0
0,83,1370954,68,0,20,1369569,1
0,14,318880,147,0,5,317777,1
0,39,799094,55,0,14,798498,0
0,68,15753,11,0,27,14641,0
0,16,17944,130,0,47,16457,1
0,55,1287718,61,0,22,1286318,1
0,24,174865,131,0,9,173582,1
0,44,6483,1,0,24,6112,1
1,85,7961,81,1,44,7053,1
0,71,403184,98,0,1,402012,0
0,50,85134,89,0,13,83866,1
0,15,1944921,121,0,22,1944244,0
0,15,1361937,105,0,22,1361035,1
1,45,2053277,19,1,22,2051877,1
0,84,1065367,142,0,21,1064159,1
1,20,924253,86,1,21,923378,1
0,15,332931,64,0,22,332233,1
1,18,1365596,67,1,20,1364481,0
0,69,936561,77,0,17,935551,0
1,26,1015761,63,1,22,1014583,0
0,17,24760,144,0,49,23234,1
0,48,304330,146,0,5,303281,1
0,14,10763,126,0,46,9885,1
1,41,813285,54,1,17,812281,0
0,37,1622991,120,0,21,1622125,1
0,29,349644,10,0,4,348280,0
0,34,1547471,118,0,20,1546002,1
1,27,65502,30,1,40,63997,0
0,54,1047742,141,0,21,1046660,1
