Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
1,0,356421,430,430,3,137,13,355831
0,0,1932015,107,107,4,96,27,1931470
0,0,2027,39,39,4,70,51,1341
0,0,1743790,337,337,4,57,27,1743146
0,0,515441,210,210,4,64,6,514617
1,0,1118634,321,321,4,152,27,1117975
0,0,347837,17,17,3,9,3,347313
0,0,250738,325,325,4,157,3,250097
1,0,1579,3,3,4,166,33,1004
0,0,570400,76,76,4,114,7,569783
0,0,544317,148,148,1,112,22,543658
0,0,52129,268,268,4,130,75,51491
1,0,19103,380,380,3,31,85,18480
0,0,4829,261,261,4,38,72,4128
1,0,599763,236,236,4,6,10,598996
0,0,430625,12,12,4,133,16,430509
0,0,1148872,410,410,4,34,26,1148204
0,0,339516,228,228,4,82,3,338926
1,0,1581481,218,218,4,84,25,1580900
1,0,1081012,406,406,4,169,26,1080440
0,0,15668,346,346,4,20,78,15015
1,0,6518,306,306,4,150,1,5874
1,0,26110,308,308,4,31,14,25487
1,0,504309,428,428,3,145,4,503911
1,0,610947,368,368,4,168,22,610288
0,0,1995197,220,220,4,149,26,1994529
0,0,216763,324,324,4,143,3,216122
1,0,588625,159,159,3,108,4,587969
0,0,416038,383,383,4,63,30,415541
1,0,463493,101,101,3,79,0,462885
1,0,14001,394,394,4,153,91,13402
0,0,276224,138,138,4,81,22,275592
1,0,602338,322,322,4,92,6,601643
1,0,1845,389,389,2,87,90,1489
0,0,314714,123,123,4,25,12,314181
0,0,1473130,87,87,4,27,27,1472456
1,0,1134002,408,408,4,48,26,1133424
0,0,444695,31,31,4,110,3,444042
0,0,42175,386,386,4,149,87,41594
0,0,9261,129,129,4,42,61,8539
0,0,382637,57,57,4,157,3,382086
1,0,35038,305,305,4,120,1,34388
0,0,410050,251,251,4,23,16,409331
1,0,13194,351,351,3,105,80,12661
1,0,641578,83,83,4,54,11,640880
1,0,320021,423,423,4,97,4,319437
0,0,70385,302,302,4,158,15,69732
0,0,2893,384,384,4,147,86,2228
1,0,36160,19,19,4,53,14,35462
1,0,628319,186,186,3,64,13,627354
1,0,1066542,405,405,4,68,26,1065931
0,0,288480,176,176,4,99,17,287506
0,0,331967,155,155,4,133,16,331098
0,0,467996,366,366,4,163,22,467418
0,0,1344856,201,201,4,123,21,1344239
0,1,340144,413,413,4,98,14,339536
0,0,218124,168,168,4,21,17,217234
0,0,17055,48,48,4,42,55,16375
1,0,1049,288,288,4,67,47,204
1,0,789660,153,153,4,58,22,789061
1,0,874302,278,278,3,117,26,873739
1,0,281,10,10,5,72,35,3
0,0,16035,344,344,4,52,77,15472
1,0,301818,282,282,4,31,14,301183
1,0,6125,11,11,4,72,35,5631
0,0,578960,77,77,4,114,7,578253
0,0,1670681,28,28,4,122,26,1670067
1,0,538452,147,147,4,117,22,537880
0,0,278450,247,247,4,46,16,277617
0,0,473006,257,257,4,133,16,472107
0,0,16573,167,167,4,126,65,15977
0,0,1236,125,125,4,0,43,691
1,0,2152710,106,106,4,160,27,2152117
0,0,750998,203,203,4,131,16,750414
1,0,497850,298,298,4,42,10,497083
1,0,653543,84,84,4,54,11,652923
0,0,729959,96,96,4,17,27,729363
1,0,350824,414,414,2,98,14,350453
1,0,584282,134,134,4,6,10,583626
0,0,425782,143,143,2,47,14,425384
0,0,1261581,326,326,3,129,25,1260970
0,0,160801,403,403,4,49,93,160181
0,0,10872,104,104,3,102,59,10210
1,0,412598,284,284,4,45,29,411981
1,0,514088,297,297,4,42,10,513441
1,0,667099,4,4,4,6,10,666332
0,0,244449,292,292,4,119,16,243556
0,0,223254,293,293,4,23,16,222562
0,0,260483,178,178,4,99,17,259935
0,0,1078119,195,195,4,160,27,1077559
1,0,198335,42,42,4,6,10,197730
1,0,1243238,189,189,4,160,27,1242540
0,0,1109266,398,398,4,138,23,1108595
0,0,6197,387,387,4,154,88,5628
1,0,38888,79,79,4,56,14,38181
0,0,374682,41,41,4,17,27,374062
0,0,1420673,91,91,4,160,27,1420101
1,0,388432,197,197,2,73,28,388043
0,0,70633,59,59,4,126,57,70109
0,0,11230,374,374,4,125,48,10535
0,0,694973,309,309,4,69,26,694383
0,0,1677970,118,118,4,136,27,1677395
0,0,5761,375,375,4,22,49,5141
0,0,1886263,221,221,4,101,26,1885670
1,0,311313,422,422,4,135,4,310645
1,0,274287,174,174,4,98,14,273715
0,0,433446,208,208,4,5,23,432955
1,0,36542,385,385,4,149,87,35961
0,0,541203,103,103,4,64,6,540331
1,0,375081,122,122,4,25,12,374536
1,0,1142859,409,409,4,48,26,1142287
1,0,1481322,93,93,4,75,27,1480762
1,0,1306828,212,212,4,91,25,1306226
1,0,1739,6,6,4,34,32,1236
0,0,405277,142,142,4,31,14,404699
0,0,1587490,215,215,4,91,25,1586741
1,0,2442,289,289,4,29,47,1612
1,1,327963,424,424,4,97,4,327337
0,0,1411596,21,21,4,17,27,1410949
0,0,253089,179,179,4,21,17,252442
0,0,917604,277,277,4,101,26,916954
1,0,358436,281,281,2,56,14,358038
1,0,11470,47,47,2,126,54,11081
1,0,371048,280,280,4,98,14,370350
0,0,1943209,9,9,4,57,27,1942577
1,0,7470,272,272,4,126,76,6853
1,0,76266,283,283,4,47,14,75574
1,0,21243,14,14,4,16,37,20602
1,0,605996,242,242,4,6,10,605367
0,0,332148,411,411,4,98,14,331510
0,0,844685,369,369,3,112,22,844098
0,0,1875155,222,222,4,48,26,1874526
1,0,617680,237,237,4,15,10,617066
0,0,59685,49,49,4,76,55,58891
0,0,1611491,332,332,4,122,26,1610868
0,0,31626,358,358,4,22,82,31012
0,0,67780,415,415,4,31,14,67067
0,0,425359,252,252,4,23,16,424565
0,0,281837,180,180,4,99,17,281250
0,0,1169771,349,349,4,74,22,1169145
0,0,1200244,314,314,4,57,27,1199621
0,0,18926,390,390,4,151,91,18276
1,0,2115566,25,25,4,96,27,2114982
1,0,1109679,318,318,4,96,27,1109041
1,0,1559,51,51,4,42,56,987
0,0,413954,418,418,4,17,27,413337
0,0,128464,416,416,2,7,14,128075
1,0,1139142,317,317,4,57,27,1138561
0,0,385637,20,20,3,55,22,384969
1,0,1348,169,169,4,42,66,512
0,0,567879,381,381,2,88,20,567310
1,0,190891,66,66,4,98,14,190256
1,0,3660,198,198,4,42,67,3085
0,0,1001979,95,95,4,165,27,1001410
0,0,1671935,119,119,3,120,27,1671336
1,0,3008,165,165,4,143,45,2760
0,0,17644,350,350,4,155,79,17072
0,0,393310,285,285,4,10,29,392783
0,0,1025055,194,194,4,75,27,1024453
1,0,1654543,30,30,4,150,26,1654004
1,0,11006,13,13,4,139,36,10434
0,0,1840810,110,110,4,57,27,1840178
1,0,1182146,315,315,4,57,27,1181541
1,0,377041,364,364,4,25,12,376496
0,0,389569,253,253,4,109,16,388676
1,0,1235855,190,190,2,96,27,1235211
0,0,1806636,339,339,4,146,27,1806064
0,0,7249,53,53,4,42,56,6641
0,0,452612,286,286,4,96,27,451995
0,0,410649,144,144,2,31,14,410251
0,0,1121,2,2,4,162,31,531
0,0,690105,150,150,3,55,22,689434
0,0,7534,345,345,2,148,78,7151
0,0,14571,377,377,4,101,49,14272
0,0,237931,290,290,4,23,16,237338
0,0,622513,26,26,4,96,27,621803
0,0,253619,172,172,4,31,14,252897
0,0,244194,182,182,4,21,17,243160
0,0,1176204,399,399,4,5,23,1175530
1,0,668902,151,151,4,77,22,668282
1,0,22995,307,307,2,56,14,22609
1,0,47042,80,80,4,31,14,46335
1,0,6670,231,231,4,42,68,6140
1,0,462219,365,365,4,115,22,461563
0,0,1079,128,128,2,76,61,750
1,1,1784731,335,335,4,146,27,1784156
0,0,1392058,310,310,4,165,27,1391459
1,0,170789,68,68,4,31,14,170208
1,0,44727,395,395,3,65,92,44119
0,0,978860,279,279,1,117,26,978390
0,0,7294,265,265,4,42,74,6638
0,0,9111,132,132,2,76,62,8734
1,0,633393,82,82,4,59,11,632488
0,0,2852,16,16,4,36,39,2211
0,0,1610144,115,115,4,75,27,1609563
1,0,219644,71,71,4,53,14,218985
1,0,873,5,5,4,32,34,262
0,0,462632,141,141,4,97,4,462006
0,0,1707,378,378,4,87,84,1054
0,0,555039,78,78,4,78,7,554104
0,0,897457,276,276,4,60,26,896894
1,0,522983,296,296,4,6,10,522417
0,0,897652,244,244,4,163,22,897068
0,0,445439,135,135,4,109,16,444747
0,0,8892,376,376,4,4,49,8245
0,0,407298,185,185,4,85,15,406639
1,0,95645,64,64,4,111,2,95094
1,0,296809,421,421,4,97,4,296102
1,0,438791,32,32,4,143,3,438168
0,0,296422,248,248,4,133,16,295724
1,0,311595,412,412,2,98,14,311224
0,0,22912,58,58,2,130,57,22523
1,0,20624,74,74,4,66,42,19953
0,0,262228,37,37,4,168,22,261515
1,0,603114,241,241,4,15,10,602248
0,0,610905,158,158,4,135,4,610333
0,0,862102,245,245,3,1,22,861431
1,0,9993,33,33,4,127,40,9376
1,0,1448091,89,89,4,17,27,1447573
1,0,12594,200,200,4,94,46,11959
0,0,367683,156,156,4,26,16,367096
0,0,28027,44,44,4,126,52,27344
0,0,406686,140,140,4,97,4,406078
0,0,32545,266,266,4,126,75,31979
0,0,11424,40,40,3,107,51,10828
0,0,465000,355,355,4,2,17,464038
1,0,891600,275,275,1,41,26,891058
1,0,1570983,121,121,4,96,27,1570405
0,0,456160,323,323,4,118,23,455483
0,0,28680,130,130,3,164,62,27985
0,0,478938,102,102,4,3,0,478315
1,0,494817,205,205,4,14,23,494134
0,0,21792,347,347,4,40,78,21193
1,0,649380,240,240,4,6,10,648745
0,0,499409,367,367,3,55,22,498789
0,0,21840,234,234,4,130,70,21079
0,0,551183,230,230,2,161,19,550740
0,0,53116,397,397,5,37,92,52718
0,0,302673,249,249,4,46,16,302005
1,0,633183,238,238,2,95,10,632827
0,0,1591262,333,333,4,69,26,1590720
0,0,548259,145,145,2,71,20,547909
1,0,627298,100,100,4,83,6,626603
1,0,555039,429,429,4,97,4,554545
0,0,269583,420,420,4,135,4,268954
0,0,1591401,216,216,3,129,25,1590901
1,0,1060193,192,192,4,57,27,1059636
0,0,266589,177,177,4,21,17,265723
0,0,21892,341,341,4,52,77,21179
1,0,400683,56,56,4,157,3,400036
0,0,11825,45,45,4,126,52,11139
1,0,564291,149,149,4,115,22,563632
0,0,1183104,327,327,4,39,25,1182499
0,0,1871216,109,109,4,17,27,1870641
1,0,1100102,407,407,4,101,26,1099440
0,0,217404,22,22,4,23,16,216745
1,0,2130876,105,105,4,96,27,2130250
1,0,5418,235,235,4,76,70,4696
0,0,266951,175,175,4,98,14,266226
0,0,643220,202,202,4,64,6,642618
1,0,238595,173,173,4,31,14,237978
1,0,174019,65,65,4,47,14,173294
1,0,33533,391,391,4,147,91,32910
0,0,66227,304,304,4,120,1,65685
1,0,1038285,193,193,4,96,27,1037734
0,0,1299223,188,188,4,96,27,1298663
0,0,549268,75,75,4,159,7,548651
1,0,1790185,223,223,4,34,26,1789544
1,0,110877,157,157,5,161,2,110344
1,0,44362,303,303,3,121,15,43754
1,0,375323,426,426,4,128,4,374682
1,1,1894275,111,111,4,28,27,1893637
0,0,48963,359,359,4,104,82,48349
0,0,63431,63,63,4,126,58,62859
0,0,559332,146,146,2,80,20,558976
1,0,1947,15,15,3,140,38,1330
1,1,849658,23,23,4,122,26,849029
0,0,17246,270,270,4,42,75,16593
1,0,11667,263,263,4,42,73,10975
1,0,1192370,316,316,4,160,27,1191744
0,0,777907,152,152,4,116,22,777242
0,0,474095,356,356,4,113,17,473496
0,0,548591,229,229,2,41,19,548190
0,0,1665163,29,29,4,150,26,1664528
0,0,15815,362,362,4,50,82,15231
1,0,417430,207,207,4,14,23,416753
0,0,50225,396,396,4,101,92,49587
0,0,23909,363,363,4,141,82,23259
0,0,1935320,219,219,4,122,26,1934724
1,0,1439745,90,90,4,57,27,1439215
0,0,1646736,217,217,4,19,25,1646206
1,0,5356,352,352,4,134,81,4736
0,0,272757,181,181,4,21,17,271798
0,0,422988,184,184,4,62,15,422386
0,0,431207,427,427,4,144,4,430704
0,0,563485,94,94,2,18,20,563114
1,0,4939,7,7,4,1,32,4241
0,0,488252,255,255,4,131,16,487683
0,0,2159962,328,328,4,69,26,2159390
1,0,1722444,340,340,4,21,24,1721857
1,0,210445,137,137,3,43,11,209840
1,0,636879,161,161,4,128,4,636250
1,0,2103139,224,224,4,57,27,2102468
0,0,211634,419,419,5,8,0,211245
1,0,34921,271,271,4,126,76,34262
0,0,1578872,120,120,4,17,27,1578312
0,0,596495,162,162,4,135,4,595866
1,0,9539,199,199,4,94,46,8904
1,0,491431,299,299,4,6,10,490859
0,0,458814,354,354,4,99,17,458125
0,0,283286,425,425,4,135,4,282588
0,0,1863,43,43,4,130,52,1279
0,0,1337715,214,214,3,30,25,1337152
1,0,10499,38,38,2,93,50,10110
0,0,6256,131,131,2,130,62,5888
0,0,77237,60,60,4,130,57,76545
0,0,1685667,117,117,0,160,27,1685527
1,0,566496,300,300,4,132,10,565864
0,0,1212108,313,313,4,17,27,1211533
1,0,8071,393,393,4,86,91,7124
1,0,631273,160,160,4,97,4,630704
1,0,1357417,312,312,4,146,27,1356881
1,0,1413348,213,213,4,13,25,1412725
1,0,893116,243,243,3,11,22,892445
1,0,102031,0,0,4,103,2,101630
0,0,460277,287,287,4,57,27,459570
1,0,542828,294,294,4,6,10,542232
1,0,2082607,35,35,4,57,27,2081918
1,0,673589,187,187,4,12,26,672981
0,0,253563,291,291,4,131,16,252895
0,0,1069989,196,196,4,57,27,1069351
1,0,54130,400,400,4,51,93,53294
1,0,225709,69,69,3,33,14,225092
1,0,2039757,330,330,4,169,26,2039173
0,0,55031,269,269,4,130,75,54300
1,0,42738,392,392,4,86,91,42403
1,0,698962,97,97,4,96,27,698387
1,0,930600,246,246,4,168,22,929947
0,0,510533,431,431,4,44,5,509916
1,0,1653046,113,113,4,57,27,1652444
0,0,602022,163,163,4,144,4,601444
0,0,9693,361,361,4,141,82,9067
0,0,325661,372,372,4,133,16,325122
1,0,57983,62,62,4,130,58,57381
0,0,482096,258,258,4,109,16,481446
0,0,152203,402,402,4,91,93,151562
1,0,7816,170,170,4,126,66,6941
0,0,459742,254,254,4,26,16,459083
1,0,8984,260,260,4,76,71,8412
0,0,285006,250,250,4,133,16,284026
0,0,786,373,373,4,35,83,88
0,0,521226,211,211,4,112,6,520573
1,0,1896,259,259,4,76,71,1198
0,0,423275,206,206,4,5,23,422700
0,0,297265,227,227,4,157,3,296609
0,0,421453,417,417,4,160,27,420860
1,0,10738,166,166,4,130,65,10142
0,0,410431,183,183,4,62,15,409799
0,0,739582,274,274,4,69,26,738989
0,0,497547,256,256,4,23,16,496699
1,0,2021354,36,36,4,17,27,2020752
0,0,22510,54,54,3,157,41,21845
0,0,12963,343,343,4,52,77,12349
1,0,1279824,191,191,4,17,27,1279111
0,0,2141017,329,329,4,48,26,2140400
1,0,203566,70,70,2,56,14,203195
1,0,641268,239,239,4,132,10,640657
1,0,1773473,336,336,3,120,27,1772775
1,0,537100,295,295,4,6,10,536468
1,0,3185,164,164,4,126,64,2544
1,0,1094415,320,320,4,57,27,1093786
0,0,567898,124,124,2,61,19,567485
0,0,4704,232,232,4,126,69,4066
0,0,55203,81,81,4,31,14,54550
0,0,288418,226,226,4,110,3,287768
0,0,165971,18,18,4,1,9,165327
1,0,627125,85,85,4,170,11,626559
0,0,606832,86,86,4,48,26,606242
1,0,11303,50,50,4,76,55,10641
1,0,661517,1,1,4,6,10,660867
