Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,9141,219,0,137,8410
0,873816,171,1,52,871123
0,14712,220,1,91,11650
0,2360044,13,1,59,2358530
1,11256,252,1,92,8914
0,7825,91,1,114,5795
1,9869,54,0,58,8244
1,96498,207,1,29,94816
1,83774,186,1,15,82602
0,1981,296,0,99,2
0,483389,320,1,5,481422
1,85945,309,0,16,83153
0,21702,60,0,104,18811
1,22871,4,0,25,21810
1,5339,52,1,101,2904
0,728090,36,0,30,725151
1,3210,22,1,73,616
0,258722,217,0,9,256827
1,10587,180,0,132,8119
1,145152,315,1,13,142906
0,572075,299,1,17,569139
1,58311,297,1,57,56848
1,33122,280,1,42,30594
0,690828,273,1,37,688522
1,45706,259,0,2,43370
0,588116,3,1,8,586977
1,4613,117,0,5,1626
1,12865,288,0,39,9965
1,4342,82,1,32,1385
0,15683,255,1,95,12888
0,378832,38,1,63,376718
1,25602,134,0,51,22921
0,563158,321,0,21,560651
0,467624,170,0,11,464685
0,2020967,176,1,56,2018517
0,4567,56,0,80,1604
0,24449,112,1,85,21516
1,33240,55,1,41,30436
1,197559,192,1,9,195199
1,955,155,0,88,2
0,447897,284,0,46,446350
1,61849,47,0,65,60071
0,1824669,165,1,58,1821786
1,21022,63,1,105,18272
0,517997,131,1,0,514713
0,2028531,265,1,58,2025571
1,4543,137,1,124,1706
0,16034,125,1,24,13233
1,1133115,268,1,52,1130755
1,1973,1,0,154,3
0,1174681,76,1,48,1172813
1,3158,6,0,40,342
0,648458,160,1,22,645735
1,31215,300,0,68,30121
0,1171911,146,0,49,1168945
1,2772,318,0,13,301
0,265804,200,1,10,263906
0,496864,169,0,6,494066
1,1709527,107,1,59,1707056
1,29971,143,1,45,27197
1,5025,157,1,127,2677
0,474181,191,1,4,471830
1,20670,138,0,125,18052
0,1434052,154,0,52,1432280
0,2327020,262,1,58,2324351
1,30617,148,1,66,28410
0,750304,208,0,37,747923
1,10460,77,1,111,8049
0,754760,204,1,31,752910
1,6217,319,1,13,3602
0,396132,244,1,31,393928
1,128705,206,1,29,127131
0,496021,26,1,1,493463
1,56619,316,1,13,53854
1,4421,31,0,76,3684
1,117865,210,0,2,115973
1,6529,156,0,36,4547
1,174847,193,1,9,172793
1,8963,175,1,131,6399
0,6840,283,0,146,3826
0,1175229,145,1,49,1172704
1,110366,248,1,64,107442
0,7278,96,1,116,4399
1,67475,295,0,56,65139
0,1130391,196,1,46,1127446
1,11829,32,1,48,8980
1,1443,19,1,71,1
1,7112,281,0,145,4374
1,1113039,294,1,58,1110685
1,7245,289,1,147,4687
1,12451,174,1,130,9695
0,2274,51,0,78,1
1,2194888,106,1,59,2192474
0,905310,39,1,45,902803
0,729858,199,0,37,727477
0,214887,305,1,9,212992
1,34372,2,0,50,33320
1,38223,30,0,43,36197
1,18751,109,1,84,16475
0,2149200,264,1,58,2146741
1,3783,85,1,25,1453
0,596370,275,1,11,593812
1,19819,122,1,0,16985
0,392186,223,0,11,389424
1,36463,116,0,16,33455
0,439193,285,1,46,435576
0,598524,93,0,7,596251
1,342240,152,1,59,339421
0,107280,49,1,19,104554
0,2892,68,1,106,97
0,478312,10,0,11,477440
0,46833,75,1,110,44356
0,670094,37,1,59,667467
0,2028848,177,0,56,2027736
1,68416,260,1,2,66416
0,4460,127,1,87,2295
0,553364,249,0,18,550602
0,201254,158,1,60,198909
0,851849,120,0,37,849015
1,3538,291,1,98,857
0,12394,303,1,150,9605
0,748745,35,0,30,745776
1,14564,61,1,81,12819
1,39476,267,0,143,36720
0,13956,214,1,90,10954
1,68621,190,1,57,67503
0,645301,274,0,11,642806
1,5678,128,1,122,4257
0,458839,16,1,11,457553
0,811998,312,0,40,810235
1,26744,325,1,43,24147
0,968,8,0,153,3
0,905988,97,1,42,903148
1,9121,287,1,39,6152
0,582104,237,1,12,579438
1,79885,228,1,11,77750
1,2982,71,1,109,445
1,22938,86,1,56,21226
0,1573917,166,1,58,1571158
0,531490,33,0,3,528650
0,4734,123,0,86,2191
0,710712,198,1,37,708220
0,367390,215,0,62,364778
1,56555,324,1,43,54387
0,18183,232,0,139,15433
0,4073,5,1,69,1218
1,15577,70,1,108,12521
0,2071578,164,1,58,2068987
0,27589,108,1,83,25172
1,4119,43,0,34,967
1,27235,147,1,30,24623
0,783456,80,1,34,780772
1,11142,111,0,120,8839
1,242630,118,1,23,239769
1,10610,172,1,129,8169
1,106204,278,1,18,104012
0,16963,48,1,100,14936
1,9934,87,1,49,6965
0,577397,7,1,28,576201
0,1820,9,1,155,189
0,485801,34,1,3,483723
1,11541,326,1,43,8509
0,619021,151,1,14,617285
1,13820,28,0,25,12766
0,2325261,42,1,59,2323705
0,10910,89,1,113,8910
0,639965,256,1,24,637563
