Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,35,12933,114,40,10912,0,1
1,0,104,60946,148,54,58898,0,1
1,0,5,1287,19,70,1,0,0
0,0,124,3133,52,90,824,1,1
0,0,82,23314,236,2,21104,1,0
0,0,132,18709,34,27,16532,1,1
1,0,81,411395,36,13,410220,0,0
0,0,123,66424,233,36,64094,1,1
1,0,126,469090,33,1,466913,0,0
0,0,123,4184,235,36,1923,1,1
0,0,0,754574,175,26,752403,1,0
0,0,106,315631,215,12,313523,1,1
1,0,64,480279,207,46,478171,0,0
1,0,40,609383,79,20,607077,0,0
0,0,120,377705,98,59,375522,1,0
0,0,108,400277,26,10,398004,1,0
0,0,103,703107,150,22,702547,2,0
1,0,27,369509,62,13,367296,0,1
0,0,102,5540,43,85,3963,2,1
0,0,40,526037,38,3,525222,3,0
0,0,115,115059,161,22,112891,1,1
1,0,11,28472,221,47,26358,0,1
1,0,19,3258,211,124,754,0,1
1,0,17,961848,156,37,959689,0,0
1,0,65,16197,179,120,13717,0,1
0,0,124,1669,47,87,2,3,1
1,0,0,399311,93,14,397290,0,0
0,0,44,646569,183,12,644707,2,0
1,0,64,27218,68,51,24993,0,1
0,0,15,2152465,191,53,2150273,1,0
1,0,35,5726,0,126,3723,0,0
1,0,28,1909430,131,53,1907460,0,1
0,0,107,1835184,67,48,1832923,1,0
0,0,84,27070,142,16,24536,1,1
0,0,106,311650,214,12,309482,1,1
0,0,110,6765,193,81,4204,1,1
0,2,124,1518,59,94,1,3,1
1,0,24,477984,153,5,475453,0,0
1,0,71,19107,105,45,16912,0,1
1,0,136,2336,151,115,3,0,1
1,0,18,468765,85,54,466540,0,0
0,0,124,4334,97,99,1968,1,1
0,0,43,71096,140,41,68619,1,1
0,0,127,909502,75,35,907241,1,0
1,0,37,1116077,155,41,1113876,0,0
1,0,105,62927,152,24,60651,0,1
0,0,25,57522,127,22,55348,1,1
0,0,117,1333,15,65,3,2,0
1,0,75,811009,212,33,808763,0,0
0,0,78,1475,2,127,3,3,0
0,0,72,471716,220,5,470270,2,0
0,0,69,2123600,88,53,2121408,1,0
1,0,63,669243,188,18,667156,0,0
1,0,122,252998,133,28,250869,0,0
0,0,124,6479,137,110,5838,2,1
0,0,83,68193,149,25,66007,1,1
