Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,73,21218,242,26,18921,3,1
0,0,136,2501,85,38,102,1,1
1,0,129,33240,55,41,30436,3,1
0,0,54,490870,46,1,489493,0,0
1,0,171,4777,19,71,2027,3,1
0,0,76,26225,206,66,24447,0,1
1,0,74,22430,44,34,19944,3,1
1,0,162,15107,263,2,12237,3,1
0,0,16,169188,308,45,166855,0,1
0,0,128,663320,259,24,660522,0,0
0,0,24,58458,116,16,55432,0,1
0,0,60,1185502,70,48,1183688,0,0
1,0,13,644271,100,59,641242,3,1
1,0,138,16574,222,139,14088,3,1
0,0,157,3713,285,98,2106,1,0
1,0,122,59561,141,51,57681,3,1
0,0,2,3597,235,141,1834,0,0
1,0,103,5794,137,124,3014,3,0
0,1,0,655728,169,18,653962,0,0
1,0,167,41742,309,45,39727,3,1
0,0,55,791878,123,37,790079,0,0
1,0,175,760085,244,33,757590,3,0
0,0,79,169312,67,56,166550,0,0
1,0,178,130785,106,20,128263,3,0
1,0,77,122539,190,14,120197,3,1
0,0,119,594892,227,28,591674,0,0
0,0,53,571445,198,21,567813,0,0
1,0,113,690966,179,32,687994,3,0
1,0,28,9553,115,86,7784,3,0
1,0,75,582823,22,21,581135,3,0
0,0,155,1917064,173,57,1914173,0,1
1,0,77,25743,231,14,24748,3,1
1,0,108,71114,195,4,69705,3,1
0,0,120,103187,323,9,101616,1,0
0,0,62,702008,180,32,700188,0,0
1,0,15,585311,228,28,582390,3,0
1,0,85,2350211,168,60,2347587,3,0
1,0,135,912033,74,41,909235,3,0
1,0,18,12191,232,14,9909,3,1
1,0,115,1182,94,116,1,3,1
0,0,59,4231,136,52,1391,0,1
0,0,155,14595,66,68,12280,0,1
1,0,47,9360,256,95,6577,3,0
1,0,10,14953,303,54,12005,3,1
1,0,82,29749,162,29,26915,3,1
1,0,175,430057,185,33,427406,3,0
1,0,58,14455,92,114,11690,3,0
0,0,162,30562,280,18,28739,1,1
0,0,2,4524,241,142,2574,0,0
1,0,17,486237,25,48,483109,3,0
0,0,86,19758,184,136,17038,0,0
0,0,99,47207,82,113,45534,0,1
0,0,164,36437,104,118,35517,0,1
1,0,38,5595,69,108,2761,3,1
1,0,135,931453,225,41,928565,3,0
1,0,71,2693,282,97,396,3,0
0,0,107,4036,64,68,1289,0,1
1,0,59,93761,73,66,90201,3,1
1,0,60,11733,75,83,9154,3,0
1,0,44,706189,15,29,704129,3,0
0,0,149,120500,322,9,118605,0,0
1,0,162,26060,260,2,23298,3,1
1,0,116,351197,217,63,348939,3,0
1,0,48,33122,283,42,30594,3,1
1,0,145,1425113,14,53,1422420,3,0
1,0,8,688837,90,26,685982,3,0
0,0,166,56433,249,41,54619,1,1
0,0,25,1739,12,73,3,1,1
0,0,129,201879,300,62,200095,0,0
1,0,85,1320804,152,60,1318300,3,0
1,0,91,628364,102,27,625434,3,0
0,0,161,3779,182,134,1517,0,0
0,0,15,64637,151,66,62859,0,1
1,0,52,4799,272,145,2103,3,0
1,0,108,7313,236,141,4734,3,0
0,0,151,19476,160,129,17815,0,1
1,0,176,7957,143,127,5381,3,0
1,0,21,829858,121,37,827087,3,0
1,0,132,2120212,107,59,2117660,3,0
1,0,100,411543,245,31,408877,3,0
1,0,1,848494,163,35,847454,3,0
1,0,124,29971,145,46,27197,3,1
1,0,178,1032018,50,45,1029001,3,0
1,0,177,16396,295,150,13598,3,0
1,0,81,492103,131,0,489575,3,0
0,0,160,3892,45,55,599,0,1
1,0,137,439193,288,47,435576,3,0
1,0,91,570499,252,27,567725,3,0
1,0,182,3857,105,119,1095,3,1
1,0,125,924785,237,58,922281,3,1
1,0,108,245943,62,4,244298,3,0
1,0,36,556405,240,28,554000,3,1
0,0,65,9141,220,138,8410,0,0
1,0,121,981807,279,53,979324,3,1
1,0,175,14712,221,92,11650,3,0
1,0,150,2360044,13,60,2358530,3,0
1,0,169,11256,254,93,8914,3,1
1,0,131,7825,93,115,5795,3,0
0,0,138,9869,54,59,8244,0,1
1,0,82,96498,208,29,94816,3,1
1,0,112,83774,187,15,82602,3,1
0,0,39,1981,298,100,2,0,0
1,0,140,483389,320,5,481422,3,0
0,0,179,85945,310,16,83153,0,1
0,0,67,21702,60,105,18811,0,0
0,0,64,22871,4,25,21810,0,1
1,0,62,5339,52,102,2904,3,1
0,0,107,728090,36,30,725151,0,0
1,0,89,3210,23,74,616,3,1
0,0,120,258722,218,9,256827,0,0
0,0,50,10587,181,133,8119,0,1
1,0,26,145152,315,13,142906,3,1
1,0,104,572075,301,17,569139,3,0
1,0,125,58311,299,58,56848,3,1
1,0,48,905988,99,42,903148,3,0
1,0,21,690828,276,37,688522,3,0
0,0,137,45706,261,2,43370,0,1
1,0,12,588116,3,8,586977,3,0
0,0,143,4613,119,5,1626,0,1
0,0,183,12865,290,39,9965,0,1
1,0,113,4342,83,32,1385,3,1
1,0,172,15683,257,96,12888,3,0
1,0,119,378832,38,64,376718,3,0
1,0,145,39618,84,53,36688,3,1
0,0,96,563158,321,21,560651,0,0
0,0,68,467624,171,11,464685,0,0
1,0,157,2020967,177,57,2018517,3,0
0,0,159,4567,56,81,1604,0,0
1,0,28,24449,114,86,21516,3,0
0,0,166,54516,96,41,53479,0,1
1,0,43,197559,193,9,195199,3,1
0,0,33,955,156,89,2,1,1
1,0,137,1130391,197,47,1127446,3,0
0,0,15,61849,47,66,60071,0,1
1,0,132,1824669,166,59,1821786,3,0
1,0,115,21022,63,106,18272,3,1
1,0,81,517997,133,0,514713,3,0
1,0,132,2028531,267,59,2025571,3,0
1,0,8,4543,139,125,1706,3,1
1,0,93,16034,127,24,13233,3,0
0,0,37,1337382,270,53,1335682,1,0
0,0,56,1973,1,155,3,1,1
1,0,61,9934,89,50,6965,3,1
0,0,106,3158,6,40,342,0,1
1,0,145,648458,161,22,645735,3,0
0,0,66,31215,302,69,30121,1,1
1,0,61,1175229,147,50,1172704,3,0
0,0,3,2772,318,13,301,0,1
1,0,18,265804,201,10,263906,3,0
0,0,5,496864,170,6,494066,0,0
1,0,150,1709527,109,60,1707056,3,1
1,0,124,905310,39,46,902803,3,0
1,0,30,5025,158,128,2677,3,1
1,0,108,474181,192,4,471830,3,0
0,0,119,20670,140,126,18052,0,1
0,0,148,1434052,155,53,1432280,0,0
1,0,132,2327020,264,59,2324351,3,0
1,0,109,30617,150,67,28410,3,1
0,0,183,750304,209,37,747923,0,0
1,0,2,10460,78,112,8049,3,1
1,0,100,754760,205,31,752910,3,0
1,0,98,6217,319,13,3602,3,1
1,0,6,396132,246,31,393928,3,0
1,0,82,128705,207,29,127131,3,1
1,0,186,496021,27,1,493463,3,0
1,0,26,56619,316,13,53854,3,1
0,0,173,4421,32,77,3684,0,1
0,0,103,117865,211,2,115973,0,1
0,0,95,6529,157,36,4547,0,1
1,0,21,174847,194,9,172793,3,1
1,0,4,8963,175,132,6399,3,1
0,0,166,6840,286,147,3826,0,0
0,0,152,34372,2,51,33320,0,1
1,0,141,110366,250,65,107442,3,1
1,0,41,7278,98,117,4399,3,0
0,0,179,67475,297,57,65139,0,1
0,0,40,1140600,196,47,1138639,0,0
1,0,34,1174681,77,49,1172813,3,0
1,0,49,1443,20,72,1,3,1
0,0,99,7112,284,146,4374,0,1
1,0,13,1113039,296,59,1110685,3,1
1,0,80,7245,291,148,4687,3,1
1,0,81,12451,174,131,9695,3,1
0,0,68,2274,51,79,1,0,0
1,0,85,2194888,108,60,2192474,3,1
1,0,137,16715,186,47,14439,3,1
0,0,183,729858,200,37,727477,0,0
1,0,43,214887,307,9,212992,3,0
1,0,13,44770,26,51,42977,3,1
1,0,22,56555,324,43,54387,3,1
1,0,78,18751,111,85,16475,3,1
1,0,132,2149200,266,59,2146741,3,0
1,0,24,3783,87,25,1453,3,1
1,0,123,596370,278,11,593812,3,0
1,0,81,19819,124,0,16985,3,1
0,0,8,392186,224,11,389424,0,0
0,0,114,36463,118,16,33455,0,1
0,0,118,447897,287,47,446350,1,0
0,0,107,598524,95,7,596251,1,0
1,0,150,342240,154,60,339421,3,1
1,0,32,107280,49,19,104554,3,0
1,0,127,2892,68,107,97,3,0
0,0,20,478312,10,11,477440,0,0
1,0,31,46833,76,111,44356,3,0
1,0,85,670094,37,60,667467,3,0
0,0,146,2028848,178,57,2027736,2,0
1,0,27,68416,262,2,66416,3,1
1,0,95,4460,129,88,2295,3,0
0,0,51,553364,251,18,550602,0,0
1,0,110,201254,159,61,198909,3,0
0,0,87,851849,122,37,849015,0,0
1,0,63,3538,293,99,857,3,1
1,0,149,12394,305,151,9605,3,0
0,0,90,748745,35,30,745776,0,0
1,0,130,14564,61,82,12819,3,1
0,0,186,39476,269,144,36720,0,1
1,0,102,13956,215,91,10954,3,0
1,0,88,68621,191,58,67503,3,1
0,0,8,645301,277,11,642806,0,0
1,0,5,5678,130,123,4257,3,1
1,0,158,458839,17,11,457553,3,0
0,0,45,811998,312,40,810235,0,0
0,0,112,38223,31,43,36197,0,1
0,0,157,968,8,154,3,0,0
1,3,103,11541,326,43,8509,3,1
1,0,117,9121,289,39,6152,3,1
1,0,8,582104,239,12,579438,3,0
1,0,123,79885,230,11,77750,3,1
1,0,153,2982,72,110,445,3,1
1,0,165,22938,88,57,21226,3,1
1,0,132,1573917,167,59,1571158,3,0
0,0,42,531490,33,3,528650,0,0
0,0,25,4734,125,87,2191,0,0
1,0,105,710712,199,37,708220,3,0
0,0,101,367390,216,63,364778,1,0
0,0,57,966472,30,44,963723,0,0
0,0,89,18183,234,140,15433,0,0
1,0,38,4073,5,70,1218,3,0
1,0,50,15577,71,109,12521,3,1
1,0,13,2071578,165,59,2068987,3,0
1,0,126,27589,110,84,25172,3,0
0,0,144,4119,43,34,967,0,1
1,0,137,27235,149,30,24623,3,1
1,0,74,783456,81,34,780772,3,0
0,0,77,11142,113,121,8839,0,1
1,0,15,242630,120,23,239769,3,1
1,0,79,10610,172,130,8169,3,1
1,0,154,106204,281,18,104012,4,1
1,0,72,16963,48,101,14936,3,0
0,0,152,1171911,148,50,1168945,0,0
1,0,36,577397,7,28,576201,3,0
1,0,35,1820,9,156,189,3,0
1,0,46,485801,34,3,483723,3,0
1,0,22,26744,325,43,24147,3,1
1,0,18,619021,153,14,617285,3,0
0,0,64,13820,29,25,12766,0,1
1,0,150,2325261,42,60,2323705,3,0
1,0,70,10910,91,114,8910,3,0
1,0,93,639965,258,24,637563,3,0
