Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,218715,57,57,17,2,0,69,215884,1
0,11062,4,4,39,2,0,35,8450,0
0,1570228,98,98,30,4,0,40,1568267,1
1,308185,67,67,23,1,1,85,306188,0
0,561205,47,47,8,2,0,117,558770,0
0,410579,135,135,16,2,0,17,407808,0
0,57145,58,58,46,3,0,88,54284,0
0,849988,206,206,23,2,0,77,847319,0
0,456596,15,15,5,2,0,36,453903,1
0,60414,227,227,87,2,0,13,57859,1
0,1007699,207,207,23,2,0,70,1005114,1
0,7898,9,9,42,2,0,62,5274,1
0,245264,50,50,0,2,0,2,242583,0
0,4732,122,122,71,2,0,95,2051,0
0,21506,60,60,62,2,0,95,18858,0
0,23129,125,125,73,3,0,95,20358,1
0,472189,71,71,18,2,0,48,469499,0
1,1014233,133,133,31,1,1,28,1011738,0
0,34218,61,61,62,2,0,95,31414,0
0,2102129,101,101,31,2,0,98,2099463,1
0,82609,137,137,19,3,0,41,79808,1
0,1317329,97,97,30,2,0,83,1314768,0
1,396615,252,252,18,1,1,11,394090,1
0,585607,83,83,6,2,0,118,583331,1
0,10603,6,6,40,3,0,1,7772,1
0,460231,148,148,13,2,0,24,457457,1
1,276688,211,211,24,1,1,93,274223,0
0,187696,249,249,9,2,0,15,185057,1
0,10893,92,92,33,2,0,58,8359,1
0,4709,30,30,57,2,0,50,2067,1
0,119436,257,257,2,2,0,14,116878,0
0,14331,230,230,88,2,0,24,11776,1
0,1650945,11,11,31,2,0,126,1648582,1
0,7054,121,121,70,2,0,50,4541,0
1,476059,149,149,5,1,1,101,473501,0
0,3590,212,212,82,2,0,29,942,1
0,1816759,191,191,32,2,0,110,1814429,0
0,2010450,108,108,32,2,0,111,2008033,1
0,529696,177,177,1,2,0,64,526820,1
0,280853,65,65,23,2,0,128,278046,0
1,436968,246,246,6,1,1,79,434224,0
1,408724,138,138,35,1,1,31,406415,1
0,1036042,116,116,25,2,0,122,1033382,0
0,25731,8,8,41,3,0,56,22858,0
0,35248,53,53,61,2,0,95,32438,0
0,2099,2,2,37,4,0,125,3,1
1,903444,114,114,23,1,1,47,900637,0
1,559805,147,147,13,1,1,89,557001,1
0,2171498,184,184,31,2,0,98,2169063,1
0,817323,79,79,23,2,0,70,814468,0
0,35322,193,193,77,2,0,61,32611,1
0,585177,205,205,23,3,0,22,582301,0
0,41459,219,219,86,3,0,105,38613,1
0,584285,176,176,1,0,0,21,581721,0
0,421319,161,161,15,2,0,127,418704,0
0,16042,110,110,67,3,0,50,13142,0
0,629809,112,112,13,3,0,7,627020,1
0,620072,45,45,8,2,0,92,617640,1
1,86749,154,154,3,1,1,67,84020,1
0,1115182,220,220,24,2,0,75,1112378,0
0,546370,48,48,8,2,0,92,543824,0
0,22835,146,146,74,2,0,95,20457,0
0,65602,23,23,54,2,0,45,62846,0
0,321121,172,172,32,2,0,93,318503,0
0,3099,86,86,65,2,0,50,313,1
0,2201057,56,56,32,2,0,110,2198634,1
1,1882048,103,103,31,1,1,116,1879670,0
1,2065088,100,100,31,1,1,28,2062416,0
0,8030,144,144,74,2,0,50,5538,1
0,54570,26,26,44,3,0,54,51787,1
0,12466,229,229,87,2,0,99,9926,1
0,1745786,12,12,31,2,0,72,1743231,0
0,1189938,225,225,24,2,0,106,1187140,0
0,596823,95,95,8,2,0,117,594229,1
0,565358,84,84,32,2,0,110,563163,1
0,935144,130,130,31,2,0,82,932427,1
0,7331,93,93,48,3,0,59,4482,1
0,167573,36,36,19,3,0,27,164778,1
0,191757,113,113,10,2,0,57,188965,1
0,344245,13,13,0,2,0,96,341906,1
0,205713,248,248,9,2,0,19,202903,1
0,546874,142,142,15,2,0,103,544250,0
0,1851640,105,105,31,2,0,78,1848668,0
0,468388,69,69,6,3,0,77,465485,0
0,14547,19,19,52,2,0,45,12235,0
0,425184,136,136,16,2,0,52,422410,0
0,249052,73,73,9,2,0,4,246272,1
0,7271,21,21,53,2,0,95,4884,0
0,3982,1,1,36,2,0,68,1541,0
0,21057,155,155,3,2,0,43,18763,1
0,399549,238,238,16,2,0,52,396772,0
0,11601,40,40,59,2,0,50,9187,0
0,175571,94,94,28,2,0,100,172800,1
0,110238,228,228,87,3,0,97,107374,0
0,783613,78,78,23,2,0,34,780839,0
0,8573,215,215,84,2,0,63,6039,1
0,7513,3,3,38,2,0,124,4757,1
0,171781,0,0,11,4,0,42,169685,1
0,221070,140,140,9,2,0,82,218443,1
0,1484951,183,183,30,3,0,44,1482129,1
0,880730,132,132,31,2,0,39,877992,1
0,12861,240,240,89,2,0,106,10087,1
0,763632,128,128,31,2,0,72,761305,0
1,1152001,181,181,30,1,1,107,1149578,1
0,184674,5,5,12,2,0,92,182293,0
0,194602,250,250,9,3,0,82,191840,1
0,2180588,55,55,32,2,0,55,2178147,1
0,17047,37,37,45,2,0,102,14579,1
0,256062,180,180,5,2,0,120,253732,0
0,1181628,224,224,24,2,0,75,1179322,0
1,2776,51,51,61,1,1,12,113,1
0,950785,131,131,31,2,0,39,948302,1
0,8596,124,124,72,2,0,50,5819,0
0,24923,63,63,47,2,0,18,22032,0
1,42017,201,201,81,1,1,49,39222,0
0,1200167,195,195,23,2,0,34,1197396,0
0,696919,74,74,23,2,0,22,694046,0
1,316755,118,118,24,1,1,91,314314,0
0,428401,70,70,18,2,0,74,425663,0
0,388287,239,239,16,2,0,114,385492,0
1,2113696,54,54,31,1,1,28,2111357,0
0,272153,66,66,23,2,0,70,269451,0
0,22052,241,241,90,2,0,9,19278,1
0,222070,179,179,5,2,0,65,219359,0
0,775880,129,129,31,2,0,78,773208,1
1,432436,159,159,15,1,1,60,429818,0
0,180486,34,34,19,2,0,41,177754,1
0,11536,32,32,58,2,0,50,9554,1
0,15093,157,157,19,3,0,129,12226,0
