Strand_Orientation,Ortholog_Id,Genomic_End_Position,Gene_Id,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,58,1077230,241,241,0,16,1076451
1,59,41608,204,204,0,73,40412
0,75,386514,185,185,0,16,385279
0,86,15379,232,232,0,79,14528
0,49,74539,177,177,0,2,73328
0,10,305564,87,87,0,15,304740
0,25,23025,138,138,0,65,22318
0,7,247162,15,15,0,15,246347
0,51,260482,0,0,0,4,260114
1,56,663709,111,111,0,19,662936
0,79,612409,102,102,0,5,611441
0,77,29968,171,171,1,72,28721
0,25,1832,65,65,0,51,591
1,62,1989097,202,202,0,20,1988282
1,12,2102,119,119,1,63,1101
1,1,27009,46,46,1,30,25858
0,55,1687805,73,73,0,20,1687044
1,13,1925877,70,70,1,20,1925107
0,0,19059,174,174,0,72,18244
0,85,31870,235,235,0,42,31118
1,13,1026,238,238,0,80,841
0,105,26635,170,170,1,72,25832
0,0,18582,63,63,0,51,17713
1,76,1447013,54,54,0,20,1446237
0,46,1011398,162,162,0,19,1010715
0,93,550504,49,49,0,7,549704
1,82,2029082,24,24,0,20,2027874
1,76,970864,124,124,0,20,969914
1,0,30765,31,31,0,46,29968
0,65,907521,144,144,0,15,906301
0,23,137805,164,164,1,13,136807
0,24,486743,60,60,0,1,485586
0,79,381597,18,18,1,10,380962
1,5,517373,26,26,1,15,516597
0,76,1631767,74,74,0,20,1631120
0,48,408192,88,88,0,5,407215
1,25,10011,40,40,0,48,9199
0,10,705599,94,94,0,15,704769
1,54,323886,165,165,0,12,323095
0,71,76658,41,41,1,49,76494
1,89,4632,139,139,0,34,3406
0,37,252454,187,187,0,4,251303
0,10,658646,93,93,0,15,657867
0,0,39296,66,66,0,52,38151
0,46,1577124,199,199,0,19,1576114
1,28,65754,246,246,0,82,64810
1,43,493669,126,126,1,16,492404
1,11,17173,230,230,0,78,16040
0,2,2556,179,179,1,36,1318
1,23,182780,44,44,1,13,181743
1,30,613080,214,214,1,11,611866
1,46,1968229,131,131,0,19,1967444
1,55,749602,57,57,0,20,748862
0,42,6002,253,253,1,84,5043
0,100,684782,59,59,0,20,683826
1,56,1783506,134,134,0,19,1782673
1,23,295086,107,107,1,13,293887
0,56,745129,166,166,1,9,744176
1,63,19523,47,47,0,30,18321
0,85,36547,236,236,0,42,35690
0,7,422034,21,21,0,4,420934
1,4,937169,161,161,1,19,936387
0,81,17599,80,80,1,54,16553
1,55,975187,123,123,0,20,974237
1,25,3650,155,155,0,67,2478
1,0,10217,32,32,0,46,9084
0,38,23056,205,205,0,74,22262
0,103,1471918,192,192,0,18,1470884
1,96,416187,127,127,0,16,415021
1,103,1522877,191,191,0,18,1521903
0,65,832741,222,222,0,15,831566
0,7,617253,219,219,0,15,616495
0,32,1944141,6,6,0,20,1943758
0,96,250812,150,150,0,16,249592
1,19,655,1,1,1,85,2
0,37,384191,39,39,0,4,383100
0,62,731234,58,58,0,20,730422
0,10,313431,86,86,0,15,312547
1,65,941707,10,10,0,15,940901
1,25,23810,64,64,0,51,22572
0,10,863354,145,145,0,15,862533
