Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,45373,138,137,11,9,1,60,43850,0
1,1639048,128,127,8,9,1,9,1637475,1
1,12732,29,29,28,10,1,43,11219,1
1,16779,35,35,32,9,1,50,15187,1
1,35078,136,135,11,9,1,60,33526,0
0,1792811,132,131,8,0,0,3,1791306,0
0,2586486,144,143,12,8,0,29,2584942,0
0,23403,31,31,30,7,0,38,22009,1
1,4496,23,23,24,9,1,33,3127,1
1,546312,113,112,14,9,1,1,544894,1
0,4064628,85,84,13,0,0,63,4063192,0
1,6249,27,27,3,9,1,45,4591,0
1,15374,54,53,44,9,1,3,14245,0
1,1622,57,56,15,11,1,28,585,1
1,2436,18,18,21,9,1,26,1291,1
1,56650,37,36,32,9,1,50,55175,1
0,47277,43,42,35,8,0,47,45691,0
0,19432,0,0,17,8,0,5,17837,1
1,2810144,151,150,12,9,1,26,2809842,1
0,5380636,82,81,15,7,0,25,5379008,0
1,9494,53,52,43,9,1,17,7965,1
1,29574,17,17,20,9,1,48,28997,0
0,8343,28,28,27,7,0,42,6676,1
0,4971029,80,79,15,7,0,25,4969470,1
1,9188,135,134,10,9,1,61,7638,0
0,309925,108,107,14,8,0,12,308399,0
0,22070,22,22,23,7,0,31,20550,0
1,69439,11,11,18,9,1,27,67885,0
1,19005,48,47,39,9,1,24,17968,1
1,501101,111,110,14,9,1,23,499566,1
0,4542881,70,69,15,7,0,25,4541535,0
1,138167,5,5,17,9,1,51,137305,1
1,63306,44,43,35,9,1,39,61772,0
0,1057855,83,82,4,8,0,52,1056242,1
0,4658068,89,88,16,7,0,54,4656557,0
1,4875012,97,96,16,5,1,40,4874521,1
1,511211,112,111,14,3,1,1,509571,1
1,4930611,99,98,16,2,1,47,4929155,0
1,2775177,147,146,12,9,1,44,2774642,1
1,286908,143,142,12,9,1,44,285556,0
1,4070879,86,85,13,9,1,25,4070196,0
1,1589097,134,133,9,9,1,6,1587573,1
1,1182456,120,119,5,9,1,22,1180816,1
1,158094,103,102,14,9,1,23,156706,1
1,16687,55,54,45,9,1,34,14902,1
0,237565,107,106,14,7,0,12,236150,1
1,34585,40,39,34,9,1,54,33074,1
1,10341,8,8,2,9,1,62,9201,0
1,2797682,150,149,12,9,1,44,2796528,0
0,2972153,155,154,12,7,0,29,2970543,0
1,70716,139,138,11,9,1,52,69197,0
1,16196,26,26,26,9,1,15,14732,0
1,2769881,146,145,12,9,1,44,2769468,1
