Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,1783574,129,128,8,0,0,3,1782018,0
0,47692,58,57,15,11,0,40,46340,1
1,12451,46,45,37,9,1,19,11360,1
0,1629760,126,125,8,7,0,3,1628255,1
0,1799779,63,62,15,0,0,58,1798304,1
1,2775177,146,145,12,9,1,43,2774642,1
1,4866989,95,94,16,1,1,39,4866255,1
1,167770,15,15,19,9,1,52,166233,1
1,4815043,94,93,16,2,1,39,4813653,1
0,126989,140,139,11,8,0,12,125412,0
0,31216,39,38,34,8,0,54,29741,1
1,3085393,156,155,12,9,1,43,3083824,1
1,18623,36,162,32,9,1,49,18300,1
1,10546,20,20,21,9,1,19,9201,1
0,40024,6,6,0,7,0,36,38597,1
1,5571,33,33,32,9,1,49,4160,1
1,117932,4,4,17,9,1,50,116413,1
1,24394,7,7,1,9,1,31,23117,0
1,335414,108,107,14,9,1,22,333937,1
0,10563,52,51,42,7,0,56,9100,1
0,4877715,76,75,15,8,0,24,4876315,1
1,4685459,90,89,16,1,1,39,4683882,1
0,76678,59,58,15,11,0,24,74915,1
0,4782124,72,71,15,8,0,58,4781585,1
1,2810144,150,149,12,9,1,25,2809842,1
1,244383,106,105,14,9,1,22,242828,1
1,11536,9,9,18,9,1,42,10562,0
1,189308,103,102,14,9,1,22,187760,0
1,56392,10,10,18,9,1,42,54844,0
0,682801,117,116,14,8,0,4,681272,1
0,616961,114,113,14,7,0,11,615417,1
1,56811,2,2,17,9,1,59,55260,1
1,4875012,97,96,16,5,1,39,4874521,1
1,1565816,124,123,8,9,1,7,1564291,1
0,4776857,71,70,15,8,0,58,4776225,1
1,4912,19,19,21,9,1,19,4080,1
0,4967327,78,77,15,7,0,24,4966602,1
1,34744,158,157,12,9,1,43,33178,0
1,21634,30,30,29,10,1,24,20639,0
0,4874210,75,74,15,7,0,24,4872705,1
1,4626801,88,87,16,3,1,46,4625572,0
0,1579460,125,124,8,8,0,45,1577859,1
1,2790703,147,146,12,9,1,13,2789186,1
0,4803585,93,92,16,8,0,53,4802227,1
1,582162,112,111,14,9,1,1,580638,1
1,13354,34,34,32,9,1,29,11827,1
1,13439,25,25,26,9,1,44,11985,0
1,41821,41,40,34,9,1,0,40324,1
0,5282553,80,79,15,7,0,24,5281459,0
1,1518492,123,122,8,9,1,7,1516971,1
0,2882434,66,65,15,8,0,24,2880989,0
0,1789201,130,129,8,0,0,3,1788008,0
1,2900714,152,151,12,9,1,43,2899262,1
1,45373,137,136,11,9,1,59,43850,0
1,1639048,127,126,8,9,1,9,1637475,1
1,12732,29,29,28,10,1,42,11219,1
1,16779,35,35,32,9,1,49,15187,1
1,35078,135,134,11,9,1,59,33526,0
0,1792811,131,130,8,0,0,3,1791306,0
0,2586486,143,142,12,8,0,28,2584942,0
0,23403,31,31,30,7,0,37,22009,1
1,4496,23,23,24,9,1,32,3127,1
1,511211,111,110,14,3,1,1,509571,1
0,4064628,83,82,13,0,0,62,4063192,0
1,6249,27,27,3,9,1,44,4591,0
1,15374,54,53,44,9,1,3,14245,0
1,660088,115,114,14,9,1,22,658460,1
1,2436,18,18,21,9,1,25,1291,1
1,56650,37,36,32,9,1,49,55175,1
0,47277,43,42,35,8,0,46,45691,0
0,19432,0,0,17,8,0,5,17837,1
1,2797682,149,148,12,9,1,43,2796528,0
0,5380636,81,80,15,7,0,24,5379008,0
1,9494,53,52,43,9,1,16,7965,1
1,29574,17,17,20,9,1,47,28997,0
0,8343,28,28,27,7,0,41,6676,1
0,4971029,79,78,15,7,0,24,4969470,1
1,9188,134,133,10,9,1,60,7638,0
0,309925,107,106,14,8,0,11,308399,0
0,22070,22,22,23,7,0,30,20550,0
1,69439,11,11,18,9,1,26,67885,0
1,19005,48,47,39,9,1,23,17968,1
1,466780,109,108,14,12,1,1,465860,1
0,4542881,69,68,15,7,0,24,4541535,0
1,121323,5,5,17,9,1,50,119770,1
1,63306,44,43,35,9,1,38,61772,0
0,1057855,82,81,4,8,0,51,1056242,1
0,4658068,89,88,16,7,0,53,4656557,0
1,4871690,96,95,16,1,1,39,4870365,1
1,501101,110,109,14,9,1,22,499566,1
1,4907622,98,97,16,3,1,46,4906250,1
1,2769881,145,144,12,9,1,43,2769468,1
1,268059,141,140,12,9,1,43,266604,0
1,4067975,84,83,13,9,1,38,4066581,0
1,1589097,133,132,9,9,1,6,1587573,1
1,1182456,119,118,5,9,1,21,1180816,1
1,147206,101,100,14,9,1,1,145692,1
1,16687,55,54,45,9,1,33,14902,1
0,237565,105,104,14,7,0,11,236150,1
1,34585,40,39,34,9,1,53,33074,1
1,10341,8,8,2,9,1,61,9201,0
1,2794118,148,147,12,9,1,43,2793789,0
0,2972153,154,153,12,7,0,28,2970543,0
1,70716,138,137,11,9,1,51,69197,0
1,16196,26,26,26,9,1,14,14732,0
1,2653794,144,143,12,9,1,13,2652725,1
