Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,157,873816,170,52,871123,3,0
0,0,130,20605,214,92,20087,1,0
1,0,85,2350211,166,59,2347587,3,0
1,0,176,14712,220,93,11650,3,0
1,0,57,14455,89,114,11690,3,0
0,0,158,1137976,135,57,1133828,0,0
1,0,82,96498,207,29,94816,3,1
1,0,112,83774,186,15,82602,3,1
1,0,62,3538,292,100,857,3,1
1,0,142,483389,320,5,481422,3,0
0,0,180,85945,309,16,83153,0,1
1,0,39,6970,58,105,4526,3,0
0,0,63,22871,4,25,21810,0,1
0,0,86,2258,47,102,3,1,1
0,0,106,728090,36,30,725151,0,0
0,0,26,1739,12,72,3,1,1
0,0,120,258722,217,9,256827,0,0
0,0,50,10587,180,132,8119,0,1
1,0,27,145152,315,13,142906,3,1
1,0,103,572075,300,17,569139,3,0
0,0,148,2028848,177,56,2027736,2,0
1,0,48,33122,281,42,30594,3,1
1,0,22,690828,274,37,688522,3,0
0,0,139,45706,259,2,43370,0,1
1,0,13,588116,3,8,586977,3,0
0,0,145,4613,116,5,1626,0,1
0,0,183,12865,289,39,9965,0,1
1,0,113,4342,81,32,1385,3,1
1,0,47,9360,254,96,6577,3,0
0,0,101,367390,215,62,364778,1,0
0,0,137,25602,133,51,22921,0,1
0,0,96,563158,321,21,560651,0,0
0,0,68,467624,169,11,464685,0,0
0,0,157,2010044,11,56,2009265,2,0
0,0,90,1225,52,79,1,0,1
1,0,29,9553,111,85,7784,3,0
1,0,131,33240,54,41,30436,3,1
1,0,43,197559,192,9,195199,3,1
1,0,154,2762,130,89,822,3,0
0,0,118,447897,285,46,446350,1,0
1,0,58,36839,205,65,34572,3,1
1,0,14,1721524,41,58,1718519,3,1
0,0,67,21702,59,106,18811,0,0
1,0,81,517997,129,0,514713,3,0
1,0,134,1984663,164,58,1981777,3,0
1,0,8,4543,136,124,1706,3,1
1,0,93,16034,124,24,13233,3,0
1,0,147,1133115,269,52,1130755,3,1
0,0,56,1973,1,154,3,1,1
1,0,35,1174681,75,48,1172813,3,0
0,0,105,3158,6,40,342,0,1
1,0,147,648458,159,22,645735,3,0
1,0,136,28068,64,67,25282,3,1
0,0,154,1171911,146,49,1168945,0,0
0,0,3,2772,318,13,301,0,1
1,0,19,265804,200,10,263906,3,0
0,0,5,496864,168,6,494066,0,0
1,0,85,1626838,106,59,1624217,3,0
1,0,124,29971,143,45,27197,3,1
1,0,31,5025,156,127,2677,3,1
1,0,107,474181,191,4,471830,3,0
0,0,119,20670,138,125,18052,0,1
0,0,83,1430611,97,52,1429409,1,0
1,0,134,2149200,264,58,2146741,3,0
1,0,83,3014,93,66,228,3,1
0,0,183,750304,208,37,747923,0,0
1,0,32,46833,74,111,44356,3,0
1,0,100,754760,204,31,752910,3,0
1,0,98,6217,319,13,3602,3,1
1,0,6,396132,244,31,393928,3,0
1,0,82,128705,206,29,127131,3,1
1,0,186,496021,26,1,493463,3,0
1,0,27,56619,316,13,53854,3,1
1,0,106,1094,23,75,159,3,1
0,0,102,117865,210,2,115973,0,1
0,0,95,6529,155,36,4547,0,1
1,0,22,174847,193,9,172793,3,1
1,0,4,8963,175,131,6399,3,1
0,0,167,6840,284,146,3826,0,0
1,0,60,1175229,145,49,1172704,3,0
1,0,111,388046,38,63,385203,3,0
1,0,41,7278,94,116,4399,3,0
1,0,166,22938,85,56,21226,3,1
1,0,139,1130391,196,46,1127446,3,0
1,0,35,11829,32,48,8980,3,1
1,0,172,4777,18,70,2027,3,1
0,0,99,7112,282,145,4374,0,1
1,0,14,1008775,188,58,1006142,3,0
1,0,80,7245,290,147,4687,3,1
1,0,81,12451,174,130,9695,3,1
1,0,73,2272,40,77,2,3,0
1,0,152,1767155,266,59,1764399,3,1
1,0,124,905310,39,45,902803,3,0
0,0,183,729858,199,37,727477,0,0
1,0,43,214887,305,9,212992,3,0
0,0,154,34372,2,50,33320,0,1
0,0,112,38223,30,43,36197,0,1
1,0,126,27589,107,83,25172,3,0
1,0,134,2120212,104,58,2117660,3,0
1,0,25,3783,84,25,1453,3,1
1,0,123,596370,276,11,593812,3,0
1,0,81,19819,121,0,16985,3,1
0,0,8,392186,223,11,389424,0,0
0,0,114,36463,115,16,33455,0,1
1,0,139,439193,286,46,435576,3,0
0,0,106,598524,91,7,596251,1,0
0,0,184,17724,293,59,14986,1,1
1,0,33,107280,48,19,104554,3,0
1,0,115,21022,62,107,18272,3,1
0,0,21,478312,10,11,477440,0,0
1,0,155,2982,70,110,445,3,1
1,0,152,342240,151,59,339421,3,1
1,0,159,2020967,176,56,2018517,3,0
1,0,28,68416,260,2,66416,3,1
0,0,84,1204,125,88,2,0,0
0,0,51,553364,249,18,550602,0,0
1,0,152,2360044,13,59,2358530,3,0
0,0,87,851849,119,37,849015,0,0
0,0,159,3713,283,99,2106,1,0
1,0,151,12394,303,150,9605,3,0
0,0,90,748745,35,30,745776,0,0
0,0,161,4567,55,80,1604,0,0
0,0,186,39476,268,143,36720,0,1
1,0,86,3790,209,91,806,3,0
1,0,125,58311,298,57,56848,3,1
0,0,8,645301,275,11,642806,0,0
1,0,5,5678,126,122,4257,3,1
1,0,160,458839,16,11,457553,3,0
0,0,45,811998,312,40,810235,0,0
1,0,23,26744,325,43,24147,3,1
0,0,159,968,8,153,3,0,0
1,0,48,905988,95,42,903148,3,0
1,0,117,9121,288,39,6152,3,1
1,0,8,582104,237,12,579438,3,0
1,0,123,79885,228,11,77750,3,1
1,0,50,15577,69,109,12521,3,1
0,0,79,169312,66,55,166550,0,0
1,0,14,1113039,295,58,1110685,3,1
0,0,42,531490,33,3,528650,0,0
1,0,42,15172,112,86,12569,3,0
1,0,104,710712,198,37,708220,3,0
1,0,116,351197,216,62,348939,3,0
1,0,23,56555,324,43,54387,3,1
0,0,89,18183,232,139,15433,0,0
0,0,65,31215,301,68,30121,1,1
1,0,42,4394,68,109,1644,3,1
1,0,134,2028531,265,58,2025571,3,0
1,0,59,11733,73,82,9154,3,0
0,0,146,4119,43,34,967,0,1
1,0,139,27235,147,30,24623,3,1
1,0,74,783456,79,34,780772,3,0
0,0,77,11142,110,120,8839,0,1
1,0,16,242630,117,23,239769,3,1
1,0,79,10610,171,129,8169,3,1
1,0,156,106204,279,18,104012,4,1
0,0,39,1981,297,101,2,0,0
1,0,60,9934,86,49,6965,3,1
1,0,37,577397,7,28,576201,3,0
1,0,36,1820,9,155,189,3,0
1,0,46,485801,34,3,483723,3,0
1,3,102,11541,326,43,8509,3,1
1,0,19,619021,150,14,617285,3,0
0,0,63,13820,28,25,12766,0,1
1,0,85,2194888,105,59,2192474,3,1
0,0,99,47207,80,113,45534,0,1
1,0,93,639965,256,24,637563,3,0
