Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,0,1670681,29,29,4,0,27,1670067
0,0,544317,148,148,1,1,22,543658
0,0,278450,245,245,4,0,16,277617
0,0,482096,255,255,4,0,16,481446
0,0,16573,166,166,4,0,66,15977
0,0,1236,126,126,4,0,44,691
1,0,2152710,107,107,4,0,28,2152117
0,0,218124,167,167,4,0,17,217234
1,0,497850,296,296,4,0,10,497083
1,0,653543,85,85,4,0,11,652923
0,0,729959,97,97,4,0,28,729363
1,0,350824,414,414,2,0,14,350453
1,0,584282,134,134,4,0,10,583626
0,0,425782,142,142,2,0,14,425384
0,0,1261581,324,324,3,1,26,1260970
0,0,160801,403,403,4,0,94,160181
0,0,10872,105,105,3,1,60,10210
1,0,412598,282,282,4,0,30,411981
1,0,514088,295,295,4,0,10,513441
1,0,667099,4,4,4,0,10,666332
0,0,244449,290,290,4,0,16,243556
0,0,223254,291,291,4,0,16,222562
0,0,266589,177,177,4,0,17,265723
0,0,1078119,194,194,4,0,28,1077559
1,0,198335,43,43,4,0,10,197730
1,0,1243238,188,188,4,0,28,1242540
0,0,1176204,399,399,4,0,23,1175530
0,0,6197,387,387,4,0,89,5628
1,0,38888,80,80,4,0,14,38181
0,0,374682,42,42,4,0,28,374062
0,0,1420673,92,92,4,0,28,1420101
1,0,388432,196,196,2,0,29,388043
0,0,70633,60,60,4,0,58,70109
0,0,11230,374,374,4,0,49,10535
0,0,694973,307,307,4,0,27,694383
0,0,1677970,119,119,4,0,28,1677395
0,0,5761,375,375,4,0,50,5141
0,0,1886263,219,219,4,0,27,1885670
1,0,311313,422,422,4,0,4,310645
1,0,274287,174,174,4,0,14,273715
0,0,456160,321,321,4,0,23,455483
1,0,36542,385,385,4,0,88,35961
0,0,541203,104,104,4,0,6,540331
1,0,375081,123,123,4,0,12,374536
1,0,1142859,409,409,4,0,27,1142287
1,0,1481322,94,94,4,0,28,1480762
1,0,1306828,210,210,4,0,26,1306226
1,0,1739,6,6,4,0,33,1236
0,0,405277,141,141,4,0,14,404699
0,0,1587490,213,213,4,0,26,1586741
1,0,2442,287,287,4,0,48,1612
1,1,327963,424,424,4,0,4,327337
0,0,1411596,22,22,4,0,28,1410949
0,0,260483,178,178,4,0,17,259935
0,0,917604,275,275,4,0,27,916954
1,0,358436,279,279,2,0,14,358038
1,0,11470,48,48,2,0,55,11081
1,0,371048,278,278,4,0,14,370350
0,0,1943209,9,9,4,0,28,1942577
1,0,7470,270,270,4,0,77,6853
1,0,76266,281,281,4,0,14,75574
1,0,21243,15,15,4,0,38,20602
1,0,605996,240,240,4,0,10,605367
0,0,332148,411,411,4,0,14,331510
0,0,862102,243,243,3,1,22,861431
0,0,1875155,220,220,4,0,27,1874526
1,0,617680,235,235,4,0,10,617066
0,0,59685,50,50,4,0,56,58891
0,0,1611491,330,330,4,0,27,1610868
0,0,31626,357,357,4,0,83,31012
0,0,67780,415,415,4,0,14,67067
0,0,430625,13,13,4,0,16,430509
0,0,288480,176,176,4,0,17,287506
0,0,1187163,346,346,4,0,22,1186465
0,0,1200244,312,312,4,0,28,1199621
0,0,18926,390,390,4,0,92,18276
1,0,2115566,26,26,4,0,28,2114982
1,0,1109679,316,316,4,0,28,1109041
1,0,1559,52,52,4,0,57,987
0,0,413954,418,418,4,0,28,413337
0,0,128464,416,416,2,0,14,128075
1,0,1139142,315,315,4,0,28,1138561
1,0,462219,364,364,4,0,22,461563
1,0,1348,169,169,4,0,67,512
0,0,1344856,200,200,4,0,21,1344239
1,0,190891,67,67,4,0,14,190256
1,0,3660,197,197,4,0,68,3085
0,0,1001979,96,96,4,0,28,1001410
0,0,1671935,120,120,3,1,28,1671336
1,0,3008,164,164,4,0,46,2760
0,0,17644,348,348,4,0,80,17072
0,0,393310,283,283,4,0,30,392783
0,0,1025055,193,193,4,0,28,1024453
1,0,1654543,31,31,4,0,27,1654004
1,0,11006,14,14,4,0,37,10434
0,0,1840810,111,111,4,0,28,1840178
1,0,1182146,313,313,4,0,28,1181541
1,0,377041,363,363,4,0,12,376496
0,0,389569,250,250,4,0,16,388676
1,0,1235855,189,189,2,0,28,1235211
0,0,1806636,337,337,4,0,28,1806064
0,0,7249,54,54,4,0,57,6641
0,0,452612,284,284,4,0,28,451995
0,0,410649,143,143,2,0,14,410251
0,0,1121,2,2,4,0,32,531
1,0,725245,152,152,4,0,22,724664
0,0,7534,343,343,2,0,79,7151
0,0,14571,377,377,4,0,50,14272
0,0,237931,288,288,4,0,16,237338
0,0,622513,27,27,4,0,28,621803
0,0,253619,172,172,4,0,14,252897
0,0,253089,179,179,4,0,17,252442
0,0,305429,372,372,4,0,24,304515
0,0,690105,149,149,3,1,22,689434
1,0,22995,305,305,2,0,14,22609
1,0,47042,81,81,4,0,14,46335
1,0,6670,229,229,4,0,69,6140
0,0,467996,365,365,4,0,22,467418
0,0,1079,128,128,2,0,62,750
1,1,1784731,333,333,4,0,28,1784156
0,0,1392058,308,308,4,0,28,1391459
1,0,170789,69,69,4,0,14,170208
1,0,44727,395,395,3,1,93,44119
0,0,978860,277,277,1,1,27,978390
0,0,7294,263,263,4,0,75,6638
0,0,9111,132,132,2,0,63,8734
1,0,633393,83,83,4,0,11,632488
0,0,2852,17,17,4,0,40,2211
0,0,1610144,116,116,4,0,28,1609563
1,0,219644,72,72,4,0,14,218985
1,0,873,5,5,4,0,35,262
0,0,462632,140,140,4,0,4,462006
0,0,1707,378,378,4,0,85,1054
0,0,555039,79,79,4,0,7,554104
0,0,897457,274,274,4,0,27,896894
1,0,522983,294,294,4,0,10,522417
1,0,930600,244,244,4,0,22,929947
0,0,459742,251,251,4,0,16,459083
0,0,8892,376,376,4,0,50,8245
0,0,407298,184,184,4,0,15,406639
1,0,95645,65,65,4,0,2,95094
1,0,296809,421,421,4,0,4,296102
1,0,438791,33,33,4,0,3,438168
0,0,296422,246,246,4,0,16,295724
1,0,311595,412,412,2,0,14,311224
0,0,22912,59,59,2,0,58,22523
1,0,20624,75,75,4,0,43,19953
0,0,276224,137,137,4,0,22,275592
1,0,603114,239,239,4,0,10,602248
0,0,610905,157,157,4,0,4,610333
1,0,893116,241,241,3,1,22,892445
1,0,9993,34,34,4,0,41,9376
1,0,1448091,90,90,4,0,28,1447573
1,0,12594,199,199,4,0,47,11959
0,0,367683,155,155,4,0,16,367096
0,0,28027,45,45,4,0,53,27344
0,0,406686,139,139,4,0,4,406078
0,0,32545,264,264,4,0,76,31979
0,0,11424,41,41,3,1,52,10828
0,0,474095,354,354,4,0,17,473496
1,0,891600,273,273,1,1,27,891058
1,0,1570983,122,122,4,0,28,1570405
1,0,487260,203,203,4,0,23,486679
0,0,28680,130,130,3,1,63,27985
0,0,478938,103,103,4,0,0,478315
0,0,1109266,398,398,4,0,23,1108595
0,0,21792,345,345,4,0,79,21193
1,0,649380,238,238,4,0,10,648745
1,0,538452,147,147,4,0,22,537880
0,0,21840,232,232,4,0,71,21079
0,0,567898,125,125,2,0,19,567485
0,0,53116,397,397,5,0,93,52718
0,0,302673,247,247,4,0,16,302005
1,0,633183,236,236,2,0,10,632827
0,0,1591262,331,331,4,0,27,1590720
0,0,559332,145,145,2,0,20,558976
1,0,627298,101,101,4,0,6,626603
1,0,555039,429,429,4,0,4,554545
0,0,269583,420,420,4,0,4,268954
0,0,1591401,214,214,3,1,26,1590901
1,0,1060193,191,191,4,0,28,1059636
0,0,272757,181,181,4,0,17,271798
0,0,21892,339,339,4,0,78,21179
1,0,400683,57,57,4,0,3,400036
0,0,11825,46,46,4,0,53,11139
1,0,610947,367,367,4,0,22,610288
0,0,1183104,325,325,4,0,26,1182499
0,0,1871216,110,110,4,0,28,1870641
1,0,1100102,407,407,4,0,27,1099440
0,0,217404,23,23,4,0,16,216745
1,0,2130876,106,106,4,0,28,2130250
1,0,5418,233,233,4,0,71,4696
0,0,266951,175,175,4,0,14,266226
0,0,643220,201,201,4,0,6,642618
1,0,238595,173,173,4,0,14,237978
1,0,174019,66,66,4,0,14,173294
1,0,33533,391,391,4,0,92,32910
0,0,66227,302,302,4,0,1,65685
1,0,1038285,192,192,4,0,28,1037734
0,0,1299223,187,187,4,0,28,1298663
0,0,549268,76,76,4,0,7,548651
1,0,1790185,221,221,4,0,27,1789544
1,0,110877,156,156,5,0,2,110344
1,0,44362,301,301,3,1,15,43754
1,0,375323,426,426,4,0,4,374682
1,1,1894275,112,112,4,0,28,1893637
0,0,48963,358,358,4,0,83,48349
0,0,63431,64,64,4,0,59,62859
0,0,563485,95,95,2,0,20,563114
1,0,1947,16,16,3,1,39,1330
1,1,849658,24,24,4,0,27,849029
0,0,17246,268,268,4,0,76,16593
1,0,11667,261,261,4,0,74,10975
1,0,1192370,314,314,4,0,28,1191744
1,0,789660,151,151,4,0,22,789061
0,0,484940,355,355,4,0,17,484143
0,0,551183,228,228,2,0,19,550740
0,0,1665163,30,30,4,0,27,1664528
0,0,15815,361,361,4,0,83,15231
0,0,423275,205,205,4,0,23,422700
0,0,50225,396,396,4,0,93,49587
0,0,23909,362,362,4,0,83,23259
0,0,1935320,217,217,4,0,27,1934724
1,0,1439745,91,91,4,0,28,1439215
0,0,1646736,215,215,4,0,26,1646206
1,0,5356,350,350,4,0,82,4736
0,0,281837,180,180,4,0,17,281250
0,0,422988,183,183,4,0,15,422386
0,0,431207,427,427,4,0,4,430704
0,0,565167,382,382,2,0,20,564760
1,0,4939,7,7,4,0,33,4241
0,0,497547,253,253,4,0,16,496699
0,0,2159962,326,326,4,0,27,2159390
1,0,1722444,338,338,4,0,25,1721857
1,0,210445,136,136,3,1,11,209840
1,0,636879,160,160,4,0,4,636250
1,0,2103139,222,222,4,0,28,2102468
0,0,211634,419,419,5,0,0,211245
1,0,34921,269,269,4,0,77,34262
0,0,1578872,121,121,4,0,28,1578312
0,0,596495,161,161,4,0,4,595866
1,0,9539,198,198,4,0,47,8904
1,0,491431,297,297,4,0,10,490859
0,0,465000,353,353,4,0,17,464038
0,0,283286,425,425,4,0,4,282588
0,0,1863,44,44,4,0,53,1279
0,0,1337715,212,212,3,1,26,1337152
1,0,10499,39,39,2,0,51,10110
0,0,6256,131,131,2,0,63,5888
0,0,77237,61,61,4,0,58,76545
0,0,1685667,118,118,0,0,28,1685527
1,0,566496,298,298,4,0,10,565864
0,0,1212108,311,311,4,0,28,1211533
1,0,8071,393,393,4,0,92,7124
1,0,631273,159,159,4,0,4,630704
1,0,1357417,310,310,4,0,28,1356881
1,0,1413348,211,211,4,0,26,1412725
0,0,897652,242,242,4,0,22,897068
1,0,102031,0,0,4,0,2,101630
0,0,460277,285,285,4,0,28,459570
1,0,542828,292,292,4,0,10,542232
1,0,2082607,36,36,4,0,28,2081918
1,0,673589,186,186,4,0,27,672981
0,0,253563,289,289,4,0,16,252895
0,0,1069989,195,195,4,0,28,1069351
1,0,54130,400,400,4,0,94,53294
1,0,225709,70,70,3,1,14,225092
1,0,2039757,328,328,4,0,27,2039173
0,0,55031,267,267,4,0,76,54300
1,0,42738,392,392,4,0,92,42403
1,0,698962,98,98,4,0,28,698387
1,0,1037760,369,369,4,0,22,1037092
0,0,510533,431,431,4,0,5,509916
1,0,1653046,114,114,4,0,28,1652444
0,0,602022,162,162,4,0,4,601444
0,0,9693,360,360,4,0,83,9067
0,0,325661,371,371,4,0,16,325122
1,0,57983,63,63,4,0,59,57381
0,0,488252,252,252,4,0,16,487683
0,0,152203,402,402,4,0,94,151562
1,0,7816,170,170,4,0,67,6941
0,0,473006,254,254,4,0,16,472107
1,0,8984,257,257,4,0,72,8412
0,0,285006,248,248,4,0,16,284026
0,0,786,373,373,4,0,84,88
0,0,521226,209,209,4,0,6,520573
1,0,1896,256,256,4,0,72,1198
0,0,433446,206,206,4,0,23,432955
0,0,297265,225,225,4,0,3,296609
0,0,421453,417,417,4,0,28,420860
1,0,10738,165,165,4,0,66,10142
0,0,410431,182,182,4,0,15,409799
0,0,739582,272,272,4,0,27,738989
0,0,741926,202,202,4,0,16,741234
1,0,2021354,37,37,4,0,28,2020752
0,0,22510,55,55,3,1,42,21845
0,0,12963,341,341,4,0,78,12349
1,0,1279824,190,190,4,0,28,1279111
0,0,2141017,327,327,4,0,27,2140400
1,0,203566,71,71,2,0,14,203195
1,0,641268,237,237,4,0,10,640657
1,0,1773473,334,334,3,1,28,1772775
1,0,537100,293,293,4,0,10,536468
1,0,3185,163,163,4,0,65,2544
1,0,1094415,318,318,4,0,28,1093786
0,0,548259,144,144,2,0,20,547909
0,0,4704,230,230,4,0,70,4066
0,0,55203,82,82,4,0,14,54550
0,0,288418,224,224,4,0,3,287768
0,0,165971,19,19,4,0,9,165327
1,0,627125,86,86,4,0,11,626559
0,0,606832,87,87,4,0,27,606242
1,0,11303,51,51,4,0,56,10641
1,0,661517,1,1,4,0,10,660867
