Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
0,25,71748,32,32,0,52,71398,0,1
0,119,202086,210,210,0,56,201577,2,0
1,84,368350,48,48,1,56,367493,5,0
1,57,83691,192,192,1,2,83233,5,1
1,128,33312,76,76,1,38,32212,5,1
1,89,1050263,155,155,1,47,1049748,5,0
1,54,358301,169,169,1,56,355485,5,0
1,8,23148,136,136,1,41,20869,5,1
1,130,1686,2,2,1,74,1,5,1
1,39,1381,99,99,1,109,2,5,0
0,93,1130987,143,143,0,42,1130442,1,0
1,132,33975,34,34,1,26,32362,5,1
1,83,47107,231,231,1,13,46339,5,1
1,118,25397,148,148,1,27,23602,5,1
1,7,2035,126,126,1,117,1445,5,0
1,78,254233,176,176,1,35,251879,5,1
1,43,6051,106,106,1,83,3256,5,0
1,4,270124,225,225,1,53,267929,5,0
1,44,3364,167,167,1,127,1112,5,0
1,3,8634,57,57,1,97,6310,5,0
1,121,27721,87,87,1,82,25157,5,0
1,62,88109,216,216,1,24,87465,5,0
1,44,794,8,8,1,65,3,5,0
1,118,36817,146,146,1,27,35931,5,1
0,33,2248,20,20,0,76,1520,1,1
1,75,903359,157,157,1,53,902475,5,0
1,3,513917,236,236,1,5,513297,5,0
1,51,24472,184,184,1,14,23342,5,1
1,140,46075,232,232,1,13,44094,5,1
1,31,4117,224,224,1,47,1346,5,1
1,115,1991,174,174,1,130,321,5,1
1,25,7580,83,83,1,103,6150,5,1
1,1,281858,150,150,1,54,279111,5,0
0,53,581031,237,237,0,19,580762,2,0
1,56,783875,66,66,1,29,783721,5,0
1,47,228,17,17,1,73,1,5,0
1,139,6341,58,58,1,98,3546,5,0
1,135,28634,138,138,1,17,28311,5,1
1,124,392192,101,101,1,28,389835,5,0
0,58,2270,55,55,0,95,1968,0,1
0,23,17833,30,30,0,46,17345,1,1
1,71,609376,203,203,1,11,606950,5,0
1,15,2735,213,213,1,135,1362,5,1
1,107,1444050,22,22,1,46,1442287,5,0
1,20,922,9,9,1,66,412,5,0
1,80,481120,104,104,1,0,478592,5,0
1,38,215,5,5,1,116,3,5,0
1,66,2208,140,140,1,120,1,5,1
1,92,15743,202,202,1,31,15195,5,1
1,2,4959,96,96,1,108,2632,5,0
1,37,38673,85,85,1,104,38134,5,1
1,1,317768,188,188,1,54,315381,5,0
1,7,781276,164,164,1,30,779186,5,0
1,51,46181,179,179,1,14,45609,5,1
1,19,703894,110,110,1,22,701207,5,0
0,93,2011553,3,3,0,51,2010699,3,0
1,0,4564,44,44,1,91,2810,5,1
0,101,1066,0,0,0,68,947,1,1
1,63,3052,53,53,1,94,605,5,0
1,3,498493,235,235,1,5,497942,5,0
1,74,6017,218,218,1,137,3066,5,0
1,131,4965,123,123,1,115,2173,5,1
1,90,585603,185,185,1,12,583600,5,0
0,114,805,63,63,0,80,2,1,0
1,16,89160,178,178,1,3,86623,5,1
1,9,88412,91,91,1,42,86619,5,1
1,83,101201,25,25,1,13,100433,5,1
1,16,5632,13,13,1,69,4214,5,0
1,75,1161359,89,89,1,53,1159086,5,0
1,40,929,16,16,1,73,492,5,0
1,23,10351,173,173,1,130,7736,5,1
1,107,1338938,189,189,1,46,1337487,5,0
1,138,699100,69,69,1,23,696140,5,0
1,22,16367,31,31,1,46,13620,5,1
1,122,1153652,144,144,1,42,1152030,5,0
1,42,32383,198,198,1,132,29822,5,0
1,84,69602,79,79,1,4,68706,5,1
1,8,71222,125,125,1,25,69540,5,1
1,13,18217,115,115,1,113,15659,5,0
1,62,57820,33,33,1,24,56951,5,0
1,76,73875,207,207,1,17,71692,5,1
1,127,5666,166,166,1,126,3972,5,0
1,75,33980,161,161,1,53,31590,5,1
1,28,578251,160,160,1,16,576644,5,0
1,122,475584,92,92,1,42,473026,5,0
1,105,583,156,156,1,123,2,5,0
1,67,3829,29,29,1,78,839,5,1
1,73,56560,220,220,1,52,55610,5,1
1,17,453362,128,128,1,11,452610,5,0
1,27,11981,100,100,1,110,9216,5,0
1,99,915785,187,187,1,36,913926,5,0
1,132,772241,47,47,1,26,769332,5,0
0,100,1231,12,12,0,72,899,1,1
1,6,1575,18,18,1,75,712,5,1
1,29,74451,228,228,1,15,72187,5,1
1,128,3080,51,51,1,92,735,5,1
1,96,45115,199,199,1,133,42281,5,0
1,55,2190,94,94,1,107,1,5,1
1,11,147,10,10,1,66,1,5,0
1,127,521339,131,131,1,6,518895,5,0
1,135,612431,129,129,1,17,611934,5,0
1,1,750468,64,64,1,29,747616,5,0
1,79,24991,111,111,1,112,22313,5,0
0,74,1238,209,209,0,86,288,1,1
1,14,4197,145,145,1,121,3526,5,1
1,35,6226,11,11,1,67,4295,5,0
1,4,1020701,159,159,1,53,1018377,5,0
1,135,63967,206,206,1,17,63425,5,1
1,97,2783,38,38,1,79,909,5,1
1,126,1852084,65,65,1,48,1850486,5,0
1,49,382722,97,97,1,61,380155,5,0
1,82,2706,84,84,1,81,1,5,1
1,2,17064,74,74,1,100,15238,5,0
1,57,521580,39,39,1,2,519241,5,0
1,103,814312,217,217,1,34,811961,5,0
1,65,34273,7,7,1,20,33176,5,1
1,105,58454,109,109,1,45,55821,5,1
1,28,504842,70,70,1,1,502038,5,0
1,105,26773,107,107,1,45,26201,5,1
1,18,856711,127,127,1,33,855554,5,0
1,142,112160,81,81,1,18,109194,5,0
1,132,752571,46,46,1,26,750136,5,0
1,117,6087,15,15,1,70,4936,5,1
1,83,630925,168,168,1,13,630173,5,0
0,120,795045,186,186,0,28,794215,1,0
0,70,587282,67,67,0,19,586959,2,0
1,5,617,52,52,1,93,1,5,0
1,127,478396,132,132,1,6,477242,5,0
1,120,822273,208,208,1,27,821002,5,0
1,75,2334536,193,193,1,53,2334039,5,0
1,123,4194,214,214,1,136,3232,5,0
1,22,957,165,165,1,46,103,5,1
1,87,13228,190,190,1,131,10472,5,1
1,46,1874,54,54,1,95,3,5,1
1,94,640440,112,112,1,20,637990,5,0
1,111,963,72,72,1,19,103,5,1
1,140,216862,122,122,1,55,214952,5,0
1,49,360854,45,45,1,61,358083,5,1
1,30,9773,226,226,1,138,7086,5,0
0,85,346850,200,200,0,60,346512,2,1
1,1,56420,154,154,1,54,55923,5,1
1,19,23155,181,181,1,22,22973,5,1
1,135,663276,130,130,1,17,662509,5,0
1,141,563,43,43,1,90,3,5,1
1,135,8610,75,75,1,101,7165,5,0
1,77,250640,170,170,1,9,247890,5,0
1,75,944659,158,158,1,53,941918,5,1
1,110,23344,162,162,1,124,21104,5,0
1,106,40883,49,49,1,62,38052,5,1
1,125,7904,93,93,1,106,5580,5,1
1,52,1132750,113,113,1,51,1130948,5,0
0,55,45867,21,21,0,44,45670,2,1
0,81,2029693,137,137,0,51,2028950,3,0
1,7,821170,95,95,1,30,818471,5,0
1,118,805101,139,139,1,27,802591,5,0
1,26,15156,24,24,1,77,14362,5,1
1,122,66037,90,90,1,42,63011,5,1
1,74,7310,233,233,1,139,4494,5,0
0,68,586872,175,175,0,8,586129,2,0
1,49,10829,77,77,1,61,8487,5,1
1,8,182518,42,42,1,25,180932,5,1
1,78,207218,117,117,1,35,204852,5,1
1,75,26957,134,134,1,118,26184,5,0
0,29,870832,50,50,0,32,869711,2,0
