Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,61,88109,216,216,1,24,87465,5,0
1,43,794,8,8,1,65,3,5,0
1,118,36817,146,146,1,27,35931,5,1
0,32,2248,20,20,0,76,1520,1,1
1,74,903359,157,157,1,53,902475,5,0
1,3,513917,236,236,1,5,513297,5,0
1,50,24472,184,184,1,14,23342,5,1
1,140,46075,232,232,1,13,44094,5,1
1,31,4117,224,224,1,47,1346,5,1
1,123,11717,173,173,1,130,11061,5,0
1,58,6985,78,78,1,103,4031,5,1
1,1,281858,150,150,1,54,279111,5,0
0,52,581031,237,237,0,19,580762,2,0
1,55,783875,65,65,1,29,783721,5,0
1,46,228,17,17,1,73,1,5,0
1,3,8634,57,57,1,98,6310,5,0
1,135,28634,138,138,1,17,28311,5,1
1,124,392192,101,101,1,28,389835,5,0
1,45,1874,54,54,1,96,3,5,1
0,22,17833,30,30,0,46,17345,1,1
1,70,609376,204,204,1,11,606950,5,0
1,21,7838,213,213,1,136,7741,5,1
1,107,1444050,22,22,1,46,1442287,5,0
1,19,922,9,9,1,66,412,5,0
1,79,481120,104,104,1,0,478592,5,0
1,130,4965,123,123,1,116,2173,5,1
1,40,3058,135,135,1,120,647,5,0
1,92,15743,203,203,1,31,15195,5,1
1,54,2190,94,94,1,108,1,5,1
1,25,7580,83,83,1,104,6150,5,1
1,1,317768,188,188,1,54,315381,5,0
1,7,781276,164,164,1,30,779186,5,0
1,50,46181,179,179,1,14,45609,5,1
1,18,703894,110,110,1,22,701207,5,0
0,93,2011553,3,3,0,51,2010699,3,0
1,141,563,43,43,1,91,3,5,1
0,101,1066,0,0,0,68,947,1,1
1,5,617,52,52,1,94,1,5,0
1,3,498493,235,235,1,5,497942,5,0
1,73,6017,218,218,1,138,3066,5,0
1,59,52798,121,121,1,115,51977,5,1
1,90,585603,185,185,1,12,583600,5,0
0,114,805,62,62,0,80,2,1,0
1,15,89160,178,178,1,3,86623,5,1
1,9,88412,91,91,1,42,86619,5,1
1,83,101201,25,25,1,13,100433,5,1
1,15,5632,13,13,1,69,4214,5,0
1,74,1161359,89,89,1,53,1159086,5,0
1,39,929,16,16,1,73,492,5,0
1,115,1991,174,174,1,131,321,5,1
1,107,1338938,189,189,1,46,1337487,5,0
1,138,699100,68,68,1,23,696140,5,0
1,21,16367,31,31,1,46,13620,5,1
1,122,1153652,144,144,1,42,1152030,5,0
1,91,3846,192,192,1,133,2239,5,0
1,84,69602,79,79,1,4,68706,5,1
1,8,71222,125,125,1,25,69540,5,1
1,78,24991,111,111,1,113,22313,5,0
1,61,57820,33,33,1,24,56951,5,0
1,75,73875,208,208,1,17,71692,5,1
1,14,9251,163,163,1,126,6822,5,0
1,74,33980,161,161,1,53,31590,5,1
1,28,578251,160,160,1,16,576644,5,0
1,122,475584,92,92,1,42,473026,5,0
0,44,218,151,151,0,123,3,1,0
1,66,3829,29,29,1,78,839,5,1
1,72,56560,220,220,1,52,55610,5,1
1,16,453362,128,128,1,11,452610,5,0
1,38,1381,99,99,1,110,2,5,0
1,99,915785,187,187,1,36,913926,5,0
1,131,772241,46,46,1,26,769332,5,0
0,100,1231,12,12,0,72,899,1,1
1,6,1575,18,18,1,75,712,5,1
1,29,74451,228,228,1,15,72187,5,1
1,82,17714,48,48,1,92,16719,5,1
1,41,32383,199,199,1,134,29822,5,0
1,125,7904,93,93,1,107,5580,5,1
1,11,147,10,10,1,66,1,5,0
1,127,521339,131,131,1,6,518895,5,0
1,135,612431,129,129,1,17,611934,5,0
1,1,750468,63,63,1,29,747616,5,0
1,137,10805,102,102,1,112,10074,5,0
1,103,10537,198,198,1,86,8039,5,1
1,65,2208,140,140,1,121,1,5,1
1,34,6226,11,11,1,67,4295,5,0
1,4,1020701,159,159,1,53,1018377,5,0
1,135,63967,207,207,1,17,63425,5,1
1,97,2783,38,38,1,79,909,5,1
1,126,1852084,64,64,1,48,1850486,5,0
1,48,382722,97,97,1,61,380155,5,0
1,81,2706,84,84,1,81,1,5,1
1,0,8632,69,69,1,100,7892,5,0
1,56,521580,39,39,1,2,519241,5,0
1,102,814312,217,217,1,34,811961,5,0
1,64,34273,7,7,1,20,33176,5,1
1,105,58454,109,109,1,45,55821,5,1
1,28,504842,70,70,1,1,502038,5,0
1,105,26773,107,107,1,45,26201,5,1
1,17,856711,127,127,1,33,855554,5,0
1,142,112160,81,81,1,18,109194,5,0
1,131,752571,45,45,1,26,750136,5,0
1,117,6087,15,15,1,70,4936,5,1
1,83,630925,168,168,1,13,630173,5,0
0,120,795045,186,186,0,28,794215,1,0
0,69,587282,66,66,0,19,586959,2,0
1,128,3080,51,51,1,93,735,5,1
1,127,478396,132,132,1,6,477242,5,0
1,120,822273,209,209,1,27,821002,5,0
1,74,2334536,194,194,1,53,2334039,5,0
1,123,4194,214,214,1,137,3232,5,0
1,21,957,165,165,1,46,103,5,1
1,132,596,191,191,1,132,3,5,1
1,62,3052,53,53,1,95,605,5,0
1,94,640440,112,112,1,20,637990,5,0
1,111,963,72,72,1,19,103,5,1
1,140,216862,122,122,1,55,214952,5,0
1,48,360854,44,44,1,61,358083,5,1
1,30,9773,226,226,1,139,7086,5,0
0,85,346850,201,201,0,60,346512,2,1
1,1,56420,154,154,1,54,55923,5,1
1,18,23155,181,181,1,22,22973,5,1
1,135,663276,130,130,1,17,662509,5,0
1,18,1902,41,41,1,90,1699,5,1
1,2,17064,74,74,1,101,15238,5,0
1,76,250640,170,170,1,9,247890,5,0
1,74,944659,158,158,1,53,941918,5,1
1,105,583,156,156,1,124,2,5,0
1,106,40883,49,49,1,62,38052,5,1
1,60,557,86,86,1,106,3,5,1
1,51,1132750,113,113,1,51,1130948,5,0
0,54,45867,21,21,0,44,45670,2,1
0,80,2029693,137,137,0,51,2028950,3,0
1,7,821170,95,95,1,30,818471,5,0
1,118,805101,139,139,1,27,802591,5,0
1,26,15156,24,24,1,77,14362,5,1
1,122,66037,90,90,1,42,63011,5,1
1,73,7310,233,233,1,140,4494,5,0
0,67,586872,175,175,0,8,586129,2,0
1,48,10829,77,77,1,61,8487,5,1
1,8,182518,42,42,1,25,180932,5,1
1,77,207218,117,117,1,35,204852,5,1
1,7,2035,126,126,1,118,1445,5,0
0,29,870832,50,50,0,32,869711,2,0
