Gene_Subclass,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,148,120500,321,321,0,9,118605,0
1,0,161,26060,261,261,1,2,23298,1
1,0,115,351197,217,217,1,62,348939,0
1,0,49,33122,283,283,1,41,30594,1
1,0,144,1425113,14,14,1,52,1422420,0
1,0,4,225780,81,81,1,26,223900,0
0,0,165,56433,249,249,0,40,54619,1
0,0,25,1739,12,12,0,72,3,1
0,0,129,201879,300,300,0,61,200095,0
1,0,86,1320804,151,151,1,59,1318300,0
0,0,52,650247,103,103,0,26,648161,0
0,0,160,3779,183,183,0,133,1517,0
0,0,15,64637,150,150,0,65,62859,1
1,0,53,4799,273,273,1,144,2103,0
1,0,107,7313,236,236,1,140,4734,0
0,0,150,19476,159,159,0,128,17815,1
1,0,175,7957,142,142,1,126,5381,0
0,0,184,840765,122,122,0,36,837994,0
1,0,132,2120212,106,106,1,58,2117660,0
0,0,179,739713,326,326,0,30,736933,0
0,0,178,2442,156,156,0,35,1297,1
1,0,123,29971,144,144,1,45,27197,1
1,0,177,1032018,51,51,1,44,1029001,0
1,0,176,16396,295,295,1,149,13598,0
1,0,82,492103,130,130,1,0,489575,0
0,0,159,3892,45,45,0,54,599,1
1,0,136,439193,288,288,1,46,435576,0
1,0,4,578138,101,101,1,26,576360,0
1,0,181,3857,105,105,1,118,1095,1
1,0,124,924785,237,237,1,57,922281,1
1,0,107,245943,63,63,1,4,244298,0
1,0,36,577397,7,7,1,27,576201,0
0,0,66,9141,220,220,0,137,8410,0
1,0,120,981807,279,279,1,52,979324,1
1,0,174,14712,221,221,1,91,11650,0
1,0,149,2360044,13,13,1,59,2358530,0
1,0,168,11256,254,254,1,92,8914,1
1,0,131,7825,93,93,1,114,5795,0
0,0,137,9869,55,55,0,58,8244,1
1,0,83,128705,208,208,1,28,127131,1
1,0,111,83774,188,188,1,15,82602,1
0,0,39,1981,298,298,0,99,2,0
1,0,139,483389,320,320,1,5,481422,0
0,0,178,85945,310,310,0,16,83153,1
0,0,68,21702,61,61,0,104,18811,0
1,0,24,38827,226,226,1,24,35924,1
1,0,63,5339,53,53,1,101,2904,1
0,0,90,748745,35,35,0,29,745776,0
1,0,89,3210,23,23,1,73,616,1
0,0,119,258722,218,218,0,9,256827,0
0,0,51,10587,182,182,0,132,8119,1
1,0,26,145152,315,315,1,13,142906,1
1,0,103,572075,301,301,1,17,569139,0
1,0,124,58311,299,299,1,57,56848,1
1,0,49,905988,99,99,1,41,903148,0
1,0,104,710712,201,201,1,36,708220,0
0,0,136,45706,262,262,0,2,43370,1
1,0,12,588116,3,3,1,8,586977,0
0,0,142,4613,118,118,0,5,1626,1
0,0,105,3158,6,6,0,39,342,1
1,0,112,690966,179,179,1,31,687994,0
1,0,171,15683,257,257,1,95,12888,0
1,0,118,378832,38,38,1,63,376718,0
1,0,144,39618,86,86,1,52,36688,1
0,0,54,571445,200,200,0,20,567813,0
0,0,69,467624,171,171,0,11,464685,0
1,0,156,2020967,177,177,1,56,2018517,0
0,0,158,4567,57,57,0,80,1604,0
1,0,28,24449,113,113,1,85,21516,0
0,0,165,54516,96,96,0,40,53479,1
1,0,44,197559,194,194,1,9,195199,1
0,0,33,955,155,155,0,88,2,1
1,0,136,1130391,198,198,1,46,1127446,0
0,0,15,61849,48,48,0,65,60071,1
1,0,132,1824669,165,165,1,58,1821786,0
1,0,114,21022,64,64,1,105,18272,1
1,0,82,517997,132,132,1,0,514713,0
1,0,132,2028531,268,268,1,58,2025571,0
1,0,8,4543,138,138,1,124,1706,1
0,0,5,77950,18,18,0,23,74987,1
0,0,37,1337382,271,271,0,52,1335682,0
0,0,57,1973,1,1,0,154,3,1
1,0,62,9934,89,89,1,49,6965,1
1,0,41,16389,181,181,1,39,14728,1
1,0,15,242630,119,119,1,22,239769,1
0,0,67,31215,302,302,0,68,30121,1
1,0,62,1175229,146,146,1,49,1172704,0
0,0,3,2772,318,318,0,13,301,1
1,0,18,265804,203,203,1,10,263906,0
0,0,5,496864,169,169,0,6,494066,0
1,0,149,1709527,108,108,1,59,1707056,1
1,0,123,905310,39,39,1,45,902803,0
1,0,30,5025,157,157,1,127,2677,1
1,0,107,474181,193,193,1,4,471830,0
0,0,118,20670,139,139,0,125,18052,1
0,0,147,1434052,154,154,0,52,1432280,0
1,0,132,2327020,265,265,1,58,2324351,0
1,0,108,30617,149,149,1,66,28410,1
0,0,56,791878,121,121,0,36,790079,0
1,0,2,10460,79,79,1,111,8049,1
0,0,7,764760,204,204,0,30,762982,0
1,0,97,6217,319,319,1,13,3602,1
1,0,99,411543,245,245,1,30,408877,0
1,0,45,706189,15,15,1,28,704129,0
1,0,186,496021,27,27,1,1,493463,0
1,0,26,56619,316,316,1,13,53854,1
0,0,172,4421,32,32,0,76,3684,1
0,0,102,117865,211,211,0,2,115973,1
1,0,28,19013,46,46,1,35,16263,1
1,0,21,174847,195,195,1,9,172793,1
1,0,4,8963,175,175,1,131,6399,1
0,0,165,6840,286,286,0,146,3826,0
0,0,151,34372,2,2,0,50,33320,1
1,0,140,110366,250,250,1,64,107442,1
1,0,42,7278,98,98,1,116,4399,0
0,0,178,67475,297,297,0,56,65139,1
0,0,40,1140600,197,197,0,46,1138639,0
1,0,34,1174681,78,78,1,48,1172813,0
1,0,50,1443,20,20,1,71,1,1
0,0,98,7112,284,284,0,145,4374,1
1,0,13,1113039,296,296,1,58,1110685,1
1,0,81,7245,291,291,1,147,4687,1
1,0,82,12451,174,174,1,130,9695,1
0,0,69,2274,52,52,0,78,1,0
1,0,86,2194888,107,107,1,59,2192474,1
1,0,136,16715,187,187,1,46,14439,1
0,0,182,750304,209,209,0,36,747923,0
1,0,44,214887,307,307,1,9,212992,0
1,0,13,44770,26,26,1,50,42977,1
1,0,22,56555,323,323,1,42,54387,1
1,0,79,18751,110,110,1,84,16475,1
1,0,132,2149200,267,267,1,58,2146741,0
0,0,65,13820,29,29,0,24,12766,1
1,0,122,596370,278,278,1,11,593812,0
1,0,82,19819,123,123,1,0,16985,1
0,0,8,392186,224,224,0,11,389424,0
0,0,113,36463,117,117,0,16,33455,1
0,0,117,447897,287,287,0,46,446350,0
0,0,106,598524,95,95,0,7,596251,0
1,0,149,342240,153,153,1,59,339421,1
1,0,32,107280,50,50,1,19,104554,0
1,0,126,2892,69,69,1,106,97,0
0,0,20,478312,10,10,0,11,477440,0
1,0,31,46833,77,77,1,110,44356,0
1,0,86,670094,37,37,1,59,667467,0
0,0,145,2028848,178,178,0,56,2027736,0
1,0,27,68416,263,263,1,2,66416,1
1,0,95,4460,128,128,1,87,2295,0
0,0,52,553364,251,251,0,18,550602,0
1,0,109,201254,158,158,1,60,198909,0
1,0,53,4289,170,170,1,37,3018,1
1,0,64,3538,293,293,1,98,857,1
1,0,148,12394,305,305,1,150,9605,0
1,0,6,396132,246,246,1,30,393928,0
1,0,130,14564,62,62,1,81,12819,1
0,0,186,39476,270,270,0,143,36720,1
1,0,101,13956,215,215,1,90,10954,0
1,0,88,68621,192,192,1,57,67503,1
0,0,8,645301,277,277,0,11,642806,0
1,0,5,5678,129,129,1,122,4257,1
1,0,157,458839,17,17,1,11,457553,0
1,0,70,825842,311,311,1,39,823350,0
0,0,111,38223,31,31,0,42,36197,1
0,0,156,968,8,8,0,153,3,0
1,2,102,11541,325,325,1,42,8509,1
0,0,182,12865,290,290,0,38,9965,1
1,0,8,582104,239,239,1,12,579438,0
1,0,122,79885,230,230,1,11,77750,1
1,0,152,2982,73,73,1,109,445,1
1,0,164,22938,88,88,1,56,21226,1
1,0,132,1573917,166,166,1,58,1571158,0
0,0,43,531490,33,33,0,3,528650,0
0,0,25,4734,124,124,0,86,2191,0
0,0,182,729858,202,202,0,36,727477,0
0,0,100,367390,216,216,0,62,364778,0
0,0,58,966472,30,30,0,43,963723,0
0,0,89,18183,234,234,0,139,15433,0
1,0,38,4073,5,5,1,69,1218,0
1,0,51,15577,72,72,1,108,12521,1
1,0,13,2071578,164,164,1,58,2068987,0
1,0,125,27589,109,109,1,83,25172,0
1,0,74,22430,44,44,1,33,19944,1
1,0,9,181574,314,314,1,29,180063,1
1,0,128,801320,82,82,1,33,798915,0
0,0,78,11142,112,112,0,120,8839,1
1,0,93,16034,126,126,1,23,13233,0
1,0,80,10610,172,172,1,129,8169,1
1,0,153,106204,281,281,1,18,104012,1
1,0,73,16963,49,49,1,100,14936,0
0,0,151,1171911,147,147,0,49,1168945,0
1,0,15,585311,228,228,1,27,582390,0
1,0,35,1820,9,9,1,155,189,0
1,0,47,485801,34,34,1,3,483723,0
1,0,22,26744,324,324,1,42,24147,1
1,0,18,619021,152,152,1,14,617285,0
0,0,65,22871,4,4,0,24,21810,1
1,0,149,2325261,42,42,1,59,2323705,0
1,0,71,10910,91,91,1,113,8910,0
0,0,127,663320,260,260,0,23,660522,0
