Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position
0,1153652,143,42,1152030
0,32383,198,132,29822
1,69602,79,4,68706
1,71222,125,25,69540
0,24991,111,113,22313
0,57820,33,24,56951
1,73875,207,17,71692
0,5666,165,126,3972
1,33980,160,53,31590
0,578251,159,16,576644
0,475584,92,42,473026
0,583,155,123,2
1,3829,29,78,839
1,56560,220,52,55610
0,453362,128,11,452610
0,1381,99,110,2
0,915785,187,36,913926
0,772241,46,26,769332
1,1231,12,72,899
1,1575,18,75,712
1,74451,228,15,72187
1,17714,48,92,16719
0,45115,199,133,42281
1,7904,93,107,5580
0,147,10,66,1
0,521339,131,6,518895
0,612431,129,17,611934
0,750468,63,29,747616
0,10805,102,112,10074
1,10537,197,86,8039
1,4197,144,121,3526
0,6226,11,67,4295
0,1020701,158,53,1018377
1,63967,206,17,63425
1,2783,38,79,909
0,1852084,64,48,1850486
0,382722,97,61,380155
1,2706,84,81,1
0,8632,69,100,7892
0,521580,39,2,519241
0,814312,217,34,811961
1,34273,7,20,33176
1,58454,109,45,55821
0,504842,70,1,502038
1,26773,107,45,26201
0,856711,127,33,855554
0,112160,81,18,109194
0,752571,45,26,750136
1,6087,15,70,4936
0,630925,167,13,630173
0,795045,186,28,794215
0,587282,66,19,586959
1,3080,51,93,735
0,478396,132,6,477242
0,822273,208,27,821002
0,2334536,193,53,2334039
0,4194,214,136,3232
1,957,164,46,103
1,13228,190,131,10472
0,3052,53,95,605
0,640440,112,20,637990
1,963,72,19,103
0,216862,122,55,214952
1,360854,44,61,358083
0,9773,226,138,7086
1,346850,200,60,346512
1,56420,153,54,55923
1,23155,181,22,22973
0,663276,130,17,662509
1,1902,41,90,1699
0,17064,74,101,15238
0,250640,169,9,247890
1,944659,157,53,941918
0,23344,161,124,21104
1,40883,49,62,38052
1,557,86,106,3
0,1132750,113,51,1130948
1,45867,21,44,45670
0,2029693,136,51,2028950
0,821170,95,30,818471
0,805101,138,27,802591
1,15156,24,77,14362
1,66037,90,42,63011
0,7310,233,139,4494
0,586872,175,8,586129
1,10829,77,61,8487
1,182518,42,25,180932
1,207218,117,35,204852
0,2035,126,118,1445
0,870832,50,32,869711
