Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position
1,617680,231,10,617066
0,340144,412,14,339536
0,862102,240,22,861431
0,1875155,216,27,1874526
1,633183,232,10,632827
0,59685,47,56,58891
0,1611491,329,27,1610868
0,31626,356,83,31012
1,76266,277,14,75574
0,430625,12,16,430509
0,288480,173,17,287506
0,1187163,345,22,1186465
0,1200244,311,28,1199621
0,18926,389,92,18276
1,2115566,24,28,2114982
1,1109679,315,28,1109041
1,1559,49,57,987
0,413954,417,28,413337
1,159847,65,14,159101
1,1139142,314,28,1138561
1,462219,363,22,461563
1,1348,165,67,512
0,1344856,196,21,1344239
1,203566,68,14,203195
1,3660,193,68,3085
0,1001979,93,28,1001410
0,1671935,117,28,1671336
1,3008,160,46,2760
0,17644,347,80,17072
0,393310,279,30,392783
0,1025055,189,28,1024453
1,1654543,29,27,1654004
1,11006,13,37,10434
0,1840810,108,28,1840178
1,1182146,312,28,1181541
1,356421,430,13,355831
0,398667,247,16,398035
1,1235855,185,28,1235211
0,1806636,336,28,1806064
0,7249,51,57,6641
0,452612,280,28,451995
0,425782,137,14,425384
0,1121,1,32,531
1,725245,148,22,724664
0,7534,342,79,7151
0,14571,376,50,14272
0,244449,287,16,243556
0,622513,25,28,621803
0,261062,172,14,260553
0,253089,176,17,252442
0,305429,371,24,304515
0,690105,145,22,689434
1,26110,304,14,25487
0,55203,79,14,54550
1,6670,225,69,6140
0,467996,364,22,467418
0,1079,125,62,750
1,1784731,332,28,1784156
0,1392058,307,28,1391459
1,174019,63,14,173294
1,44727,394,93,44119
0,978860,274,27,978390
0,7294,260,75,6638
0,9111,129,63,8734
1,641578,81,11,640880
0,2852,16,40,2211
0,1610144,113,28,1609563
1,225709,67,14,225092
1,873,4,35,262
0,462632,136,4,462006
0,1707,377,85,1054
0,555039,76,7,554104
0,897457,271,27,896894
1,528985,291,10,528356
1,930600,241,22,929947
0,459742,248,16,459083
0,8892,375,50,8245
0,410431,179,15,409799
1,95645,62,2,95094
1,296809,420,4,296102
1,438791,31,3,438168
0,302673,243,16,302005
0,332148,410,14,331510
0,22912,56,58,22523
1,20624,72,43,19953
0,276224,133,22,275592
1,605996,237,10,605367
0,610905,153,4,610333
1,893116,238,22,892445
1,9993,32,41,9376
1,1448091,87,28,1447573
1,12594,195,47,11959
0,389569,246,16,388676
0,28027,42,53,27344
0,406686,135,4,406078
0,32545,261,76,31979
0,11424,39,52,10828
0,474095,353,17,473496
1,891600,270,27,891058
1,1570983,119,28,1570405
1,487260,199,23,486679
0,28680,127,63,27985
0,478938,100,0,478315
0,1109266,397,23,1108595
0,21792,344,79,21193
1,652493,235,10,651543
1,538452,143,22,537880
0,21840,228,71,21079
0,567898,122,19,567485
0,53116,396,93,52718
0,308712,369,16,308044
1,641268,233,10,640657
0,1591262,330,27,1590720
0,559332,141,20,558976
1,627298,98,6,626603
1,555039,428,4,554545
0,269583,419,4,268954
0,1591401,210,26,1590901
1,1060193,187,28,1059636
0,272757,178,17,271798
0,21892,338,78,21179
1,400683,54,3,400036
0,11825,43,53,11139
1,610947,366,22,610288
0,1183104,324,26,1182499
0,1871216,107,28,1870641
1,1100102,406,27,1099440
0,223254,288,16,222562
1,2130876,103,28,2130250
1,5418,229,71,4696
1,274287,170,14,273715
0,643220,197,6,642618
0,253619,168,14,252897
1,190891,64,14,190256
1,33533,390,92,32910
0,66227,300,1,65685
1,1038285,188,28,1037734
0,1299223,183,28,1298663
0,549268,73,7,548651
1,1790185,217,27,1789544
1,110877,152,2,110344
0,70385,297,15,69732
1,375323,425,4,374682
1,1894275,109,28,1893637
0,48963,357,83,48349
0,63431,61,59,62859
0,563485,92,20,563114
1,1947,15,39,1330
1,849658,22,27,849029
0,17246,265,76,16593
1,11667,258,74,10975
1,1192370,313,28,1191744
1,789660,147,22,789061
0,484940,354,17,484143
0,551183,224,19,550740
0,1665163,28,27,1664528
0,15815,360,83,15231
0,423275,201,23,422700
0,50225,395,93,49587
0,23909,361,83,23259
0,1935320,213,27,1934724
1,1439745,88,28,1439215
0,1646736,211,26,1646206
1,5356,349,82,4736
0,281837,177,17,281250
0,217404,21,16,216745
0,431207,426,4,430704
0,565167,381,20,564760
1,4939,6,33,4241
0,497547,250,16,496699
0,2159962,325,27,2159390
1,1722444,337,25,1721857
1,627125,83,11,626559
1,636879,156,4,636250
1,2103139,218,28,2102468
0,211634,418,0,211245
1,34921,266,77,34262
0,1578872,118,28,1578312
0,596495,157,4,595866
1,9539,194,47,8904
1,497850,294,10,497083
0,465000,352,17,464038
0,283286,424,4,282588
0,1863,41,53,1279
0,1337715,208,26,1337152
1,10499,37,51,10110
0,6256,128,63,5888
0,77237,58,58,76545
0,1685667,115,28,1685527
1,584282,131,10,583626
0,1212108,310,28,1211533
1,8071,392,92,7124
1,631273,155,4,630704
1,1357417,309,28,1356881
1,1413348,207,26,1412725
0,897652,239,22,897068
1,102031,0,2,101630
0,460277,281,28,459570
1,550961,289,10,550314
1,2082607,34,28,2081918
1,673589,182,27,672981
0,262590,285,16,261997
0,1069989,191,28,1069351
1,54130,399,94,53294
1,238595,169,14,237978
1,2039757,327,27,2039173
0,55031,264,76,54300
1,42738,391,92,42403
1,698962,95,28,698387
1,1037760,368,22,1037092
0,510533,431,5,509916
1,1653046,111,28,1652444
0,602022,158,4,601444
0,9693,359,83,9067
0,331967,150,16,331098
1,57983,60,59,57381
0,488252,249,16,487683
0,152203,401,94,151562
1,7816,166,67,6941
0,473006,251,16,472107
1,8984,254,72,8412
0,296422,242,16,295724
0,786,372,84,88
0,521226,205,6,520573
1,1896,253,72,1198
0,433446,202,23,432955
0,297265,221,3,296609
0,421453,416,28,420860
1,10738,161,66,10142
0,422988,180,15,422386
0,739582,269,27,738989
0,741926,198,16,741234
1,2021354,35,28,2020752
0,22510,52,42,21845
0,12963,340,78,12349
1,1279824,186,28,1279111
0,2141017,326,27,2140400
1,213605,69,14,212727
1,649380,234,10,648745
1,1773473,333,28,1772775
1,542828,290,10,542232
1,3185,159,65,2544
1,1094415,317,28,1093786
0,548259,140,20,547909
0,4704,226,70,4066
0,67780,414,14,67067
0,288418,220,3,287768
1,498188,429,9,497556
1,633393,80,11,632488
0,606832,84,27,606242
1,11303,48,56,10641
1,667099,3,10,666332
