Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
1,167573,36,0,19,164778
1,191757,113,0,10,188965
1,344245,13,0,0,341906
1,205713,248,0,9,202903
0,546874,142,0,15,544250
0,1851640,105,0,31,1848668
0,468388,69,0,6,465485
0,14547,19,0,52,12235
0,425184,136,0,16,422410
1,249052,73,0,9,246272
0,7271,21,0,53,4884
0,3982,1,0,36,1541
0,71558,155,1,3,69066
0,399549,238,0,16,396772
0,11601,40,0,59,9187
1,175571,94,0,28,172800
0,110238,228,0,87,107374
0,783613,78,0,23,780839
1,8573,215,0,84,6039
1,7513,3,0,38,4757
1,171781,0,0,11,169685
1,221070,140,0,9,218443
1,1484951,183,0,30,1482129
1,880730,132,0,31,877992
1,12861,240,0,89,10087
0,763632,128,0,31,761305
1,1152001,181,1,30,1149578
0,184674,5,0,12,182293
1,194602,250,0,9,191840
1,2180588,55,0,32,2178147
1,17047,37,0,45,14579
0,256062,180,0,5,253732
0,1181628,224,0,24,1179322
1,2776,51,1,61,113
1,950785,131,0,31,948302
0,8596,124,0,72,5819
0,24923,63,0,47,22032
0,42017,201,1,81,39222
0,1200167,195,0,23,1197396
0,696919,74,0,23,694046
0,316755,118,1,24,314314
0,428401,70,0,18,425663
0,388287,239,0,16,385492
0,2113696,54,1,31,2111357
0,272153,66,0,23,269451
1,22052,241,0,90,19278
0,222070,179,0,5,219359
1,775880,129,0,31,773208
0,432436,159,1,15,429818
1,180486,34,0,19,177754
1,11536,32,0,58,9554
0,15093,157,0,19,12226
