Gene_Classification,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Entity_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,1109679,315,315,27,4,0,96,1109041,1
0,1559,49,49,56,4,0,43,987,1
0,413954,417,417,27,4,0,17,413337,0
0,159847,65,65,13,4,0,98,159101,1
0,1139142,314,314,27,4,0,57,1138561,1
0,462219,363,363,21,4,0,115,461563,1
0,1348,165,165,66,4,0,43,512,1
0,1344856,196,196,20,4,0,123,1344239,0
0,203566,68,68,13,2,0,56,203195,1
0,3660,193,193,67,4,0,43,3085,1
0,1001979,93,93,27,4,0,164,1001410,0
1,1671935,117,117,27,3,1,120,1671336,0
0,3008,160,160,45,4,0,142,2760,1
0,17644,347,347,79,4,0,154,17072,0
0,393310,279,279,29,4,0,10,392783,0
0,1025055,189,189,27,4,0,75,1024453,0
0,1654543,29,29,26,4,0,149,1654004,1
0,11006,12,12,36,4,0,139,10434,1
0,1840810,108,108,27,4,0,57,1840178,0
0,1182146,312,312,27,4,0,57,1181541,1
1,356421,430,430,12,3,1,137,355831,1
0,398667,247,247,15,4,0,23,398035,0
0,1235855,185,185,27,2,0,96,1235211,1
0,1806636,336,336,27,4,0,145,1806064,0
0,7249,51,51,56,4,0,43,6641,0
0,452612,280,280,27,4,0,96,451995,0
0,425782,137,137,13,2,0,47,425384,0
0,1121,1,1,31,4,0,161,531,0
0,725245,148,148,21,4,0,116,724664,1
0,7534,342,342,78,2,0,147,7151,0
0,14571,376,376,49,4,0,101,14272,0
0,244449,287,287,15,4,0,119,243556,0
0,622513,25,25,27,4,0,96,621803,0
0,261062,172,172,13,4,0,31,260553,0
0,253089,176,176,16,4,0,21,252442,0
0,305429,371,371,23,4,0,9,304515,0
1,690105,145,145,21,3,1,55,689434,0
0,26110,304,304,13,4,0,31,25487,1
0,55203,79,79,13,4,0,31,54550,0
0,6670,225,225,68,4,0,43,6140,1
0,467996,364,364,21,4,0,162,467418,0
0,1079,125,125,61,2,0,76,750,0
0,1784731,332,332,27,4,0,145,1784156,1
0,1392058,307,307,27,4,0,164,1391459,0
0,174019,63,63,13,4,0,47,173294,1
1,44727,394,394,92,3,1,66,44119,1
1,978860,274,274,26,1,1,117,978390,0
0,7294,260,260,74,4,0,43,6638,0
0,9111,129,129,62,2,0,76,8734,0
0,641578,81,81,10,4,0,54,640880,1
0,2852,15,15,39,4,0,36,2211,0
0,1610144,113,113,27,4,0,75,1609563,0
1,225709,67,67,13,3,1,33,225092,1
0,873,4,4,34,4,0,32,262,1
0,462632,136,136,4,4,0,97,462006,0
0,1707,377,377,84,4,0,87,1054,0
0,570400,73,73,7,4,0,114,569783,0
0,897457,271,271,26,4,0,60,896894,0
0,528985,291,291,9,4,0,15,528356,1
0,930600,241,241,21,4,0,167,929947,1
0,459742,248,248,15,4,0,26,459083,0
0,8892,375,375,49,4,0,4,8245,0
0,410431,179,179,14,4,0,63,409799,0
0,95645,62,62,2,4,0,111,95094,1
0,296809,420,420,4,4,0,97,296102,1
0,438791,31,31,3,4,0,142,438168,1
0,302673,243,243,15,4,0,46,302005,0
0,332148,410,410,13,4,0,98,331510,0
0,22912,56,56,57,2,0,130,22523,0
0,20624,72,72,42,4,0,67,19953,1
0,276224,133,133,21,4,0,81,275592,0
0,605996,237,237,9,4,0,6,605367,1
0,610905,153,153,4,4,0,135,610333,0
1,893116,238,238,21,3,1,11,892445,1
0,9993,32,32,40,4,0,127,9376,1
0,1448091,87,87,27,4,0,17,1447573,1
0,12594,195,195,46,4,0,94,11959,1
0,389569,246,246,15,4,0,109,388676,0
0,28027,42,42,52,4,0,126,27344,0
0,406686,135,135,4,4,0,97,406078,0
0,32545,261,261,75,4,0,126,31979,0
1,11424,39,39,51,3,1,107,10828,0
0,474095,353,353,16,4,0,113,473496,0
1,891600,270,270,26,1,1,41,891058,1
0,1570983,119,119,27,4,0,96,1570405,1
0,487260,199,199,22,4,0,124,486679,1
1,28680,127,127,62,3,1,163,27985,0
0,478938,100,100,0,4,0,3,478315,0
0,1109266,397,397,22,4,0,138,1108595,0
0,21792,344,344,78,4,0,40,21193,0
0,652493,235,235,9,4,0,6,651543,1
0,538452,143,143,21,4,0,117,537880,1
0,21840,228,228,70,4,0,130,21079,0
0,567898,122,122,18,2,0,62,567485,0
0,53116,396,396,92,5,0,37,52718,0
0,308712,369,369,15,4,0,26,308044,0
0,641268,233,233,9,4,0,132,640657,1
0,1591262,330,330,26,4,0,70,1590720,0
0,559332,141,141,19,2,0,80,558976,0
0,627298,98,98,6,4,0,83,626603,1
0,555039,428,428,4,4,0,97,554545,1
0,269583,419,419,4,4,0,135,268954,0
1,1591401,210,210,25,3,1,129,1590901,0
0,1060193,187,187,27,4,0,57,1059636,1
0,272757,178,178,16,4,0,21,271798,0
0,21892,338,338,77,4,0,53,21179,0
0,400683,54,54,3,4,0,156,400036,1
0,11825,43,43,52,4,0,126,11139,0
0,610947,366,366,21,4,0,167,610288,1
0,1183104,324,324,25,4,0,39,1182499,0
0,1871216,107,107,27,4,0,17,1870641,0
0,1100102,406,406,26,4,0,101,1099440,1
0,223254,288,288,15,4,0,23,222562,0
0,2130876,103,103,27,4,0,96,2130250,1
0,5418,229,229,70,4,0,76,4696,1
0,274287,170,170,13,4,0,98,273715,1
0,643220,197,197,6,4,0,65,642618,0
0,253619,168,168,13,4,0,31,252897,0
0,190891,64,64,13,4,0,98,190256,1
0,33533,390,390,91,4,0,146,32910,1
0,66227,300,300,1,4,0,120,65685,0
0,1038285,188,188,27,4,0,96,1037734,1
0,1299223,183,183,27,4,0,96,1298663,0
0,555039,76,76,7,4,0,78,554104,0
0,1790185,217,217,26,4,0,34,1789544,1
0,110877,152,152,2,5,0,160,110344,1
0,70385,297,297,14,4,0,157,69732,0
0,375323,425,425,4,4,0,128,374682,1
0,1894275,109,109,27,4,0,28,1893637,1
0,48963,357,357,82,4,0,104,48349,0
0,63431,61,61,58,4,0,126,62859,0
0,563485,92,92,19,2,0,18,563114,0
1,1947,14,14,38,3,1,140,1330,1
0,849658,22,22,26,4,0,122,849029,1
0,17246,265,265,75,4,0,43,16593,0
0,11667,258,258,73,4,0,43,10975,1
0,1192370,313,313,27,4,0,159,1191744,1
0,789660,147,147,21,4,0,58,789061,1
0,484940,354,354,16,4,0,51,484143,0
0,551183,224,224,18,2,0,160,550740,0
0,1665163,28,28,26,4,0,149,1664528,0
0,15815,360,360,82,4,0,50,15231,0
0,423275,201,201,22,4,0,5,422700,0
0,50225,395,395,92,4,0,101,49587,0
0,23909,361,361,82,4,0,141,23259,0
0,1935320,213,213,26,4,0,122,1934724,0
0,1439745,88,88,27,4,0,57,1439215,1
0,1646736,211,211,25,4,0,19,1646206,0
0,5356,349,349,81,4,0,134,4736,1
0,281837,177,177,16,4,0,99,281250,0
0,217404,21,21,15,4,0,23,216745,0
0,431207,426,426,4,4,0,143,430704,0
0,565167,381,381,19,2,0,80,564760,0
0,4939,6,6,32,4,0,1,4241,1
0,497547,250,250,15,4,0,23,496699,0
0,2159962,325,325,26,4,0,70,2159390,0
0,1722444,337,337,24,4,0,21,1721857,1
0,627125,83,83,10,4,0,169,626559,1
0,636879,156,156,4,4,0,128,636250,1
0,2103139,218,218,27,4,0,57,2102468,1
0,211634,418,418,0,5,0,8,211245,0
0,34921,266,266,76,4,0,126,34262,1
0,1578872,118,118,27,4,0,17,1578312,0
0,596495,157,157,4,4,0,135,595866,0
0,9539,194,194,46,4,0,94,8904,1
0,497850,294,294,9,4,0,43,497083,1
0,465000,352,352,16,4,0,2,464038,0
0,283286,424,424,4,4,0,135,282588,0
0,1863,41,41,52,4,0,130,1279,0
1,1337715,208,208,25,3,1,30,1337152,0
0,10499,37,37,50,2,0,93,10110,1
0,6256,128,128,62,2,0,130,5888,0
0,77237,58,58,57,4,0,130,76545,0
0,1685667,115,115,27,0,0,159,1685527,0
0,584282,131,131,9,4,0,6,583626,1
0,1212108,310,310,27,4,0,17,1211533,0
0,8071,392,392,91,4,0,86,7124,1
0,631273,155,155,4,4,0,97,630704,1
0,1357417,309,309,27,4,0,145,1356881,1
0,1413348,207,207,25,4,0,13,1412725,1
0,897652,239,239,21,4,0,162,897068,0
0,102031,0,0,2,4,0,103,101630,1
0,460277,281,281,27,4,0,57,459570,0
0,550961,289,289,9,4,0,15,550314,1
0,2082607,34,34,27,4,0,57,2081918,1
0,673589,182,182,26,4,0,12,672981,1
0,262590,285,285,15,4,0,131,261997,0
0,1069989,191,191,27,4,0,57,1069351,0
0,54130,399,399,93,4,0,52,53294,1
0,238595,169,169,13,4,0,31,237978,1
0,2039757,327,327,26,4,0,168,2039173,1
0,55031,264,264,75,4,0,130,54300,0
0,42738,391,391,91,4,0,86,42403,1
0,698962,95,95,27,4,0,96,698387,1
0,1037760,368,368,21,4,0,167,1037092,1
0,510533,431,431,5,4,0,44,509916,0
0,1653046,111,111,27,4,0,57,1652444,1
0,602022,158,158,4,4,0,143,601444,0
0,9693,359,359,82,4,0,141,9067,0
0,331967,150,150,15,4,0,133,331098,0
0,57983,60,60,58,4,0,130,57381,1
0,488252,249,249,15,4,0,131,487683,0
0,152203,401,401,93,4,0,91,151562,0
0,7816,166,166,66,4,0,126,6941,1
0,473006,251,251,15,4,0,133,472107,0
0,8984,254,254,71,4,0,76,8412,1
0,296422,242,242,15,4,0,133,295724,0
0,786,372,372,83,4,0,35,88,0
0,521226,205,205,6,4,0,112,520573,0
0,1896,253,253,71,4,0,76,1198,1
0,433446,202,202,22,4,0,5,432955,0
0,297265,221,221,3,4,0,156,296609,0
0,421453,416,416,27,4,0,159,420860,0
0,10738,161,161,65,4,0,130,10142,1
0,422988,180,180,14,4,0,63,422386,0
0,739582,269,269,26,4,0,70,738989,0
0,741926,198,198,15,4,0,46,741234,0
0,2021354,35,35,27,4,0,17,2020752,1
1,22510,52,52,41,3,1,156,21845,0
0,12963,340,340,77,4,0,53,12349,0
0,1279824,186,186,27,4,0,17,1279111,1
0,2141017,326,326,26,4,0,48,2140400,0
0,213605,69,69,13,4,0,47,212727,1
0,649380,234,234,9,4,0,6,648745,1
1,1773473,333,333,27,3,1,120,1772775,1
0,542828,290,290,9,4,0,6,542232,1
0,3185,159,159,64,4,0,126,2544,1
0,1094415,317,317,27,4,0,57,1093786,1
0,548259,140,140,19,2,0,72,547909,0
0,4704,226,226,69,4,0,126,4066,0
0,67780,414,414,13,4,0,31,67067,0
0,288418,220,220,3,4,0,110,287768,0
0,498188,429,429,8,4,0,68,497556,1
0,633393,80,80,10,4,0,59,632488,1
0,606832,84,84,26,4,0,48,606242,0
0,11303,48,48,55,4,0,76,10641,1
0,667099,3,3,9,4,0,6,666332,1
