Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,29,18788,25,25,1,41,16752,0,1
1,37,1431,20,20,1,50,1,0,0
1,15,69895,4,4,1,22,67685,0,1
1,11,27802,123,123,1,73,25553,0,1
0,53,521,0,0,0,52,3,4,1
1,41,149082,120,120,1,71,147823,0,0
1,55,551317,81,81,1,19,549344,0,0
1,10,85717,39,39,1,3,84713,0,1
1,35,2356,7,7,1,43,188,0,0
0,14,116089,75,75,0,2,115388,4,1
1,20,5373,102,102,1,66,3175,0,0
1,55,399746,90,90,1,19,397836,0,0
1,18,551038,38,38,1,15,548948,0,0
1,41,258202,86,86,1,27,255983,0,1
1,54,7513,2,2,1,26,7115,0,1
1,39,522056,129,129,1,14,520707,0,0
1,56,560632,54,54,1,18,560198,0,0
1,48,8796,43,43,1,4,6766,0,1
0,18,242101,45,45,0,17,241769,3,0
1,61,742170,78,78,1,24,739927,0,0
1,22,7341,15,15,1,46,5542,0,1
1,62,1092022,122,122,1,36,1090076,0,1
1,37,656983,70,70,1,32,654773,0,0
1,65,29812,132,132,1,28,28472,0,1
1,6,24063,88,88,1,65,21859,0,0
0,27,569,73,73,0,62,3,4,1
1,17,510087,17,17,1,32,508918,0,0
1,24,20468,93,93,1,5,18309,0,1
1,29,47761,115,115,1,70,45575,0,0
1,59,80858,14,14,1,37,80019,0,1
1,42,143770,130,130,1,8,141896,0,0
1,28,395811,48,48,1,21,393328,0,0
1,6,17708,29,29,1,56,16425,0,1
1,34,107570,30,30,1,10,105642,0,1
1,7,216636,68,68,1,25,214564,0,1
1,23,5239,49,49,1,59,3059,0,1
1,51,2117,24,24,1,53,3,0,1
1,2,45873,84,84,1,64,43711,0,1
1,33,843337,64,64,1,23,841178,0,0
1,12,630544,13,13,1,19,630077,0,0
1,31,564263,32,32,1,36,562332,0,1
1,12,414917,89,89,1,19,412986,0,0
1,22,9794,121,121,1,72,7884,0,1
1,43,630340,40,40,1,20,629867,0,0
1,56,576256,1,1,1,18,575726,0,0
1,17,8315,11,11,1,32,7779,0,1
1,34,640806,111,111,1,10,638620,0,0
1,12,808511,72,72,1,19,806334,0,0
1,13,45587,118,118,1,71,43530,0,1
1,8,12118,52,52,1,47,9896,0,0
0,21,591642,56,56,0,15,591283,4,1
1,40,28251,114,114,1,69,27310,0,0
1,57,15656,47,47,1,1,13635,0,1
1,12,495949,80,80,1,19,493973,0,0
1,27,2323,66,66,1,61,1850,0,0
1,16,17469,85,85,1,48,15220,0,0
1,23,2747,82,82,1,63,2046,0,0
1,48,1525088,97,97,1,35,1523784,0,1
1,39,1220025,96,96,1,35,1218841,0,0
1,59,1560715,16,16,1,37,1558235,0,1
0,32,1157244,28,28,0,31,1157023,3,0
1,7,292285,128,128,1,25,290090,0,1
0,0,352533,108,108,0,39,352018,4,1
1,60,429,127,127,1,74,1,0,0
0,41,461012,69,69,0,10,460530,3,0
1,50,804175,46,46,1,24,801998,0,0
1,62,61722,124,124,1,36,61057,0,1
1,54,111044,131,131,1,9,109113,0,0
1,17,853635,113,113,1,32,852247,0,0
1,39,1428134,62,62,1,35,1426182,0,0
